名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
奥村航,つくばユナイテッドSunGAIA,3,77,315,172,21,54.6,47.9,1,1,0,47,218,14,61,57,18,9,5,100.0,2.2,0.6,6.0,63.9
奥田基嗣,つくばユナイテッドSunGAIA,7,76,180,86,17,47.8,38.3,0,0,0,23,291,10,21,85,19,9,7,,1.1,0.3,8.9,65.8
奥田晃,東京ヴェルディ,11,6,1,1,0,100.0,100.0,0,0,0,0,10,0,1,0,0,0,0,,0.2,0.0,-2.5,
宮原博明,大同特殊鋼レッドスター,19,20,106,48,3,45.3,42.5,22,10,1,4,52,1,2,10,18,5,6,45.5,2.4,0.2,5.8,44.4
宮田航輔,東京ヴェルディ,4,28,0,0,0,,,0,0,0,0,28,1,0,10,0,0,0,,0.0,0.0,12.5,
寺尾壮太,大同特殊鋼レッドスター,18,38,84,28,14,33.3,16.7,20,4,8,6,49,4,6,7,1,1,0,20.0,0.7,0.2,8.7,100.0
小島大輝,埼玉アザレア,3,95,424,220,19,51.9,47.4,0,0,0,51,283,6,10,57,11,8,2,,2.3,0.5,6.3,81.8
小川功太,警視庁フォートファイターズ,12,89,832,361,69,43.4,35.1,82,27,10,32,293,11,31,93,399,185,104,32.9,4.1,0.4,9.0,59.4
小川貴大,警視庁フォートファイターズ,1,77,502,217,43,43.2,34.7,150,54,19,16,252,5,12,54,1,1,0,36.0,2.8,0.2,6.2,100.0
小林慎平,富士通カワサキレッドスピリッツ,6,36,0,0,0,,,0,0,0,0,0,0,0,0,64,27,20,,0.0,0.0,,57.8
小林空,きんでんトリニティーブリッツ,21,42,394,156,53,39.6,26.1,130,49,29,11,146,10,29,36,1,0,0,37.7,3.7,0.3,8.0,0.0
小野義隆,きんでんトリニティーブリッツ,15,9,1,0,0,0.0,0.0,0,0,0,0,26,2,3,4,0,0,0,,0.0,0.0,8.7,
小針幸,つくばユナイテッドSunGAIA,9,76,572,251,42,43.9,36.5,67,27,9,19,272,12,44,52,592,231,169,40.3,3.3,0.2,5.1,53.3
尾木将,富士通カワサキレッドスピリッツ,19,29,3,2,1,66.7,33.3,0,0,0,3,56,1,14,9,0,0,0,,0.1,0.1,-0.4,
尾松航洋,きんでんトリニティーブリッツ,2,55,16,6,2,37.5,25.0,2,0,0,0,98,13,20,30,5,0,2,0.0,0.1,0.0,15.8,20.0
山下道生,東京ヴェルディ,14,45,149,59,12,39.6,31.5,0,0,0,21,106,4,13,29,2,1,0,,1.3,0.5,7.5,50.0
山本寛生,きんでんトリニティーブリッツ,16,20,13,3,2,23.1,7.7,1,0,0,0,26,2,7,3,0,0,0,0.0,0.2,0.0,3.8,
山田広大,長野GaRons,19,78,0,0,0,,,0,0,0,0,0,0,0,0,435,224,99,,0.0,0.0,,62.9
岡本侑,きんでんトリニティーブリッツ,1,81,626,273,59,43.6,34.2,125,54,16,28,308,12,31,91,523,218,143,43.2,3.4,0.3,8.8,55.4
岡村義郎,富士通カワサキレッドスピリッツ,10,54,171,99,8,57.9,53.2,0,0,0,39,150,2,13,36,3,1,2,,1.8,0.7,5.2,66.7
岩井浩二,富士通カワサキレッドスピリッツ,14,51,300,137,14,45.7,41.0,4,2,0,17,146,11,25,23,217,73,75,50.0,2.7,0.3,7.2,50.9
嶋津京将,大同特殊鋼レッドスター,21,8,1,1,0,100.0,100.0,0,0,0,0,16,0,0,4,0,0,0,,0.1,0.0,6.2,
嶋田希隆,大同特殊鋼レッドスター,11,44,0,0,0,,,0,0,0,0,0,0,0,0,257,137,52,,0.0,0.0,,63.4
川口一貴,大同特殊鋼レッドスター,16,49,84,43,5,51.2,45.2,0,0,0,13,172,5,4,46,11,5,4,,0.9,0.3,9.0,63.6
川崎翔太,埼玉アザレア,1,95,0,0,0,,,0,0,0,0,0,0,0,0,385,233,89,,0.0,0.0,,72.1
川畑貴裕,埼玉アザレア,10,86,518,196,36,37.8,30.9,19,5,8,37,323,22,32,97,150,52,42,26.3,2.3,0.4,11.8,48.7
工藤巧,東京ヴェルディ,15,69,625,231,49,37.0,29.1,243,94,28,17,227,5,17,73,29,13,5,38.7,3.3,0.2,8.4,53.4
市川一樹,長野GaRons,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平田優斗,長野GaRons,23,26,42,12,2,28.6,23.8,0,0,0,4,66,6,8,19,6,4,2,,0.5,0.2,13.3,83.3
平田英貴,きんでんトリニティーブリッツ,13,14,44,17,2,38.6,34.1,0,0,0,6,35,1,7,7,3,1,1,,1.2,0.4,2.9,50.0
平野晃多,大同特殊鋼レッドスター,5,53,105,55,9,52.4,43.8,0,0,0,39,130,2,6,27,5,5,0,,1.0,0.7,5.6,100.0
後藤万澄,大同特殊鋼レッドスター,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
後藤滉貴,富士通カワサキレッドスピリッツ,8,50,34,14,4,41.2,29.4,12,3,2,0,70,4,20,23,0,0,0,25.0,0.3,0.0,6.8,
志波京介,富士通カワサキレッドスピリッツ,20,16,0,0,0,,,0,0,0,0,25,0,1,11,0,0,0,,0.0,0.0,10.0,
手塚奨,富士通カワサキレッドスピリッツ,9,23,14,6,0,42.9,42.9,0,0,0,8,58,2,5,26,3,1,1,,0.3,0.3,12.5,50.0
新谷俊揮,きんでんトリニティーブリッツ,12,70,169,63,23,37.3,23.7,12,4,1,5,151,5,30,34,331,147,90,33.3,0.9,0.1,4.0,58.0
曹海倫,つくばユナイテッドSunGAIA,10,47,183,75,13,41.0,33.9,25,10,3,19,80,1,3,20,1,0,0,40.0,1.6,0.4,6.6,0.0
木村拓哉,大同特殊鋼レッドスター,20,75,646,269,64,41.6,31.7,277,112,34,18,282,17,36,80,7,6,1,40.4,3.6,0.2,9.9,92.9
本田幸誠,埼玉アザレア,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
東野晴輝,トヨタ自動車サンホークス,7,88,13,8,1,61.5,53.8,2,0,0,4,370,5,7,72,8,1,1,0.0,0.1,0.0,5.7,18.8
松下大悟,トヨタ自動車サンホークス,13,85,724,334,96,46.1,32.9,241,95,39,27,314,27,79,96,744,384,193,39.4,3.9,0.3,10.0,64.6
松坂洸汰,富士通カワサキレッドスピリッツ,2,2,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,,0.5,0.0,0.0,
松本幸博,警視庁フォートファイターズ,6,47,196,77,24,39.3,27.0,6,1,0,7,162,4,15,42,151,68,42,16.7,1.6,0.1,6.6,58.9
松橋拓也,長野GaRons,2,76,466,177,47,38.0,27.9,58,21,13,17,279,22,40,86,54,21,14,36.2,2.3,0.2,12.0,51.9
松田祐和,きんでんトリニティーブリッツ,18,5,18,6,2,33.3,22.2,0,0,0,1,14,0,1,4,0,0,0,,1.2,0.2,5.4,
林佑樹,埼玉アザレア,16,80,443,170,34,38.4,30.7,18,4,2,14,273,10,71,67,757,315,220,22.2,2.1,0.2,3.3,56.1
柳田百織,富士通カワサキレッドスピリッツ,4,56,416,227,38,54.6,45.4,127,63,18,18,200,5,12,61,7,4,3,49.6,4.1,0.3,8.6,78.6
桝谷周呈,つくばユナイテッドSunGAIA,17,79,0,0,0,,,0,0,0,0,0,0,0,0,390,158,98,,0.0,0.0,,53.1
森本浩矢,トヨタ自動車サンホークス,5,85,276,165,10,59.8,56.2,0,0,0,75,249,2,17,50,1,0,0,,1.9,0.9,4.1,0.0
森田貴秀,大同特殊鋼レッドスター,14,16,28,11,2,39.3,32.1,0,0,0,4,39,2,7,8,0,0,0,,0.7,0.2,5.8,
横瀬将,長野GaRons,15,13,0,0,0,,,0,0,0,0,19,0,2,3,0,0,0,,0.0,0.0,1.3,
横田圭祐,富士通カワサキレッドスピリッツ,5,38,69,39,1,56.5,55.1,0,0,0,14,99,1,4,21,3,1,0,,1.0,0.4,5.3,33.3
毛利光生,きんでんトリニティーブリッツ,11,83,39,13,4,33.3,23.1,0,0,0,16,306,13,28,101,6,0,1,,0.2,0.2,10.2,8.3
水口直希,トヨタ自動車サンホークス,19,11,2,0,0,0.0,0.0,0,0,0,2,10,0,1,6,0,0,0,,0.0,0.2,12.5,
水野貴文,警視庁フォートファイターズ,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
池田大輔,埼玉アザレア,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
河西敦司,警視庁フォートファイターズ,15,42,234,91,25,38.9,28.2,79,28,12,15,129,5,26,20,2,1,0,35.4,2.2,0.4,2.7,50.0
津田大地,大同特殊鋼レッドスター,7,46,247,96,20,38.9,30.8,29,16,5,10,146,4,12,20,429,196,130,55.2,2.1,0.2,4.1,60.8
浅岡一志,長野GaRons,6,16,57,19,10,33.3,15.8,7,4,1,1,21,0,7,10,0,0,0,57.1,1.2,0.1,3.6,
浅岡遥太,東京ヴェルディ,2,69,0,0,0,,,0,0,0,0,0,0,0,0,267,104,83,,0.0,0.0,,54.5
浅川成也,トヨタ自動車サンホークス,3,24,90,35,8,38.9,30.0,1,1,0,5,43,1,9,8,20,6,7,100.0,1.5,0.2,1.7,47.5
浅田潮,長野GaRons,22,39,236,77,12,32.6,27.5,1,0,0,16,111,2,4,23,138,41,46,0.0,2.0,0.4,6.1,46.4
浅野卓雅,富士通カワサキレッドスピリッツ,11,65,392,189,20,48.2,43.1,32,14,3,19,235,10,41,35,457,193,118,43.8,2.9,0.3,3.6,55.1
浜崎勇矢,つくばユナイテッドSunGAIA,2,48,34,23,2,67.6,61.8,0,0,0,10,138,1,18,23,2,0,0,,0.5,0.2,1.6,0.0
浜田翔太,埼玉アザレア,6,89,107,50,12,46.7,35.5,0,0,0,43,279,4,30,40,8,1,1,,0.6,0.5,2.3,18.8
清水一生,長野GaRons,3,75,503,165,54,32.8,22.1,22,8,4,46,229,8,34,57,300,120,80,36.4,2.2,0.6,6.0,53.3
渕江祥平,トヨタ自動車サンホークス,17,24,0,0,0,,,0,0,0,0,31,3,3,2,0,0,0,,0.0,0.0,8.9,
渕江陵友,トヨタ自動車サンホークス,2,88,331,150,16,45.3,40.5,2,1,0,10,304,2,25,53,447,201,127,50.0,1.7,0.1,3.0,59.2
渡邉稜,長野GaRons,1,58,120,43,12,35.8,25.8,0,0,0,16,168,5,33,32,5,0,2,,0.7,0.3,2.8,20.0
渡邊和馬,大同特殊鋼レッドスター,2,20,0,0,0,,,0,0,0,0,28,1,2,6,0,0,0,,0.0,0.0,7.1,
満生大輝,つくばユナイテッドSunGAIA,20,33,167,56,11,33.5,26.9,9,4,1,4,87,7,30,17,199,76,50,44.4,1.7,0.1,4.3,50.8
澤瑞貴,東京ヴェルディ,12,41,352,143,38,40.6,29.8,111,54,9,6,134,4,33,37,299,102,80,48.6,3.5,0.1,3.7,47.5
瀧澤陽紀,つくばユナイテッドSunGAIA,6,58,327,129,23,39.4,32.4,18,10,2,7,212,15,36,68,315,139,73,55.6,2.2,0.1,10.8,55.7
田中尚,大同特殊鋼レッドスター,4,73,253,141,7,55.7,53.0,0,0,0,34,225,8,6,58,21,15,6,,1.9,0.5,9.3,85.7
田中紀幸,富士通カワサキレッドスピリッツ,3,44,132,48,11,36.4,28.0,8,1,1,6,106,7,12,23,186,76,62,12.5,1.1,0.1,9.2,57.5
田尻信太郎,東京ヴェルディ,5,73,84,37,5,44.0,38.1,2,0,0,7,262,12,57,46,6,0,0,0.0,0.5,0.1,3.5,0.0
田畑翔伍,きんでんトリニティーブリッツ,7,77,330,123,35,37.3,26.7,8,2,1,35,166,3,42,38,377,161,96,25.0,1.6,0.5,1.2,55.4
皆川昂太,トヨタ自動車サンホークス,4,35,55,32,3,58.2,52.7,0,0,0,23,66,1,6,6,1,0,1,,0.9,0.7,1.5,50.0
石井和希,埼玉アザレア,21,84,807,380,67,47.1,38.8,203,96,36,22,338,7,27,85,6,2,1,47.3,4.5,0.3,6.4,41.7
石黒拓未,トヨタ自動車サンホークス,12,76,193,99,17,51.3,42.5,0,0,0,22,223,6,19,74,8,4,1,,1.3,0.3,8.9,56.2
神代優司,トヨタ自動車サンホークス,22,24,0,0,0,,,0,0,0,0,33,0,3,10,0,0,0,,0.0,0.0,5.3,
神谷昴紀,警視庁フォートファイターズ,19,98,0,0,0,,,0,0,0,0,0,0,0,0,816,315,249,,0.0,0.0,,53.9
福吉慎也,きんでんトリニティーブリッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福島孝輝,トヨタ自動車サンホークス,11,89,0,0,0,,,0,0,0,0,0,0,0,0,318,177,84,,0.0,0.0,,68.9
笠原啓太,埼玉アザレア,7,64,179,84,9,46.9,41.9,0,0,0,24,238,10,21,64,31,18,6,,1.3,0.4,8.7,67.7
筒井匠,埼玉アザレア,8,9,17,8,1,47.1,41.2,0,0,0,1,29,2,3,15,1,1,0,,0.9,0.1,17.2,100.0
米澤寛武,富士通カワサキレッドスピリッツ,16,36,244,102,9,41.8,38.1,6,2,1,10,139,2,6,36,171,68,62,33.3,2.8,0.3,6.8,57.9
繁田康平,きんでんトリニティーブリッツ,8,19,50,20,5,40.0,30.0,0,0,0,4,50,0,6,12,5,1,0,,1.1,0.2,3.0,20.0
與崎風人,東京ヴェルディ,25,68,312,118,29,37.8,28.5,40,14,5,18,189,3,12,43,340,112,84,35.0,1.7,0.3,5.7,45.3
舩倉拓登,大同特殊鋼レッドスター,17,39,3,1,0,33.3,33.3,1,0,0,1,82,3,1,23,1,0,0,0.0,0.0,0.0,10.4,0.0
芳賀広大,富士通カワサキレッドスピリッツ,12,84,0,0,0,,,0,0,0,0,0,0,0,0,252,138,65,,0.0,0.0,,67.7
茂木祐太,埼玉アザレア,17,19,166,67,17,40.4,30.1,48,21,4,6,59,1,5,11,0,0,0,43.8,3.5,0.3,4.2,
藤井啓太,長野GaRons,4,83,642,239,67,37.2,26.8,40,9,7,26,287,11,32,91,649,299,154,22.5,2.9,0.3,9.0,57.9
藤元公貴,大同特殊鋼レッドスター,8,6,9,4,0,44.4,44.4,0,0,0,2,9,0,4,4,1,0,0,,0.7,0.3,0.0,0.0
角大樹,富士通カワサキレッドスピリッツ,17,33,201,87,12,43.3,37.3,16,5,2,8,86,6,20,18,153,64,47,31.2,2.6,0.2,6.4,57.2
豊田将人,警視庁フォートファイターズ,10,69,1,1,0,100.0,100.0,0,0,0,0,109,2,9,24,0,0,0,,0.0,0.0,5.3,
進藤佑一,警視庁フォートファイターズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
野島透,つくばユナイテッドSunGAIA,15,41,0,0,0,,,0,0,0,0,26,2,2,7,25,9,11,,0.0,0.0,12.5,58.0
金子優海,警視庁フォートファイターズ,16,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
鈴木匡教,つくばユナイテッドSunGAIA,26,35,233,92,26,39.5,28.3,41,10,8,4,89,8,37,19,0,0,0,24.4,2.6,0.1,3.9,
長濱裕,きんでんトリニティーブリッツ,3,75,0,0,0,,,0,0,0,0,0,0,0,0,272,127,70,,0.0,0.0,,59.6
長谷山拓,富士通カワサキレッドスピリッツ,18,84,32,14,2,43.8,37.5,1,0,0,34,271,8,40,70,7,1,0,0.0,0.2,0.4,5.7,14.3
長谷川優太,大同特殊鋼レッドスター,9,73,12,6,0,50.0,50.0,1,1,0,14,243,6,29,32,5,1,0,100.0,0.1,0.2,2.8,20.0
関谷拓巳,つくばユナイテッドSunGAIA,22,33,0,0,0,,,0,0,0,0,0,0,0,0,20,6,4,,0.0,0.0,,40.0
阪本龍一,埼玉アザレア,14,5,14,2,2,14.3,0.0,0,0,0,1,10,1,1,2,1,1,0,,0.4,0.2,12.5,100.0
阿部翼,警視庁フォートファイターズ,22,88,264,136,18,51.5,44.7,0,0,0,56,193,4,11,27,17,10,4,,1.5,0.6,4.1,70.6
阿部航平,つくばユナイテッドSunGAIA,4,33,47,17,5,36.2,25.5,0,0,0,13,60,1,8,14,1,0,0,,0.5,0.4,4.2,0.0
青木宏門,長野GaRons,11,36,0,0,0,,,0,0,0,0,40,1,0,12,12,1,6,,0.0,0.0,10.0,33.3
須藤優,つくばユナイテッドSunGAIA,11,42,3,0,1,0.0,-33.3,1,0,1,6,146,3,6,33,1,0,0,0.0,0.0,0.1,6.7,0.0
高橋頌,埼玉アザレア,12,72,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,129,71,27,0.0,0.0,0.0,,65.5
鰐川怜児,長野GaRons,20,77,262,127,19,48.5,41.2,1,0,0,32,214,8,38,69,19,10,2,0.0,1.6,0.4,7.4,57.9
黒木隆生,きんでんトリニティーブリッツ,19,74,278,133,10,47.8,44.2,0,0,0,27,115,0,32,15,12,9,1,,1.8,0.4,-3.7,79.2
