月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,VC長野トライデンツ,1,,ストレジェクパトリック,3,1,1,1,0,0,28,13,4,46.4,32.1,4.3,13,4,3,30.8,0,0.0,10,1,3,4,12.5,1,1,0,100.0
11,VC長野トライデンツ,1,,ストレジェクパトリック,28,9,9,8,2,0,297,133,33,44.8,33.7,4.8,123,59,21,48.0,10,0.4,102,5,34,25,2.7,8,1,2,25.0
12,VC長野トライデンツ,1,,ストレジェクパトリック,20,6,6,6,2,0,247,107,28,43.3,32.0,5.4,105,50,15,47.6,6,0.3,64,5,21,11,3.9,7,1,0,14.3
01,VC長野トライデンツ,1,,ストレジェクパトリック,21,6,6,6,3,0,211,87,20,41.2,31.8,4.1,90,39,13,43.3,6,0.3,78,7,12,25,13.1,0,0,0,
02,VC長野トライデンツ,1,,ストレジェクパトリック,20,5,5,5,3,2,241,105,12,43.6,38.6,5.2,80,38,3,47.5,12,0.6,74,1,22,20,0.7,5,0,1,10.0
