名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤理栄子,柏エンゼルクロス,12,11,101,35,5,34.7,29.7,0,0,0,2,39,1,4,9,42,25,0,,3.2,0.2,5.8,59.5
佐藤由香,柏エンゼルクロス,18,19,154,56,11,36.4,29.2,4,0,1,15,31,2,3,11,32,19,0,0.0,2.9,0.8,12.9,59.4
内藤絵莉香,四国Eighty8Queen,4,17,3,0,0,0.0,0.0,0,0,0,0,54,2,2,22,1,0,0,,0.0,0.0,13.0,0.0
加藤星奈,PFUブルーキャッツ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和多桃子,フォレストリーヴズ熊本,13,20,9,5,0,55.6,55.6,0,0,0,0,56,1,3,9,0,0,0,,0.2,0.0,4.5,
坂本久美子,フォレストリーヴズ熊本,2,20,125,46,6,36.8,32.0,0,0,0,10,77,7,3,32,1,0,0,,2.3,0.5,18.5,0.0
城奈津希,フォレストリーヴズ熊本,12,6,0,0,0,,,0,0,0,0,0,0,0,0,6,2,0,,0.0,0.0,,33.3
塚原佳代子,PFUブルーキャッツ,5,4,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.0,,
大久保梨紗,PFUブルーキャッツ,3,18,157,69,9,43.9,38.2,3,0,0,11,64,2,2,22,61,36,0,0.0,3.8,0.6,10.9,59.0
大槻めぐみ,四国Eighty8Queen,3,10,2,0,0,0.0,0.0,0,0,0,0,4,0,1,0,20,11,0,,0.0,0.0,-6.2,55.0
大田原真美,GSS東京サンビームズ,9,8,0,0,0,,,0,0,0,0,12,2,0,2,10,3,0,,0.0,0.0,20.8,30.0
大田美恵子,GSS東京サンビームズ,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
大須賀咲香,四国Eighty8Queen,13,17,180,59,11,32.8,26.7,10,4,1,6,68,4,2,26,11,6,0,40.0,3.5,0.4,14.7,54.5
安武三咲樹,GSS東京サンビームズ,13,4,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
宮川紗麻亜,GSS東京サンビームズ,2,18,193,58,16,30.1,21.8,7,0,2,6,59,1,2,13,89,54,0,0.0,3.2,0.3,6.4,60.7
家志奈々江,柏エンゼルクロス,17,7,30,10,2,33.3,26.7,0,0,0,3,22,2,2,5,1,0,0,,1.4,0.4,12.5,0.0
山下みなみ,GSS東京サンビームズ,12,18,87,31,11,35.6,23.0,0,0,0,11,69,1,2,22,2,0,0,,1.7,0.6,8.7,0.0
山下麻衣,フォレストリーヴズ熊本,5,12,0,0,0,,,0,0,0,0,23,6,1,6,0,0,0,,0.0,0.0,31.5,
山口弥緒,GSS東京サンビームズ,10,2,15,1,2,6.7,-6.7,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
山口有香,フォレストリーヴズ熊本,10,4,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,,0.0,0.0,10.0,
山城未沙,柏エンゼルクロス,10,9,64,26,4,40.6,34.4,0,0,0,6,16,0,2,3,27,8,0,,2.9,0.7,1.6,29.6
山崎望,Befcoビービースターズ,10,18,191,67,16,35.1,26.7,15,5,1,5,64,6,6,26,139,92,0,33.3,3.7,0.3,17.2,66.2
山本摩理,Befcoビービースターズ,9,7,11,2,1,18.2,9.1,0,0,0,2,1,0,0,1,0,0,0,,0.3,0.3,25.0,
岡村貴衣,柏エンゼルクロス,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川上真央,PFUブルーキャッツ,15,18,180,67,10,37.2,31.7,11,3,2,10,94,8,4,32,31,19,0,27.3,3.7,0.6,16.0,61.3
平山麻里,四国Eighty8Queen,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
彦坂香奈,四国Eighty8Queen,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
星野由佳里,GSS東京サンビームズ,11,14,71,19,6,26.8,18.3,2,0,0,2,30,1,1,9,48,25,0,0.0,1.4,0.1,10.0,52.1
時長真菜,PFUブルーキャッツ,4,6,4,2,0,50.0,50.0,0,0,0,2,14,0,0,3,1,0,0,,0.3,0.3,5.4,0.0
木村亜沙美,フォレストリーヴズ熊本,4,20,228,95,13,41.7,36.0,0,0,0,10,48,1,4,20,1,1,0,,4.8,0.5,10.4,100.0
木村沙織,四国Eighty8Queen,15,10,0,0,0,,,0,0,0,0,2,0,1,0,41,20,0,,0.0,0.0,-12.5,48.8
木村雅世,四国Eighty8Queen,6,6,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
村木満由子,GSS東京サンビームズ,7,18,0,0,0,,,0,0,0,0,0,0,0,0,133,99,0,,0.0,0.0,,74.4
東山由香,PFUブルーキャッツ,7,17,7,1,0,14.3,14.3,1,0,0,2,67,1,2,25,1,0,0,0.0,0.1,0.1,10.1,0.0
松下琴美,PFUブルーキャッツ,9,18,93,41,4,44.1,39.8,4,0,2,23,61,0,2,14,5,4,0,0.0,2.3,1.3,4.9,80.0
松崎渉,Befcoビービースターズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松永真果,PFUブルーキャッツ,2,10,29,10,1,34.5,31.0,0,0,0,12,44,1,2,14,1,0,0,,1.0,1.2,9.1,0.0
松田亜也,フォレストリーヴズ熊本,9,20,172,60,9,34.9,29.7,0,0,0,2,82,4,7,31,109,71,0,,3.0,0.1,12.2,65.1
栗田琴恵,Befcoビービースターズ,7,17,14,7,1,50.0,42.9,0,0,0,3,69,7,3,27,0,0,0,,0.4,0.2,18.8,
桐井海千子,GSS東京サンビームズ,4,18,13,3,0,23.1,23.1,0,0,0,6,73,5,1,18,0,0,0,,0.2,0.3,12.7,
梅野早也佳,フォレストリーヴズ熊本,7,20,134,44,11,32.8,24.6,0,0,0,5,71,2,2,26,3,2,0,,2.2,0.2,11.3,66.7
樽谷真由美,Befcoビービースターズ,3,18,120,44,6,36.7,31.7,0,0,0,9,66,3,6,23,7,6,0,,2.4,0.5,11.0,85.7
橋爪夢乃,柏エンゼルクロス,8,7,0,0,0,,,0,0,0,0,13,1,1,5,0,0,0,,0.0,0.0,15.4,
永溝友美子,フォレストリーヴズ熊本,11,3,0,0,0,,,0,0,0,0,6,1,0,4,0,0,0,,0.0,0.0,33.3,
江森圭美,柏エンゼルクロス,7,19,200,78,8,39.0,35.0,3,1,0,2,74,3,10,20,123,79,0,33.3,4.1,0.1,7.4,64.2
浦辺真希,四国Eighty8Queen,2,17,102,33,12,32.4,20.6,6,1,1,4,58,6,8,19,133,74,0,16.7,1.9,0.2,15.1,55.6
清水亜寿里,PFUブルーキャッツ,14,8,33,9,3,27.3,18.2,0,0,0,1,22,1,0,6,20,13,0,,1.1,0.1,11.4,65.0
清水智子,GSS東京サンビームズ,6,12,105,20,10,19.0,9.5,1,0,0,1,27,0,0,9,39,25,0,0.0,1.7,0.1,8.3,64.1
渡辺佑梨子,Befcoビービースターズ,6,18,96,26,11,27.1,15.6,1,0,0,6,51,4,6,16,1,0,0,0.0,1.4,0.3,12.7,0.0
王亜辰,四国Eighty8Queen,14,17,90,43,3,47.8,44.4,0,0,0,10,64,5,0,24,0,0,0,,2.5,0.6,17.2,
田中芽衣,柏エンゼルクロス,13,19,8,2,0,25.0,25.0,0,0,0,2,83,6,3,36,2,0,0,,0.1,0.1,17.2,0.0
田部井千夏,柏エンゼルクロス,2,19,0,0,0,,,0,0,0,0,0,0,0,0,142,83,0,,0.0,0.0,,58.5
田野倉穂美,Befcoビービースターズ,14,9,2,0,0,0.0,0.0,0,0,0,0,15,1,1,7,0,0,0,,0.0,0.0,16.7,
眞鍋春佳,Befcoビービースターズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田早織,四国Eighty8Queen,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
砂田遥,PFUブルーキャッツ,12,2,10,6,0,60.0,60.0,0,0,0,1,5,0,0,3,4,2,0,,3.0,0.5,15.0,50.0
福田優,フォレストリーヴズ熊本,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
稲増優季恵,柏エンゼルクロス,9,14,0,0,0,,,0,0,0,0,25,1,2,9,13,4,0,,0.0,0.0,11.0,30.8
竹村由紀子,GSS東京サンビームズ,1,18,141,47,4,33.3,30.5,8,0,0,2,37,3,6,10,74,48,0,0.0,2.6,0.1,10.8,64.9
笠松真梨奈,四国Eighty8Queen,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
菅長愛子,柏エンゼルクロス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
菊地めぐみ,GSS東京サンビームズ,16,12,20,8,0,40.0,40.0,1,0,0,5,13,0,1,3,6,6,0,0.0,0.7,0.4,3.8,100.0
赤西喜代里,Befcoビービースターズ,16,6,20,5,2,25.0,15.0,0,0,0,0,11,0,0,5,2,0,0,,0.8,0.0,11.4,0.0
足立史織,PFUブルーキャッツ,8,18,0,0,0,,,0,0,0,0,0,0,0,0,147,96,0,,0.0,0.0,,65.3
鈴木悠佳子,柏エンゼルクロス,16,12,33,14,2,42.4,36.4,0,0,0,1,1,0,0,0,3,1,0,,1.2,0.1,0.0,33.3
鈴木未来,PFUブルーキャッツ,13,7,36,14,3,38.9,30.6,0,0,0,0,15,1,2,4,0,0,0,,2.0,0.0,10.0,
長池彩代,Befcoビービースターズ,12,2,2,0,0,0.0,0.0,0,0,0,0,3,0,1,0,1,0,0,,0.0,0.0,-8.3,0.0
長谷川理加,GSS東京サンビームズ,5,2,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
門間希,Befcoビービースターズ,1,18,92,34,11,37.0,25.0,0,0,0,14,40,4,5,13,9,2,0,,1.9,0.8,15.0,22.2
餅田千佳,PFUブルーキャッツ,1,17,141,51,12,36.2,27.7,0,0,0,4,36,1,3,11,71,48,0,,3.0,0.2,8.3,67.6
高橋美穂,GSS東京サンビームズ,14,5,18,5,3,27.8,11.1,0,0,0,2,12,0,1,3,0,0,0,,1.0,0.4,4.2,
黄秀京,GSS東京サンビームズ,8,15,81,26,5,32.1,25.9,0,0,0,5,32,1,2,6,0,0,0,,1.7,0.3,6.2,
