試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-09,埼玉アザレア,1,L,川崎翔太,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,10,3,76.7
2020-02-09,埼玉アザレア,2,,加藤克貴,3,■,■,■,nan,nan,18,6,3,0.3333333333333333,0.16666666666666666,2.00,1,1,0,100.0,1,0.33,13,0,1,2,1.9,20,6,8,50.0
2020-02-09,埼玉アザレア,3,,小島大輝,3,■,■,■,nan,nan,13,7,0,0.5384615384615384,0.5384615384615384,2.33,0,0,0,-,2,0.67,5,0,0,3,15.0,2,1,1,75.0
2020-02-09,埼玉アザレア,5,,佐藤匠,3,■,■,■,nan,nan,10,5,0,0.5,0.5,1.67,0,0,0,-,1,0.33,10,0,1,2,2.5,1,0,1,50.0
2020-02-09,埼玉アザレア,6,,浜田翔太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,埼玉アザレア,7,,笠原啓太,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-02-09,埼玉アザレア,8,,筒井匠,2,□,nan,□,nan,nan,1,1,0,1.0,1.0,0.50,0,0,0,-,0,-,5,2,0,2,50.0,0,0,0,-
2020-02-09,埼玉アザレア,10,,川畑貴裕,3,■,■,■,nan,nan,16,4,0,0.25,0.25,1.33,1,0,0,0.0,2,0.67,12,0,1,3,4.2,2,0,0,0.0
2020-02-09,埼玉アザレア,14,,阪本龍一,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,0,2,37.5,0,0,0,-
2020-02-09,埼玉アザレア,16,,林佑樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-09,埼玉アザレア,17,,茂木祐太,2,nan,□,■,nan,nan,10,7,1,0.7,0.6,3.50,5,2,1,40.0,0,-,5,0,0,3,15.0,0,0,0,-
2020-02-09,埼玉アザレア,18,,前田将武,3,■,■,■,nan,nan,5,4,0,0.8,0.8,1.33,0,0,0,-,0,-,8,1,2,2,12.5,0,0,0,-
2020-02-09,埼玉アザレア,21,,石井和希,2,■,■,nan,nan,nan,15,10,2,0.6666666666666666,0.5333333333333333,5.00,4,2,1,50.0,2,1.00,8,0,1,3,6.2,2,0,2,50.0
2020-02-09,埼玉アザレア,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,88,44,6,0.5,0.4318181818181818,14.67,11,5,2,45.5,8,2.67,73,4,6,22,11.0,42,17,15,58.3
