試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,1,,鴫原ひなた,3,□,□,□,nan,nan,8,2,1,25.0,12.5,0.67,0,0,0,-,0,-,5,0,1,1,0.0,8,5,0,62.5,2
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,3,,高橋沙織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,5,,内瀬戸真実,3,■,■,■,nan,nan,27,4,3,14.8,3.7,1.33,0,0,0,-,1,0.33,4,0,1,0,-6.2,12,6,1,54.2,5
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,6,,村永奈央,2,nan,nan,nan,■,■,11,0,1,0.0,-9.1,-,0,0,0,-,1,0.50,5,0,0,2,10.0,15,8,3,63.3,1
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,7,,志智真梨奈,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,8,L,榊原美沙都,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,5,1,61.1,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,11,,荒木絵里香,5,■,■,■,■,■,21,7,1,33.3,28.6,1.40,0,0,0,-,6,1.20,18,1,1,5,11.1,0,0,0,-,14
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,12,,渡邊彩,5,■,■,■,■,■,25,10,2,40.0,32.0,2.00,0,0,0,-,1,0.20,17,0,1,5,5.9,0,0,0,-,11
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,13,,オズソイネリマン,5,■,■,■,■,■,68,20,8,29.4,17.6,4.00,21,7,4,33.3,2,0.40,13,0,0,2,3.8,0,0,0,-,22
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,14,,金本望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,17,,藪田美穂子,5,■,■,■,■,■,39,17,2,43.6,38.5,3.40,5,1,1,20.0,0,-,15,1,1,4,11.7,56,33,7,65.2,18
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,18,,山上有紀,5,■,■,■,■,■,2,0,0,0.0,0.0,-,0,0,0,-,0,-,14,0,0,4,7.1,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,20,,山形理沙子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-12,トヨタ車体クインシーズ,岡山シーガルズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,201,60,18,29.9,20.9,12.00,26,8,5,30.8,11,2.20,93,2,5,23,7.0,100,57,12,63.0,73
