名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤美弥,2020-01,日立リヴァーレ,8,3,11,7,5,0,71.4,71.4,0,0,0,3,41,1,3,15,1,0,0,9,,0.45,0.27,9.8,0.0
兒島晴香,2020-01,ヴィクトリーナ姫路,19,3,7,1,0,0,0.0,0.0,1,0,0,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,12.5,
入澤まい,2020-01,日立リヴァーレ,14,3,5,13,6,1,46.2,38.5,0,0,0,1,13,0,0,8,1,0,0,7,,1.2,0.2,15.4,0.0
吉岡可奈,2020-01,ヴィクトリーナ姫路,9,3,10,15,10,0,66.7,66.7,1,0,0,2,40,3,5,13,2,2,0,15,0.0,1.0,0.2,12.5,100.0
和才奈々美,2020-01,PFUブルーキャッツ,33,3,13,87,20,4,23.0,18.4,3,1,0,1,29,0,4,5,110,41,27,21,33.3,1.54,0.08,0.9,49.5
和田実莉,2020-01,PFUブルーキャッツ,16,3,2,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,,0.0,0.0,,100.0
土井さくら,2020-01,日立リヴァーレ,15,3,4,0,0,0,,,0,0,0,0,5,1,0,2,0,0,0,1,,0.0,0.0,30.0,
堀井有蘭,2020-01,日立リヴァーレ,3,3,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
堀口あやか,2020-01,PFUブルーキャッツ,11,3,13,133,49,5,36.8,33.1,26,10,1,4,54,3,6,20,72,27,13,56,38.5,3.77,0.31,12.0,46.5
堀込奈央,2020-01,ヴィクトリーナ姫路,7,3,13,2,1,0,50.0,50.0,0,0,0,0,37,0,4,13,2,0,0,1,,0.08,0.0,6.1,0.0
孫田菜奈,2020-01,ヴィクトリーナ姫路,21,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇田沙織,2020-01,PFUブルーキャッツ,4,3,5,10,1,0,10.0,10.0,0,0,0,0,6,0,0,2,8,1,3,1,,0.2,0.0,8.3,31.2
小池杏菜,2020-01,日立リヴァーレ,10,3,11,0,0,0,,,0,0,0,0,0,0,0,0,28,11,7,0,,0.0,0.0,,51.8
小西愛衣,2020-01,KUROBEアクアフェアリーズ,15,3,13,6,0,0,0.0,0.0,0,0,0,1,35,0,3,10,1,0,0,1,,0.0,0.08,5.0,0.0
小野寺友香,2020-01,日立リヴァーレ,2,3,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
山下遥香,2020-01,PFUブルーキャッツ,9,3,7,0,0,0,,,0,0,0,0,13,1,2,2,0,0,0,1,,0.0,0.0,7.7,
島畑奈緒子,2020-01,PFUブルーキャッツ,14,3,13,5,2,0,40.0,40.0,1,0,0,4,33,1,8,13,0,0,0,7,0.0,0.15,0.31,6.8,
星加輝,2020-01,KUROBEアクアフェアリーズ,16,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
有田妃奈乃,2020-01,PFUブルーキャッツ,1,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
杉原若葉,2020-01,KUROBEアクアフェアリーズ,11,3,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,2,0,0,0,1,,0.5,0.0,16.7,
村上華澄,2020-01,PFUブルーキャッツ,6,3,5,12,4,2,33.3,16.7,0,0,0,1,11,0,0,3,0,0,0,5,,0.8,0.2,6.8,
松本愛希穂,2020-01,ヴィクトリーナ姫路,23,3,13,72,27,1,37.5,36.1,0,0,0,1,46,2,2,24,98,43,18,30,,2.08,0.08,16.3,53.1
江畑幸子,2020-01,PFUブルーキャッツ,5,2,5,22,8,4,36.4,18.2,4,2,2,1,3,0,0,3,0,0,0,9,50.0,1.6,0.2,25.0,
津賀菜緒,2020-01,PFUブルーキャッツ,13,3,13,124,49,4,39.5,36.3,19,5,1,3,44,0,6,14,0,0,0,52,26.3,3.77,0.23,4.5,
浅津ゆうこ,2020-01,ヴィクトリーナ姫路,4,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浮島杏加子,2020-01,KUROBEアクアフェアリーズ,12,3,2,5,1,0,20.0,20.0,2,0,0,0,2,0,1,1,0,0,0,1,0.0,0.5,0.0,0.0,
清水眞衣,2020-01,PFUブルーキャッツ,12,3,10,27,10,2,37.0,29.6,0,0,0,3,30,0,5,8,1,0,1,13,,1.0,0.3,2.5,50.0
渡邊久惠,2020-01,日立リヴァーレ,9,3,11,132,47,6,35.6,31.1,22,5,1,4,28,1,1,5,1,0,1,52,22.7,4.27,0.36,7.1,50.0
溝口由利香,2020-01,ヴィクトリーナ姫路,18,3,13,0,0,0,,,0,0,0,0,0,0,0,0,50,27,11,0,,0.0,0.0,,65.0
片下恭子,2020-01,ヴィクトリーナ姫路,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中咲希,2020-01,ヴィクトリーナ姫路,13,3,7,32,15,3,46.9,37.5,0,0,0,1,0,0,0,0,0,0,0,16,,2.14,0.14,,
白岩蘭奈,2020-01,KUROBEアクアフェアリーズ,17,3,3,15,3,3,20.0,0.0,0,0,0,1,10,0,1,4,31,12,8,4,,1.0,0.33,7.5,51.6
白崎麻友香,2020-01,KUROBEアクアフェアリーズ,5,3,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
窪田美侑,2020-01,日立リヴァーレ,4,3,11,56,17,4,30.4,23.2,0,0,0,0,57,3,1,18,56,22,13,20,,1.55,0.0,12.7,50.9
筒井さやか,2020-01,PFUブルーキャッツ,17,3,13,0,0,0,,,0,0,0,0,0,0,0,0,68,27,17,0,,0.0,0.0,,52.2
細沼綾,2020-01,KUROBEアクアフェアリーズ,14,3,11,24,6,0,25.0,25.0,0,0,0,3,26,0,4,2,4,1,1,9,,0.55,0.27,-1.9,37.5
綿引菜都美,2020-01,KUROBEアクアフェアリーズ,6,3,12,56,19,2,33.9,30.4,0,0,0,6,42,1,2,8,1,1,0,26,,1.58,0.5,6.0,100.0
舛田紗淑,2020-01,KUROBEアクアフェアリーズ,9,3,13,87,33,3,37.9,34.5,0,0,0,1,52,5,5,18,103,43,21,39,,2.54,0.08,15.9,51.9
芳賀舞波,2020-01,日立リヴァーレ,6,2,8,20,9,1,45.0,40.0,0,0,0,3,42,5,1,18,0,0,0,17,,1.12,0.38,22.0,
貞包里穂,2020-01,ヴィクトリーナ姫路,1,3,13,126,43,4,34.1,31.0,1,0,0,2,38,0,2,16,86,24,18,45,0.0,3.31,0.15,9.2,38.4
金杉由香,2020-01,ヴィクトリーナ姫路,6,3,6,71,20,4,28.2,22.5,2,0,0,1,13,0,1,8,34,11,7,21,0.0,3.33,0.17,13.5,42.6
長内美和子,2020-01,日立リヴァーレ,13,3,11,104,37,9,35.6,26.9,8,3,1,2,54,3,5,10,83,24,23,42,37.5,3.36,0.18,7.9,42.8
長野有紗,2020-01,ヴィクトリーナ姫路,5,3,13,39,16,4,41.0,30.8,1,0,0,4,37,2,2,20,4,1,1,22,0.0,1.23,0.31,17.6,37.5
間橋香織,2020-01,KUROBEアクアフェアリーズ,3,3,10,85,34,5,40.0,34.1,0,0,0,1,30,0,0,9,67,21,15,35,,3.4,0.1,7.5,42.5
雪丸梢,2020-01,KUROBEアクアフェアリーズ,7,3,4,18,6,0,33.3,33.3,0,0,0,4,6,0,0,1,0,0,0,10,,1.5,1.0,4.2,
馬場ゆりか,2020-01,KUROBEアクアフェアリーズ,4,3,13,0,0,0,,,0,0,0,0,0,0,0,0,41,15,14,0,,0.0,0.0,,53.7
高木理江,2020-01,ヴィクトリーナ姫路,14,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高相みな実,2020-01,PFUブルーキャッツ,8,3,3,8,2,0,25.0,25.0,1,0,0,0,2,0,0,1,7,1,1,2,0.0,0.67,0.0,12.5,21.4
齋藤加奈子,2020-01,日立リヴァーレ,7,3,7,0,0,0,,,0,0,0,0,0,0,0,0,4,3,1,0,,0.0,0.0,,87.5
