名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山下遥香,PFUブルーキャッツ,9,7,0,0,0,,,0,0,0,0,13,1,2,2,0,0,0,1,,0.0,0.0,7.7,
島畑奈緒子,PFUブルーキャッツ,14,13,5,2,0,40.0,40.0,1,0,0,4,33,1,8,13,0,0,0,7,0.0,0.2,0.3,6.8,
星加輝,KUROBEアクアフェアリーズ,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
有田妃奈乃,PFUブルーキャッツ,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
杉原若葉,KUROBEアクアフェアリーズ,11,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,2,0,0,0,1,,0.5,0.0,16.7,
村上華澄,PFUブルーキャッツ,6,5,12,4,2,33.3,16.7,0,0,0,1,11,0,0,3,0,0,0,5,,0.8,0.2,6.8,
松本愛希穂,ヴィクトリーナ姫路,23,13,72,27,1,37.5,36.1,0,0,0,1,46,2,2,24,98,43,18,30,,2.1,0.1,16.3,53.1
江畑幸子,PFUブルーキャッツ,5,5,22,8,4,36.4,18.2,4,2,2,1,3,0,0,3,0,0,0,9,50.0,1.6,0.2,25.0,
津賀菜緒,PFUブルーキャッツ,13,13,124,49,4,39.5,36.3,19,5,1,3,44,0,6,14,0,0,0,52,26.3,3.8,0.2,4.5,
浅津ゆうこ,ヴィクトリーナ姫路,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浮島杏加子,KUROBEアクアフェアリーズ,12,2,5,1,0,20.0,20.0,2,0,0,0,2,0,1,1,0,0,0,1,0.0,0.5,0.0,0.0,
清水眞衣,PFUブルーキャッツ,12,10,27,10,2,37.0,29.6,0,0,0,3,30,0,5,8,1,0,1,13,,1.0,0.3,2.5,50.0
渡邊久惠,日立リヴァーレ,9,11,132,47,6,35.6,31.1,22,5,1,4,28,1,1,5,1,0,1,52,22.7,4.3,0.4,7.1,50.0
溝口由利香,ヴィクトリーナ姫路,18,13,0,0,0,,,0,0,0,0,0,0,0,0,50,27,11,0,,0.0,0.0,,65.0
片下恭子,ヴィクトリーナ姫路,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中咲希,ヴィクトリーナ姫路,13,7,32,15,3,46.9,37.5,0,0,0,1,0,0,0,0,0,0,0,16,,2.1,0.1,,
白岩蘭奈,KUROBEアクアフェアリーズ,17,3,15,3,3,20.0,0.0,0,0,0,1,10,0,1,4,31,12,8,4,,1.0,0.3,7.5,51.6
白崎麻友香,KUROBEアクアフェアリーズ,5,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
窪田美侑,日立リヴァーレ,4,11,56,17,4,30.4,23.2,0,0,0,0,57,3,1,18,56,22,13,20,,1.5,0.0,12.7,50.9
筒井さやか,PFUブルーキャッツ,17,13,0,0,0,,,0,0,0,0,0,0,0,0,68,27,17,0,,0.0,0.0,,52.2
細沼綾,KUROBEアクアフェアリーズ,14,11,24,6,0,25.0,25.0,0,0,0,3,26,0,4,2,4,1,1,9,,0.5,0.3,-1.9,37.5
綿引菜都美,KUROBEアクアフェアリーズ,6,12,56,19,2,33.9,30.4,0,0,0,6,42,1,2,8,1,1,0,26,,1.6,0.5,6.0,100.0
舛田紗淑,KUROBEアクアフェアリーズ,9,13,87,33,3,37.9,34.5,0,0,0,1,52,5,5,18,103,43,21,39,,2.5,0.1,15.9,51.9
芳賀舞波,日立リヴァーレ,6,8,20,9,1,45.0,40.0,0,0,0,3,42,5,1,18,0,0,0,17,,1.1,0.4,22.0,
貞包里穂,ヴィクトリーナ姫路,1,13,126,43,4,34.1,31.0,1,0,0,2,38,0,2,16,86,24,18,45,0.0,3.3,0.2,9.2,38.4
金杉由香,ヴィクトリーナ姫路,6,6,71,20,4,28.2,22.5,2,0,0,1,13,0,1,8,34,11,7,21,0.0,3.3,0.2,13.5,42.6
長内美和子,日立リヴァーレ,13,11,104,37,9,35.6,26.9,8,3,1,2,54,3,5,10,83,24,23,42,37.5,3.4,0.2,7.9,42.8
長野有紗,ヴィクトリーナ姫路,5,13,39,16,4,41.0,30.8,1,0,0,4,37,2,2,20,4,1,1,22,0.0,1.2,0.3,17.6,37.5
間橋香織,KUROBEアクアフェアリーズ,3,10,85,34,5,40.0,34.1,0,0,0,1,30,0,0,9,67,21,15,35,,3.4,0.1,7.5,42.5
雪丸梢,KUROBEアクアフェアリーズ,7,4,18,6,0,33.3,33.3,0,0,0,4,6,0,0,1,0,0,0,10,,1.5,1.0,4.2,
馬場ゆりか,KUROBEアクアフェアリーズ,4,13,0,0,0,,,0,0,0,0,0,0,0,0,41,15,14,0,,0.0,0.0,,53.7
高木理江,ヴィクトリーナ姫路,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高相みな実,PFUブルーキャッツ,8,3,8,2,0,25.0,25.0,1,0,0,0,2,0,0,1,7,1,1,2,0.0,0.7,0.0,12.5,21.4
齋藤加奈子,日立リヴァーレ,7,7,0,0,0,,,0,0,0,0,0,0,0,0,4,3,1,0,,0.0,0.0,,87.5
