名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
キューバスジョセフ,奈良ドリーマーズ,23,19,163,71,23,43.6,29.4,59,17,12,7,41,1,16,10,2,0,1,28.8,3.74,0.37,-1.2,25.0
上出哲也,ヴィアティン三重,21,33,114,61,9,53.5,45.6,1,0,0,23,111,1,2,20,10,6,1,0.0,1.85,0.7,5.0,65.0
上山太樹,近畿クラブスフィーダ,10,8,0,0,0,,,0,0,0,0,11,0,0,1,0,0,0,,0.0,0.0,2.3,
上竣,奈良ドリーマーズ,15,54,406,173,44,42.6,31.8,112,48,18,10,133,5,43,17,48,14,17,42.9,3.2,0.19,-1.1,46.9
下町浩二,奈良ドリーマーズ,4,56,122,57,8,46.7,40.2,2,0,0,20,158,2,10,26,4,2,1,0.0,1.02,0.36,3.8,62.5
中川郁也,近畿クラブスフィーダ,22,5,6,2,0,33.3,33.3,0,0,0,0,10,1,1,0,0,0,0,,0.4,0.0,7.5,
中村修平,ヴォレアス北海道,6,15,11,7,0,63.6,63.6,0,0,0,2,55,3,10,21,1,0,0,,0.47,0.13,10.5,0.0
中村有登,ヴィアティン三重,19,49,347,143,25,41.2,34.0,85,37,12,16,175,6,38,44,3,2,1,43.5,2.92,0.33,4.3,83.3
中田雄大,近畿クラブスフィーダ,12,57,23,12,0,52.2,52.2,0,0,0,2,213,8,11,39,2,1,0,,0.21,0.04,7.0,50.0
中谷芹,近畿クラブスフィーダ,8,8,48,15,5,31.2,20.8,7,1,1,0,30,1,2,4,16,4,5,14.3,1.88,0.0,5.0,40.6
中野倭,近畿クラブスフィーダ,9,30,15,9,0,60.0,60.0,0,0,0,8,119,5,9,28,2,1,0,,0.3,0.27,8.2,50.0
中野将太,兵庫デルフィーノ,5,69,30,6,5,20.0,3.3,4,1,0,3,145,13,41,25,189,98,43,25.0,0.09,0.04,6.2,63.2
久堀雄世,奈良ドリーマーズ,14,49,141,54,10,38.3,31.2,0,0,0,17,126,2,13,25,2,1,1,,1.1,0.35,4.0,75.0
久門伸司,近畿クラブスフィーダ,15,30,1,0,0,0.0,0.0,0,0,0,0,35,0,3,5,14,6,1,,0.0,0.0,1.4,46.4
井口拓也,ヴィアティン三重,2,29,12,4,1,33.3,25.0,0,0,0,0,58,3,4,14,19,5,7,,0.14,0.0,9.5,44.7
今中聖也,近畿クラブスフィーダ,5,17,27,14,1,51.9,48.1,0,0,0,3,16,1,1,3,1,0,1,,0.82,0.18,9.4,50.0
仲村鴻輝,兵庫デルフィーノ,13,22,15,5,1,33.3,26.7,0,0,0,2,23,0,1,2,2,0,1,,0.23,0.09,1.1,25.0
伊藤優介,東京トヨペットグリーンスパークル,1,1,1,0,0,0.0,0.0,0,0,0,4,5,0,0,4,0,0,0,,0.0,4.0,20.0,
佐々木博秋,ヴォレアス北海道,13,52,403,195,32,48.4,40.4,106,55,11,21,225,9,36,58,306,170,70,51.9,3.75,0.4,6.4,67.0
倉内哲,ヴォレアス北海道,18,8,13,5,0,38.5,38.5,0,0,0,6,24,0,4,2,2,0,2,,0.62,0.75,-2.1,50.0
前川将太,ヴィアティン三重,11,43,211,99,18,46.9,38.4,9,3,1,15,121,6,37,33,77,41,16,33.3,2.3,0.35,4.1,63.6
加藤伊織,ヴォレアス北海道,9,22,47,21,4,44.7,36.2,0,0,0,15,70,3,14,16,0,0,0,,0.95,0.68,5.0,
加藤遼太,兵庫デルフィーノ,8,30,61,17,12,27.9,8.2,1,1,0,0,30,0,12,2,13,1,6,100.0,0.57,0.0,-8.3,30.8
北村將,近畿クラブスフィーダ,4,58,237,84,9,35.4,31.6,0,0,0,12,198,5,5,43,552,298,109,,1.45,0.21,7.3,63.9
北田陽季,ヴィアティン三重,23,43,307,123,44,40.1,25.7,76,27,13,6,106,8,29,17,12,3,4,35.5,2.86,0.14,4.7,41.7
南本大貴,奈良ドリーマーズ,18,4,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
古田史郎,ヴォレアス北海道,4,77,873,424,59,48.6,41.8,349,155,29,49,284,19,63,61,0,0,0,44.4,5.51,0.64,6.5,
吉田裕哉,近畿クラブスフィーダ,21,7,0,0,0,,,0,0,0,0,11,1,0,1,0,0,0,,0.0,0.0,11.4,
壇亮太,兵庫デルフィーノ,3,56,228,94,28,41.2,28.9,4,0,3,26,134,1,12,17,10,5,4,0.0,1.68,0.46,1.7,70.0
大原悠,近畿クラブスフィーダ,16,58,10,2,1,20.0,10.0,0,0,0,0,17,2,1,2,217,142,37,,0.03,0.0,13.2,74.0
大楽祥生,東京トヨペットグリーンスパークル,9,69,359,125,24,34.8,28.1,39,7,5,9,154,5,42,31,106,49,23,17.9,1.81,0.13,1.5,57.1
大浦坂健太,ヴィアティン三重,12,74,0,0,0,,,0,0,0,0,0,0,0,0,411,252,80,,0.0,0.0,,71.0
大貫智博,東京トヨペットグリーンスパークル,6,68,127,41,5,32.3,28.3,0,0,0,29,196,3,11,17,6,5,1,,0.6,0.43,2.3,91.7
太田友広,兵庫デルフィーノ,12,44,133,43,8,32.3,26.3,10,3,1,11,109,4,23,17,59,20,15,30.0,0.98,0.25,2.3,46.6
奥長勝之,兵庫デルフィーノ,10,67,85,28,6,32.9,25.9,1,0,0,2,63,0,7,10,403,204,77,0.0,0.42,0.03,1.2,60.2
宇野佑樹,東京トヨペットグリーンスパークル,4,9,9,4,0,44.4,44.4,0,0,0,1,17,2,0,3,1,1,0,,0.44,0.11,16.2,100.0
家近滉一,ヴォレアス北海道,5,75,383,187,34,48.8,39.9,43,20,11,18,296,16,62,60,390,152,106,46.5,2.49,0.24,5.2,52.6
小寺秀哉,奈良ドリーマーズ,5,11,0,0,0,,,0,0,0,0,6,1,1,1,66,29,25,,0.0,0.0,16.7,62.9
