名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
小林洸,近畿クラブスフィーダ,2,27,25,8,3,32.0,20.0,1,0,0,0,45,4,15,8,48,22,13,0.0,0.3,0.0,5.0,59.4
山口功太郎,ヴォレアス北海道,2,24,1,1,0,100.0,100.0,0,0,0,2,63,1,8,14,0,0,0,,0.04,0.08,4.0,
山本大希,ヴォレアス北海道,12,6,2,1,0,50.0,50.0,2,1,0,0,11,1,4,0,0,0,0,50.0,0.17,0.0,0.0,
山本映樹,近畿クラブスフィーダ,1,56,266,104,13,39.1,34.2,7,1,1,12,190,8,44,41,2,0,0,14.3,1.86,0.21,3.8,0.0
山本翔耶,兵庫デルフィーノ,17,42,114,34,17,29.8,14.9,3,0,0,6,93,0,3,21,214,95,62,0.0,0.81,0.14,4.8,58.9
山本裕也,兵庫デルフィーノ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩田晃祐,奈良ドリーマーズ,6,4,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
岩阪健太郎,東京トヨペットグリーンスパークル,5,73,253,118,15,46.6,40.7,0,0,0,42,229,3,20,39,8,4,0,,1.62,0.58,3.4,50.0
峰尾拓,東京トヨペットグリーンスパークル,17,67,0,0,0,,,0,0,0,0,0,0,0,0,314,148,76,,0.0,0.0,,59.2
川村幸司,奈良ドリーマーズ,12,55,204,79,17,38.7,30.4,17,8,4,12,144,11,19,43,271,138,71,47.1,1.44,0.22,11.8,64.0
帖佐力弥,近畿クラブスフィーダ,17,20,1,0,1,0.0,-100.0,1,0,1,0,13,0,0,2,40,17,6,0.0,0.0,0.0,3.8,50.0
幸聖也,奈良ドリーマーズ,3,16,1,1,0,100.0,100.0,0,0,0,0,28,0,3,4,0,0,0,,0.06,0.0,0.9,
庄司練,近畿クラブスフィーダ,23,24,83,47,7,56.6,48.2,1,0,1,8,42,0,2,6,1,0,0,0.0,1.96,0.33,2.4,0.0
後藤和志,奈良ドリーマーズ,11,31,136,57,22,41.9,25.7,18,5,5,4,64,2,15,21,22,2,4,27.8,1.84,0.13,5.5,18.2
戸田拓也,ヴォレアス北海道,20,22,95,44,9,46.3,36.8,15,9,3,3,88,2,23,15,125,54,31,60.0,2.0,0.14,0.0,55.6
新妻知之,東京トヨペットグリーンスパークル,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新屋政樹,近畿クラブスフィーダ,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
早川紘司,東京トヨペットグリーンスパークル,2,9,8,1,1,12.5,0.0,0,0,0,0,17,0,0,5,7,4,1,,0.11,0.0,7.4,64.3
有津翔太,奈良ドリーマーズ,7,65,554,251,48,45.3,36.6,121,51,13,19,221,10,29,76,52,14,19,42.1,3.86,0.29,9.8,45.2
本多駿,近畿クラブスフィーダ,11,71,650,311,71,47.8,36.9,156,80,34,35,278,8,41,64,130,68,18,51.3,4.38,0.49,4.9,59.2
杉谷祐磨,ヴォレアス北海道,16,12,41,14,4,34.1,24.4,0,0,0,2,31,0,5,4,74,34,23,,1.17,0.17,-0.8,61.5
村中諒基,兵庫デルフィーノ,15,4,0,0,0,,,0,0,0,0,0,0,0,0,2,1,1,,0.0,0.0,,75.0
村元和人,奈良ドリーマーズ,13,5,0,0,0,,,0,0,0,0,1,0,0,0,2,0,0,,0.0,0.0,0.0,0.0
東野朋慶,近畿クラブスフィーダ,19,29,128,60,16,46.9,34.4,5,2,2,12,104,2,5,28,246,94,68,40.0,2.07,0.41,7.5,52.0
松井孝介,兵庫デルフィーノ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本敬三,東京トヨペットグリーンスパークル,16,59,414,131,35,31.6,23.2,21,4,4,3,171,5,21,27,351,161,101,19.0,2.22,0.05,3.8,60.3
松枝寿明,東京トヨペットグリーンスパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松永崚汰,ヴィアティン三重,5,7,2,0,0,0.0,0.0,0,0,0,0,6,0,1,1,4,1,0,,0.0,0.0,0.0,25.0
森愛樹,近畿クラブスフィーダ,20,30,0,0,0,,,0,0,0,0,0,0,0,0,161,96,29,,0.0,0.0,,68.6
槌尾健,東京トヨペットグリーンスパークル,14,41,1,0,0,0.0,0.0,0,0,0,0,47,2,3,7,0,0,0,,0.0,0.0,6.4,
江崎闘愛,近畿クラブスフィーダ,6,32,246,104,27,42.3,31.3,93,42,13,5,96,7,24,25,2,0,0,45.2,3.25,0.16,7.6,0.0
河戸俊亮,近畿クラブスフィーダ,3,56,187,92,12,49.2,42.8,0,0,0,52,108,3,5,17,2,2,0,,1.64,0.93,5.6,100.0
清水久雄,奈良ドリーマーズ,8,73,28,13,0,46.4,46.4,1,0,0,13,274,8,15,51,4,0,0,0.0,0.18,0.18,6.2,0.0
渡邊徹,奈良ドリーマーズ,1,10,0,0,0,,,0,0,0,0,14,2,2,1,0,0,0,,0.0,0.0,12.5,
瀧元一彰,近畿クラブスフィーダ,27,11,0,0,0,,,0,0,0,0,15,0,2,2,4,0,3,,0.0,0.0,0.0,37.5
為我井太也,東京トヨペットグリーンスパークル,20,56,54,25,7,46.3,33.3,1,1,0,2,117,3,38,21,3,0,0,100.0,0.45,0.04,-1.1,0.0
片ノ坂亮太,兵庫デルフィーノ,4,23,4,2,0,50.0,50.0,1,0,0,3,60,2,7,12,2,0,0,0.0,0.09,0.13,5.4,0.0
片岡飛雄吾,近畿クラブスフィーダ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
片野坂拓人,奈良ドリーマーズ,16,56,339,150,31,44.2,35.1,27,7,3,8,216,10,15,55,443,233,101,25.9,2.68,0.14,9.3,64.0
玉嶋佑樹,兵庫デルフィーノ,22,46,154,53,21,34.4,20.8,8,0,2,11,81,5,26,8,179,92,43,0.0,1.15,0.24,0.6,63.4
田中一彰,ヴィアティン三重,1,74,316,124,28,39.2,30.4,2,0,1,23,272,7,29,89,596,330,132,0.0,1.68,0.31,8.1,66.4
田中佑輔,兵庫デルフィーノ,14,11,0,0,0,,,0,0,0,0,12,0,5,2,0,0,0,,0.0,0.0,-6.2,
田中寛人,兵庫デルフィーノ,7,65,263,112,14,42.6,37.3,0,0,0,34,181,4,16,38,6,1,3,,1.72,0.52,5.2,41.7
田城貴之,ヴォレアス北海道,3,64,152,68,12,44.7,36.8,2,0,0,37,212,23,72,55,7,2,2,0.0,1.06,0.58,8.8,42.9
白川佑樹,兵庫デルフィーノ,2,50,284,110,34,38.7,26.8,91,30,14,6,127,7,26,26,13,5,5,33.0,2.2,0.12,5.5,57.7
白川雅貴,兵庫デルフィーノ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
白石啓丈,ヴォレアス北海道,10,74,0,0,0,,,0,0,0,0,0,0,0,0,415,227,97,,0.0,0.0,,66.4
石井琢也,東京トヨペットグリーンスパークル,21,9,36,13,2,36.1,30.6,0,0,0,0,16,0,1,1,8,3,1,,1.44,0.0,0.0,43.8
石原二生,東京トヨペットグリーンスパークル,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石川和樹,ヴィアティン三重,4,41,40,22,4,55.0,45.0,1,1,0,8,103,1,11,22,2,0,0,100.0,0.54,0.2,3.6,0.0
石田康祐,近畿クラブスフィーダ,7,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
碩幸輝,奈良ドリーマーズ,17,63,180,71,6,39.4,36.1,1,0,0,10,195,5,4,68,8,7,1,0.0,1.13,0.16,10.8,93.8
秦惇平,兵庫デルフィーノ,24,21,130,43,18,33.1,19.2,30,7,6,4,62,4,16,20,92,34,17,23.3,2.05,0.19,8.1,46.2
竹内敦彦,兵庫デルフィーノ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
米村尊,ヴィアティン三重,6,50,2,1,0,50.0,50.0,2,1,0,0,35,1,2,7,36,17,13,50.0,0.02,0.0,6.4,65.3
納庄皓仁,兵庫デルフィーノ,6,10,73,36,15,49.3,28.8,12,5,4,6,31,1,13,11,29,15,3,41.7,3.6,0.6,1.6,56.9
茶屋道康輔,ヴィアティン三重,15,63,193,96,10,49.7,44.6,2,0,0,50,276,23,43,104,5,5,0,0.0,1.52,0.79,13.9,100.0
草間圭祐,東京トヨペットグリーンスパークル,13,14,8,1,0,12.5,12.5,0,0,0,1,16,0,3,2,0,0,0,,0.07,0.07,-1.6,
落合一輝,ヴィアティン三重,20,27,125,59,11,47.2,38.4,7,3,1,7,76,3,11,10,85,46,18,42.9,2.19,0.26,3.6,64.7
藤井和輝,東京トヨペットグリーンスパークル,12,53,16,7,0,43.8,43.8,0,0,0,1,123,7,9,35,2,0,0,,0.13,0.02,11.0,0.0
藤村昇太,ヴォレアス北海道,11,37,0,0,0,,,0,0,0,0,0,0,0,0,57,28,7,,0.0,0.0,,55.3
西河孝太,東京トヨペットグリーンスパークル,18,57,629,254,44,40.4,33.4,31,8,5,10,221,5,11,39,409,201,95,25.8,4.46,0.18,5.4,60.8
西澤岳,兵庫デルフィーノ,1,59,356,136,58,38.2,21.9,57,16,18,16,190,11,34,47,47,15,12,28.1,2.31,0.27,7.5,44.7
西片圭佑,東京トヨペットグリーンスパークル,8,60,263,85,18,32.3,25.5,33,7,4,4,127,4,21,19,2,1,0,21.2,1.42,0.07,2.8,50.0
言上真一,奈良ドリーマーズ,2,3,2,1,0,50.0,50.0,0,0,0,1,2,0,0,0,0,0,0,,0.33,0.33,0.0,
諏訪晃大,ヴィアティン三重,39,21,164,82,21,50.0,37.2,49,19,14,4,73,1,5,23,6,1,2,38.8,3.9,0.19,7.5,33.3
谷口和也,近畿クラブスフィーダ,24,11,0,0,0,,,0,0,0,0,16,1,0,8,0,0,0,,0.0,0.0,18.8,
足立龍,奈良ドリーマーズ,10,64,0,0,0,,,0,0,0,0,0,0,0,0,359,204,91,,0.0,0.0,,69.5
辰巳遼,ヴォレアス北海道,17,59,20,10,1,50.0,45.0,0,0,0,25,215,7,41,58,2,0,0,,0.17,0.42,5.2,0.0
那須野裕進,近畿クラブスフィーダ,13,74,236,118,13,50.0,44.5,1,1,0,37,209,3,17,31,6,4,2,100.0,1.59,0.5,3.1,83.3
野坂尚哉,ヴォレアス北海道,8,9,24,9,3,37.5,25.0,0,0,0,4,31,0,5,7,0,0,0,,1.0,0.44,1.6,
野垣昂大,ヴィアティン三重,3,56,27,11,1,40.7,37.0,1,1,0,14,156,6,6,21,3,0,0,100.0,0.2,0.25,6.2,0.0
野田雄介,東京トヨペットグリーンスパークル,15,46,0,0,0,,,0,0,0,0,0,0,0,0,42,14,12,,0.0,0.0,,47.6
野里正幸,兵庫デルフィーノ,11,42,0,0,0,,,0,0,0,0,8,0,1,2,118,54,20,,0.0,0.0,3.1,54.2
長屋裕介,ヴィアティン三重,7,14,7,4,1,57.1,42.9,0,0,0,0,31,0,1,5,0,0,0,,0.29,0.0,3.2,
長谷川博紀,ヴィアティン三重,8,59,292,156,18,53.4,47.3,1,0,0,31,134,1,26,25,5,2,2,0.0,2.64,0.53,0.6,60.0
関根俊哉,ヴォレアス北海道,7,57,99,41,7,41.4,34.3,0,0,0,43,204,4,17,33,9,3,1,,0.72,0.75,3.9,38.9
高木裕史,東京トヨペットグリーンスパークル,19,38,159,60,17,37.7,27.0,1,0,0,3,80,1,21,14,168,81,42,0.0,1.58,0.08,-0.9,60.7
高橋和希,奈良ドリーマーズ,9,39,22,5,1,22.7,18.2,0,0,0,0,43,2,6,9,109,55,31,,0.13,0.0,6.4,64.7
