名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中道元貴,警視庁フォートファイターズ,14,98,75,14,7,3,50.0,28.6,1,0,0,24,373,33,71,149,3,0,0,0.0,0.09,0.32,14.1,0.0
中道淑人,大同特殊鋼レッドスター,17,117,58,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
丸山祥二,つくばユナイテッドSunGAIA,4,97,76,227,127,18,55.9,48.0,0,0,0,42,291,10,37,112,14,10,0,,1.67,0.55,9.9,71.4
丸谷将大,富士通カワサキレッドスピリッツ,15,26,4,7,3,0,42.9,42.9,0,0,0,0,8,0,1,1,2,2,0,,0.75,0.0,0.0,100.0
久保田雅人,大同特殊鋼レッドスター,3,118,74,364,138,42,37.9,26.4,29,8,7,21,204,3,27,53,505,304,0,27.6,1.86,0.28,4.7,60.2
二宮弘樹,トヨタ自動車サンホークス,14,118,50,281,119,31,42.3,31.3,0,0,0,10,160,7,13,60,49,18,0,,2.38,0.2,11.7,36.7
五十嵐元,つくばユナイテッドSunGAIA,10,97,77,305,126,22,41.3,34.1,4,2,1,22,216,2,20,67,567,398,0,50.0,1.64,0.29,6.4,70.2
井上優人,兵庫デルフィーノ,1,95,75,245,113,20,46.1,38.0,3,1,1,28,266,11,48,98,2,1,0,33.3,1.51,0.37,8.8,50.0
井口拓也,大分三好ヴァイセアドラー,9,72,24,51,19,6,37.3,25.5,1,0,1,3,52,2,4,19,72,39,0,0.0,0.79,0.12,11.1,54.2
今村雄登,兵庫デルフィーノ,8,75,63,38,17,2,44.7,39.5,0,0,0,8,199,1,7,62,3,1,0,,0.27,0.13,7.4,33.3
今田善仁,きんでんトリニティーブリッツ,4,99,19,5,1,1,20.0,0.0,0,0,0,2,57,3,2,18,0,0,0,,0.05,0.11,12.3,
伊藤優介,東京トヨペットグリーンスパークル,1,118,53,146,47,21,32.2,17.8,27,6,5,17,149,6,20,49,21,10,0,22.2,0.89,0.32,8.9,47.6
佐々木剛,きんでんトリニティーブリッツ,12,67,36,0,0,0,,,0,0,0,0,58,2,9,23,0,0,0,,0.0,0.0,9.5,
佐藤秀俊,警視庁フォートファイターズ,17,98,31,0,0,0,,,0,0,0,0,56,0,6,19,4,4,0,,0.0,0.0,5.8,100.0
倉田真,大同特殊鋼レッドスター,4,90,60,415,175,20,42.2,37.3,62,25,5,22,191,14,45,65,256,136,0,40.3,2.92,0.37,9.9,53.1
内園徹,きんでんトリニティーブリッツ,9,99,56,0,0,0,,,0,0,0,0,73,5,19,16,1,1,0,,0.0,0.0,5.8,100.0
冨吉駿平,警視庁フォートファイターズ,11,98,48,13,4,3,30.8,7.7,4,1,1,3,73,1,9,17,0,0,0,25.0,0.08,0.06,4.1,
切山雄樹,埼玉アザレア,3,44,12,13,6,1,46.2,38.5,1,0,0,1,37,2,1,18,1,0,0,0.0,0.5,0.08,16.9,0.0
前田泰樹,近畿クラブスフィーダ,21,77,21,27,6,2,22.2,14.8,0,0,0,4,39,1,0,16,1,1,0,,0.29,0.19,12.8,100.0
勝将哉,近畿クラブスフィーダ,6,35,26,165,56,9,33.9,28.5,19,8,2,1,71,5,11,19,226,109,0,42.1,2.15,0.04,9.9,48.2
南享,つくばユナイテッドSunGAIA,23,97,48,198,81,18,40.9,31.8,47,16,11,11,146,5,24,58,5,1,0,34.0,1.69,0.23,9.2,20.0
南佳孝,埼玉アザレア,1,79,4,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
南拓磨,近畿クラブスフィーダ,13,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田政俊,兵庫デルフィーノ,15,27,34,73,33,6,45.2,37.0,9,4,3,7,96,2,26,29,10,4,0,44.4,0.97,0.21,2.9,40.0
吉野淳,つくばユナイテッドSunGAIA,22,97,74,6,2,0,33.3,33.3,0,0,0,0,16,0,3,6,355,266,0,,0.03,0.0,4.7,74.9
和田拳弥,兵庫デルフィーノ,5,30,51,274,103,34,37.6,25.2,28,7,8,1,153,13,46,51,151,80,0,25.0,2.02,0.02,9.3,53.0
和田雅登,近畿クラブスフィーダ,10,105,33,220,87,30,39.5,25.9,75,23,16,14,93,2,31,25,13,4,0,30.7,2.64,0.42,0.5,30.8
土屋宝士,東京ヴェルディ,9,62,30,64,25,8,39.1,26.6,0,0,0,12,74,2,2,22,5,4,0,,0.83,0.4,9.5,80.0
坂口慧,トヨタ自動車サンホークス,1,118,12,0,0,0,,,0,0,0,1,15,2,7,2,0,0,0,,0.0,0.08,5.0,
堀川真史,埼玉アザレア,14,12,10,3,2,0,66.7,66.7,0,0,0,1,20,2,2,7,0,0,0,,0.2,0.1,16.2,
壇亮太,兵庫デルフィーノ,17,42,33,82,37,5,45.1,39.0,0,0,0,15,64,2,7,13,6,5,0,,1.12,0.45,5.5,83.3
大下将,東京ヴェルディ,18,119,73,175,78,6,44.6,41.1,0,0,0,38,202,5,9,63,3,0,0,,1.07,0.52,9.2,0.0
大保亮太朗,トヨタ自動車サンホークス,9,118,83,298,143,14,48.0,43.3,2,0,0,40,189,2,8,55,1,1,0,0.0,1.72,0.48,7.3,100.0
大原悠,近畿クラブスフィーダ,16,36,23,0,0,0,,,0,0,0,0,3,0,0,1,119,73,0,,0.0,0.0,8.3,61.3
大和田賢吾,埼玉アザレア,9,24,9,28,11,0,39.3,39.3,0,0,0,4,23,1,4,9,1,1,0,,1.22,0.44,9.8,100.0
大楽祥生,埼玉アザレア,10,85,4,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
大泊進祐,トヨタ自動車サンホークス,16,118,43,2,2,0,100.0,100.0,0,0,0,0,63,2,5,25,2,2,0,,0.05,0.0,11.1,100.0
大谷充寛,近畿クラブスフィーダ,27,48,15,37,18,0,48.6,48.6,0,0,0,3,41,2,8,14,2,1,0,,1.2,0.2,8.5,50.0
大貫智博,東京トヨペットグリーンスパークル,6,118,62,106,28,9,26.4,17.9,0,0,0,13,136,2,8,24,4,1,0,,0.45,0.21,4.4,25.0
大賀惠介,きんでんトリニティーブリッツ,5,99,79,0,0,0,,,0,0,0,0,0,0,0,0,413,260,0,,0.0,0.0,,63.0
大道大輔,大分三好ヴァイセアドラー,18,119,20,45,25,2,55.6,51.1,0,0,0,4,80,1,4,32,2,1,0,,1.25,0.2,10.0,50.0
奥平祐介,きんでんトリニティーブリッツ,2,99,15,0,0,0,,,0,0,0,0,0,0,0,0,57,35,0,,0.0,0.0,,61.4
奥村航,つくばユナイテッドSunGAIA,3,97,82,445,260,33,58.4,51.0,27,8,8,68,277,13,55,101,7,6,0,29.6,3.17,0.83,8.8,85.7
奥田晃,東京ヴェルディ,11,119,48,32,16,2,50.0,43.8,0,0,0,21,139,1,4,14,3,1,0,,0.33,0.44,2.5,33.3
奥長勝之,兵庫デルフィーノ,10,97,76,321,125,35,38.9,28.0,11,3,4,8,239,7,17,66,613,368,0,27.3,1.64,0.11,8.1,60.0
宮内健嗣,つくばユナイテッドSunGAIA,25,12,2,1,0,0,0.0,0.0,0,0,0,0,3,0,2,0,0,0,0,,0.0,0.0,-16.7,
宮原博明,大同特殊鋼レッドスター,19,116,37,180,78,12,43.3,36.7,31,13,4,6,98,0,1,34,81,31,0,41.9,2.11,0.16,8.4,38.3
宮田淳司,トヨタ自動車サンホークス,12,80,12,0,0,0,,,0,0,0,0,16,0,4,4,0,0,0,,0.0,0.0,0.0,
宮田航輔,東京ヴェルディ,4,50,15,0,0,0,,,0,0,0,0,24,0,2,10,0,0,0,,0.0,0.0,8.3,
家近滉一,東京ヴェルディ,24,117,50,347,130,44,37.5,24.8,83,34,16,12,180,7,43,45,4,2,0,41.0,2.6,0.24,4.2,50.0
小川功太,警視庁フォートファイターズ,12,98,54,250,111,21,44.4,36.0,28,12,6,11,160,9,10,34,238,139,0,42.9,2.06,0.2,9.4,58.4
小川直紀,富士通カワサキレッドスピリッツ,18,119,37,18,6,1,33.3,27.8,0,0,0,2,75,1,9,30,36,20,0,,0.16,0.05,8.3,55.6
小林洸,近畿クラブスフィーダ,22,41,34,24,7,2,29.2,20.8,4,1,1,1,54,2,11,18,80,46,0,25.0,0.21,0.03,6.9,57.5
小関和樹,東京トヨペットグリーンスパークル,13,115,63,44,14,5,31.8,20.5,0,0,0,3,185,3,10,48,6,1,0,,0.22,0.05,6.8,16.7
山下秀人,大同特殊鋼レッドスター,18,63,24,0,0,0,,,0,0,0,0,5,0,0,0,111,57,0,,0.0,0.0,0.0,51.4
山中禎一郎,東京ヴェルディ,30,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口和也,東京トヨペットグリーンスパークル,15,114,46,288,101,38,35.1,21.9,17,3,6,5,116,6,39,36,153,85,0,17.6,2.2,0.11,4.5,55.6
山口純平,大同特殊鋼レッドスター,1,69,13,23,11,0,47.8,47.8,0,0,0,3,35,2,5,11,0,0,0,,0.85,0.23,10.0,
山川賢祐,つくばユナイテッドSunGAIA,20,6,4,12,7,1,58.3,50.0,1,0,0,0,13,1,0,6,11,6,0,0.0,1.75,0.0,19.2,54.5
山本寛生,きんでんトリニティーブリッツ,16,29,25,22,9,2,40.9,31.8,0,0,0,1,29,1,11,8,2,0,0,,0.36,0.04,0.9,0.0
山本慎人,近畿クラブスフィーダ,30,107,28,0,0,0,,,0,0,0,0,65,1,4,20,1,0,0,,0.0,0.0,7.7,0.0
山田要平,大分三好ヴァイセアドラー,10,119,44,34,22,1,64.7,61.8,0,0,0,11,127,6,11,43,1,0,0,,0.5,0.25,11.0,0.0
岡本侑,きんでんトリニティーブリッツ,1,96,74,454,201,40,44.3,35.5,83,28,14,25,298,21,55,85,477,303,0,33.7,2.72,0.34,9.6,63.5
岡村義郎,富士通カワサキレッドスピリッツ,10,117,64,247,138,12,55.9,51.0,1,0,0,80,159,5,17,52,6,1,0,0.0,2.16,1.25,8.6,16.7
岩井浩二,富士通カワサキレッドスピリッツ,14,119,71,354,160,31,45.2,36.4,8,0,3,30,260,10,52,71,317,174,0,0.0,2.25,0.42,5.7,54.9
岩谷昌俊,近畿クラブスフィーダ,20,7,4,13,7,0,53.8,53.8,0,0,0,0,8,0,2,3,0,0,0,,1.75,0.0,3.1,
島崎征士郎,大分三好ヴァイセアドラー,17,9,9,0,0,0,,,0,0,0,0,18,1,2,7,0,0,0,,0.0,0.0,12.5,
嶋津京将,大同特殊鋼レッドスター,21,52,24,4,1,0,25.0,25.0,0,0,0,3,89,1,6,41,0,0,0,,0.04,0.12,11.0,
川口一貴,大同特殊鋼レッドスター,16,118,69,177,79,14,44.6,36.7,2,1,0,15,159,3,13,67,14,7,0,50.0,1.14,0.22,10.4,50.0
川合翔太,兵庫デルフィーノ,4,97,78,658,270,66,41.0,31.0,187,67,26,42,228,10,79,42,3,3,0,35.8,3.46,0.54,0.3,100.0
川崎翔太,埼玉アザレア,27,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川波博次,大同特殊鋼レッドスター,2,22,3,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,,0.0,0.0,-5.0,
工藤巧,東京ヴェルディ,15,58,41,131,42,15,32.1,20.6,16,4,4,4,91,2,17,40,15,6,0,25.0,1.02,0.1,8.5,40.0
帖佐力弥,近畿クラブスフィーダ,15,50,37,0,0,0,,,0,0,0,0,6,0,0,2,188,128,0,,0.0,0.0,8.3,68.1
平井銀次,大同特殊鋼レッドスター,11,114,70,0,0,0,,,0,0,0,0,1,0,0,0,353,243,0,,0.0,0.0,0.0,68.8
平尾真也,つくばユナイテッドSunGAIA,17,97,42,0,0,0,,,0,0,0,0,30,1,2,13,11,7,0,,0.0,0.0,12.5,63.6
平林康裕,警視庁フォートファイターズ,5,98,14,29,14,3,48.3,37.9,0,0,0,6,39,0,1,13,0,0,0,,1.0,0.43,7.7,
平田英貴,きんでんトリニティーブリッツ,13,53,60,190,84,13,44.2,37.4,0,0,0,18,172,2,14,46,13,11,0,,1.4,0.3,5.8,84.6
平良俊介,東京ヴェルディ,3,11,8,6,1,1,16.7,0.0,0,0,0,1,5,0,1,0,0,0,0,,0.12,0.12,-5.0,
平野晃多,大同特殊鋼レッドスター,5,117,79,238,122,8,51.3,47.9,0,0,0,76,253,9,9,77,22,14,0,,1.54,0.96,10.3,63.6
廣本遥,富士通カワサキレッドスピリッツ,8,99,5,32,13,1,40.6,37.5,8,5,1,2,12,1,3,5,0,0,0,62.5,2.6,0.4,12.5,
徳尾直哉,トヨタ自動車サンホークス,6,118,82,801,369,81,46.1,36.0,178,75,25,18,307,22,72,137,636,410,0,42.1,4.5,0.22,12.5,64.5
徳岡啓人,東京トヨペットグリーンスパークル,9,113,55,7,0,2,0.0,-28.6,1,0,0,0,14,0,3,5,289,122,0,0.0,0.0,0.0,3.6,42.2
手塚奨,富士通カワサキレッドスピリッツ,9,8,6,6,4,0,66.7,66.7,0,0,0,0,14,0,3,4,0,0,0,,0.67,0.0,1.8,
折井拓也,近畿クラブスフィーダ,5,3,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
新妻知之,東京トヨペットグリーンスパークル,7,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新貴裕,富士通カワサキレッドスピリッツ,16,119,74,45,28,1,62.2,60.0,1,0,0,31,245,14,55,78,5,1,0,0.0,0.38,0.42,8.1,20.0
早川紘司,東京トヨペットグリーンスパークル,2,118,48,162,41,14,25.3,16.7,1,0,0,4,69,0,12,19,313,158,0,0.0,0.85,0.08,2.5,50.5
早瀬省吾,東京ヴェルディ,17,93,51,0,0,0,,,0,0,0,0,7,0,1,0,275,167,0,,0.0,0.0,-3.6,60.7
明石良介,きんでんトリニティーブリッツ,3,53,12,34,15,6,44.1,26.5,8,3,3,0,19,2,10,5,2,2,0,37.5,1.25,0.0,3.9,100.0
有薗亮平,近畿クラブスフィーダ,18,115,28,0,0,0,,,0,0,0,0,10,0,1,5,107,51,0,,0.0,0.0,10.0,47.7
木場田和希,大分三好ヴァイセアドラー,2,115,48,26,17,2,65.4,57.7,0,0,0,11,175,5,6,62,8,1,0,,0.35,0.23,10.9,12.5
木村拓哉,大同特殊鋼レッドスター,20,81,18,54,19,9,35.2,18.5,24,7,7,2,20,0,8,4,6,4,0,29.2,1.06,0.11,-5.0,66.7
本多尚也,きんでんトリニティーブリッツ,17,99,32,96,45,9,46.9,37.5,8,3,0,11,83,2,23,22,264,149,0,37.5,1.41,0.34,2.1,56.4
本多駿,近畿クラブスフィーダ,9,119,68,445,175,46,39.3,29.0,66,23,14,23,195,4,16,48,557,308,0,34.8,2.57,0.34,6.2,55.3
杉本匠,富士通カワサキレッドスピリッツ,13,53,42,216,102,27,47.2,34.7,35,16,7,10,140,5,24,48,336,232,0,45.7,2.43,0.24,7.9,69.0
村上竜也,東京ヴェルディ,7,119,83,300,161,13,53.7,49.3,0,0,0,55,208,6,10,73,5,4,0,,1.94,0.66,10.5,80.0
村田峻一,兵庫デルフィーノ,16,94,25,0,0,0,,,0,0,0,0,10,0,3,3,0,0,0,,0.0,0.0,0.0,
東野晴輝,トヨタ自動車サンホークス,7,118,84,33,23,1,69.7,66.7,2,2,0,12,333,11,3,112,6,0,0,100.0,0.27,0.14,11.5,0.0
松本幸博,警視庁フォートファイターズ,6,96,43,254,105,29,41.3,29.9,18,3,6,14,143,3,6,31,254,173,0,16.7,2.44,0.33,6.5,68.1
松本敬三,東京トヨペットグリーンスパークル,16,94,61,476,138,45,29.0,19.5,32,5,4,10,153,7,29,55,402,257,0,15.6,2.26,0.16,8.8,63.9
松本正嗣,東京ヴェルディ,12,112,46,43,13,2,30.2,25.6,0,0,0,0,67,2,7,12,51,24,0,,0.28,0.0,4.9,47.1
松本永志,きんでんトリニティーブリッツ,10,99,78,723,282,68,39.0,29.6,221,75,29,19,231,5,25,48,3,3,0,33.9,3.62,0.24,4.7,100.0
松枝寿明,東京トヨペットグリーンスパークル,11,96,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
松田祐和,きんでんトリニティーブリッツ,18,79,14,39,16,5,41.0,28.2,0,0,0,5,20,0,3,8,10,6,0,,1.14,0.36,6.2,60.0
松野昭博,富士通カワサキレッドスピリッツ,19,115,25,67,42,3,62.7,58.2,1,0,0,10,71,1,6,24,1,0,0,0.0,1.68,0.4,7.7,0.0
林佑樹,埼玉アザレア,16,75,66,511,187,51,36.6,26.6,35,7,9,22,240,15,65,81,366,195,0,20.0,2.83,0.33,7.9,53.3
柳川大知,つくばユナイテッドSunGAIA,16,84,9,13,3,1,23.1,15.4,0,0,0,4,25,4,9,5,2,1,0,,0.33,0.44,12.0,50.0
柳田百織,富士通カワサキレッドスピリッツ,4,53,15,48,25,9,52.1,33.3,13,5,3,3,32,2,10,8,3,0,0,38.5,1.67,0.2,4.7,0.0
柴明徳,東京トヨペットグリーンスパークル,3,118,40,111,25,14,22.5,9.9,2,0,0,3,94,3,7,24,159,64,0,0.0,0.62,0.08,7.7,40.3
梶野喜宏,近畿クラブスフィーダ,2,89,51,25,9,3,36.0,24.0,0,0,0,3,153,2,2,45,39,27,0,,0.18,0.06,8.3,69.2
森本浩矢,トヨタ自動車サンホークス,5,118,84,271,141,13,52.0,47.2,1,0,0,55,329,4,26,121,3,1,0,0.0,1.68,0.65,8.4,33.3
森田有智夢,きんでんトリニティーブリッツ,14,99,65,378,147,44,38.9,27.2,101,38,18,20,188,15,52,58,286,139,0,37.6,2.26,0.31,8.8,48.6
横田圭祐,富士通カワサキレッドスピリッツ,5,119,59,192,96,4,50.0,47.9,3,1,0,49,195,4,6,32,3,2,0,33.3,1.63,0.83,5.4,66.7
橋本和浩,東京トヨペットグリーンスパークル,12,89,37,68,21,4,30.9,25.0,1,0,0,19,87,2,6,19,3,3,0,0.0,0.57,0.51,6.0,100.0
橋本大樹,大分三好ヴァイセアドラー,5,119,43,109,64,6,58.7,53.2,0,0,0,27,135,4,10,49,4,2,0,,1.49,0.63,10.2,50.0
橋本峻介,きんでんトリニティーブリッツ,6,88,27,73,35,1,47.9,46.6,0,0,0,6,84,0,5,30,1,1,0,,1.3,0.22,7.4,100.0
橋本広太,埼玉アザレア,24,109,12,3,1,0,33.3,33.3,0,0,0,1,1,0,0,1,0,0,0,,0.08,0.08,25.0,
毛利光生,きんでんトリニティーブリッツ,11,99,74,47,20,6,42.6,29.8,5,1,2,19,279,8,33,109,0,0,0,20.0,0.27,0.26,9.7,
池田大輔,埼玉アザレア,4,49,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
池田正一,東京トヨペットグリーンスパークル,10,45,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
池田龍之介,大分三好ヴァイセアドラー,4,119,63,419,210,44,50.1,39.6,82,48,10,17,226,13,55,59,95,56,0,58.5,3.33,0.27,6.2,58.9
河戸俊亮,近畿クラブスフィーダ,3,47,25,62,33,7,53.2,41.9,0,0,0,13,71,1,1,24,1,0,0,,1.32,0.52,9.5,0.0
浅岡遥太,東京ヴェルディ,2,119,85,0,0,0,,,0,0,0,0,0,0,0,0,310,194,0,,0.0,0.0,,62.6
浅川成也,トヨタ自動車サンホークス,3,118,83,610,254,46,41.6,34.1,18,7,3,20,334,15,60,131,77,30,0,38.9,3.06,0.24,9.8,39.0
浜崎勇矢,つくばユナイテッドSunGAIA,2,97,55,24,12,2,50.0,41.7,0,0,0,7,166,6,14,50,2,0,0,,0.22,0.13,9.0,0.0
浜田翔太,つくばユナイテッドSunGAIA,19,97,81,204,80,20,39.2,29.4,14,5,1,42,297,7,30,54,292,197,0,35.7,0.99,0.52,4.4,67.5
清水夢斗,近畿クラブスフィーダ,19,36,19,31,10,4,32.3,19.4,0,0,0,8,43,2,5,16,0,0,0,,0.53,0.42,11.0,
清水大輔,警視庁フォートファイターズ,2,98,69,225,115,14,51.1,44.9,0,0,0,44,129,2,1,31,3,1,0,,1.67,0.64,7.4,33.3
清水隆平,トヨタ自動車サンホークス,8,118,11,18,8,4,44.4,22.2,0,0,0,2,22,1,3,10,8,4,0,,0.73,0.18,12.5,50.0
渕江陵友,トヨタ自動車サンホークス,2,95,37,192,70,13,36.5,29.7,1,1,0,9,132,1,8,45,298,176,0,100.0,1.89,0.24,7.8,59.1
濱口純一,東京ヴェルディ,10,79,54,1,0,0,0.0,0.0,0,0,0,0,78,2,1,20,50,20,0,,0.0,0.0,8.7,40.0
濱本豊,近畿クラブスフィーダ,1,18,30,158,56,16,35.4,25.3,20,5,5,6,71,3,21,21,37,11,0,25.0,1.87,0.2,4.2,29.7
瀧澤利一,東京ヴェルディ,23,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀧澤陽紀,つくばユナイテッドSunGAIA,6,97,81,749,310,43,41.4,35.6,202,84,19,26,261,14,63,74,82,29,0,41.6,3.83,0.32,6.4,35.4
片渕貴史,近畿クラブスフィーダ,11,69,24,54,24,1,44.4,42.6,0,0,0,13,65,8,19,18,7,2,0,,1.0,0.54,11.9,28.6
田中挙章,大分三好ヴァイセアドラー,15,119,66,81,45,5,55.6,49.4,0,0,0,61,258,10,9,70,11,7,0,,0.68,0.92,9.8,63.6
田中紀幸,富士通カワサキレッドスピリッツ,3,113,40,240,95,20,39.6,31.2,7,3,1,15,158,6,33,50,287,186,0,42.9,2.38,0.38,6.5,64.8
田尻信太郎,東京ヴェルディ,14,48,36,57,34,2,59.6,56.1,0,0,0,15,107,6,26,39,5,0,0,,0.94,0.42,8.6,0.0
田渕慎一郎,兵庫デルフィーノ,14,97,78,0,0,0,,,0,0,0,0,0,0,0,0,501,336,0,,0.0,0.0,,67.1
田畑翔伍,きんでんトリニティーブリッツ,7,74,11,42,11,6,26.2,11.9,1,0,0,6,26,3,6,11,31,15,0,0.0,1.0,0.55,16.3,48.4
白川佑樹,兵庫デルフィーノ,2,95,41,175,73,17,41.7,32.0,41,11,6,4,101,11,22,25,0,0,0,26.8,1.78,0.1,11.6,
白川雅貴,兵庫デルフィーノ,20,75,46,14,4,1,28.6,21.4,1,0,0,5,92,0,9,31,9,3,0,0.0,0.09,0.11,6.0,33.3
白石啓丈,つくばユナイテッドSunGAIA,24,97,53,0,0,0,,,0,0,0,0,53,3,4,17,123,75,0,,0.0,0.0,11.8,61.0
石井和希,埼玉アザレア,21,18,4,14,7,2,50.0,35.7,4,2,1,1,4,0,4,0,0,0,0,50.0,1.75,0.25,-25.0,
石倉巧,兵庫デルフィーノ,12,7,17,111,38,11,34.2,24.3,3,1,1,4,53,4,4,13,104,68,0,33.3,2.24,0.24,11.8,65.4
石垣公也,大分三好ヴァイセアドラー,8,119,70,250,113,9,45.2,41.6,16,5,0,34,233,7,36,83,527,314,0,31.2,1.61,0.49,8.0,59.6
石川俊輔,警視庁フォートファイターズ,8,98,75,0,0,0,,,0,0,0,0,0,0,0,0,297,214,0,,0.0,0.0,,72.1
石川雄一郎,埼玉アザレア,18,62,48,376,150,24,39.9,33.5,2,0,1,10,146,3,16,52,302,179,0,0.0,3.12,0.21,8.2,59.3
石木裕也,兵庫デルフィーノ,18,73,4,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
石田康祐,近畿クラブスフィーダ,29,108,21,6,2,2,33.3,0.0,0,0,0,0,34,1,3,16,65,27,0,,0.1,0.0,12.5,41.5
石田祐司,埼玉アザレア,15,64,60,212,94,11,44.3,39.2,0,0,0,41,157,4,3,62,9,7,0,,1.57,0.68,11.9,77.8
福島孝輝,トヨタ自動車サンホークス,11,118,84,0,0,0,,,0,0,0,0,0,0,0,0,430,269,0,,0.0,0.0,,62.6
竹崎敬介,埼玉アザレア,2,87,22,29,5,6,17.2,-3.4,0,0,0,0,16,1,3,9,108,48,0,,0.23,0.0,15.6,44.4
竹崎裕介,埼玉アザレア,19,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹永大樹,兵庫デルフィーノ,9,97,58,281,113,26,40.2,31.0,16,7,4,11,121,2,17,25,132,61,0,43.8,1.95,0.19,3.3,46.2
笠原啓太,埼玉アザレア,7,75,54,302,127,28,42.1,32.8,12,0,4,17,180,3,41,60,357,223,0,0.0,2.35,0.31,4.3,62.5
細井規貴,大分三好ヴァイセアドラー,13,54,22,38,18,7,47.4,28.9,12,6,4,4,40,2,21,9,0,0,0,50.0,0.82,0.18,-2.5,
細川優樹,大分三好ヴァイセアドラー,7,7,8,0,0,0,,,0,0,0,0,14,2,6,3,0,0,0,,0.0,0.0,8.9,
繁田康平,近畿クラブスフィーダ,24,86,25,36,14,0,38.9,38.9,0,0,0,6,65,4,3,17,1,1,0,,0.56,0.24,11.5,100.0
芳賀広大,富士通カワサキレッドスピリッツ,12,119,74,0,0,0,,,0,0,0,0,0,0,0,0,300,202,0,,0.0,0.0,,67.3
若月建吾,埼玉アザレア,6,103,29,108,41,5,38.0,33.3,0,0,0,11,90,2,5,41,5,3,0,,1.41,0.38,12.2,60.0
茂木祐太,埼玉アザレア,17,64,59,403,166,45,41.2,30.0,90,37,20,18,223,8,16,88,1,0,0,41.1,2.81,0.31,11.7,0.0
草場貴成,大同特殊鋼レッドスター,13,116,43,85,32,2,37.6,35.3,3,1,0,6,74,1,5,23,146,99,0,33.3,0.74,0.14,7.4,67.8
