試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2014-11-08,11,大同特殊鋼レッドスター,1,,山口純平,5,■,■,■,■,■,8,6,0,0.75,0.75,1.20,0,0,0,-,1,0.20,16,2,3,4,16.2,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,3,,久保田雅人,4,□,nan,□,■,■,11,6,1,0.5454545454545454,0.45454545454545453,1.50,0,0,0,-,2,0.50,6,0,2,0,0.0,29,19,0,65.5
2014-11-08,11,大同特殊鋼レッドスター,4,,倉田真,5,■,■,■,■,■,35,17,1,0.4857142857142857,0.45714285714285713,3.40,6,3,0,50.0,0,-,16,0,4,3,4.7,27,17,0,63.0
2014-11-08,11,大同特殊鋼レッドスター,5,,平野晃多,5,■,■,■,■,■,15,7,1,0.4666666666666667,0.4,1.40,0,0,0,-,4,0.80,14,0,0,1,1.8,4,4,0,100.0
2014-11-08,11,大同特殊鋼レッドスター,6,,辰巳佳靖,5,■,■,■,■,■,38,18,3,0.47368421052631576,0.39473684210526316,3.60,16,12,1,75.0,2,0.40,14,0,5,4,7.1,1,0,0,0.0
2014-11-08,11,大同特殊鋼レッドスター,7,,赤澤直樹,5,■,■,■,■,■,2,1,0,0.5,0.5,0.20,0,0,0,-,4,0.80,19,0,1,3,3.9,1,0,0,0.0
2014-11-08,11,大同特殊鋼レッドスター,11,L,平井銀次,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,10,0,83.3
2014-11-08,11,大同特殊鋼レッドスター,13,,草場貴成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,14,,齋藤義人,2,nan,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,15,,金澤秀幸,4,■,■,■,□,nan,19,5,2,0.2631578947368421,0.15789473684210525,1.25,0,0,0,-,1,0.25,8,2,0,0,20.0,16,9,0,56.2
2014-11-08,11,大同特殊鋼レッドスター,16,,川口一貴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,17,L,中道淑人,3,nan,nan,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,18,,山下秀人,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-08,11,大同特殊鋼レッドスター,19,,宮原博明,1,nan,nan,□,nan,nan,2,1,0,0.5,0.5,1.00,1,0,0,0.0,0,-,3,0,0,0,0.0,0,0,0,-
2014-11-08,11,つくばユナイテッドSunGAIA,2,,浜崎勇矢,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,0,-,15,0,0,2,3.3,0,0,0,-
2014-11-08,11,つくばユナイテッドSunGAIA,3,,奥村航,5,■,■,■,■,■,33,17,1,0.5151515151515151,0.48484848484848486,3.40,0,0,0,-,4,0.80,9,0,2,4,11.1,1,1,0,100.0
2014-11-08,11,つくばユナイテッドSunGAIA,4,,丸山祥二,5,■,■,■,■,■,17,12,2,0.7058823529411765,0.5882352941176471,2.40,0,0,0,-,1,0.20,25,3,3,10,22.0,1,1,0,100.0
