試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-12-05,フォレストリーヴズ熊本,1,,堀ノ内麗,3,■,■,■,nan,nan,13,4,0,30.8,30.8,1.33,0,0,0,-,0,-,9,1,1,3,16.7,1,0,1,50.0,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,2,,大木美沙季,1,nan,□,nan,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,3,,川口美久,3,■,■,■,nan,nan,35,8,2,22.9,17.1,2.67,0,0,0,-,0,-,7,0,0,0,0.0,18,2,6,27.8,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,4,,柳迫琳々香,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,5,,佐木田彩夏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,6,L,松元葵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,7,,南里くるみ,3,□,■,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,8,1,0,2,18.8,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,8,,林美鈴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,3,1,1,50.0,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,9,L,河合桃香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,1,0,16.7,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,10,,和多千里,1,■,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,11,,伊藤琴音,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,12,,入江彩水,3,■,■,■,nan,nan,22,6,0,27.3,27.3,2.00,0,0,0,-,0,-,8,0,1,2,3.1,1,1,0,100.0,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,15,,白岩蘭奈,3,■,■,■,nan,nan,49,6,2,12.2,8.2,2.00,2,0,0,0.0,0,-,7,0,1,1,0.0,37,11,15,50.0,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,16,,和田法子,3,■,■,■,nan,nan,24,6,3,25.0,12.5,2.00,0,0,0,-,0,-,7,0,1,2,3.6,0,0,0,-,,,,,,,,
2020-12-05,フォレストリーヴズ熊本,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,150,31,7,20.7,16.0,10.33,2,0,0,0.0,0,0.00,52,2,5,12,7.2,68,16,23,40.4,141,42,10,29.8,14,4.67,12.8,59.6
