大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,20,21,12,8,0,66.7,0,0,0,-,0.38,0,-,29,0,0,2,10,6.9,2,1,0,50.0,8,0,0,8
レギュラーラウンド,サントリーサンバーズ,20,21,12,8,0,66.7,0,0,0,-,0.38,0,-,29,0,0,2,10,6.9,2,1,0,50.0,8,0,0,8
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,12,14,14,4,1,28.6,0,0,0,-,0.29,0,-,12,0,0,0,2,4.2,0,0,0,-,4,0,0,4
レギュラーラウンド,サントリーサンバーズ,12,14,14,4,1,28.6,0,0,0,-,0.29,0,-,12,0,0,0,2,4.2,0,0,0,-,4,0,0,4
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,3,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,サントリーサンバーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,34,35,26,12,1,46.2,0,0,0,-,0.34,0,-,41,0,0,2,12,6.1,2,1,0,50.0,12,0,0,12
通算,,35,36,26,12,1,46.2,0,0,0,-,0.33,0,-,41,0,0,2,12,6.1,2,1,0,50.0,12,0,0,12
