大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,17,65,458,246,25,53.7,126,75,6,59.5,3.78,14,0.22,258,9,11,58,95,11.3,223,54,50,35.4,246,14,20,280
レギュラーラウンド,サントリーサンバーズ,17,65,458,246,25,53.7,126,75,6,59.5,3.78,14,0.22,258,9,11,58,95,11.3,223,54,50,35.4,246,14,20,280
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,22,82,371,165,33,44.5,66,31,12,47.0,2.01,12,0.15,272,9,14,55,124,18.8,223,100,0,44.8,165,12,23,200
レギュラーラウンド,サントリーサンバーズ,17,61,294,140,28,47.6,61,30,11,49.2,2.30,8,0.13,210,9,10,44,94,19.3,171,80,0,46.8,140,8,19,167
ファイナル６,サントリーサンバーズ,5,21,77,25,5,32.5,5,1,1,20.0,1.19,4,0.19,62,0,4,11,30,17.3,52,20,0,38.5,25,4,4,33
天皇杯全日本選手権大会,,1,2,19,7,2,36.8,3,1,0,33.3,3.50,0,-,8,0,0,1,5,15.6,4,1,0,25.0,7,0,0,7
レギュラーラウンド,,1,2,19,7,2,36.8,3,1,0,33.3,3.50,0,-,8,0,0,1,5,15.6,4,1,0,25.0,7,0,0,7
Ｖ・プレミアリーグ男子 2015/16,サントリーサンバーズ,21,69,368,169,37,45.9,53,21,7,39.6,2.45,10,0.14,218,4,17,50,85,17.8,286,143,0,50.0,169,10,21,200
レギュラーラウンド,サントリーサンバーズ,21,69,368,169,37,45.9,53,21,7,39.6,2.45,10,0.14,218,4,17,50,85,17.8,286,143,0,50.0,169,10,21,200
チャレンジマッチ男子2015/16,サントリーサンバーズ,2,6,36,21,1,58.3,6,3,0,50.0,3.50,3,0.50,29,1,2,3,13,20.2,27,14,0,51.9,21,3,3,27
チャレンジマッチ,サントリーサンバーズ,2,6,36,21,1,58.3,6,3,0,50.0,3.50,3,0.50,29,1,2,3,13,20.2,27,14,0,51.9,21,3,3,27
Ｖ・プレミアリーグ男子 2014/15,サントリーサンバーズ,2,3,2,2,0,100.0,0,0,0,-,0.67,0,-,2,0,0,2,0,0.0,0,0,0,-,2,0,0,2
ファイナル６,サントリーサンバーズ,1,2,2,2,0,100.0,0,0,0,-,1.00,0,-,1,0,0,1,0,0.0,0,0,0,-,2,0,0,2
ファイナル３,サントリーサンバーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,1,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,55,195,1120,555,90,49.6,240,126,24,52.5,2.85,32,0.16,686,22,38,152,274,13.2,680,277,50,44.4,555,32,60,647
通算,,65,227,1254,610,98,48.6,254,131,25,51.6,2.69,39,0.17,787,23,44,169,322,13.4,763,312,50,44.2,610,39,67,716
