大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,16,54,13,7,0,53.8,0,0,0,-,0.13,11,0.20,214,8,3,46,51,5.7,3,0,1,16.7,7,11,11,29
レギュラーラウンド,サントリーサンバーズ,16,54,13,7,0,53.8,0,0,0,-,0.13,11,0.20,214,8,3,46,51,5.7,3,0,1,16.7,7,11,11,29
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,30,103,30,19,1,63.3,2,1,0,50.0,0.18,24,0.23,399,8,10,74,80,4.9,5,0,0,0.0,19,24,18,61
レギュラーラウンド,サントリーサンバーズ,27,92,30,19,1,63.3,2,1,0,50.0,0.21,23,0.25,336,5,7,65,65,3.6,4,0,0,0.0,19,23,12,54
GAME1（5位決定戦）,サントリーサンバーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,11,0,0,2,3,2.3,0,0,0,-,0,0,0,0
GAME2（4位決定戦）,サントリーサンバーズ,1,4,0,0,0,-,0,0,0,-,-,1,0.25,39,2,3,4,9,16.0,0,0,0,-,0,1,5,6
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,0,0,0,-,0,0,0,-,-,0,-,13,1,0,3,3,7.7,1,0,0,0.0,0,0,1,1
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,29,112,32,20,0,62.5,0,0,0,-,0.18,23,0.21,403,9,6,75,103,5.5,7,1,0,14.3,20,23,15,58
レギュラーラウンド,サントリーサンバーズ,24,90,20,13,0,65.0,0,0,0,-,0.14,17,0.19,319,8,4,66,88,5.5,3,1,0,33.3,13,17,12,42
ファイナル６,サントリーサンバーズ,5,22,12,7,0,58.3,0,0,0,-,0.32,6,0.27,84,1,2,9,15,5.4,4,0,0,0.0,7,6,3,16
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,12,49,23,10,2,43.5,0,0,0,-,0.20,12,0.24,167,4,4,47,35,3.0,2,1,1,75.0,10,12,8,30
レギュラーラウンド,サントリーサンバーズ,7,29,16,6,2,37.5,0,0,0,-,0.21,8,0.28,108,2,4,26,21,4.4,2,1,1,75.0,6,8,6,20
ファイナル６,サントリーサンバーズ,5,20,7,4,0,57.1,0,0,0,-,0.20,4,0.20,59,2,0,21,14,0.4,0,0,0,-,4,4,2,10
レギュラーシーズン通算,,74,265,79,45,3,57.0,2,1,0,50.0,0.17,59,0.22,977,23,18,203,225,4.8,12,2,2,25.0,45,59,41,145
通算,,87,318,98,56,3,57.1,2,1,0,50.0,0.18,70,0.22,1183,29,23,242,269,5.0,17,2,2,17.6,56,70,52,178
