大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,30,105,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,477,267,113,67.8,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,27,95,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,425,237,99,67.4,0,0,0,0
GAME1（5位決定戦）,サントリーサンバーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,20,12,6,75.0,0,0,0,0
GAME2（4位決定戦）,サントリーサンバーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,17,11,2,70.6,0,0,0,0
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,15,7,6,66.7,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,30,114,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,552,294,123,64.4,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,25,92,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,453,237,104,63.8,0,0,0,0
ファイナル６,サントリーサンバーズ,5,22,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,99,57,19,67.2,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,26,89,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,422,205,113,62.0,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,21,74,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,331,170,80,63.4,0,0,0,0
ファイナル６,サントリーサンバーズ,5,15,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,91,35,33,56.6,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,25,77,103,54,7,52.4,2,0,0,0.0,0.70,6,0.08,141,5,4,19,44,13.6,234,157,0,67.1,54,6,9,69
レギュラーラウンド,サントリーサンバーズ,21,66,81,47,2,58.0,1,0,0,0.0,0.71,4,0.06,115,5,2,15,37,13.8,195,135,0,69.2,47,4,7,58
ファイナル６,サントリーサンバーズ,4,11,22,7,5,31.8,1,0,0,0.0,0.64,2,0.18,26,0,2,4,7,12.9,39,22,0,56.4,7,2,2,11
天皇杯全日本選手権大会,,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,12,4,0,33.3,0,0,0,0
レギュラーラウンド,,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,12,4,0,33.3,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,サントリーサンバーズ,21,63,11,4,1,36.4,0,0,0,-,0.06,1,0.02,25,0,1,8,11,14.2,216,139,0,64.4,4,1,1,6
レギュラーラウンド,サントリーサンバーズ,21,63,11,4,1,36.4,0,0,0,-,0.06,1,0.02,25,0,1,8,11,14.2,216,139,0,64.4,4,1,1,6
チャレンジマッチ男子2015/16,サントリーサンバーズ,2,5,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,5,5,0,100.0,0,0,0,0
チャレンジマッチ,サントリーサンバーズ,2,5,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,5,5,0,100.0,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,サントリーサンバーズ,28,90,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,633,427,0,67.5,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,21,66,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,440,294,0,66.8,0,0,0,0
ファイナル６,サントリーサンバーズ,5,17,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,138,97,0,70.3,0,0,0,0
ファイナル３,サントリーサンバーズ,1,4,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,23,15,0,65.2,0,0,0,0
ファイナル,サントリーサンバーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,32,21,0,65.6,0,0,0,0
Ｖ・プレミアリーグ男子 2013/14,サントリーサンバーズ,10,15,13,5,1,38.5,1,0,0,0.0,0.33,0,-,20,1,1,7,6,16.5,28,20,0,71.4,5,0,2,7
レギュラーラウンド,サントリーサンバーズ,10,15,13,5,1,38.5,1,0,0,0.0,0.33,0,-,20,1,1,7,6,16.5,28,20,0,71.4,5,0,2,7
レギュラーシーズン通算,,146,471,105,56,4,53.3,2,0,0,0.0,0.12,5,0.01,160,6,4,30,54,10.0,2088,1232,283,65.8,56,5,10,71
通算,,173,561,127,63,9,49.6,3,0,0,0.0,0.11,7,0.01,187,6,6,34,61,10.0,2579,1518,349,65.6,63,7,12,82
