大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,11,10,18,12,0,66.7,5,5,0,100.0,1.2,1,0.10,19,1,1,5,10,17.1,11,4,2,45.5,12,1,2,15
レギュラーラウンド,サントリーサンバーズ,11,10,18,12,0,66.7,5,5,0,100.0,1.2,1,0.10,19,1,1,5,10,17.1,11,4,2,45.5,12,1,2,15
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,24,79,482,218,33,45.2,135,76,9,56.3,2.76,34,0.43,303,6,11,64,90,7.8,302,86,82,42.1,218,34,17,269
レギュラーラウンド,サントリーサンバーズ,21,68,419,197,29,47.0,120,71,7,59.2,2.9,29,0.43,264,4,11,56,84,8.3,274,79,75,42.5,197,29,15,241
GAME1（5位決定戦）,サントリーサンバーズ,1,3,19,7,1,36.8,5,1,0,20.0,2.33,0,-,16,1,0,3,2,4.7,14,6,3,53.6,7,0,1,8
GAME2（4位決定戦）,サントリーサンバーズ,1,4,22,7,1,31.8,5,2,1,40.0,1.75,1,0.25,11,1,0,2,1,6.8,8,1,2,25.0,7,1,1,9
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,22,7,2,31.8,5,2,1,40.0,1.75,4,1.00,12,0,0,3,3,0.0,6,0,2,16.7,7,4,0,11
レギュラーシーズン通算,,32,78,437,209,29,47.8,125,76,7,60.8,2.68,30,0.38,283,5,12,61,94,8.9,285,83,77,42.6,209,30,17,256
通算,,35,89,500,230,33,46.0,140,81,9,57.9,2.58,35,0.39,322,7,12,69,100,8.3,313,90,84,42.2,230,35,19,284
