大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,29,91,399,187,28,46.9,90,45,6,50.0,2.05,39,0.43,333,3,6,41,52,3.5,728,333,180,58.1,187,39,9,235
レギュラーラウンド,サントリーサンバーズ,26,80,354,165,25,46.6,83,42,5,50.6,2.06,36,0.45,286,3,5,37,45,3.5,623,281,161,58.0,165,36,8,209
GAME1（5位決定戦）,サントリーサンバーズ,1,3,15,9,0,60.0,3,1,0,33.3,3.0,1,0.33,13,0,1,3,3,7.7,18,11,3,69.4,9,1,1,11
GAME2（4位決定戦）,サントリーサンバーズ,1,4,15,8,1,53.3,2,0,1,0.0,2.0,1,0.25,13,0,0,0,1,1.9,29,12,2,44.8,8,1,0,9
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,15,5,2,33.3,2,2,0,100.0,1.25,1,0.25,21,0,0,1,3,2.4,58,29,14,62.1,5,1,0,6
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,27,96,356,168,28,47.2,28,13,1,46.4,1.75,24,0.25,292,2,2,27,67,4.8,738,365,166,60.7,168,24,4,196
レギュラーラウンド,サントリーサンバーズ,27,96,356,168,28,47.2,28,13,1,46.4,1.75,24,0.25,292,2,2,27,67,4.8,738,365,166,60.7,168,24,4,196
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,26,92,472,192,32,40.7,36,14,5,38.9,2.09,22,0.24,244,2,2,19,37,3.5,539,238,152,58.3,192,22,4,218
レギュラーラウンド,サントリーサンバーズ,21,72,338,136,25,40.2,24,10,5,41.7,1.89,19,0.26,189,2,2,15,29,4.0,420,180,117,56.8,136,19,4,159
ファイナル６,サントリーサンバーズ,5,20,134,56,7,41.8,12,4,0,33.3,2.8,3,0.15,55,0,0,4,8,1.8,119,58,35,63.4,56,3,0,59
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,26,100,457,200,34,43.8,19,9,3,47.4,2.0,32,0.32,318,4,3,39,80,8.3,778,475,0,61.1,200,32,7,239
レギュラーラウンド,サントリーサンバーズ,21,79,364,163,24,44.8,18,9,2,50.0,2.06,23,0.29,253,4,2,31,63,8.4,638,395,0,61.9,163,23,6,192
ファイナル６,サントリーサンバーズ,5,21,93,37,10,39.8,1,0,1,0.0,1.76,9,0.43,65,0,1,8,17,7.8,140,80,0,57.1,37,9,1,47
天皇杯全日本選手権大会,,1,3,7,2,1,28.6,1,0,1,0.0,0.67,0,-,6,0,0,1,1,4.2,36,17,0,47.2,2,0,0,2
レギュラーラウンド,,1,3,7,2,1,28.6,1,0,1,0.0,0.67,0,-,6,0,0,1,1,4.2,36,17,0,47.2,2,0,0,2
レギュラーシーズン通算,,95,327,1412,632,102,44.8,153,74,13,48.4,1.93,102,0.31,1020,11,11,110,204,4.5,2419,1221,444,59.7,632,102,22,756
通算,,109,382,1691,749,123,44.3,174,81,16,46.6,1.96,117,0.31,1193,11,13,127,237,4.3,2819,1428,498,59.5,749,117,24,890
