大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,22,82,371,165,33,44.5,66,31,12,47.0,2.01,12,0.15,272,9,14,55,124,18.8,223,100,0,44.8,165,12,23,200
レギュラーラウンド,サントリーサンバーズ,17,61,294,140,28,47.6,61,30,11,49.2,2.30,8,0.13,210,9,10,44,94,19.3,171,80,0,46.8,140,8,19,167
ファイナル６,サントリーサンバーズ,5,21,77,25,5,32.5,5,1,1,20.0,1.19,4,0.19,62,0,4,11,30,17.3,52,20,0,38.5,25,4,4,33
天皇杯全日本選手権大会,,1,2,19,7,2,36.8,3,1,0,33.3,3.50,0,-,8,0,0,1,5,15.6,4,1,0,25.0,7,0,0,7
レギュラーラウンド,,1,2,19,7,2,36.8,3,1,0,33.3,3.50,0,-,8,0,0,1,5,15.6,4,1,0,25.0,7,0,0,7
Ｖ・プレミアリーグ男子 2015/16,サントリーサンバーズ,21,69,368,169,37,45.9,53,21,7,39.6,2.45,10,0.14,218,4,17,50,85,17.8,286,143,0,50.0,169,10,21,200
レギュラーラウンド,サントリーサンバーズ,21,69,368,169,37,45.9,53,21,7,39.6,2.45,10,0.14,218,4,17,50,85,17.8,286,143,0,50.0,169,10,21,200
チャレンジマッチ男子2015/16,サントリーサンバーズ,2,6,36,21,1,58.3,6,3,0,50.0,3.50,3,0.50,29,1,2,3,13,20.2,27,14,0,51.9,21,3,3,27
チャレンジマッチ,サントリーサンバーズ,2,6,36,21,1,58.3,6,3,0,50.0,3.50,3,0.50,29,1,2,3,13,20.2,27,14,0,51.9,21,3,3,27
Ｖ・プレミアリーグ男子 2014/15,サントリーサンバーズ,2,3,2,2,0,100.0,0,0,0,-,0.67,0,-,2,0,0,2,0,0.0,0,0,0,-,2,0,0,2
ファイナル６,サントリーサンバーズ,1,2,2,2,0,100.0,0,0,0,-,1.00,0,-,1,0,0,1,0,0.0,0,0,0,-,2,0,0,2
ファイナル３,サントリーサンバーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,1,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,38,130,662,309,65,46.7,114,51,18,44.7,2.38,18,0.14,428,13,27,94,179,14.3,457,223,0,48.8,309,18,40,367
通算,,48,162,796,364,73,45.7,128,56,19,43.8,2.25,25,0.15,529,14,33,111,227,14.4,540,258,0,47.8,364,25,47,436
