大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,19,48,77,31,2,40.3,0,0,0,-,0.65,13,0.27,117,0,2,20,28,3.4,8,2,4,50.0,31,13,2,46
レギュラーラウンド,ジェイテクトSTINGS,19,48,77,31,2,40.3,0,0,0,-,0.65,13,0.27,117,0,2,20,28,3.4,8,2,4,50.0,31,13,2,46
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,28,86,135,84,7,62.2,1,1,0,100.0,0.98,36,0.42,189,6,3,39,27,3.2,5,3,2,80.0,84,36,9,129
レギュラーラウンド,ジェイテクトSTINGS,26,77,124,79,7,63.7,1,1,0,100.0,1.03,34,0.44,178,5,3,36,26,3.1,5,3,2,80.0,79,34,8,121
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,4,9,4,0,44.4,0,0,0,-,1.00,1,0.25,9,0,0,3,0,-8.3,0,0,0,-,4,1,0,5
ファイナル,ジェイテクトSTINGS,1,5,2,1,0,50.0,0,0,0,-,0.20,1,0.20,2,1,0,0,1,62.5,0,0,0,-,1,1,1,3
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,34,92,88,45,1,51.1,0,0,0,-,0.49,19,0.21,97,4,1,30,19,2.3,6,4,2,83.3,45,19,5,69
レギュラーラウンド,東レアローズ,27,68,85,43,1,50.6,0,0,0,-,0.63,17,0.25,93,3,1,30,18,1.1,6,4,2,83.3,43,17,4,64
ファイナル６,東レアローズ,5,17,3,2,0,66.7,0,0,0,-,0.12,2,0.12,4,1,0,0,1,31.2,0,0,0,-,2,2,1,5
ファイナル３,東レアローズ,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,東レアローズ,26,72,151,80,5,53.0,0,0,0,-,1.11,34,0.47,166,5,2,29,47,6.9,3,1,2,66.7,80,34,7,121
レギュラーラウンド,東レアローズ,21,54,130,72,3,55.4,0,0,0,-,1.33,27,0.50,137,4,2,23,36,6.8,2,1,1,75.0,72,27,6,105
ファイナル６,東レアローズ,5,18,21,8,2,38.1,0,0,0,-,0.44,7,0.39,29,1,0,6,11,7.8,1,0,1,50.0,8,7,1,16
天皇杯全日本選手権大会,,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,東レアローズ,18,7,19,12,0,63.2,0,0,0,-,1.71,2,0.29,20,1,1,6,7,17.8,0,0,0,-,12,2,2,16
レギュラーラウンド,東レアローズ,14,7,19,12,0,63.2,0,0,0,-,1.71,2,0.29,20,1,1,6,7,17.8,0,0,0,-,12,2,2,16
ファイナル６,東レアローズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル,東レアローズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
天皇杯全日本選手権大会,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,東レアローズ,26,50,82,41,6,50.0,0,0,0,-,0.82,19,0.38,82,4,0,19,27,13.1,2,2,0,100.0,41,19,4,64
レギュラーラウンド,東レアローズ,20,45,77,39,6,50.6,0,0,0,-,0.87,18,0.40,76,4,0,19,25,13.5,2,2,0,100.0,39,18,4,61
ファイナル６,東レアローズ,5,4,5,2,0,40.0,0,0,0,-,0.50,1,0.25,6,0,0,0,2,8.3,0,0,0,-,2,1,0,3
ファイナル３,東レアローズ,1,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,東レアローズ,5,11,0,0,0,-,0,0,0,-,-,0,-,5,0,0,3,1,5.0,0,0,0,-,0,0,0,0
レギュラーラウンド,東レアローズ,5,11,0,0,0,-,0,0,0,-,-,0,-,5,0,0,3,1,5.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2013/14,東レアローズ,3,5,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,1,25.0,0,0,0,-,0,0,0,0
レギュラーラウンド,東レアローズ,3,5,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,1,25.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,135,315,512,276,19,53.9,1,1,0,100.0,0.88,111,0.35,627,17,9,137,142,4.3,23,12,9,71.7,276,111,26,413
通算,,162,374,552,293,21,53.1,1,1,0,100.0,0.78,123,0.33,677,20,9,146,157,4.7,24,12,10,70.8,293,123,29,445
