大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,13,5,28,12,2,42.9,4,2,0,50.0,2.40,1,0.20,8,0,0,2,1,-3.1,27,9,6,44.4,12,1,0,13
レギュラーラウンド,ジェイテクトSTINGS,13,5,28,12,2,42.9,4,2,0,50.0,2.40,1,0.20,8,0,0,2,1,-3.1,27,9,6,44.4,12,1,0,13
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,21,12,17,7,2,41.2,4,2,1,50.0,0.58,1,0.08,6,0,0,1,1,0.0,8,1,3,31.2,7,1,0,8
レギュラーラウンド,ジェイテクトSTINGS,21,12,17,7,2,41.2,4,2,1,50.0,0.58,1,0.08,6,0,0,1,1,0.0,8,1,3,31.2,7,1,0,8
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,16,30,176,84,10,47.7,33,17,1,51.5,2.80,7,0.23,86,2,0,12,14,2.9,169,48,54,44.4,84,7,2,93
レギュラーラウンド,ジェイテクトSTINGS,16,30,176,84,10,47.7,33,17,1,51.5,2.80,7,0.23,86,2,0,12,14,2.9,169,48,54,44.4,84,7,2,93
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,8,19,15,9,1,60.0,1,1,0,100.0,0.47,1,0.05,6,0,1,2,2,16.7,6,0,1,8.3,9,1,1,11
レギュラーラウンド,ジェイテクトSTINGS,3,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,ジェイテクトSTINGS,5,16,15,9,1,60.0,1,1,0,100.0,0.56,1,0.06,6,0,1,2,2,16.7,6,0,1,8.3,9,1,1,11
レギュラーシーズン通算,,53,50,221,103,14,46.6,41,21,2,51.2,2.06,9,0.18,100,2,0,15,16,2.2,204,58,63,43.9,103,9,2,114
通算,,58,66,236,112,15,47.5,42,22,2,52.4,1.70,10,0.15,106,2,1,17,18,3.1,210,58,64,42.9,112,10,3,125
