名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
井西彩乃,2012-01,KUROBEアクアフェアリーズ,6,8,26,231,79,18,34.2,26.4,23,5,1,13,116,15,5,37,203,137,0,21.7,3.04,0.5,19.8,67.5
井西彩乃,2012-02,KUROBEアクアフェアリーズ,6,16,26,270,101,17,37.4,31.1,6,2,2,10,101,2,8,43,189,117,0,33.3,3.88,0.38,10.6,61.9
井西彩乃,2012-03,KUROBEアクアフェアリーズ,6,9,9,71,30,2,42.3,39.4,1,1,0,5,27,1,3,10,92,55,0,100.0,3.33,0.56,10.2,59.8
伊藤智美,2011-12,KUROBEアクアフェアリーズ,1,36,10,113,37,12,32.7,22.1,5,0,1,3,32,1,0,13,34,14,0,0.0,3.7,0.3,13.3,41.2
伊藤智美,2012-01,KUROBEアクアフェアリーズ,1,8,21,168,54,14,32.1,23.8,16,3,2,1,81,6,1,28,59,36,0,18.8,2.57,0.05,15.7,61.0
伊藤智美,2012-02,KUROBEアクアフェアリーズ,1,16,20,185,73,14,39.5,31.9,5,1,1,2,64,2,7,15,73,31,0,20.0,3.65,0.1,6.2,42.5
伊藤智美,2012-03,KUROBEアクアフェアリーズ,1,9,8,84,32,8,38.1,28.6,1,1,0,2,32,1,1,8,19,14,0,100.0,4.0,0.25,8.6,73.7
伊藤睦美,2011-12,KUROBEアクアフェアリーズ,3,36,7,30,12,1,40.0,36.7,1,0,0,2,19,0,0,3,3,1,0,0.0,1.71,0.29,3.9,33.3
伊藤睦美,2012-01,KUROBEアクアフェアリーズ,3,8,15,40,19,3,47.5,40.0,0,0,0,6,11,0,3,1,4,3,0,,1.27,0.4,-4.5,75.0
伊藤睦美,2012-02,KUROBEアクアフェアリーズ,3,16,12,42,14,2,33.3,28.6,1,1,0,9,21,0,7,5,1,0,0,100.0,1.17,0.75,-2.4,0.0
伊藤睦美,2012-03,KUROBEアクアフェアリーズ,3,9,5,16,3,2,18.8,6.2,0,0,0,0,7,0,1,1,2,1,0,,0.6,0.0,0.0,50.0
伊藤綾子,2011-12,柏エンゼルクロス,6,36,11,49,16,0,32.7,32.7,0,0,0,4,23,0,1,12,0,0,0,,1.45,0.36,12.0,
伊藤綾子,2012-01,柏エンゼルクロス,6,8,30,172,72,10,41.9,36.0,0,0,0,20,68,2,3,24,1,0,0,,2.4,0.67,10.7,0.0
伊藤綾子,2012-02,柏エンゼルクロス,6,16,35,201,65,11,32.3,26.9,1,0,0,11,95,4,1,33,1,0,0,0.0,1.86,0.31,12.6,0.0
伊藤綾子,2012-03,柏エンゼルクロス,6,9,9,64,15,2,23.4,20.3,0,0,0,2,20,0,2,5,0,0,0,,1.67,0.22,3.8,
伊関悠,2011-12,日立リヴァーレ,18,48,13,0,0,0,,,0,0,0,0,0,0,0,0,51,34,0,,0.0,0.0,,66.7
伊関悠,2012-01,日立リヴァーレ,18,7,24,0,0,0,,,0,0,0,0,0,0,0,0,94,67,0,,0.0,0.0,,71.3
伊関悠,2012-02,日立リヴァーレ,18,14,14,0,0,0,,,0,0,0,0,0,0,0,0,56,33,0,,0.0,0.0,,58.9
伊関悠,2012-03,日立リヴァーレ,18,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
位田愛,2011-12,KUROBEアクアフェアリーズ,9,36,0,0,0,0,,,0,0,0,0,20,1,0,12,1,0,0,,,,20.0,0.0
位田愛,2012-01,KUROBEアクアフェアリーズ,9,8,0,0,0,0,,,0,0,0,0,13,0,0,1,0,0,0,,,,1.9,
位田愛,2012-02,KUROBEアクアフェアリーズ,9,16,0,1,0,0,0.0,0.0,0,0,0,1,27,1,0,7,1,0,0,,,inf,10.2,0.0
位田愛,2012-03,KUROBEアクアフェアリーズ,9,9,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,,,25.0,
佐々木侑,2011-12,三洋電機レッドソア,3,48,14,118,40,7,33.9,28.0,8,1,2,8,47,0,3,24,12,5,0,12.5,2.86,0.57,11.2,41.7
佐々木侑,2012-01,三洋電機レッドソア,3,7,24,213,75,18,35.2,26.8,24,6,7,10,88,3,5,30,10,5,0,25.0,3.12,0.42,10.5,50.0
佐々木侑,2012-02,三洋電機レッドソア,3,14,27,243,83,11,34.2,29.6,46,15,4,12,87,2,6,37,11,6,0,32.6,3.07,0.44,11.2,54.5
佐々木侑,2012-03,三洋電機レッドソア,3,12,16,154,62,9,40.3,34.4,36,10,4,4,62,2,2,26,0,0,0,27.8,3.88,0.25,12.9,
佐々木夏希,2011-12,PFUブルーキャッツ,6,48,3,2,0,0,0.0,0.0,2,0,0,0,5,1,0,2,0,0,0,0.0,0.0,0.0,30.0,
佐々木夏希,2012-01,PFUブルーキャッツ,6,7,8,36,12,2,33.3,27.8,2,0,1,0,10,0,2,2,17,9,0,0.0,1.5,0.0,0.0,52.9
佐々木夏希,2012-02,PFUブルーキャッツ,6,14,26,179,61,11,34.1,27.9,4,0,0,3,84,6,6,30,195,99,0,0.0,2.35,0.12,14.3,50.8
佐々木夏希,2012-03,PFUブルーキャッツ,6,12,14,159,44,7,27.7,23.3,2,0,0,1,44,1,5,18,76,33,0,0.0,3.14,0.07,9.7,43.4
佐々木美麗,2011-12,日立リヴァーレ,14,24,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
佐々木美麗,2012-01,日立リヴァーレ,14,6,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
佐々木萌,2011-12,三洋電機レッドソア,6,48,14,209,75,17,35.9,27.8,66,21,9,1,65,2,4,23,88,56,0,31.8,5.36,0.07,10.4,63.6
佐々木萌,2012-01,三洋電機レッドソア,6,7,23,304,96,35,31.6,20.1,89,26,16,3,65,3,3,16,177,111,0,29.2,4.17,0.13,9.6,62.7
佐々木萌,2012-02,三洋電機レッドソア,6,14,27,388,124,31,32.0,24.0,118,24,12,5,110,9,7,40,190,110,0,20.3,4.59,0.19,15.7,57.9
佐々木萌,2012-03,三洋電機レッドソア,6,12,16,185,69,16,37.3,28.6,50,17,6,1,69,2,3,20,85,62,0,34.0,4.31,0.06,9.1,72.9
佐々木香織,2012-02,仙台ベルフィーユ,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木香織,2012-03,仙台ベルフィーユ,15,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤あり紗,2012-02,日立リヴァーレ,22,6,10,0,0,0,,,0,0,0,0,0,0,0,0,35,23,0,,0.0,0.0,,65.7
佐藤あり紗,2012-03,日立リヴァーレ,22,12,12,0,0,0,,,0,0,0,0,0,0,0,0,44,33,0,,0.0,0.0,,75.0
佐藤みなみ,2011-12,Befcoビービースターズ,8,48,14,0,0,0,,,0,0,0,0,0,0,0,0,63,37,0,,0.0,0.0,,58.7
佐藤みなみ,2012-01,Befcoビービースターズ,8,7,26,0,0,0,,,0,0,0,0,0,0,0,0,155,112,0,,0.0,0.0,,72.3
佐藤みなみ,2012-02,Befcoビービースターズ,8,16,27,0,0,0,,,0,0,0,0,0,0,0,0,129,81,0,,0.0,0.0,,62.8
佐藤みなみ,2012-03,Befcoビービースターズ,8,9,11,0,0,0,,,0,0,0,0,0,0,0,0,51,36,0,,0.0,0.0,,70.6
佐藤奈美,2011-12,PFUブルーキャッツ,11,48,15,50,26,3,52.0,46.0,0,0,0,11,25,3,4,7,0,0,0,,1.73,0.73,15.0,
佐藤奈美,2012-01,PFUブルーキャッツ,11,7,26,111,53,7,47.7,41.4,0,0,0,12,60,1,2,19,4,2,0,,2.04,0.46,8.8,50.0
佐藤奈美,2012-02,PFUブルーキャッツ,11,14,27,97,40,10,41.2,30.9,0,0,0,9,71,2,6,31,1,1,0,,1.48,0.33,11.6,100.0
佐藤奈美,2012-03,PFUブルーキャッツ,11,12,14,53,18,3,34.0,28.3,1,0,0,9,28,0,4,9,3,1,0,0.0,1.29,0.64,4.5,33.3
佐藤由香,2011-12,柏エンゼルクロス,18,36,9,53,25,1,47.2,45.3,1,0,0,3,8,1,1,3,18,3,0,0.0,2.78,0.33,18.8,16.7
佐藤由香,2012-01,柏エンゼルクロス,18,6,20,110,42,9,38.2,30.0,0,0,0,10,22,0,5,6,64,44,0,,2.1,0.5,1.1,68.8
佐藤由香,2012-02,柏エンゼルクロス,18,16,34,262,94,13,35.9,30.9,2,0,0,12,74,6,10,20,142,83,0,0.0,2.76,0.35,11.5,58.5
佐藤由香,2012-03,柏エンゼルクロス,18,9,9,72,20,3,27.8,23.6,0,0,0,4,13,0,1,4,36,18,0,,2.22,0.44,5.8,50.0
佐藤瞳,2011-12,日立リヴァーレ,8,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤舞,2012-02,柏エンゼルクロス,12,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤舞,2012-03,柏エンゼルクロス,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
俵知里,2011-12,埼玉上尾メディックス,20,36,2,1,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,,0.0,0.0,50.0,
俵知里,2012-01,埼玉上尾メディックス,20,3,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
俵知里,2012-02,埼玉上尾メディックス,20,4,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
俵知里,2012-03,埼玉上尾メディックス,20,3,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
内田役子,2011-12,日立リヴァーレ,10,48,13,9,8,1,88.9,77.8,0,0,0,1,46,1,3,14,2,0,0,,0.62,0.08,8.2,0.0
内田役子,2012-01,日立リヴァーレ,10,7,24,13,8,0,61.5,61.5,0,0,0,5,100,5,1,28,0,0,0,,0.33,0.21,11.8,
内田役子,2012-02,日立リヴァーレ,10,12,18,3,3,0,100.0,100.0,0,0,0,3,98,9,2,34,0,0,0,,0.17,0.17,17.3,
内田役子,2012-03,日立リヴァーレ,10,12,12,8,7,0,87.5,87.5,0,0,0,1,59,0,3,20,0,0,0,,0.58,0.08,7.2,
北上夏希,2011-12,三洋電機レッドソア,10,48,14,98,37,4,37.8,33.7,19,4,1,1,39,2,3,13,126,54,0,21.1,2.64,0.07,11.5,42.9
北上夏希,2012-01,三洋電機レッドソア,10,7,20,73,20,6,27.4,19.2,19,5,3,1,38,6,1,10,51,29,0,26.3,1.0,0.05,21.7,56.9
北上夏希,2012-02,三洋電機レッドソア,10,14,26,155,44,12,28.4,20.6,13,3,2,4,62,2,2,14,158,74,0,23.1,1.69,0.15,8.1,46.8
北上夏希,2012-03,三洋電機レッドソア,10,12,15,104,34,4,32.7,28.8,14,6,0,4,46,3,0,19,116,63,0,42.9,2.27,0.27,16.8,54.3
南早希,2011-12,埼玉上尾メディックス,3,36,10,2,2,0,100.0,100.0,0,0,0,0,44,1,2,21,0,0,0,,0.2,0.0,13.1,
南早希,2012-01,埼玉上尾メディックス,3,8,26,9,8,0,88.9,88.9,0,0,0,2,84,5,13,29,2,0,0,,0.31,0.08,10.7,0.0
南早希,2012-02,埼玉上尾メディックス,3,16,25,10,6,1,60.0,50.0,0,0,0,0,89,7,9,31,0,0,0,,0.24,0.0,14.0,
南早希,2012-03,埼玉上尾メディックス,3,9,9,5,2,0,40.0,40.0,0,0,0,1,41,1,1,15,0,0,0,,0.22,0.11,11.0,
南桃加,2011-12,日立リヴァーレ,3,36,7,15,7,0,46.7,46.7,0,0,0,1,32,1,4,13,1,1,0,,1.0,0.14,10.2,100.0
南桃加,2012-01,日立リヴァーレ,3,7,22,57,21,2,36.8,33.3,0,0,0,7,95,4,3,30,2,2,0,,0.95,0.32,11.3,100.0
南桃加,2012-02,日立リヴァーレ,3,14,24,52,21,1,40.4,38.5,0,0,0,12,96,3,1,45,3,2,0,,0.88,0.5,14.6,66.7
南桃加,2012-03,日立リヴァーレ,3,12,11,32,10,0,31.2,31.2,0,0,0,9,52,2,2,17,0,0,0,,0.91,0.82,11.1,
吉安遥,2011-12,大野石油広島オイラーズ,8,48,15,132,47,13,35.6,25.8,1,1,0,1,79,4,6,30,141,86,0,100.0,3.13,0.07,12.7,61.0
吉安遥,2012-01,大野石油広島オイラーズ,8,7,25,226,80,24,35.4,24.8,0,0,0,4,103,3,7,27,243,183,0,,3.2,0.16,7.8,75.3
吉安遥,2012-02,大野石油広島オイラーズ,8,16,29,244,96,15,39.3,33.2,2,2,0,3,125,13,12,48,216,150,0,100.0,3.31,0.1,17.6,69.4
吉安遥,2012-03,大野石油広島オイラーズ,8,9,9,111,45,8,40.5,33.3,1,0,0,3,34,1,3,7,68,47,0,0.0,5.0,0.33,5.9,69.1
吉川ひかる,2011-12,KUROBEアクアフェアリーズ,13,36,1,0,0,0,,,0,0,0,0,1,0,0,0,1,1,0,,0.0,0.0,0.0,100.0
吉川ひかる,2012-01,KUROBEアクアフェアリーズ,13,8,10,13,3,1,23.1,15.4,0,0,0,0,16,0,1,8,1,0,0,,0.3,0.0,10.9,0.0
吉川ひかる,2012-02,KUROBEアクアフェアリーズ,13,16,19,1,0,0,0.0,0.0,0,0,0,0,32,2,1,12,1,0,0,,0.0,0.0,14.8,0.0
吉川ひかる,2012-03,KUROBEアクアフェアリーズ,13,9,5,1,0,0,0.0,0.0,1,0,0,0,8,0,0,2,0,0,0,0.0,0.0,0.0,6.2,
吉村志穂,2012-02,埼玉上尾メディックス,18,2,2,2,1,0,50.0,50.0,0,0,0,0,2,0,0,0,7,4,0,,0.5,0.0,0.0,57.1
吉村志穂,2012-03,埼玉上尾メディックス,18,9,3,11,6,1,54.5,45.5,1,0,0,0,11,1,0,4,14,10,0,0.0,2.0,0.0,18.2,71.4
和多桃子,2011-12,フォレストリーヴズ熊本,13,48,15,2,1,0,50.0,50.0,0,0,0,0,60,2,1,21,3,0,0,,0.07,0.0,11.7,0.0
和多桃子,2012-01,フォレストリーヴズ熊本,13,7,23,8,5,0,62.5,62.5,0,0,0,0,85,5,4,22,2,0,0,,0.22,0.0,11.2,0.0
和多桃子,2012-02,フォレストリーヴズ熊本,13,16,30,14,5,1,35.7,28.6,1,0,0,0,101,9,1,38,4,2,0,0.0,0.17,0.0,18.1,50.0
和多桃子,2012-03,フォレストリーヴズ熊本,13,9,12,11,5,0,45.5,45.5,1,1,0,1,44,1,2,14,1,0,0,100.0,0.42,0.08,9.1,0.0
城奈津希,2011-12,フォレストリーヴズ熊本,12,48,6,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,,0.0,0.0,,50.0
城奈津希,2012-01,フォレストリーヴズ熊本,12,7,6,0,0,0,,,0,0,0,0,0,0,0,0,13,7,0,,0.0,0.0,,53.8
城奈津希,2012-02,フォレストリーヴズ熊本,12,16,4,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,,0.0,0.0,,50.0
城奈津希,2012-03,フォレストリーヴズ熊本,12,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
城美鈴,2012-02,日立リヴァーレ,5,14,16,135,51,6,37.8,33.3,11,4,1,5,43,1,3,18,44,21,0,36.4,3.19,0.31,11.0,47.7
城美鈴,2012-03,日立リヴァーレ,5,12,7,39,13,2,33.3,28.2,9,4,1,2,25,1,1,14,24,14,0,44.4,1.86,0.29,17.0,58.3
多治見麻子,2011-12,日立リヴァーレ,21,24,7,29,16,1,55.2,51.7,0,0,0,7,22,0,1,10,0,0,0,,2.29,1.0,10.2,
多治見麻子,2012-02,日立リヴァーレ,21,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
多治見麻子,2012-03,日立リヴァーレ,21,9,2,5,2,0,40.0,40.0,0,0,0,0,1,0,0,1,1,1,0,,1.0,0.0,25.0,100.0
大内世莉香,2012-01,仙台ベルフィーユ,13,5,7,0,0,0,,,0,0,0,0,8,0,0,5,9,7,0,,0.0,0.0,15.6,77.8
大内世莉香,2012-02,仙台ベルフィーユ,13,12,18,0,0,0,,,0,0,0,0,0,0,0,0,106,65,0,,0.0,0.0,,61.3
大内世莉香,2012-03,仙台ベルフィーユ,13,9,11,0,0,0,,,0,0,0,0,0,0,0,0,75,44,0,,0.0,0.0,,58.7
大内志織,2011-12,埼玉上尾メディックス,13,12,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
大内志織,2012-01,埼玉上尾メディックス,13,5,10,0,0,0,,,0,0,0,0,17,0,0,3,0,0,0,,0.0,0.0,4.4,
大内志織,2012-02,埼玉上尾メディックス,13,14,18,0,0,0,,,0,0,0,0,26,2,2,7,1,0,0,,0.0,0.0,12.5,0.0
大内志織,2012-03,埼玉上尾メディックス,13,9,2,1,0,0,0.0,0.0,0,0,0,0,8,0,2,1,0,0,0,,0.0,0.0,-3.1,
大場知英,2011-12,GSS東京サンビームズ,3,36,10,0,0,0,,,0,0,0,0,0,0,0,0,56,25,0,,0.0,0.0,,44.6
大場知英,2012-01,GSS東京サンビームズ,3,8,27,0,0,0,,,0,0,0,0,0,0,0,0,137,77,0,,0.0,0.0,,56.2
大場知英,2012-02,GSS東京サンビームズ,3,16,27,0,0,0,,,0,0,0,0,2,0,1,0,131,76,0,,0.0,0.0,-12.5,58.0
大場知英,2012-03,GSS東京サンビームズ,3,9,9,0,0,0,,,0,0,0,0,0,0,0,0,29,14,0,,0.0,0.0,,48.3
大楠鼓雪,2011-12,大野石油広島オイラーズ,5,48,15,102,39,6,38.2,32.4,0,0,0,7,47,2,4,23,8,5,0,,2.6,0.47,14.4,62.5
大楠鼓雪,2012-01,大野石油広島オイラーズ,5,7,25,159,66,4,41.5,39.0,0,0,0,21,94,5,10,28,11,8,0,,2.64,0.84,10.1,72.7
大楠鼓雪,2012-02,大野石油広島オイラーズ,5,16,29,149,68,12,45.6,37.6,0,0,0,10,98,9,6,39,5,4,0,,2.34,0.34,17.6,80.0
大楠鼓雪,2012-03,大野石油広島オイラーズ,5,9,9,69,24,1,34.8,33.3,0,0,0,6,31,0,2,14,1,0,0,,2.67,0.67,9.7,0.0
大熊亜希,2011-12,フォレストリーヴズ熊本,1,48,15,100,36,9,36.0,27.0,0,0,0,10,41,3,4,17,0,0,0,,2.4,0.67,15.2,
大熊亜希,2012-01,フォレストリーヴズ熊本,1,7,22,148,62,12,41.9,33.8,0,0,0,12,69,1,6,23,1,0,0,,2.82,0.55,7.6,0.0
大熊亜希,2012-02,フォレストリーヴズ熊本,1,16,30,224,84,24,37.5,26.8,0,0,0,11,77,3,6,39,1,1,0,,2.8,0.37,14.6,100.0
大熊亜希,2012-03,フォレストリーヴズ熊本,1,9,12,108,36,8,33.3,25.9,0,0,0,7,32,1,2,13,1,0,0,,3.0,0.58,11.7,0.0
大谷牧子,2012-02,Befcoビービースターズ,17,12,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
大谷牧子,2012-03,Befcoビービースターズ,17,9,4,8,2,1,25.0,12.5,0,0,0,0,8,0,0,0,0,0,0,,0.5,0.0,0.0,
大須賀咲香,2011-12,仙台ベルフィーユ,1,48,15,141,50,10,35.5,28.4,0,0,0,5,58,4,4,27,108,62,0,,3.33,0.33,16.8,57.4
大須賀咲香,2012-01,仙台ベルフィーユ,1,7,24,170,50,8,29.4,24.7,1,0,0,4,91,5,4,21,145,103,0,0.0,2.08,0.17,10.2,71.0
大須賀咲香,2012-02,仙台ベルフィーユ,1,16,26,166,49,6,29.5,25.9,0,0,0,5,97,5,4,36,143,80,0,,1.88,0.19,13.4,55.9
大須賀咲香,2012-03,仙台ベルフィーユ,1,9,11,106,31,6,29.2,23.6,0,0,0,2,39,2,4,15,90,51,0,,2.82,0.18,12.2,56.7
