試合日,年月,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2011-12-10,2011-12,12,柏エンゼルクロス,1,,田村真希,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,16.7,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,2,L,川村彩菜,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,3,,岡村貴衣,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,4,,石橋ちとせ,3,■,■,■,,,26,7,2,0.2692307692307692,0.19230769230769232,2.33,0,0,0,-,0,-,7,0,1,4,14.3,17,7,0,41.2
2011-12-10,2011-12,12,柏エンゼルクロス,5,,渡邊美菜,3,■,■,■,,,13,4,1,0.3076923076923077,0.2307692307692308,1.33,0,0,0,-,0,-,11,0,0,8,18.2,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,6,,伊藤綾子,3,■,■,■,,,17,6,0,0.35294117647058826,0.35294117647058826,2.00,0,0,0,-,1,0.33,6,0,1,1,4.2,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,7,,江森圭美,3,■,■,■,,,33,9,2,0.2727272727272727,0.21212121212121213,3.00,8,0,2,0.0,0,-,9,0,1,5,13.9,33,24,0,72.7
2011-12-10,2011-12,12,柏エンゼルクロス,10,,山城未沙,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,11,,丸山祐希,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,10,2,1,1,18.5,1,0,0,0.0
2011-12-10,2011-12,12,柏エンゼルクロス,13,,田中芽衣,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,柏エンゼルクロス,14,L,菅長愛子,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,5,0,41.7
2011-12-10,2011-12,12,柏エンゼルクロス,16,,鈴木悠佳子,3,■,■,■,,,33,7,2,0.21212121212121213,0.15151515151515152,2.33,1,0,0,0.0,0,-,8,1,0,2,16.2,10,5,0,50.0
2011-12-10,2011-12,12,柏エンゼルクロス,18,,佐藤由香,2,,□,□,,,10,2,0,0.2,0.2,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,1,,伊藤智美,3,■,■,■,,,30,12,2,0.4,0.3333333333333333,4.00,2,0,1,0.0,1,0.33,12,0,0,6,12.5,15,6,0,40.0
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,2,,徐潔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,3,,伊藤睦美,3,■,■,■,,,14,6,0,0.42857142857142855,0.42857142857142855,2.00,1,0,0,0.0,1,0.33,6,0,0,1,4.2,1,0,0,0.0
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,4,,小菅真弓,3,■,■,■,,,2,1,0,0.5,0.5,0.33,0,0,0,-,2,0.67,17,1,0,2,7.6,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,5,,色摩知巳,1,,□,,,,5,1,2,0.2,-0.2,1.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,6,,井西彩乃,3,■,■,■,,,44,20,2,0.4545454545454545,0.4090909090909091,6.67,1,0,0,0.0,0,-,13,0,1,9,17.3,16,11,0,68.8
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,7,,田中弓貴,3,■,■,■,,,15,6,2,0.4,0.26666666666666666,2.00,0,0,0,-,0,-,5,0,0,1,5.0,12,4,0,33.3
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,8,,松浦未波,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,9,,位田愛,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,11,,村上菜央,3,■,■,■,,,23,4,3,0.17391304347826084,0.043478260869565216,1.33,1,0,1,0.0,2,0.67,16,0,0,9,14.1,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,13,,吉川ひかる,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,2011-12,12,KUROBEアクアフェアリーズ,14,L,小島愛実,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,0,40.0
