試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,1,,福田記代子,4,■,■,■,■,nan,43,15,6,34.9,20.9,3.75,13,5,4,38.5,2,0.50,16,2,0,1,11.6,4,4,0,100.0,19
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,2,,江藤直美,4,■,■,■,■,nan,27,12,1,44.4,40.7,3.00,0,0,0,-,2,0.50,14,1,1,3,11.1,4,4,0,100.0,15
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,4,,多治見麻子,4,■,■,■,■,nan,15,7,1,46.7,40.0,1.75,0,0,0,-,5,1.25,16,1,2,3,9.7,18,15,0,83.3,13
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,5,,島崎みゆき,4,■,■,■,■,nan,7,3,0,42.9,42.9,0.75,0,0,0,-,1,0.25,12,0,1,0,0.0,1,0,0,0.0,4
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,6,,田中姿子,4,■,■,■,■,nan,38,16,3,42.1,34.2,4.00,0,0,0,-,0,-,21,0,3,4,4.8,17,14,0,82.4,16
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,7,,谷口雅美,4,■,■,■,□,nan,29,4,4,13.8,0.0,1.00,3,0,1,0.0,1,0.25,13,0,2,2,3.8,13,10,0,76.9,5
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,8,,渡邉悠美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,11,,小玉佐知子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,13,,宝来麻紀子,1,nan,nan,nan,□,nan,5,1,0,20.0,20.0,1.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0,0,-,2
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,14,,西村光代,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,17,L,久保山沙織,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,20,0,71.4,0
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,18,,落合真理,4,□,□,□,■,nan,17,3,3,17.6,0.0,0.75,0,0,0,-,0,-,6,0,1,1,4.2,7,7,0,100.0,3
2000-12-09,日立ベルフィーユ,イトーヨーカドープリオール,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,181,61,18,33.7,23.8,15.25,16,5,5,31.2,12,3.00,100,4,10,14,6.7,92,74,0,80.4,77
