大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,東レアローズ,24,61,170,80,10,47.1,0,0,0,-,1.31,26,0.43,190,3,9,18,49,10.4,9,3,1,38.9,80,26,12,118
スターカンファレンス,東レアローズ,15,28,78,36,5,46.2,0,0,0,-,1.29,13,0.46,90,1,4,7,22,9.7,0,0,0,-,36,13,5,54
交流戦,東レアローズ,6,20,56,25,5,44.6,0,0,0,-,1.25,7,0.35,64,1,3,6,18,10.9,5,2,1,50.0,25,7,4,36
ファイナル８・Ａグループ,東レアローズ,3,13,36,19,0,52.8,0,0,0,-,1.46,6,0.46,36,1,2,5,9,11.1,4,1,0,25.0,19,6,3,28
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,33,91,286,135,19,47.2,1,0,0,0.0,1.48,41,0.45,243,1,7,20,68,8.2,6,4,0,66.7,135,41,8,184
Western Conference,東レアローズ,8,19,43,20,1,46.5,0,0,0,-,1.05,3,0.16,50,0,0,4,13,4.5,1,0,0,0.0,20,3,0,23
交流戦,東レアローズ,12,30,89,40,9,44.9,0,0,0,-,1.33,16,0.53,89,1,4,9,28,11.0,1,1,0,100.0,40,16,5,61
ファイナル８,東レアローズ,7,27,109,57,6,52.3,1,0,0,0.0,2.11,16,0.59,68,0,3,4,18,9.6,3,2,0,66.7,57,16,3,76
ファイナル３,東レアローズ,3,6,16,4,2,25.0,0,0,0,-,0.67,2,0.33,13,0,0,0,3,5.8,0,0,0,-,4,2,0,6
ファイナル,東レアローズ,3,9,29,14,1,48.3,0,0,0,-,1.56,4,0.44,23,0,0,3,6,3.3,1,1,0,100.0,14,4,0,18
Ｖ・プレミアリーグ女子 2017/18,東レアローズ,26,92,148,52,14,35.1,1,0,0,0.0,0.57,46,0.50,205,9,7,35,61,11.0,5,0,3,30.0,52,46,16,114
レギュラーラウンド,東レアローズ,21,75,130,47,12,36.2,0,0,0,-,0.63,38,0.51,152,6,7,25,43,11.5,5,0,3,30.0,47,38,13,98
