大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,東レアローズ,24,92,903,353,67,39.1,92,32,12,34.8,3.84,20,0.22,251,11,9,51,63,9.2,499,232,118,58.3,353,20,20,393
スターカンファレンス,東レアローズ,15,58,562,230,43,40.9,58,22,10,37.9,3.97,11,0.19,172,11,7,32,48,12.8,327,147,82,57.5,230,11,18,259
交流戦,東レアローズ,6,21,217,75,15,34.6,24,5,1,20.8,3.57,7,0.33,52,0,1,14,8,-1.0,119,59,27,60.9,75,7,1,83
ファイナル８・Ａグループ,東レアローズ,3,13,124,48,9,38.7,10,5,1,50.0,3.69,2,0.15,27,0,1,5,7,5.6,53,26,9,57.5,48,2,1,51
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,8,7,13,7,0,53.8,0,0,0,-,1.00,0,-,10,0,0,2,1,-2.5,43,14,10,44.2,7,0,0,7
ファイナル８,東レアローズ,2,4,4,1,0,25.0,0,0,0,-,0.25,0,-,6,0,0,1,0,-4.2,19,8,4,52.6,1,0,0,1
ファイナル３,東レアローズ,3,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,3,1,1,50.0,0,0,0,0
ファイナル,東レアローズ,3,2,9,6,0,66.7,0,0,0,-,3.00,0,-,3,0,0,1,1,0.0,21,5,5,35.7,6,0,0,6
レギュラーシーズン通算,,21,79,779,305,58,39.2,82,27,11,32.9,3.86,18,0.23,224,11,8,46,56,9.6,446,206,109,58.4,305,18,19,342
通算,,32,99,916,360,67,39.3,92,32,12,34.8,3.64,20,0.20,261,11,9,53,64,8.7,542,246,128,57.2,360,20,20,400
