大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,東レアローズ,24,13,1,1,0,100.0,0,0,0,-,0.08,0,-,11,0,1,1,2,11.4,0,0,0,-,1,0,1,2
スターカンファレンス,東レアローズ,15,8,1,1,0,100.0,0,0,0,-,0.12,0,-,8,0,1,0,2,18.8,0,0,0,-,1,0,1,2
交流戦,東レアローズ,6,4,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,0,-8.3,0,0,0,-,0,0,0,0
ファイナル８・Ａグループ,東レアローズ,3,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,33,75,0,0,0,-,0,0,0,-,-,0,-,104,0,1,6,28,6.2,0,0,0,-,0,0,1,1
Western Conference,東レアローズ,8,16,0,0,0,-,0,0,0,-,-,0,-,10,0,0,1,3,5.0,0,0,0,-,0,0,0,0
交流戦,東レアローズ,12,16,0,0,0,-,0,0,0,-,-,0,-,21,0,0,0,8,9.5,0,0,0,-,0,0,0,0
ファイナル８,東レアローズ,7,25,0,0,0,-,0,0,0,-,-,0,-,44,0,1,4,9,5.1,0,0,0,-,0,0,1,1
ファイナル３,東レアローズ,3,9,0,0,0,-,0,0,0,-,-,0,-,15,0,0,1,4,5.0,0,0,0,-,0,0,0,0
ファイナル,東レアローズ,3,9,0,0,0,-,0,0,0,-,-,0,-,14,0,0,0,4,7.1,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2017/18,東レアローズ,26,65,5,4,0,80.0,0,0,0,-,0.06,6,0.09,190,2,12,33,62,11.2,1,0,0,0.0,4,6,14,24
レギュラーラウンド,東レアローズ,21,58,5,4,0,80.0,0,0,0,-,0.07,6,0.10,181,2,11,28,62,11.9,1,0,0,0.0,4,6,13,23
ファイナル６,東レアローズ,5,7,0,0,0,-,0,0,0,-,-,0,-,9,0,1,5,0,-2.8,0,0,0,-,0,0,1,1
皇后杯全日本選手権大会,,1,3,0,0,0,-,0,0,0,-,-,0,-,11,0,1,2,5,15.9,0,0,0,-,0,0,1,1
レギュラーラウンド,,1,3,0,0,0,-,0,0,0,-,-,0,-,11,0,1,2,5,15.9,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ女子 2016/17,東レアローズ,18,36,1,1,0,100.0,0,0,0,-,0.03,0,-,49,1,1,8,13,10.3,0,0,0,-,1,0,2,3
レギュラーラウンド,東レアローズ,13,35,1,1,0,100.0,0,0,0,-,0.03,0,-,48,1,1,8,12,10.0,0,0,0,-,1,0,2,3
ファイナル６,東レアローズ,5,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,1,25.0,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,1,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,1,8.3,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,1,8.3,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2015/16,東レアローズ,27,32,6,1,0,16.7,0,0,0,-,0.03,1,0.03,63,0,3,9,22,12.5,0,0,0,-,1,1,3,5
レギュラーラウンド,東レアローズ,21,23,6,1,0,16.7,0,0,0,-,0.04,1,0.04,49,0,3,7,18,14.1,0,0,0,-,1,1,3,5
ファイナル６,東レアローズ,5,9,0,0,0,-,0,0,0,-,-,0,-,14,0,0,2,4,7.1,0,0,0,-,0,0,0,0
ファイナル３,東レアローズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,96,160,13,7,0,53.8,0,0,0,-,0.04,7,0.04,320,3,16,45,105,10.6,1,0,0,0.0,7,7,19,33
通算,,130,227,13,7,0,53.8,0,0,0,-,0.03,7,0.03,431,3,19,60,133,9.3,1,0,0,0.0,7,7,22,36
