大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,東レアローズ,17,63,472,167,25,35.4,43,3,7,7.0,2.65,17,0.27,173,0,2,11,48,6.5,583,297,127,61.8,167,17,2,186
スターカンファレンス,東レアローズ,8,29,204,74,14,36.3,19,2,4,10.5,2.55,6,0.21,72,0,0,4,21,5.9,258,128,52,59.7,74,6,0,80
交流戦,東レアローズ,6,21,178,62,9,34.8,12,0,2,0.0,2.95,6,0.29,67,0,2,6,16,6.7,220,109,53,61.6,62,6,2,70
ファイナル８・Ａグループ,東レアローズ,3,13,90,31,2,34.4,12,1,1,8.3,2.38,5,0.38,34,0,0,1,11,7.4,105,60,22,67.6,31,5,0,36
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,33,126,1351,489,81,36.2,193,50,17,25.9,3.88,35,0.28,457,8,19,37,123,10.6,1073,472,237,55.0,489,35,27,551
Western Conference,東レアローズ,8,33,367,140,29,38.1,63,19,5,30.2,4.24,7,0.21,129,3,7,6,38,14.0,297,127,65,53.7,140,7,10,157
交流戦,東レアローズ,12,46,483,174,22,36.0,80,22,7,27.5,3.78,13,0.28,165,2,10,17,54,12.9,374,178,67,56.6,174,13,12,199
ファイナル８,東レアローズ,7,28,305,99,18,32.5,24,2,4,8.3,3.54,11,0.39,90,1,2,8,19,6.4,213,104,46,59.6,99,11,3,113
ファイナル３,東レアローズ,3,10,106,41,6,38.7,13,1,0,7.7,4.1,3,0.3,41,2,0,3,7,7.3,114,43,31,51.3,41,3,2,46
ファイナル,東レアローズ,3,9,90,35,6,38.9,13,6,1,46.2,3.89,1,0.11,32,0,0,3,5,1.6,75,20,28,45.3,35,1,0,36
Ｖ・プレミアリーグ女子 2017/18,東レアローズ,26,98,851,297,53,34.9,70,19,9,27.1,3.03,14,0.14,381,5,25,55,126,12.5,843,339,206,52.4,297,14,30,341
レギュラーラウンド,東レアローズ,21,80,699,236,38,33.8,57,13,6,22.8,2.95,11,0.14,315,5,19,48,103,12.0,664,278,164,54.2,236,11,24,271
ファイナル６,東レアローズ,5,18,152,61,15,40.1,13,6,3,46.2,3.39,3,0.17,66,0,6,7,23,15.2,179,61,42,45.8,61,3,6,70
皇后杯全日本選手権大会,,1,3,33,11,1,33.3,4,0,0,0.0,3.67,1,0.33,12,0,2,0,3,22.9,20,4,7,37.5,11,1,2,14
レギュラーラウンド,,1,3,33,11,1,33.3,4,0,0,0.0,3.67,1,0.33,12,0,2,0,3,22.9,20,4,7,37.5,11,1,2,14
レギュラーシーズン通算,,55,209,1931,686,112,35.5,231,56,24,24.2,3.28,43,0.21,748,10,38,81,232,11.5,1813,820,401,56.3,686,43,48,777
通算,,77,290,2707,964,160,35.6,310,72,33,23.2,3.32,67,0.23,1023,13,48,103,300,10.8,2519,1112,577,55.6,964,67,61,1092
