大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,東レアローズ,24,92,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,321,157,89,62.8,0,0,0,0
スターカンファレンス,東レアローズ,15,58,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,195,94,52,61.5,0,0,0,0
交流戦,東レアローズ,6,21,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,54,22,20,59.3,0,0,0,0
ファイナル８・Ａグループ,東レアローズ,3,13,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,72,41,17,68.8,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,20,70,0,0,0,-,0,0,0,-,-,0,-,39,0,0,2,16,9.0,120,57,31,60.4,0,0,0,0
Western Conference,東レアローズ,1,3,0,0,0,-,0,0,0,-,-,0,-,5,0,0,0,2,10.0,3,0,0,0.0,0,0,0,0
交流戦,東レアローズ,6,20,0,0,0,-,0,0,0,-,-,0,-,26,0,0,2,10,7.7,16,8,4,62.5,0,0,0,0
ファイナル８,東レアローズ,7,28,0,0,0,-,0,0,0,-,-,0,-,8,0,0,0,4,12.5,43,20,13,61.6,0,0,0,0
ファイナル３,東レアローズ,3,10,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,27,14,6,63.0,0,0,0,0
ファイナル,東レアローズ,3,9,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,31,15,8,61.3,0,0,0,0
レギュラーシーズン通算,,28,102,0,0,0,-,0,0,0,-,-,0,-,31,0,0,2,12,8.1,268,124,76,60.4,0,0,0,0
通算,,44,162,0,0,0,-,0,0,0,-,-,0,-,39,0,0,2,16,9.0,441,214,120,62.1,0,0,0,0
