名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アラウジョダシルバレアンドロ,東レアローズ,11,13,149,71,21,47.7,33.6,76,35,13,3,49,4,18,12,0,0,0,46.1,5.5,0.2,5.1,
エンダキエムブレイ,堺ブレイザーズ,7,12,123,55,14,44.7,33.3,61,33,8,2,49,4,15,14,0,0,0,54.1,4.6,0.2,7.7,
フォンテレスフェリペ,パナソニックパンサーズ,3,14,115,60,17,52.2,37.4,36,22,4,8,45,1,19,15,73,55,0,61.1,4.3,0.6,0.0,75.3
レオナルドメロ,サントリーサンバーズ,8,11,103,45,10,43.7,34.0,45,16,8,5,45,2,9,8,0,0,0,35.6,4.1,0.5,3.9,
久保尚志,パナソニックパンサーズ,11,3,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
今井啓介,パナソニックパンサーズ,4,3,2,0,0,0.0,0.0,0,0,0,2,4,0,0,2,0,0,0,,0.0,0.7,12.5,
今田祐介,東レアローズ,14,7,42,19,4,45.2,35.7,3,1,0,4,19,0,6,1,21,13,0,33.3,2.7,0.6,-6.6,61.9
伊藤信博,堺ブレイザーズ,15,12,37,15,2,40.5,35.1,0,0,0,6,32,0,6,9,1,1,0,,1.2,0.5,2.3,100.0
冨士田裕大,サントリーサンバーズ,19,1,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0,
北島武,堺ブレイザーズ,4,12,58,25,5,43.1,34.5,14,7,2,2,37,1,10,7,109,55,0,50.0,2.1,0.2,0.7,50.5
千葉進也,堺ブレイザーズ,6,3,8,2,0,25.0,25.0,0,0,0,0,4,0,1,0,13,8,0,,0.7,0.0,-6.2,61.5
吉田譲,サントリーサンバーズ,4,8,0,0,0,,,0,0,0,0,8,0,3,3,0,0,0,,0.0,0.0,0.0,
坂本雄一郎,サントリーサンバーズ,3,11,24,16,3,66.7,54.2,0,0,0,8,28,1,2,9,1,1,0,,1.5,0.7,9.8,100.0
増野彰,堺ブレイザーズ,11,12,0,0,0,,,0,0,0,0,0,0,0,0,50,35,0,,0.0,0.0,,70.0
大道大輔,堺ブレイザーズ,18,9,19,10,0,52.6,52.6,0,0,0,3,34,1,1,8,4,3,0,,1.1,0.3,8.1,75.0
宇佐美大輔,パナソニックパンサーズ,2,13,3,2,0,66.7,66.7,0,0,0,2,28,0,8,6,0,0,0,,0.2,0.2,-1.8,
富松崇彰,東レアローズ,1,12,20,8,4,40.0,20.0,0,0,0,8,36,2,6,12,1,1,0,,0.7,0.7,9.7,100.0
小糸敬夫,パナソニックパンサーズ,14,11,0,0,0,,,0,0,0,0,25,1,0,9,0,0,0,,0.0,0.0,13.0,
山本太二,東レアローズ,20,3,0,0,0,,,0,0,0,1,4,0,0,3,0,0,0,,0.0,0.3,18.8,
山本隆弘,パナソニックパンサーズ,5,14,144,72,11,50.0,42.4,57,26,7,4,53,2,12,24,0,0,0,45.6,5.1,0.3,9.4,
山村宏太,サントリーサンバーズ,1,11,31,15,1,48.4,45.2,0,0,0,4,39,0,1,11,0,0,0,,1.4,0.4,6.4,
岩田正之,パナソニックパンサーズ,7,6,0,0,0,,,0,0,0,0,19,1,0,8,1,0,0,,0.0,0.0,15.8,0.0
川村慎二,パナソニックパンサーズ,8,9,9,4,0,44.4,44.4,1,1,0,1,17,0,2,6,26,16,0,100.0,0.4,0.1,5.9,61.5
朝長孝介,堺ブレイザーズ,5,6,0,0,0,,,0,0,0,1,15,1,0,6,0,0,0,,0.0,0.2,16.7,
木内学,堺ブレイザーズ,10,2,1,0,1,0.0,-100.0,1,0,1,0,3,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0
木原丈裕,サントリーサンバーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
