名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
前村直樹,大分三好ヴァイセアドラー,14,63,62,12,7,0,58.3,58.3,0,0,0,10,131,3,11,49,4,0,0,20,,0.11,0.16,9.5,0.0
前田和樹,NECブルーロケッツ,3,127,103,791,324,71,41.0,32.0,272,115,38,27,375,23,89,94,274,180,0,374,42.3,3.15,0.26,6.5,65.7
前田徹也,大分三好ヴァイセアドラー,6,118,21,22,10,3,45.5,31.8,9,4,2,1,29,3,10,4,12,6,0,14,44.4,0.48,0.05,5.2,50.0
前田悟,JTサンダーズ,11,129,105,55,32,5,58.2,49.1,1,1,0,17,346,7,39,102,3,0,0,56,100.0,0.3,0.16,6.6,0.0
加藤陽一,JTサンダーズ,9,129,77,68,27,8,39.7,27.9,4,1,1,2,61,3,8,12,517,351,0,32,25.0,0.35,0.03,6.6,67.9
勝野裕士,東レアローズ,15,107,16,0,0,0,,,0,0,0,0,0,0,0,0,49,38,0,0,,0.0,0.0,,77.6
北島武,堺ブレイザーズ,4,123,86,596,274,45,46.0,38.4,63,32,8,27,372,13,64,116,610,398,0,314,50.8,3.19,0.31,7.0,65.2
北川祐介,豊田合成トレフェルサ,2,128,96,195,105,13,53.8,47.2,0,0,0,87,322,4,7,55,16,12,0,196,,1.09,0.91,5.0,75.0
千葉進也,堺ブレイザーズ,6,97,30,168,70,18,41.7,31.0,20,8,5,10,104,4,14,23,224,145,0,84,40.0,2.33,0.33,6.0,64.7
古賀幸一郎,NECブルーロケッツ,2,129,109,0,0,0,,,0,0,0,0,0,0,0,0,625,454,0,0,,0.0,0.0,,72.6
吉田譲,サントリーサンバーズ,4,127,67,1,0,0,0.0,0.0,0,0,0,0,101,3,37,29,0,0,0,3,,0.0,0.0,1.0,
名田篤史,堺ブレイザーズ,9,129,28,41,15,7,36.6,19.5,0,0,0,3,44,1,2,3,24,12,0,19,,0.54,0.11,2.8,50.0
國近公太,JTサンダーズ,13,126,30,24,12,3,50.0,37.5,4,0,2,2,41,0,12,6,25,12,0,14,0.0,0.4,0.07,-3.7,48.0
國近公太,大分三好ヴァイセアドラー,13,15,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
坂本雄一郎,サントリーサンバーズ,3,129,79,129,75,4,58.1,55.0,0,0,0,28,125,3,13,40,4,1,0,106,,0.95,0.35,7.8,25.0
増成一志,大分三好ヴァイセアドラー,22,129,71,10,3,1,30.0,20.0,0,0,0,3,175,2,3,44,1,1,0,8,,0.04,0.04,7.0,100.0
増野彰,堺ブレイザーズ,11,129,13,0,0,0,,,0,0,0,0,0,0,0,0,61,37,0,0,,0.0,0.0,,60.7
大嶋厚司,大分三好ヴァイセアドラー,5,127,54,110,54,7,49.1,42.7,0,0,0,16,129,0,23,20,9,6,0,70,,1.0,0.3,-0.6,66.7
大竹貴久,パナソニックパンサーズ,16,105,35,7,1,0,14.3,14.3,0,0,0,4,78,2,1,17,0,0,0,7,,0.03,0.11,7.7,
大角竜敏,NECブルーロケッツ,10,127,69,187,90,13,48.1,41.2,0,0,0,30,220,6,8,51,3,2,0,126,,1.3,0.43,7.6,66.7
大道大輔,堺ブレイザーズ,18,129,103,271,133,19,49.1,42.1,1,0,0,55,426,9,17,100,54,34,0,197,0.0,1.29,0.53,7.0,63.0
奥谷信彦,NECブルーロケッツ,12,129,43,55,19,3,34.5,29.1,15,5,2,0,63,0,3,27,48,30,0,19,33.3,0.44,0.0,9.5,62.5
宇佐美大輔,パナソニックパンサーズ,2,125,73,34,21,2,61.8,55.9,0,0,0,20,232,7,41,75,2,0,0,48,,0.29,0.27,6.7,0.0
安田将利,大分三好ヴァイセアドラー,16,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮下雅寛,JTサンダーズ,1,129,99,257,144,12,56.0,51.4,3,1,0,63,308,7,55,52,7,6,0,214,33.3,1.45,0.64,2.0,85.7
富松崇彰,東レアローズ,1,129,100,288,156,17,54.2,48.3,0,0,0,78,326,18,81,87,8,7,0,252,,1.56,0.78,6.0,87.5
小川旭,JTサンダーズ,4,129,107,541,256,47,47.3,38.6,91,43,12,48,340,12,41,52,327,182,0,316,47.3,2.39,0.45,4.3,55.7
小川貴史,大分三好ヴァイセアドラー,1,129,93,310,151,23,48.7,41.3,10,3,3,49,251,5,33,49,171,120,0,205,30.0,1.62,0.53,3.6,70.2
小糸敬夫,パナソニックパンサーズ,14,123,22,0,0,0,,,0,0,0,0,8,0,1,0,72,45,0,0,,0.0,0.0,-3.1,62.5
小西健太,パナソニックパンサーズ,10,58,43,95,50,1,52.6,51.6,0,0,0,20,109,0,12,23,7,4,0,70,,1.16,0.47,2.5,57.1
小西健太郎,大分三好ヴァイセアドラー,7,129,14,2,2,0,100.0,100.0,0,0,0,0,23,0,2,2,0,0,0,2,,0.14,0.0,0.0,
尾上健司,JTサンダーズ,7,42,36,71,29,7,40.8,31.0,0,0,0,24,117,4,5,24,4,2,0,57,,0.81,0.67,7.5,50.0
山本太二,東レアローズ,20,10,6,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
山本英之,豊田合成トレフェルサ,20,99,37,76,42,5,55.3,48.7,0,0,0,13,79,1,5,13,4,4,0,56,,1.14,0.35,3.8,100.0
山本隆弘,パナソニックパンサーズ,5,129,75,546,243,53,44.5,34.8,198,85,30,22,287,28,64,87,14,9,0,293,42.9,3.24,0.29,11.8,64.3
山村宏太,サントリーサンバーズ,1,129,100,320,177,10,55.3,52.2,0,0,0,58,305,9,13,75,21,14,0,244,,1.77,0.58,8.0,66.7
岡本祥吾,サントリーサンバーズ,17,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡本秀明,豊田合成トレフェルサ,13,79,21,6,1,0,16.7,16.7,1,0,0,0,27,1,9,1,3,2,0,2,0.0,0.05,0.0,-3.7,66.7
岩田正之,パナソニックパンサーズ,7,120,47,1,0,0,0.0,0.0,0,0,0,4,65,0,1,6,0,0,0,4,,0.0,0.09,1.9,
島田桃大,堺ブレイザーズ,17,129,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
島野俊一,豊田合成トレフェルサ,19,127,78,7,2,1,28.6,14.3,0,0,0,24,233,1,6,38,3,0,0,27,,0.03,0.31,3.9,0.0
川村慎二,パナソニックパンサーズ,8,129,74,258,108,16,41.9,35.7,45,13,3,9,214,4,29,57,363,217,0,121,28.9,1.46,0.12,5.1,59.8
川浦博昭,豊田合成トレフェルサ,9,129,95,282,147,7,52.1,49.6,1,0,0,48,293,15,53,66,23,16,0,210,0.0,1.55,0.51,6.2,69.6
後藤幸樹,JTサンダーズ,12,129,34,0,0,0,,,0,0,0,0,0,0,0,0,301,170,0,0,,0.0,0.0,,56.5
徳丸善基,大分三好ヴァイセアドラー,2,127,74,147,79,10,53.7,46.9,0,0,0,29,207,3,9,50,31,24,0,111,,1.07,0.39,6.4,77.4
徳元幸人,JTサンダーズ,6,129,106,345,152,25,44.1,36.8,14,2,4,30,400,5,17,94,704,493,0,187,14.3,1.43,0.28,6.1,70.0
掛川厚志,東レアローズ,6,31,5,0,0,0,,,0,0,0,0,0,0,0,0,31,24,0,0,,0.0,0.0,,77.4
日高裕次郎,NECブルーロケッツ,19,32,60,194,98,12,50.5,44.3,0,0,0,33,167,6,30,36,2,2,0,137,,1.63,0.55,4.5,100.0
朝長孝介,堺ブレイザーズ,5,129,101,18,5,1,27.8,22.2,2,0,0,8,391,5,11,121,1,0,0,18,0.0,0.05,0.08,8.3,0.0
木内学,堺ブレイザーズ,10,129,26,48,18,4,37.5,29.2,4,3,0,0,40,0,4,9,45,21,0,18,75.0,0.69,0.0,3.1,46.7
木原丈裕,サントリーサンバーズ,12,119,18,32,10,5,31.2,15.6,0,0,0,7,27,1,3,6,25,10,0,18,,0.56,0.39,6.5,40.0
杉山マルコス,サントリーサンバーズ,18,124,89,427,213,50,49.9,38.2,37,14,9,30,299,10,80,70,755,572,0,253,37.8,2.39,0.34,2.5,75.8
村上龍介,サントリーサンバーズ,13,105,17,0,0,0,,,0,0,0,0,23,0,5,6,3,2,0,0,,0.0,0.0,1.1,66.7
松崎廣光,サントリーサンバーズ,21,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松永理生,豊田合成トレフェルサ,22,124,29,179,73,14,40.8,33.0,60,23,8,4,58,0,11,3,0,0,0,77,38.3,2.52,0.14,-3.4,
枩田優介,パナソニックパンサーズ,13,111,59,105,63,3,60.0,57.1,0,0,0,38,194,5,11,56,14,9,0,106,,1.07,0.64,8.4,64.3
柴小屋康行,NECブルーロケッツ,14,129,34,150,56,27,37.3,19.3,64,20,14,4,66,4,20,9,9,2,0,64,31.2,1.65,0.12,1.9,22.2
柴田恭平,東レアローズ,3,123,24,90,38,9,42.2,32.2,10,2,3,5,59,1,13,9,71,49,0,44,20.0,1.58,0.21,0.0,69.0
栗原圭介,サントリーサンバーズ,6,129,108,16,10,0,62.5,62.5,0,0,0,19,428,12,23,119,2,0,0,41,,0.09,0.18,8.4,0.0
桑田鎮典,サントリーサンバーズ,9,129,34,106,53,8,50.0,42.5,14,10,2,10,74,0,12,13,182,113,0,63,71.4,1.56,0.29,0.3,62.1
森佑之,豊田合成トレフェルサ,11,129,78,0,0,0,,,0,0,0,0,0,0,0,0,424,312,0,0,,0.0,0.0,,73.6
森岡晃太郎,大分三好ヴァイセアドラー,3,129,54,42,18,2,42.9,38.1,0,0,0,14,90,2,6,29,1,1,0,34,,0.33,0.26,8.6,100.0
森田亜貴斗,パナソニックパンサーズ,12,125,53,119,68,7,57.1,51.3,0,0,0,11,150,2,3,36,10,3,0,81,,1.28,0.21,6.8,30.0
横田一義,堺ブレイザーズ,12,32,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
永野健,パナソニックパンサーズ,17,129,99,0,0,0,,,0,0,0,0,0,0,0,0,434,314,0,0,,0.0,0.0,,72.4
河雲栄樹,東レアローズ,19,7,2,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
津曲勝利,サントリーサンバーズ,11,129,108,0,0,0,,,0,0,0,0,0,0,0,0,388,280,0,0,,0.0,0.0,,72.2
清水邦広,パナソニックパンサーズ,1,39,56,371,204,35,55.0,45.6,147,74,20,7,169,4,33,57,2,0,0,215,50.3,3.64,0.12,5.9,0.0
濱島哲也,NECブルーロケッツ,8,129,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田村裕之,JTサンダーズ,14,123,59,122,54,6,44.3,39.3,1,0,0,25,199,2,13,56,7,6,0,81,0.0,0.92,0.42,6.4,85.7
田辺修,東レアローズ,2,129,94,0,0,0,,,0,0,0,0,0,0,0,0,483,360,0,0,,0.0,0.0,,74.5
甲斐祐之,豊田合成トレフェルサ,6,126,76,373,162,41,43.4,32.4,51,20,10,33,254,8,71,67,324,194,0,203,39.2,2.13,0.43,2.8,59.9
町野仁志,JTサンダーズ,2,120,51,97,54,7,55.7,48.5,1,1,0,24,120,0,16,22,8,7,0,78,100.0,1.06,0.47,1.2,87.5
白澤健児,パナソニックパンサーズ,6,129,94,243,131,16,53.9,47.3,0,0,0,65,297,0,8,39,31,22,0,196,,1.39,0.69,2.6,71.0
盛重龍,豊田合成トレフェルサ,1,129,83,488,213,34,43.6,36.7,80,49,10,29,280,7,46,73,507,321,0,249,61.3,2.57,0.35,4.9,63.3
直弘龍治,JTサンダーズ,10,129,32,53,21,4,39.6,32.1,25,9,4,3,17,0,3,1,0,0,0,24,36.0,0.66,0.09,-2.9,
相澤寿,東レアローズ,7,123,23,35,18,1,51.4,48.6,0,0,0,9,39,0,1,10,0,0,0,27,,0.78,0.39,5.8,
石倉弘士,NECブルーロケッツ,17,102,8,0,0,0,,,0,0,0,0,11,0,5,2,0,0,0,0,,0.0,0.0,-6.8,
石島雄介,堺ブレイザーズ,3,129,86,405,192,30,47.4,40.0,39,16,5,43,258,4,32,35,432,256,0,239,41.0,2.23,0.5,1.8,59.3
石橋健,JTサンダーズ,18,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
神田聖馬,大分三好ヴァイセアドラー,4,129,96,617,264,60,42.8,33.1,176,63,30,28,361,20,97,121,487,303,0,312,35.8,2.75,0.29,7.2,62.2
福島政則,豊田合成トレフェルサ,5,43,12,96,38,4,39.6,35.4,29,19,2,3,34,1,4,7,2,1,0,42,65.5,3.17,0.25,5.1,50.0
福澤達哉,パナソニックパンサーズ,15,39,68,345,182,22,52.8,46.4,58,35,9,14,209,12,61,53,329,207,0,208,60.3,2.68,0.21,4.8,62.9
篠田歩,東レアローズ,17,129,102,282,157,24,55.7,47.2,0,0,0,59,440,13,27,113,19,14,0,229,,1.54,0.58,7.8,73.7
米山裕太,東レアローズ,5,127,99,443,193,23,43.6,38.4,36,12,3,40,336,5,30,74,831,620,0,238,33.3,1.95,0.4,4.8,74.6
米山達也,サントリーサンバーズ,20,37,52,210,98,22,46.7,36.2,46,14,12,5,164,12,23,49,188,129,0,115,30.4,1.88,0.1,11.3,68.6
興梠龍司,大分三好ヴァイセアドラー,12,129,91,0,0,0,,,0,0,0,0,0,0,0,0,504,368,0,0,,0.0,0.0,,73.0
舩越満,大分三好ヴァイセアドラー,11,82,66,60,21,7,35.0,23.3,3,1,0,4,68,6,16,15,197,137,0,31,33.3,0.32,0.06,8.5,69.5
花野裕祥,豊田合成トレフェルサ,7,129,31,0,0,0,,,0,0,0,0,0,0,0,0,136,98,0,0,,0.0,0.0,,72.1
荻野正二,サントリーサンバーズ,10,37,7,22,9,1,40.9,36.4,0,0,0,3,19,1,0,5,37,29,0,13,,1.29,0.43,11.8,78.4
菅直哉,NECブルーロケッツ,16,129,93,24,15,1,62.5,58.3,0,0,0,23,277,1,2,53,3,0,0,39,,0.16,0.25,5.0,0.0
菊地洋之,NECブルーロケッツ,7,129,83,196,89,11,45.4,39.8,0,0,0,48,296,4,9,54,19,14,0,141,,1.07,0.58,5.2,73.7
西尾太作,堺ブレイザーズ,16,129,66,146,58,17,39.7,28.1,32,13,8,5,54,1,12,14,84,44,0,64,40.6,0.88,0.08,2.8,52.4
角田辰徳,東レアローズ,16,129,47,129,71,9,55.0,48.1,16,11,2,12,125,4,19,41,83,41,0,87,68.8,1.51,0.26,7.6,49.4
谷村孝,パナソニックパンサーズ,18,105,32,62,25,5,40.3,32.3,2,1,0,2,56,1,9,14,177,123,0,28,50.0,0.78,0.06,4.0,69.5
越川優,サントリーサンバーズ,7,85,84,510,268,54,52.5,42.0,145,79,21,32,369,37,83,120,328,217,0,337,54.5,3.19,0.38,12.5,66.2
越谷章,東レアローズ,10,127,45,56,27,4,48.2,41.1,7,1,3,2,66,0,7,15,107,83,0,29,14.3,0.6,0.04,3.0,77.6
近藤茂,東レアローズ,4,119,39,4,3,0,75.0,75.0,0,0,0,2,67,1,2,17,2,0,0,6,,0.08,0.05,7.1,0.0
酒井大祐,JTサンダーズ,3,55,18,0,0,0,,,0,0,0,0,0,0,0,0,83,67,0,0,,0.0,0.0,,80.7
重村健太,豊田合成トレフェルサ,3,4,3,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
金井修也,堺ブレイザーズ,8,129,33,4,1,1,25.0,0.0,0,0,0,4,47,0,8,6,0,0,0,5,,0.03,0.12,-1.1,
金子隆行,NECブルーロケッツ,1,127,76,438,187,29,42.7,36.1,85,36,10,12,239,9,38,58,513,383,0,208,42.4,2.46,0.16,5.9,74.7
鈴木健太,NECブルーロケッツ,5,129,21,50,21,0,42.0,42.0,0,0,0,9,56,0,1,10,1,0,0,30,,1.0,0.43,4.0,0.0
鈴木寛史,サントリーサンバーズ,2,129,99,249,132,12,53.0,48.2,10,6,1,45,284,16,64,78,10,6,0,193,60.0,1.33,0.45,6.9,60.0
長江晃生,大分三好ヴァイセアドラー,17,118,27,64,22,10,34.4,18.8,5,1,3,2,40,2,6,13,100,64,0,26,20.0,0.81,0.07,9.4,64.0
阿部裕太,東レアローズ,9,129,103,68,42,3,61.8,57.4,0,0,0,37,332,4,12,75,6,0,0,83,,0.41,0.36,5.9,0.0
高杉洋平,東レアローズ,8,129,33,1,0,0,0.0,0.0,1,0,0,0,45,2,11,8,0,0,0,2,0.0,0.0,0.0,2.8,
高橋和人,豊田合成トレフェルサ,15,127,93,445,212,49,47.6,36.6,86,43,14,22,302,26,67,98,577,390,0,260,50.0,2.28,0.24,11.2,67.6
高橋幸造,豊田合成トレフェルサ,21,129,66,20,12,0,60.0,60.0,0,0,0,9,165,5,23,45,2,0,0,26,,0.18,0.14,6.4,0.0
高橋慎治,NECブルーロケッツ,6,129,35,6,2,1,33.3,16.7,0,0,0,8,83,3,19,19,1,1,0,13,,0.06,0.23,3.6,100.0
