名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エンダキエムブレイ,2008-11,堺ブレイザーズ,7,66,21,145,69,17,47.6,35.9,45,21,8,6,55,4,13,19,2,1,0,79,46.7,3.29,0.29,10.0,50.0
エンダキエムブレイ,2008-12,堺ブレイザーズ,7,24,8,79,36,7,45.6,36.7,24,10,6,4,34,1,10,11,0,0,0,41,41.7,4.5,0.5,3.7,
エンダキエムブレイ,2009-01,堺ブレイザーズ,7,7,29,266,140,30,52.6,41.4,87,45,17,16,100,10,34,26,2,1,0,166,51.7,4.83,0.55,8.0,50.0
エンダキエムブレイ,2009-02,堺ブレイザーズ,7,14,25,239,128,22,53.6,44.4,67,39,9,19,106,15,30,26,0,0,0,162,58.2,5.12,0.76,13.2,
エンダキエムブレイ,2009-03,堺ブレイザーズ,7,18,20,192,104,15,54.2,46.4,53,32,5,9,68,7,23,14,0,0,0,120,60.4,5.2,0.45,7.0,
オンソムデニスモクア,2008-11,大分三好ヴァイセアドラー,10,66,21,256,104,30,40.6,28.9,100,38,19,6,65,1,11,23,0,0,0,111,38.0,4.95,0.29,6.2,
オンソムデニスモクア,2008-12,大分三好ヴァイセアドラー,10,24,5,51,14,2,27.5,23.5,21,8,1,0,16,1,5,5,0,0,0,15,38.1,2.8,0.0,6.2,
オンソムデニスモクア,2009-01,大分三好ヴァイセアドラー,10,7,20,225,87,25,38.7,27.6,72,30,10,1,62,2,11,15,1,0,0,90,41.7,4.35,0.05,4.8,0.0
オンソムデニスモクア,2009-02,大分三好ヴァイセアドラー,10,14,24,282,117,29,41.5,31.2,128,52,18,10,83,0,12,15,0,0,0,127,40.6,4.88,0.42,0.9,
オンソムデニスモクア,2009-03,大分三好ヴァイセアドラー,10,18,20,238,103,34,43.3,29.0,115,50,21,7,82,0,12,19,1,1,0,110,43.5,5.15,0.35,2.1,100.0
オーリマンマイケル,2008-11,豊田合成トレフェルサ,16,55,19,154,57,26,37.0,20.1,68,28,15,4,64,3,20,15,0,0,0,64,41.2,3.0,0.21,2.7,
オーリマンマイケル,2008-12,豊田合成トレフェルサ,16,24,8,82,49,9,59.8,48.8,32,16,7,1,23,2,6,5,0,0,0,52,50.0,6.12,0.12,7.6,
オーリマンマイケル,2009-01,豊田合成トレフェルサ,16,5,15,101,47,15,46.5,31.7,43,24,6,5,58,7,18,10,0,0,0,59,55.8,3.13,0.33,8.6,
オーリマンマイケル,2009-02,豊田合成トレフェルサ,16,14,25,216,88,32,40.7,25.9,80,32,18,11,81,7,23,28,2,2,0,106,40.0,3.52,0.44,10.2,100.0
オーリマンマイケル,2009-03,豊田合成トレフェルサ,16,18,18,137,58,21,42.3,27.0,45,18,7,4,67,5,26,17,1,1,0,67,40.0,3.22,0.22,4.1,100.0
ゴメスエルナルド,2008-11,JTサンダーズ,15,66,23,281,122,22,43.4,35.6,117,48,9,11,84,4,15,22,0,0,0,137,41.0,5.3,0.48,6.8,
ゴメスエルナルド,2008-12,JTサンダーズ,15,24,9,109,53,13,48.6,36.7,40,17,5,4,38,1,6,14,0,0,0,58,42.5,5.89,0.44,7.9,
