名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
土井友登,2021-02,つくばユナイテッドSunGAIA,12,11,0,0,0,,,0,0,0,0,27,1,2,9,10.2,2,0,0,1,,0.0,0.0,0.0
堀内雄斗,2020-10,埼玉アザレア,19,1,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,0,0,,0.0,0.0,100.0
堀内雄斗,2020-11,埼玉アザレア,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
堀内雄斗,2020-12,埼玉アザレア,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
境龍生,2020-11,大同特殊鋼レッドスター,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
境龍生,2020-12,大同特殊鋼レッドスター,13,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
境龍生,2021-01,大同特殊鋼レッドスター,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
境龍生,2021-02,大同特殊鋼レッドスター,13,11,84,44,11,52.4,39.3,24,14,7,1,32,0,9,6,-2.3,41,25,9,45,58.3,4.0,0.09,72.0
外崎航平,2020-10,ヴィアティン三重,10,10,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
外崎航平,2020-11,ヴィアティン三重,10,11,0,0,0,,,0,0,0,0,0,0,0,0,,10,9,0,0,,0.0,0.0,90.0
外崎航平,2020-12,ヴィアティン三重,10,9,0,0,0,,,0,0,0,0,0,0,0,0,,21,15,5,0,,0.0,0.0,83.3
外崎航平,2021-01,ヴィアティン三重,10,7,0,0,0,,,0,0,0,0,3,0,1,2,8.3,24,10,8,0,,0.0,0.0,58.3
外崎航平,2021-02,ヴィアティン三重,10,15,0,0,0,,,0,0,0,0,0,0,0,0,,32,18,5,0,,0.0,0.0,64.1
大村翔哉,2020-11,東京ヴェルディ,22,14,78,33,8,42.3,32.1,31,15,3,2,37,0,6,12,4.1,0,0,0,35,48.4,2.36,0.14,
大村翔哉,2020-12,東京ヴェルディ,22,8,68,29,5,42.6,35.3,25,13,2,2,25,0,4,7,3.0,0,0,0,31,52.0,3.62,0.25,
大村翔哉,2021-01,東京ヴェルディ,22,5,55,25,2,45.5,41.8,28,11,2,0,22,2,3,9,15.9,0,0,0,27,39.3,5.0,0.0,
大浦坂健太,2020-10,ヴィアティン三重,12,10,0,0,0,,,0,0,0,0,0,0,0,0,,50,28,8,0,,0.0,0.0,64.0
大浦坂健太,2020-11,ヴィアティン三重,12,11,0,0,0,,,0,0,0,0,0,0,0,0,,44,24,12,0,,0.0,0.0,68.2
大浦坂健太,2020-12,ヴィアティン三重,12,9,0,0,0,,,0,0,0,0,0,0,0,0,,21,15,4,0,,0.0,0.0,81.0
大浦坂健太,2021-01,ヴィアティン三重,12,3,0,0,0,,,0,0,0,0,0,0,0,0,,19,10,6,0,,0.0,0.0,68.4
大浦坂健太,2021-02,ヴィアティン三重,12,12,0,0,0,,,0,0,0,0,0,0,0,0,,56,25,15,0,,0.0,0.0,58.0
大賀惠介,2020-10,きんでんトリニティーブリッツ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
大賀惠介,2020-11,きんでんトリニティーブリッツ,5,11,0,0,0,,,0,0,0,0,6,0,0,0,0.0,19,9,7,0,,0.0,0.0,65.8
大賀惠介,2020-12,きんでんトリニティーブリッツ,5,2,0,0,0,,,0,0,0,0,0,0,0,0,,6,1,3,0,,0.0,0.0,41.7
奈琳剣,2020-11,東京ヴェルディ,19,8,0,0,0,,,0,0,0,0,12,1,2,4,12.5,0,0,0,1,,0.0,0.0,
奈琳剣,2021-01,東京ヴェルディ,19,2,0,0,0,,,0,0,0,0,3,1,2,0,16.7,0,0,0,1,,0.0,0.0,
奥田基嗣,2020-10,サフィルヴァ北海道,4,7,31,18,1,58.1,54.8,0,0,0,4,21,1,6,4,2.4,0,0,0,23,,2.57,0.57,
奥田基嗣,2020-11,サフィルヴァ北海道,4,20,50,26,3,52.0,46.0,0,0,0,3,43,1,13,6,-1.7,3,2,0,30,,1.3,0.15,66.7
奥田基嗣,2020-12,サフィルヴァ北海道,4,7,34,17,1,50.0,47.1,0,0,0,2,20,0,0,6,7.5,1,0,1,19,,2.43,0.29,50.0
奥田基嗣,2021-02,サフィルヴァ北海道,4,13,38,22,1,57.9,55.3,0,0,0,6,40,1,3,7,5.0,4,2,1,29,,1.69,0.46,62.5
奥田基嗣,2021-03,サフィルヴァ北海道,4,7,20,7,1,35.0,30.0,0,0,0,3,19,0,1,4,3.9,1,0,1,10,,1.0,0.43,50.0
奥田晃,2020-10,兵庫デルフィーノ,22,3,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
奥田晃,2020-11,兵庫デルフィーノ,22,13,0,0,0,,,0,0,0,3,5,0,0,1,5.0,0,0,0,3,,0.0,0.23,
奥田晃,2020-12,兵庫デルフィーノ,22,9,0,0,0,,,0,0,0,0,4,0,0,0,0.0,0,0,0,0,,0.0,0.0,
奥田晃,2021-01,兵庫デルフィーノ,22,4,3,1,0,33.3,33.3,0,0,0,0,8,0,0,5,15.6,1,0,0,1,,0.25,0.0,0.0
奥田晃,2021-02,兵庫デルフィーノ,22,19,3,2,0,66.7,66.7,0,0,0,1,23,0,1,1,0.0,0,0,0,3,,0.11,0.05,
安田瑛亮,2020-10,ヴィアティン三重,16,10,53,24,9,45.3,28.3,1,1,0,3,36,5,13,9,11.1,109,56,29,32,100.0,2.4,0.3,64.7
安田瑛亮,2020-11,ヴィアティン三重,16,3,9,5,0,55.6,55.6,0,0,0,0,14,1,5,1,0.0,20,13,5,6,,1.67,0.0,77.5
安田瑛亮,2020-12,ヴィアティン三重,16,7,30,13,2,43.3,36.7,1,0,0,0,22,0,7,4,-3.4,86,50,24,13,0.0,1.86,0.0,72.1
安田瑛亮,2021-02,ヴィアティン三重,16,10,52,18,8,34.6,19.2,0,0,0,1,52,2,7,14,7.2,100,57,32,21,,1.8,0.1,73.0
宮田航輔,2020-11,東京ヴェルディ,4,19,0,0,0,,,0,0,0,0,0,0,0,0,,61,21,21,0,,0.0,0.0,51.6
宮田航輔,2020-12,東京ヴェルディ,4,16,0,0,0,,,0,0,0,0,0,0,0,0,,4,0,2,0,,0.0,0.0,25.0
宮田航輔,2021-01,東京ヴェルディ,4,6,0,0,0,,,0,0,0,0,0,0,0,0,,14,6,5,0,,0.0,0.0,60.7
家近滉一,2020-10,ヴォレアス北海道,5,3,12,7,1,58.3,50.0,1,1,0,2,9,0,2,0,-5.6,29,14,7,9,100.0,2.33,0.67,60.3
家近滉一,2020-11,ヴォレアス北海道,5,13,62,34,6,54.8,45.2,8,4,2,3,60,5,9,21,13.3,72,29,21,42,50.0,2.62,0.23,54.9
家近滉一,2020-12,ヴォレアス北海道,5,4,11,7,1,63.6,54.5,1,0,0,0,16,0,3,6,4.7,23,15,2,7,0.0,1.75,0.0,69.6
家近滉一,2021-02,ヴォレアス北海道,5,4,18,7,1,38.9,33.3,1,0,0,0,11,0,5,2,-6.8,29,7,7,7,0.0,1.75,0.0,36.2
家近滉一,2021-03,ヴォレアス北海道,5,3,17,7,2,41.2,29.4,0,0,0,1,14,0,5,2,-5.4,24,9,7,8,,2.33,0.33,52.1
寺尾壮太,2020-11,大同特殊鋼レッドスター,18,13,97,43,6,44.3,38.1,26,12,2,1,29,1,7,7,3.4,0,0,0,45,46.2,3.31,0.08,
寺尾壮太,2020-12,大同特殊鋼レッドスター,18,14,87,35,9,40.2,29.9,22,7,2,5,40,0,9,5,-2.5,0,0,0,40,31.8,2.5,0.36,
寺尾壮太,2021-02,大同特殊鋼レッドスター,18,9,60,25,4,41.7,35.0,16,8,1,5,42,3,7,6,6.5,0,0,0,33,50.0,2.78,0.56,
小堀優,2020-10,埼玉アザレア,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
小堀優,2020-11,埼玉アザレア,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
小堀優,2020-12,埼玉アザレア,16,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
小堀優,2021-01,埼玉アザレア,16,2,0,0,0,,,0,0,0,0,0,0,0,0,,3,1,0,0,,0.0,0.0,33.3
小堀優,2021-02,埼玉アザレア,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
小堀優,2021-03,埼玉アザレア,16,1,0,0,0,,,0,0,0,0,3,0,0,1,8.3,0,0,0,0,,0.0,0.0,
小島大輝,2020-11,埼玉アザレア,13,4,2,1,0,50.0,50.0,0,0,0,0,3,0,0,1,8.3,0,0,0,1,,0.25,0.0,
小島大輝,2020-12,埼玉アザレア,13,7,25,8,3,32.0,20.0,0,0,0,2,31,2,0,2,8.1,2,1,0,12,,1.14,0.29,50.0
小島大輝,2021-01,埼玉アザレア,13,1,2,2,0,100.0,100.0,0,0,0,0,4,1,0,3,43.8,0,0,0,3,,2.0,0.0,
小島大輝,2021-02,埼玉アザレア,13,2,4,2,0,50.0,50.0,0,0,0,0,2,0,0,0,0.0,0,0,0,2,,1.0,0.0,
小島大輝,2021-03,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
小松一哉,2020-11,東京ヴェルディ,2,18,111,37,19,33.3,16.2,15,4,2,9,59,0,10,3,-3.0,86,26,25,46,26.7,2.06,0.5,44.8
小松一哉,2020-12,東京ヴェルディ,2,16,100,39,7,39.0,32.0,17,7,1,7,66,0,2,6,1.5,102,45,29,46,41.2,2.44,0.44,58.3
小松一哉,2021-01,東京ヴェルディ,2,6,45,16,4,35.6,26.7,10,4,2,0,18,0,1,1,0.0,59,22,16,16,40.0,2.67,0.0,50.8
小林慎平,2020-10,富士通カワサキレッドスピリッツ,6,3,0,0,0,,,0,0,0,0,0,0,0,0,,9,8,1,0,,0.0,0.0,94.4
小林慎平,2020-11,富士通カワサキレッドスピリッツ,6,23,0,0,0,,,0,0,0,0,0,0,0,0,,76,51,18,0,,0.0,0.0,78.9
小林慎平,2020-12,富士通カワサキレッドスピリッツ,6,6,0,0,0,,,0,0,0,0,0,0,0,0,,16,6,4,0,,0.0,0.0,50.0
小林慎平,2021-01,富士通カワサキレッドスピリッツ,6,11,0,0,0,,,0,0,0,0,0,0,0,0,,66,37,16,0,,0.0,0.0,68.2
小林慎平,2021-02,富士通カワサキレッドスピリッツ,6,15,0,0,0,,,0,0,0,0,0,0,0,0,,36,23,7,0,,0.0,0.0,73.6
小林慎平,2021-03,富士通カワサキレッドスピリッツ,6,7,0,0,0,,,0,0,0,0,0,0,0,0,,29,17,7,0,,0.0,0.0,70.7
小林洸,2020-10,サフィルヴァ北海道,9,3,0,0,0,,,0,0,0,0,4,0,1,2,6.2,0,0,0,0,,0.0,0.0,
小林洸,2020-11,サフィルヴァ北海道,9,9,4,1,1,25.0,0.0,0,0,0,0,11,0,4,2,-4.5,8,2,3,1,,0.11,0.0,43.8
小林洸,2020-12,サフィルヴァ北海道,9,4,5,1,0,20.0,20.0,0,0,0,0,4,0,2,1,-6.2,3,2,0,1,,0.25,0.0,66.7
小林洸,2021-02,サフィルヴァ北海道,9,5,4,2,0,50.0,50.0,1,0,0,0,5,0,3,1,-10.0,1,1,0,2,0.0,0.4,0.0,100.0
小林空,2020-10,きんでんトリニティーブリッツ,21,3,20,7,1,35.0,30.0,4,1,0,1,12,2,1,4,22.9,0,0,0,10,25.0,2.33,0.33,
小野宙,2021-02,富士通カワサキレッドスピリッツ,15,2,0,0,0,,,0,0,0,0,4,0,0,1,6.2,0,0,0,0,,0.0,0.0,
尾木将,2020-10,富士通カワサキレッドスピリッツ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,,2,1,1,0,,0.0,0.0,75.0
尾木将,2020-11,富士通カワサキレッドスピリッツ,19,15,3,2,0,66.7,66.7,0,0,0,1,22,2,6,4,6.8,7,3,1,5,,0.13,0.07,50.0
尾木将,2020-12,富士通カワサキレッドスピリッツ,19,5,0,0,0,,,0,0,0,0,7,0,1,3,7.1,0,0,0,0,,0.0,0.0,
尾木将,2021-01,富士通カワサキレッドスピリッツ,19,6,0,0,0,,,0,0,0,0,11,1,3,3,9.1,0,0,0,1,,0.0,0.0,
尾木将,2021-02,富士通カワサキレッドスピリッツ,19,11,2,1,0,50.0,50.0,2,1,0,0,19,0,6,6,0.0,4,2,0,1,50.0,0.09,0.0,50.0
尾木将,2021-03,富士通カワサキレッドスピリッツ,19,5,0,0,0,,,0,0,0,0,8,0,2,2,0.0,2,0,1,0,,0.0,0.0,25.0
尾松航洋,2020-11,きんでんトリニティーブリッツ,2,6,0,0,0,,,0,0,0,0,8,1,2,2,12.5,0,0,0,1,,0.0,0.0,
尾松航洋,2020-12,きんでんトリニティーブリッツ,2,7,0,0,0,,,0,0,0,0,11,0,2,1,-2.3,0,0,0,0,,0.0,0.0,
山下道生,2020-11,東京ヴェルディ,14,13,42,19,2,45.2,40.5,0,0,0,4,34,1,6,8,4.4,0,0,0,24,,1.46,0.31,
山下道生,2020-12,東京ヴェルディ,14,15,40,14,3,35.0,27.5,0,0,0,9,43,2,8,11,6.4,3,1,1,25,,0.93,0.6,50.0
山下道生,2021-01,東京ヴェルディ,14,6,16,9,0,56.2,56.2,0,0,0,2,17,0,3,5,2.9,2,0,0,11,,1.5,0.33,0.0
山口功太郎,2020-11,ヴォレアス北海道,2,10,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
山口功太郎,2020-12,ヴォレアス北海道,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0.0,0.0,
山口功太郎,2021-02,ヴォレアス北海道,2,6,0,0,0,,,0,0,0,0,13,0,0,4,7.7,0,0,0,0,,0.0,0.0,
山口功太郎,2021-03,ヴォレアス北海道,2,5,1,1,0,100.0,100.0,0,0,0,0,7,0,0,0,0.0,0,0,0,1,,0.2,0.0,
山口拓馬,2020-10,サフィルヴァ北海道,14,7,53,19,6,35.8,24.5,21,6,4,0,24,0,7,5,-2.1,0,0,0,19,28.6,2.71,0.0,
山口拓馬,2020-11,サフィルヴァ北海道,14,7,12,7,0,58.3,58.3,0,0,0,0,7,0,2,1,-3.6,0,0,0,7,,1.0,0.0,
山口拓馬,2020-12,サフィルヴァ北海道,14,2,4,1,1,25.0,0.0,2,0,1,0,2,0,0,1,12.5,0,0,0,1,0.0,0.5,0.0,
山口拓馬,2021-02,サフィルヴァ北海道,14,9,42,18,7,42.9,26.2,9,4,3,0,27,2,9,5,3.7,0,0,0,20,44.4,2.0,0.0,
山口拓馬,2021-03,サフィルヴァ北海道,14,3,6,0,3,0.0,-50.0,1,0,0,1,4,0,1,0,-6.2,0,0,0,1,0.0,0.0,0.33,
山本寛生,2020-11,きんでんトリニティーブリッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山本寛生,2020-12,きんでんトリニティーブリッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山本慎人,2020-11,きんでんトリニティーブリッツ,20,4,0,0,0,,,0,0,0,0,4,0,0,2,12.5,0,0,0,0,,0.0,0.0,
山本慎人,2020-12,きんでんトリニティーブリッツ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
山田広大,2020-10,長野GaRons,12,7,0,0,0,,,0,0,0,0,0,0,0,0,,29,16,7,0,,0.0,0.0,67.2
山田広大,2020-11,長野GaRons,12,22,0,0,0,,,0,0,0,0,0,0,0,0,,109,54,31,0,,0.0,0.0,63.8
山田広大,2020-12,長野GaRons,12,3,0,0,0,,,0,0,0,0,0,0,0,0,,18,7,3,0,,0.0,0.0,47.2
山田広大,2021-01,長野GaRons,12,3,0,0,0,,,0,0,0,0,0,0,0,0,,14,9,0,0,,0.0,0.0,64.3
山田広大,2021-02,長野GaRons,12,7,0,0,0,,,0,0,0,0,0,0,0,0,,43,19,13,0,,0.0,0.0,59.3
岡本侑,2020-10,きんでんトリニティーブリッツ,1,4,22,9,1,40.9,36.4,2,2,0,0,6,0,3,0,-12.5,30,19,4,9,100.0,2.25,0.0,70.0
岡本侑,2020-11,きんでんトリニティーブリッツ,1,22,175,72,17,41.1,31.4,58,26,6,4,74,6,21,19,7.4,4,1,1,82,44.8,3.27,0.18,37.5
岡本侑,2020-12,きんでんトリニティーブリッツ,1,6,40,21,2,52.5,47.5,14,8,1,1,20,0,4,4,0.0,4,1,3,22,57.1,3.5,0.17,62.5
岡村義郎,2020-10,富士通カワサキレッドスピリッツ,10,1,4,2,0,50.0,50.0,0,0,0,1,2,0,2,0,-25.0,0,0,0,3,,2.0,1.0,
岡村義郎,2020-11,富士通カワサキレッドスピリッツ,10,9,27,14,0,51.9,51.9,0,0,0,8,21,0,2,4,2.4,6,5,1,22,,1.56,0.89,91.7
岡村義郎,2020-12,富士通カワサキレッドスピリッツ,10,1,3,1,0,33.3,33.3,0,0,0,1,5,0,0,1,5.0,0,0,0,2,,1.0,1.0,
岡村義郎,2021-01,富士通カワサキレッドスピリッツ,10,3,8,3,0,37.5,37.5,0,0,0,1,19,0,0,5,6.6,0,0,0,4,,1.0,0.33,
岡村義郎,2021-02,富士通カワサキレッドスピリッツ,10,4,8,4,0,50.0,50.0,0,0,0,1,10,1,0,2,15.0,0,0,0,6,,1.0,0.25,
岡村義郎,2021-03,富士通カワサキレッドスピリッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
島波輝,2020-12,ヴィアティン三重,73,8,53,28,2,52.8,49.1,25,10,2,5,21,0,2,2,0.0,3,1,1,33,40.0,3.5,0.62,50.0
島波輝,2021-01,ヴィアティン三重,73,7,54,26,7,48.1,35.2,5,4,0,2,23,1,1,6,9.8,7,0,3,29,80.0,3.71,0.29,21.4
島波輝,2021-02,ヴィアティン三重,73,16,121,49,7,40.5,34.7,30,14,4,7,55,2,6,17,8.6,4,1,0,58,46.7,3.06,0.44,25.0
嶋田希隆,2020-11,大同特殊鋼レッドスター,11,10,0,0,0,,,0,0,0,0,0,0,0,0,,23,10,6,0,,0.0,0.0,56.5
嶋田希隆,2020-12,大同特殊鋼レッドスター,11,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
嶋田希隆,2021-01,大同特殊鋼レッドスター,11,2,0,0,0,,,0,0,0,0,0,0,0,0,,3,2,0,0,,0.0,0.0,66.7
嶋田希隆,2021-02,大同特殊鋼レッドスター,11,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川副大海,2020-10,埼玉アザレア,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川副大海,2020-11,埼玉アザレア,12,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川副大海,2020-12,埼玉アザレア,12,2,3,0,1,0.0,-33.3,0,0,0,0,3,0,1,0,-8.3,5,2,1,0,,0.0,0.0,50.0
川崎翔太,2020-10,埼玉アザレア,1,4,0,0,0,,,0,0,0,0,0,0,0,0,,16,7,3,0,,0.0,0.0,53.1
川崎翔太,2020-11,埼玉アザレア,1,7,0,0,0,,,0,0,0,0,0,0,0,0,,33,17,5,0,,0.0,0.0,59.1
川崎翔太,2020-12,埼玉アザレア,1,14,0,0,0,,,0,0,0,0,0,0,0,0,,44,23,9,0,,0.0,0.0,62.5
川崎翔太,2021-01,埼玉アザレア,1,3,0,0,0,,,0,0,0,0,0,0,0,0,,10,9,0,0,,0.0,0.0,90.0
川崎翔太,2021-02,埼玉アザレア,1,15,0,0,0,,,0,0,0,0,0,0,0,0,,79,44,19,0,,0.0,0.0,67.7
川崎翔太,2021-03,埼玉アザレア,1,6,0,0,0,,,0,0,0,0,0,0,0,0,,45,24,8,0,,0.0,0.0,62.2
川畑貴裕,2020-10,埼玉アザレア,10,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
川畑貴裕,2020-11,埼玉アザレア,10,3,13,5,1,38.5,30.8,0,0,0,0,8,0,1,1,0.0,14,7,2,5,,1.67,0.0,57.1
川畑貴裕,2020-12,埼玉アザレア,10,11,49,21,7,42.9,28.6,2,0,1,0,34,0,4,6,1.5,30,10,5,21,0.0,1.91,0.0,41.7
川畑貴裕,2021-01,埼玉アザレア,10,2,10,3,0,30.0,30.0,1,1,0,0,7,0,0,2,7.1,0,0,0,3,100.0,1.5,0.0,
川畑貴裕,2021-02,埼玉アザレア,10,9,54,24,1,44.4,42.6,2,0,1,3,32,0,5,4,-0.8,20,7,3,27,0.0,2.67,0.33,42.5
川畑貴裕,2021-03,埼玉アザレア,10,4,26,7,1,26.9,23.1,1,0,0,2,14,2,1,3,17.9,19,13,2,11,0.0,1.75,0.5,73.7
工藤泰我,2021-02,サフィルヴァ北海道,27,9,75,29,6,38.7,30.7,12,7,2,3,29,1,9,6,0.9,49,12,9,33,58.3,3.22,0.33,33.7
工藤泰我,2021-03,サフィルヴァ北海道,27,7,66,28,4,42.4,36.4,9,5,0,4,24,1,6,6,4.2,32,14,10,33,55.6,4.0,0.57,59.4
平井銀次,2021-01,兵庫デルフィーノ,24,6,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
平井銀次,2021-02,兵庫デルフィーノ,24,11,0,0,0,,,0,0,0,0,0,0,0,0,,53,22,13,0,,0.0,0.0,53.8
平野晃多,2021-01,大同特殊鋼レッドスター,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
平野晃多,2021-02,大同特殊鋼レッドスター,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
庄司練,2020-10,きんでんトリニティーブリッツ,6,1,7,2,2,28.6,0.0,0,0,0,0,2,0,0,2,25.0,1,0,0,2,,2.0,0.0,0.0
庄司練,2020-11,きんでんトリニティーブリッツ,6,11,35,18,3,51.4,42.9,0,0,0,2,24,1,12,2,-6.2,0,0,0,21,,1.64,0.18,
庄司練,2020-12,きんでんトリニティーブリッツ,6,4,14,6,1,42.9,35.7,0,0,0,3,4,0,0,1,6.2,0,0,0,9,,1.5,0.75,
廣瀬優希,2020-10,つくばユナイテッドSunGAIA,5,4,23,12,3,52.2,39.1,0,0,0,3,8,0,2,1,-3.1,0,0,0,15,,3.0,0.75,
廣瀬優希,2020-11,つくばユナイテッドSunGAIA,5,14,56,29,8,51.8,37.5,0,0,0,13,43,3,11,10,6.4,0,0,0,45,,2.07,0.93,
廣瀬優希,2020-12,つくばユナイテッドSunGAIA,5,3,20,9,4,45.0,25.0,0,0,0,2,8,0,3,2,-3.1,0,0,0,11,,3.0,0.67,
廣瀬優希,2021-01,つくばユナイテッドSunGAIA,5,5,21,11,3,52.4,38.1,0,0,0,4,12,1,4,1,2.1,0,0,0,16,,2.2,0.8,
廣瀬優希,2021-02,つくばユナイテッドSunGAIA,5,5,10,4,2,40.0,20.0,0,0,0,1,10,0,4,2,-5.0,0,0,0,5,,0.8,0.2,
張育陞,2020-10,ヴォレアス北海道,14,7,63,29,4,46.0,39.7,27,15,2,3,31,6,5,12,25.0,0,0,0,38,55.6,4.14,0.43,
張育陞,2020-11,ヴォレアス北海道,14,17,126,74,10,58.7,50.8,62,41,6,6,63,8,19,18,12.3,0,0,0,88,66.1,4.35,0.35,
張育陞,2020-12,ヴォレアス北海道,14,4,39,24,3,61.5,53.8,16,11,1,2,21,5,3,7,28.6,0,0,0,31,68.8,6.0,0.5,
張育陞,2021-02,ヴォレアス北海道,14,7,47,22,4,46.8,38.3,25,8,4,4,22,2,6,10,13.6,1,1,0,28,32.0,3.14,0.57,100.0
張育陞,2021-03,ヴォレアス北海道,14,6,53,24,5,45.3,35.8,20,9,3,2,19,1,5,7,7.9,0,0,0,27,45.0,4.0,0.33,
後藤万澄,2020-10,ヴォレアス北海道,18,4,8,2,0,25.0,25.0,0,0,0,0,14,0,2,1,-1.8,0,0,0,2,,0.5,0.0,
後藤万澄,2020-11,ヴォレアス北海道,18,15,31,19,0,61.3,61.3,0,0,0,6,46,2,3,19,13.0,0,0,0,27,,1.27,0.4,
後藤万澄,2020-12,ヴォレアス北海道,18,3,8,6,0,75.0,75.0,0,0,0,2,14,1,3,1,3.6,0,0,0,9,,2.0,0.67,
後藤万澄,2021-02,ヴォレアス北海道,18,3,5,2,0,40.0,40.0,0,0,0,0,15,2,3,5,16.7,1,0,1,4,,0.67,0.0,50.0
後藤滉貴,2020-11,富士通カワサキレッドスピリッツ,8,13,0,0,0,,,0,0,0,0,18,0,6,3,-4.2,0,0,0,0,,0.0,0.0,
後藤滉貴,2020-12,富士通カワサキレッドスピリッツ,8,2,0,0,0,,,0,0,0,0,2,0,1,0,-12.5,0,0,0,0,,0.0,0.0,
後藤滉貴,2021-01,富士通カワサキレッドスピリッツ,8,7,13,6,0,46.2,46.2,5,2,0,0,9,0,2,3,2.8,0,0,0,6,40.0,0.86,0.0,
後藤滉貴,2021-02,富士通カワサキレッドスピリッツ,8,14,21,12,1,57.1,52.4,8,5,0,1,26,2,10,8,5.8,0,0,0,15,62.5,0.86,0.07,
後藤滉貴,2021-03,富士通カワサキレッドスピリッツ,8,5,0,0,0,,,0,0,0,0,10,0,2,3,2.5,0,0,0,0,,0.0,0.0,
志波京介,2020-10,富士通カワサキレッドスピリッツ,20,2,0,0,0,,,0,0,0,0,3,0,0,1,8.3,0,0,0,0,,0.0,0.0,
志波京介,2020-11,富士通カワサキレッドスピリッツ,20,4,1,1,0,100.0,100.0,0,0,0,1,7,0,0,1,3.6,0,0,0,2,,0.25,0.25,
志波京介,2020-12,富士通カワサキレッドスピリッツ,20,1,0,0,0,,,0,0,0,0,2,0,0,2,25.0,0,0,0,0,,0.0,0.0,
志波京介,2021-01,富士通カワサキレッドスピリッツ,20,4,0,0,0,,,0,0,0,2,9,0,1,2,2.8,0,0,0,2,,0.0,0.5,
志波京介,2021-02,富士通カワサキレッドスピリッツ,20,3,0,0,0,,,0,0,0,2,14,0,0,4,7.1,0,0,0,2,,0.0,0.67,
志波京介,2021-03,富士通カワサキレッドスピリッツ,20,1,0,0,0,,,0,0,0,0,2,0,0,1,12.5,0,0,0,0,,0.0,0.0,
戸田拓也,2020-10,ヴォレアス北海道,20,4,11,4,1,36.4,27.3,1,0,0,2,11,0,5,2,-6.8,23,12,5,6,0.0,1.0,0.5,63.0
戸田拓也,2020-11,ヴォレアス北海道,20,11,60,25,9,41.7,26.7,4,1,1,1,45,3,11,15,8.9,85,44,25,29,25.0,2.27,0.09,66.5
戸田拓也,2020-12,ヴォレアス北海道,20,4,16,6,2,37.5,25.0,2,1,1,1,18,2,7,7,11.1,25,11,5,9,50.0,1.5,0.25,54.0
戸田拓也,2021-02,ヴォレアス北海道,20,6,19,7,4,36.8,15.8,0,0,0,3,12,0,5,1,-8.3,26,13,5,10,,1.17,0.5,59.6
戸田拓也,2021-03,ヴォレアス北海道,20,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
手塚奨,2020-10,富士通カワサキレッドスピリッツ,9,2,0,0,0,,,0,0,0,0,4,0,0,1,6.2,0,0,0,0,,0.0,0.0,
手塚奨,2020-11,富士通カワサキレッドスピリッツ,9,6,2,1,1,50.0,0.0,0,0,0,0,11,0,1,2,2.3,1,1,0,1,,0.17,0.0,100.0
