名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤奈美,PFUブルーキャッツ,11,34,66,359,140,28,39.0,31.2,1,0,0,46,211,11,28,74,40,19,0,0.0,2.12,0.7,10.7,47.5
佐藤理栄子,柏エンゼルクロス,12,34,61,614,210,53,34.2,25.6,1,0,1,10,204,6,6,52,282,178,0,0.0,3.44,0.16,8.6,63.1
佐藤由香,柏エンゼルクロス,18,34,19,36,8,3,22.2,13.9,2,0,1,5,23,1,1,5,20,8,0,0.0,0.42,0.26,8.7,40.0
内藤絵莉香,四国Eighty8Queen,4,34,72,18,4,0,22.2,22.2,1,0,0,1,238,11,11,78,5,1,0,0.0,0.06,0.01,11.7,20.0
加藤星奈,PFUブルーキャッツ,17,11,3,0,0,0,,,0,0,0,0,0,0,0,0,14,5,0,,0.0,0.0,,35.7
加藤雅子,埼玉上尾メディックス,9,34,28,82,30,5,36.6,30.5,0,0,0,7,36,0,4,9,69,45,0,,1.07,0.25,3.5,65.2
北島愛,GSS東京サンビームズ,14,21,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
北島愛,健祥会レッドハーツ,8,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古藤千鶴,PFUブルーキャッツ,12,34,67,281,107,21,38.1,30.6,12,0,5,19,280,22,15,117,8,5,0,0.0,1.6,0.28,17.0,62.5
吉川ひかる,KUROBEアクアフェアリーズ,13,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田彩乃,KUROBEアクアフェアリーズ,4,34,3,0,0,0,,,0,0,0,0,0,0,0,0,4,4,0,,0.0,0.0,,100.0
和多桃子,フォレストリーヴズ熊本,13,34,65,35,16,0,45.7,45.7,0,0,0,0,164,2,9,31,2,0,0,,0.25,0.0,4.6,0.0
和田絵美子,埼玉上尾メディックス,12,34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
園田亜希,健祥会レッドハーツ,15,34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土田望未,埼玉上尾メディックス,13,34,23,2,1,0,50.0,50.0,0,0,0,0,21,0,1,7,0,0,0,,0.04,0.0,7.1,
坂本久美子,フォレストリーヴズ熊本,2,34,65,530,155,32,29.2,23.2,7,1,3,39,227,11,18,76,8,4,0,14.3,2.38,0.6,11.2,50.0
坂田亜弥,三洋電機レッドソア,10,34,65,332,124,7,37.3,35.2,0,0,0,57,238,8,9,58,1,1,0,,1.91,0.88,8.5,100.0
城奈津希,フォレストリーヴズ熊本,12,34,53,0,0,0,,,0,0,0,0,10,1,0,3,56,34,0,,0.0,0.0,17.5,60.7
城戸浩子,健祥会レッドハーツ,2,28,53,323,147,29,45.5,36.5,12,3,2,11,189,9,24,47,252,150,0,25.0,2.77,0.21,7.8,59.5
塚原佳代子,PFUブルーキャッツ,5,34,37,117,47,11,40.2,30.8,0,0,0,11,85,0,8,23,3,1,0,,1.27,0.3,4.4,33.3
大久保梨紗,PFUブルーキャッツ,3,34,60,318,123,21,38.7,32.1,6,1,0,19,239,13,12,82,130,75,0,16.7,2.05,0.32,12.8,57.7
大槻めぐみ,四国Eighty8Queen,3,34,46,67,18,3,26.9,22.4,0,0,0,7,60,0,2,17,120,65,0,,0.39,0.15,6.2,54.2
大田原真美,GSS東京サンビームズ,9,34,35,0,0,0,,,0,0,0,0,46,3,3,12,28,16,0,,0.0,0.0,11.4,57.1
大須賀咲香,四国Eighty8Queen,15,10,3,4,0,1,0.0,-25.0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.33,,
妹尾菜々子,大野石油広島オイラーズ,12,34,9,0,0,0,,,0,0,0,0,17,0,1,3,2,1,0,,0.0,0.0,2.9,50.0
安武三咲樹,GSS東京サンビームズ,13,34,13,8,1,0,12.5,12.5,0,0,0,0,29,1,0,5,0,0,0,,0.08,0.0,7.8,
宮島裕奈,PFUブルーキャッツ,6,34,38,1,1,0,100.0,100.0,0,0,0,0,25,0,2,13,21,13,0,,0.03,0.0,11.0,61.9
宮川紗麻亜,GSS東京サンビームズ,2,34,63,860,266,68,30.9,23.0,60,10,12,22,192,8,6,56,264,164,0,16.7,4.22,0.35,10.7,62.1
家志奈々江,柏エンゼルクロス,17,34,21,108,38,10,35.2,25.9,0,0,0,10,51,1,2,16,1,0,0,,1.81,0.48,8.8,0.0
富永真美,埼玉上尾メディックス,15,34,23,59,21,1,35.6,33.9,0,0,0,0,12,0,4,1,0,0,0,,0.91,0.0,-6.2,
寺沢美香,三洋電機レッドソア,9,34,65,240,79,26,32.9,22.1,1,1,0,50,281,28,14,83,10,7,0,100.0,1.22,0.77,16.1,70.0
小原真美,大野石油広島オイラーズ,7,34,68,424,170,16,40.1,36.3,1,0,0,42,239,13,11,87,3,2,0,0.0,2.5,0.62,13.4,66.7
小受加代子,大野石油広島オイラーズ,2,34,68,717,237,45,33.1,26.8,6,0,0,16,274,26,41,90,368,276,0,0.0,3.49,0.24,14.0,75.0
小坂恵里,三洋電機レッドソア,7,34,3,0,0,0,,,0,0,0,0,1,0,0,0,2,2,0,,0.0,0.0,0.0,100.0
小島愛実,KUROBEアクアフェアリーズ,14,28,1,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
山下みなみ,GSS東京サンビームズ,12,31,21,56,17,2,30.4,26.8,1,0,0,2,33,1,1,8,3,2,0,0.0,0.81,0.1,8.3,66.7
山下麻衣,フォレストリーヴズ熊本,5,34,10,0,0,0,,,0,0,0,0,12,1,0,3,1,0,0,,0.0,0.0,14.6,0.0
山口有香,フォレストリーヴズ熊本,10,34,7,2,2,0,100.0,100.0,0,0,0,1,4,0,0,1,0,0,0,,0.29,0.14,6.2,
山城未沙,柏エンゼルクロス,10,34,58,559,165,37,29.5,22.9,1,0,1,21,199,4,11,57,270,165,0,0.0,2.84,0.36,7.8,61.1
山田友香,三洋電機レッドソア,5,17,1,7,1,0,14.3,14.3,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
岡夏美,四国Eighty8Queen,11,34,25,1,0,0,0.0,0.0,0,0,0,0,28,0,5,5,0,0,0,,0.0,0.0,0.0,
岡村貴衣,柏エンゼルクロス,3,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本理恵,健祥会レッドハーツ,4,34,54,71,19,4,26.8,21.1,0,0,0,3,54,1,4,14,307,180,0,,0.35,0.06,6.5,58.6
岳衡,柏エンゼルクロス,6,17,40,361,141,17,39.1,34.3,3,1,1,13,58,1,2,9,1,0,0,33.3,3.52,0.32,4.7,0.0
嶽稔美,PFUブルーキャッツ,18,13,2,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
川上真央,PFUブルーキャッツ,15,32,28,104,34,10,32.7,23.1,1,0,0,2,72,3,8,27,14,5,0,0.0,1.21,0.07,10.8,35.7
川村彩菜,埼玉上尾メディックス,8,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平安座あきな,埼玉上尾メディックス,10,34,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平山麻里,四国Eighty8Queen,9,34,47,144,55,9,38.2,31.9,0,0,0,11,88,3,6,30,23,12,0,,1.17,0.23,10.2,52.2
張紫音,KUROBEアクアフェアリーズ,6,34,67,393,160,20,40.7,35.6,0,0,0,55,207,23,30,73,13,9,0,,2.39,0.82,16.3,69.2
彦坂香奈,四国Eighty8Queen,5,34,36,1,1,0,100.0,100.0,0,0,0,0,58,2,5,15,0,0,0,,0.03,0.0,7.8,
播磨春香,KUROBEアクアフェアリーズ,8,34,39,2,0,0,0.0,0.0,0,0,0,0,43,3,1,9,1,0,0,,0.0,0.0,11.6,0.0
新城友美,三洋電機レッドソア,17,32,2,2,1,1,50.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.5,0.0,0.0,
星亜矢子,三洋電機レッドソア,12,34,15,11,5,1,45.5,36.4,0,0,0,2,39,1,1,13,0,0,0,,0.33,0.13,10.3,
星野由佳里,GSS東京サンビームズ,11,34,36,60,14,5,23.3,15.0,3,0,2,0,23,1,3,3,61,36,0,0.0,0.39,0.0,4.3,59.0
春川裕美,大野石油広島オイラーズ,8,34,68,428,168,14,39.3,36.0,4,1,1,28,209,13,11,52,6,3,0,25.0,2.47,0.41,11.1,50.0
時長真菜,PFUブルーキャッツ,4,34,32,12,0,1,0.0,-8.3,0,0,0,0,33,2,1,11,5,2,0,,0.0,0.0,13.6,40.0
木村亜沙美,フォレストリーヴズ熊本,4,34,65,776,272,33,35.1,30.8,0,0,0,21,163,6,17,35,1,1,0,,4.18,0.32,6.4,100.0
木村有希,三洋電機レッドソア,1,34,57,403,167,14,41.4,38.0,1,0,1,15,210,5,10,71,318,188,0,0.0,2.93,0.26,9.6,59.1
木村雅世,四国Eighty8Queen,6,34,19,15,4,2,26.7,13.3,0,0,0,9,27,1,2,11,1,1,0,,0.21,0.47,12.0,100.0
村上秀子,柏エンゼルクロス,7,34,24,123,42,12,34.1,24.4,0,0,0,1,57,1,4,7,100,64,0,,1.75,0.04,3.1,64.0
村上菜央,KUROBEアクアフェアリーズ,11,34,67,536,211,42,39.4,31.5,38,17,8,40,168,7,16,42,83,52,0,44.7,3.15,0.6,8.0,62.7
村木満由子,GSS東京サンビームズ,7,34,63,0,0,0,,,0,0,0,0,0,0,0,0,498,343,0,,0.0,0.0,,68.9
松井友美,大野石油広島オイラーズ,6,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本茜,大野石油広島オイラーズ,14,34,2,3,2,0,66.7,66.7,0,0,0,0,3,0,0,1,5,4,0,,1.0,0.0,8.3,80.0
松村美奈,フォレストリーヴズ熊本,9,34,65,406,107,31,26.4,18.7,0,0,0,6,214,6,7,74,505,263,0,,1.65,0.09,10.6,52.1
松永真果,PFUブルーキャッツ,2,32,8,9,2,1,22.2,11.1,0,0,0,2,19,1,1,9,0,0,0,,0.25,0.25,15.8,
松田亜也,四国Eighty8Queen,12,34,24,0,0,0,,,0,0,0,0,0,0,0,0,186,116,0,,0.0,0.0,,62.4
松田直子,健祥会レッドハーツ,11,25,4,0,0,0,,,0,0,0,0,6,0,0,2,2,2,0,,0.0,0.0,8.3,100.0
松野由香,三洋電機レッドソア,16,12,5,0,0,0,,,0,0,0,0,7,1,0,5,0,0,0,,0.0,0.0,32.1,
林蓉子,三洋電機レッドソア,14,34,65,0,0,0,,,0,0,0,0,0,0,0,0,373,265,0,,0.0,0.0,,71.0
桐井海千子,GSS東京サンビームズ,4,34,60,50,18,2,36.0,32.0,1,0,0,6,226,8,5,68,1,0,0,0.0,0.3,0.1,10.5,0.0
桑実磨里,大野石油広島オイラーズ,1,34,68,68,25,0,36.8,36.8,3,1,0,14,238,4,1,63,3,0,0,33.3,0.37,0.21,8.2,0.0
梅野早也佳,フォレストリーヴズ熊本,7,34,28,155,39,17,25.2,14.2,0,0,0,3,63,3,7,19,7,5,0,,1.39,0.11,9.5,71.4
森田亜衣,大野石油広島オイラーズ,9,34,63,381,150,23,39.4,33.3,3,2,0,8,213,7,11,75,348,218,0,66.7,2.38,0.13,10.8,62.6
槌谷優,三洋電機レッドソア,11,34,39,349,107,21,30.7,24.6,1,0,0,1,154,5,7,51,216,149,0,0.0,2.74,0.03,10.4,69.0
横江千秋,三洋電機レッドソア,15,34,7,0,0,0,,,0,0,0,0,3,0,2,1,5,5,0,,0.0,0.0,-8.3,100.0
橋爪夢乃,柏エンゼルクロス,8,34,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
水口友見,柏エンゼルクロス,1,34,62,58,16,1,27.6,25.9,0,0,0,3,239,15,12,71,1,0,0,,0.26,0.05,12.4,0.0
池田歩美,PFUブルーキャッツ,10,34,66,0,0,0,,,0,0,0,0,0,0,0,0,295,214,0,,0.0,0.0,,72.5
浦辺真希,四国Eighty8Queen,2,34,65,561,185,49,33.0,24.2,10,0,1,16,248,17,21,105,297,221,0,0.0,2.85,0.25,15.3,74.4
海老原めぐみ,大野石油広島オイラーズ,4,34,61,612,189,27,30.9,26.5,7,1,1,13,188,8,10,43,99,49,0,14.3,3.1,0.21,8.6,49.5
清水亜寿里,PFUブルーキャッツ,14,34,66,519,176,27,33.9,28.7,3,1,1,36,219,5,13,53,288,189,0,33.3,2.67,0.55,6.8,65.6
清水智子,GSS東京サンビームズ,6,34,63,359,127,27,35.4,27.9,1,0,0,19,205,10,15,51,55,29,0,0.0,2.02,0.3,9.3,52.7
瀧本鈴絵,大野石油広島オイラーズ,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
熊谷更紗,KUROBEアクアフェアリーズ,12,34,67,0,0,0,,,0,0,0,0,0,0,0,0,484,352,0,,0.0,0.0,,72.7
田中三奈未,KUROBEアクアフェアリーズ,2,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中弓貴,KUROBEアクアフェアリーズ,7,34,64,437,144,37,33.0,24.5,0,0,0,2,226,12,31,52,377,276,0,,2.25,0.03,7.6,73.2
田巻由貴子,健祥会レッドハーツ,7,34,67,295,95,11,32.2,28.5,0,0,0,21,227,7,13,71,10,4,0,,1.42,0.31,9.5,40.0
田辺由美,埼玉上尾メディックス,17,31,14,27,12,2,44.4,37.0,0,0,0,0,21,2,0,6,53,37,0,,0.86,0.0,16.7,69.8
田部井千夏,柏エンゼルクロス,2,34,62,0,0,0,,,0,0,0,0,0,0,0,0,534,363,0,,0.0,0.0,,68.0
畑中宏美,三洋電機レッドソア,4,34,51,397,131,31,33.0,25.2,0,0,0,14,161,3,12,61,328,216,0,,2.57,0.27,9.5,65.9
白田博子,埼玉上尾メディックス,3,34,64,251,86,20,34.3,26.3,0,0,0,8,208,6,15,51,443,282,0,,1.34,0.12,7.2,63.7
皆川恵里,柏エンゼルクロス,4,34,45,0,0,0,,,0,0,0,0,75,6,3,21,0,0,0,,0.0,0.0,14.0,
福原智美,健祥会レッドハーツ,14,34,3,6,2,1,33.3,16.7,0,0,0,1,3,0,0,2,0,0,0,,0.67,0.33,16.7,
福田みつ子,埼玉上尾メディックス,11,34,65,481,199,16,41.4,38.0,1,0,0,62,251,17,36,63,3,1,0,0.0,3.06,0.95,9.5,33.3
福田優,フォレストリーヴズ熊本,3,34,63,411,93,13,22.6,19.5,0,0,0,7,174,2,2,30,388,276,0,,1.48,0.11,5.2,71.1
稲増優季恵,柏エンゼルクロス,9,34,56,0,0,0,,,0,0,0,0,83,2,3,24,54,33,0,,0.0,0.0,8.7,61.1
竹村由紀子,GSS東京サンビームズ,1,34,60,276,86,21,31.2,23.6,15,1,2,4,168,7,9,45,190,121,0,6.7,1.43,0.07,9.5,63.7
笠松真梨奈,四国Eighty8Queen,8,34,68,510,223,36,43.7,36.7,0,0,0,10,213,13,11,73,83,42,0,,3.28,0.15,13.4,50.6
緒方麻美,埼玉上尾メディックス,2,34,65,40,19,0,47.5,47.5,0,0,0,6,275,18,29,90,1,0,0,,0.29,0.09,12.1,0.0
色摩知巳,KUROBEアクアフェアリーズ,5,34,43,248,83,21,33.5,25.0,0,0,0,6,115,5,6,26,107,61,0,,1.93,0.14,8.7,57.0
荒瀬ひかる,大野石油広島オイラーズ,18,34,39,0,0,0,,,0,0,0,0,48,0,2,12,33,20,0,,0.0,0.0,5.2,60.6
菊地めぐみ,GSS東京サンビームズ,16,13,1,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,,1.0,0.0,0.0,
萩生田弘美,健祥会レッドハーツ,6,34,63,47,22,2,46.8,42.6,0,0,0,7,210,8,15,54,2,1,0,,0.35,0.11,8.5,50.0
葛原良子,柏エンゼルクロス,13,34,13,66,17,3,25.8,21.2,0,0,0,2,34,1,3,6,2,0,0,,1.31,0.15,5.1,0.0
蓮沼聡子,GSS東京サンビームズ,3,34,59,752,207,44,27.5,21.7,10,1,2,9,215,8,14,67,242,139,0,10.0,3.51,0.15,9.9,57.4
谷口由美恵,健祥会レッドハーツ,1,34,67,648,239,51,36.9,29.0,2,1,0,34,243,15,25,84,185,134,0,50.0,3.57,0.51,12.2,72.4
足立史織,PFUブルーキャッツ,8,34,20,25,12,3,48.0,36.0,0,0,0,2,31,2,7,9,32,22,0,,0.6,0.1,8.1,68.8
酒井優希,健祥会レッドハーツ,13,34,41,1,1,0,100.0,100.0,0,0,0,0,7,0,1,2,332,157,0,,0.02,0.0,3.6,47.3
酒井沙織,GSS東京サンビームズ,10,19,1,0,0,0,,,0,0,0,0,1,0,0,0,2,1,0,,0.0,0.0,0.0,50.0
重光啓代,大野石油広島オイラーズ,22,31,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木未来,PFUブルーキャッツ,13,34,49,200,81,12,40.5,34.5,1,0,0,14,135,3,18,31,0,0,0,0.0,1.65,0.29,4.6,
長谷川理加,GSS東京サンビームズ,5,29,6,0,0,0,,,0,0,0,0,2,0,1,0,1,1,0,,0.0,0.0,-12.5,100.0
長野友紀,健祥会レッドハーツ,12,34,66,599,215,50,35.9,27.5,1,0,0,20,239,10,7,71,267,164,0,0.0,3.26,0.3,10.9,61.4
関根和子,埼玉上尾メディックス,5,34,63,272,80,10,29.4,25.7,0,0,0,3,185,1,8,40,276,161,0,,1.27,0.05,4.9,58.3
関舞,埼玉上尾メディックス,16,34,65,0,0,0,,,0,0,0,0,0,0,0,0,383,287,0,,0.0,0.0,,74.9
阪根範栄,大野石油広島オイラーズ,11,34,68,0,0,0,,,0,0,0,0,0,0,0,0,407,306,0,,0.0,0.0,,75.2
餅田千佳,PFUブルーキャッツ,1,34,67,661,293,42,44.3,38.0,23,4,2,20,231,11,16,75,452,318,0,17.4,4.37,0.3,11.1,70.4
馬場雅子,柏エンゼルクロス,5,34,47,262,94,9,35.9,32.4,1,1,0,11,100,1,2,27,94,57,0,100.0,2.0,0.23,7.2,60.6
高崎由佳梨,KUROBEアクアフェアリーズ,10,34,64,369,148,19,40.1,35.0,0,0,0,36,242,8,9,61,13,7,0,,2.31,0.56,8.7,53.8
高橋めぐみ,健祥会レッドハーツ,10,34,67,455,176,22,38.7,33.8,0,0,0,49,202,14,14,63,15,5,0,,2.63,0.73,13.0,33.3
高橋菜穂子,四国Eighty8Queen,14,34,64,603,197,28,32.7,28.0,23,3,1,40,196,11,11,56,345,217,0,13.0,3.08,0.62,11.4,62.9
黄秀京,GSS東京サンビームズ,8,34,56,241,72,13,29.9,24.5,4,1,1,29,149,7,12,44,11,6,0,25.0,1.29,0.52,10.1,54.5
黒川朝加,三洋電機レッドソア,13,34,48,30,16,0,53.3,53.3,0,0,0,1,150,5,5,41,3,0,0,,0.33,0.02,9.3,0.0
齊木美香,埼玉上尾メディックス,6,34,19,2,0,0,0.0,0.0,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
