名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
マンブルアルタグラシア,2009-01,埼玉上尾メディックス,4,7,25,273,138,21,50.5,42.9,47,19,5,15,88,5,15,19,10,3,0,40.4,5.52,0.6,6.8,30.0
マンブルアルタグラシア,2009-02,埼玉上尾メディックス,4,12,23,299,140,24,46.8,38.8,74,31,12,8,86,4,16,28,3,3,0,41.9,6.09,0.35,8.1,100.0
マンブルアルタグラシア,2009-03,埼玉上尾メディックス,4,15,17,215,107,16,49.8,42.3,60,30,7,12,81,14,9,25,0,0,0,50.0,6.29,0.71,22.2,
三崎栄子,2009-01,健祥会レッドハーツ,5,7,24,1,1,0,100.0,100.0,0,0,0,0,47,4,0,12,0,0,0,,0.04,0.0,14.9,
三崎栄子,2009-02,健祥会レッドハーツ,5,12,19,0,0,0,,,0,0,0,0,24,0,0,10,0,0,0,,0.0,0.0,10.4,
三崎栄子,2009-03,健祥会レッドハーツ,5,15,16,0,0,0,,,0,0,0,0,37,2,0,11,0,0,0,,0.0,0.0,12.8,
上岡奈々瀬,2009-01,フォレストリーヴズ熊本,1,7,7,14,4,0,28.6,28.6,0,0,0,3,7,0,1,2,0,0,0,,0.57,0.43,3.6,
上岡奈々瀬,2009-02,フォレストリーヴズ熊本,1,12,3,9,2,0,22.2,22.2,0,0,0,0,4,1,0,0,0,0,0,,0.67,0.0,25.0,
上岡奈々瀬,2009-03,フォレストリーヴズ熊本,1,15,6,9,0,0,0.0,0.0,0,0,0,1,6,0,0,1,1,1,0,,0.0,0.17,4.2,100.0
上田美子,2009-01,大野石油広島オイラーズ,3,7,11,72,16,7,22.2,12.5,0,0,0,5,28,0,4,9,26,13,0,,1.45,0.45,4.5,50.0
上田美子,2009-02,大野石油広島オイラーズ,3,12,4,19,6,4,31.6,10.5,0,0,0,1,8,0,1,1,8,5,0,,1.5,0.25,0.0,62.5
上田美子,2009-03,大野石油広島オイラーズ,3,15,15,85,22,5,25.9,20.0,0,0,0,4,33,2,5,6,51,29,0,,1.47,0.27,6.8,56.9
中尾巴美,2009-01,埼玉上尾メディックス,7,7,25,153,70,8,45.8,40.5,0,0,0,18,106,5,8,27,8,5,0,,2.8,0.72,9.2,62.5
中尾巴美,2009-02,埼玉上尾メディックス,7,12,23,128,60,11,46.9,38.3,0,0,0,13,91,4,5,22,2,0,0,,2.61,0.57,9.1,0.0
中尾巴美,2009-03,埼玉上尾メディックス,7,15,17,83,35,5,42.2,36.1,0,0,0,7,61,2,2,12,0,0,0,,2.06,0.41,7.4,
中野清香,2009-01,三洋電機レッドソア,8,7,25,319,118,12,37.0,33.2,32,5,4,8,79,3,8,25,6,2,0,15.6,4.72,0.32,9.2,33.3
中野清香,2009-02,三洋電機レッドソア,8,12,24,296,102,15,34.5,29.4,9,3,2,7,82,5,3,28,2,0,0,33.3,4.25,0.29,13.7,0.0
