月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,埼玉アザレア,2,,加藤克貴,14,4,4,4,1,1,68,27,7,39.7,29.4,1.9,3,2,1,66.7,1,0.1,54,0,2,10,3.7,87,32,28,52.9
12,埼玉アザレア,2,,加藤克貴,23,6,5,5,3,2,94,33,9,35.1,25.5,1.4,7,4,2,57.1,3,0.1,81,1,4,16,4.9,153,93,39,73.5
01,埼玉アザレア,2,,加藤克貴,7,1,1,1,0,0,14,10,1,71.4,64.3,1.4,2,2,0,100.0,2,0.3,18,0,1,5,5.6,13,4,4,46.2
02,埼玉アザレア,2,,加藤克貴,31,8,8,8,5,2,137,58,15,42.3,31.4,1.9,13,4,4,30.8,5,0.2,123,1,5,39,7.7,237,97,62,54.0
