大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,兵庫デルフィーノ,2,8,50,15,9,30.0,8,2,2,25.0,1.88,3,0.38,26,1,0,8,9,4.8,17,5,6,47.1,15,3,1,19
レギュラーラウンド,兵庫デルフィーノ,2,8,50,15,9,30.0,8,2,2,25.0,1.88,3,0.38,26,1,0,8,9,4.8,17,5,6,47.1,15,3,1,19
Ｖ・チャレンジリーグⅡ男子 2016/17,兵庫デルフィーノ,11,38,293,111,29,37.9,34,11,7,32.4,2.92,20,0.53,133,3,2,21,36,10.2,78,38,0,48.7,111,20,5,136
レギュラーラウンド,兵庫デルフィーノ,11,38,293,111,29,37.9,34,11,7,32.4,2.92,20,0.53,133,3,2,21,36,10.2,78,38,0,48.7,111,20,5,136
Ｖ・プレミアリーグ男子 2013/14,JTサンダーズ,28,51,66,20,5,30.3,0,0,0,-,0.39,5,0.10,79,0,1,13,19,7.0,196,125,0,63.8,20,5,1,26
レギュラーラウンド,JTサンダーズ,24,43,53,17,4,32.1,0,0,0,-,0.40,5,0.12,68,0,1,11,15,6.7,172,109,0,63.4,17,5,1,23
セミファイナルラウンド,JTサンダーズ,3,6,13,3,1,23.1,0,0,0,-,0.50,0,-,9,0,0,1,4,11.1,19,12,0,63.2,3,0,0,3
ファイナルラウンド,JTサンダーズ,1,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,1,0,0.0,5,4,0,80.0,0,0,0,0
Ｖ・プレミアリーグ男子 2012/13,JTサンダーズ,28,78,279,103,19,36.9,10,3,0,30.0,1.32,15,0.19,268,1,3,15,101,10.7,642,410,0,63.9,103,15,4,122
レギュラーラウンド,JTサンダーズ,28,78,279,103,19,36.9,10,3,0,30.0,1.32,15,0.19,268,1,3,15,101,10.7,642,410,0,63.9,103,15,4,122
Ｖ・プレミアリーグ男子 2011/12,JTサンダーズ,19,58,137,49,9,35.8,8,1,2,12.5,0.84,9,0.16,101,0,2,12,23,7.3,304,210,0,69.1,49,9,2,60
レギュラーラウンド,JTサンダーズ,19,58,137,49,9,35.8,8,1,2,12.5,0.84,9,0.16,101,0,2,12,23,7.3,304,210,0,69.1,49,9,2,60
チャレンジマッチ男子2011/12,JTサンダーズ,2,2,2,1,1,50.0,0,0,0,-,0.50,1,0.50,7,0,0,0,3,10.7,12,8,0,66.7,1,1,0,2
チャレンジマッチ,JTサンダーズ,2,2,2,1,1,50.0,0,0,0,-,0.50,1,0.50,7,0,0,0,3,10.7,12,8,0,66.7,1,1,0,2
Ｖ・プレミアリーグ男子 2010/11,JTサンダーズ,22,82,328,143,28,43.6,51,20,7,39.2,1.74,22,0.27,310,2,6,29,86,9.1,822,544,0,66.2,143,22,8,173
レギュラーラウンド,JTサンダーズ,22,82,328,143,28,43.6,51,20,7,39.2,1.74,22,0.27,310,2,6,29,86,9.1,822,544,0,66.2,143,22,8,173
サマーリーグ男子 2010,,3,9,46,29,1,63.0,9,6,0,66.7,3.22,0,-,32,0,0,5,10,7.8,81,57,0,70.4,29,0,0,29
サマーリーグ,,3,9,46,29,1,63.0,9,6,0,66.7,3.22,0,-,32,0,0,5,10,7.8,81,57,0,70.4,29,0,0,29
Ｖ・プレミアリーグ男子 2009/10,JTサンダーズ,26,88,419,183,35,43.7,111,47,8,42.3,2.08,23,0.26,320,11,4,35,89,11.4,698,501,0,71.8,183,23,15,221
レギュラーラウンド,JTサンダーズ,26,88,419,183,35,43.7,111,47,8,42.3,2.08,23,0.26,320,11,4,35,89,11.4,698,501,0,71.8,183,23,15,221
Ｖ・プレミアリーグ男子 2008/09,JTサンダーズ,52,60,48,24,6,50.0,8,0,4,0.0,0.40,4,0.07,82,0,0,24,12,3.7,50,24,0,48.0,24,4,0,28
レギュラーラウンド,JTサンダーズ,26,60,48,24,6,50.0,8,0,4,0.0,0.40,4,0.07,82,0,0,24,12,3.7,50,24,0,48.0,24,4,0,28
Ｖ・プレミアリーグ男子 2007/08,大分三好ヴァイセアドラー,17,56,243,110,13,45.3,44,17,4,38.6,1.96,7,0.12,184,2,5,34,46,9.5,260,154,0,59.2,110,7,7,124
レギュラーラウンド,大分三好ヴァイセアドラー,17,56,243,110,13,45.3,44,17,4,38.6,1.96,7,0.12,184,2,5,34,46,9.5,260,154,0,59.2,110,7,7,124
レギュラーシーズン通算,,201,511,1850,755,152,40.8,274,101,34,36.9,1.48,108,0.21,1492,20,23,189,417,6.7,3043,1995,6,65.7,755,108,43,906
通算,,210,530,1911,788,155,41.2,283,107,34,37.8,1.49,109,0.21,1542,20,23,196,434,6.6,3160,2076,6,65.8,788,109,43,940
