大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,兵庫デルフィーノ,17,58,186,73,12,39.2,1,0,0,0.0,1.26,31,0.53,125,0,3,10,31,6.6,18,8,3,52.8,73,31,3,107
レギュラーラウンド,兵庫デルフィーノ,17,58,186,73,12,39.2,1,0,0,0.0,1.26,31,0.53,125,0,3,10,31,6.6,18,8,3,52.8,73,31,3,107
V.LEAGUE DIVISION3 MEN 2018-19,兵庫デルフィーノ,20,65,263,112,14,42.6,0,0,0,-,1.72,34,0.52,181,0,4,16,38,5.2,6,1,3,41.7,112,34,4,150
レギュラーラウンド,兵庫デルフィーノ,20,65,263,112,14,42.6,0,0,0,-,1.72,34,0.52,181,0,4,16,38,5.2,6,1,3,41.7,112,34,4,150
Ｖ・チャレンジリーグⅡ男子 2017/18,兵庫デルフィーノ,18,68,248,130,16,52.4,0,0,0,-,1.91,46,0.68,173,1,1,25,35,2.6,4,0,3,37.5,130,46,2,178
レギュラーラウンド,兵庫デルフィーノ,18,68,248,130,16,52.4,0,0,0,-,1.91,46,0.68,173,1,1,25,35,2.6,4,0,3,37.5,130,46,2,178
Ｖ・チャレンジリーグⅡ男子 2016/17,兵庫デルフィーノ,19,78,283,127,14,44.9,0,0,0,-,1.63,49,0.63,290,1,8,16,101,11.3,5,4,0,80.0,127,49,9,185
レギュラーラウンド,兵庫デルフィーノ,19,78,283,127,14,44.9,0,0,0,-,1.63,49,0.63,290,1,8,16,101,11.3,5,4,0,80.0,127,49,9,185
Ｖ・チャレンジリーグⅡ男子 2015/16,兵庫デルフィーノ,10,21,42,13,1,31.0,0,0,0,-,0.62,6,0.29,45,0,0,2,21,11.7,1,1,0,100.0,13,6,0,19
レギュラーラウンド,兵庫デルフィーノ,10,21,42,13,1,31.0,0,0,0,-,0.62,6,0.29,45,0,0,2,21,11.7,1,1,0,100.0,13,6,0,19
レギュラーシーズン通算,,84,290,1022,455,57,44.5,1,0,0,0.0,1.57,166,0.57,814,2,16,69,226,7.0,34,14,9,54.4,455,166,18,639
通算,,84,290,1022,455,57,44.5,1,0,0,0.0,1.57,166,0.57,814,2,16,69,226,7.0,34,14,9,54.4,455,166,18,639
