大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,兵庫デルフィーノ,19,16,38,10,5,26.3,9,2,0,22.2,0.62,0,-,14,0,0,5,1,-7.1,6,2,1,41.7,10,0,0,10
レギュラーラウンド,兵庫デルフィーノ,19,16,38,10,5,26.3,9,2,0,22.2,0.62,0,-,14,0,0,5,1,-7.1,6,2,1,41.7,10,0,0,10
V.LEAGUE DIVISION3 MEN 2018-19,兵庫デルフィーノ,20,50,284,110,34,38.7,91,30,14,33.0,2.2,6,0.12,127,2,5,26,26,5.5,13,5,5,57.7,110,6,7,123
レギュラーラウンド,兵庫デルフィーノ,20,50,284,110,34,38.7,91,30,14,33.0,2.2,6,0.12,127,2,5,26,26,5.5,13,5,5,57.7,110,6,7,123
Ｖ・チャレンジリーグⅡ男子 2017/18,兵庫デルフィーノ,18,52,217,79,17,36.4,50,17,6,34.0,1.52,6,0.12,132,4,6,30,30,7.6,25,4,3,22.0,79,6,10,95
レギュラーラウンド,兵庫デルフィーノ,18,52,217,79,17,36.4,50,17,6,34.0,1.52,6,0.12,132,4,6,30,30,7.6,25,4,3,22.0,79,6,10,95
Ｖ・チャレンジリーグⅡ男子 2016/17,兵庫デルフィーノ,21,48,171,61,14,35.7,40,9,4,22.5,1.27,1,0.02,99,3,4,31,17,10.6,32,14,0,43.8,61,1,7,69
レギュラーラウンド,兵庫デルフィーノ,21,48,171,61,14,35.7,40,9,4,22.5,1.27,1,0.02,99,3,4,31,17,10.6,32,14,0,43.8,61,1,7,69
Ｖ・チャレンジリーグⅡ男子 2015/16,兵庫デルフィーノ,18,42,123,42,16,34.1,34,11,6,32.4,1.0,0,-,95,1,5,13,42,16.3,0,0,0,-,42,0,6,48
レギュラーラウンド,兵庫デルフィーノ,18,42,123,42,16,34.1,34,11,6,32.4,1.0,0,-,95,1,5,13,42,16.3,0,0,0,-,42,0,6,48
Ｖ・チャレンジリーグ男子 2014/15,兵庫デルフィーノ,21,41,175,73,17,41.7,41,11,6,26.8,1.78,4,0.10,101,4,7,22,25,15.7,0,0,0,-,73,4,11,88
レギュラーラウンド,兵庫デルフィーノ,21,41,175,73,17,41.7,41,11,6,26.8,1.78,4,0.10,101,4,7,22,25,15.7,0,0,0,-,73,4,11,88
Ｖ・チャレンジリーグ男子 2013/14,兵庫デルフィーノ,20,45,103,27,14,26.2,25,5,3,20.0,0.6,1,0.02,82,1,4,15,19,10.9,6,1,0,16.7,27,1,5,33
レギュラーラウンド,兵庫デルフィーノ,20,45,103,27,14,26.2,25,5,3,20.0,0.6,1,0.02,82,1,4,15,19,10.9,6,1,0,16.7,27,1,5,33
Ｖ・チャレンジリーグ男子 2012/13,兵庫デルフィーノ,20,38,107,38,13,35.5,29,9,8,31.0,1.0,0,-,88,3,2,22,30,13.7,5,2,0,40.0,38,0,5,43
レギュラーラウンド,兵庫デルフィーノ,20,38,107,38,13,35.5,29,9,8,31.0,1.0,0,-,88,3,2,22,30,13.7,5,2,0,40.0,38,0,5,43
Ｖ・チャレンジリーグ男子 2011/12,兵庫デルフィーノ,12,36,263,102,20,38.8,45,15,3,33.3,2.83,6,0.17,146,6,1,25,53,13.7,22,10,0,45.5,102,6,7,115
レギュラーラウンド,兵庫デルフィーノ,8,24,178,68,14,38.2,34,12,2,35.3,2.83,4,0.17,93,5,0,18,28,12.9,16,8,0,50.0,68,4,5,77
下位リーグ,兵庫デルフィーノ,4,12,85,34,6,40.0,11,3,1,27.3,2.83,2,0.17,53,1,1,7,25,15.2,6,2,0,33.3,34,2,2,38
Ｖ・チャレンジリーグ男子 2010/11,兵庫デルフィーノ,10,20,93,37,10,39.8,19,5,4,26.3,1.85,6,0.30,55,3,2,10,16,15.6,13,5,0,38.5,37,6,5,48
レギュラーラウンド,兵庫デルフィーノ,10,20,93,37,10,39.8,19,5,4,26.3,1.85,6,0.30,55,3,2,10,16,15.6,13,5,0,38.5,37,6,5,48
Ｖ・チャレンジリーグ男子 2009/10,兵庫デルフィーノ,14,40,215,74,23,34.4,90,26,16,28.9,1.85,8,0.20,105,1,5,20,36,13.3,1,0,0,0.0,74,8,6,88
レギュラーラウンド,兵庫デルフィーノ,10,26,98,28,12,28.6,41,12,7,29.3,1.08,4,0.15,51,0,2,12,14,10.0,1,0,0,0.0,28,4,2,34
下位リーグ,兵庫デルフィーノ,4,14,117,46,11,39.3,49,14,9,28.6,3.29,4,0.29,54,1,3,8,22,16.5,0,0,0,-,46,4,4,54
レギュラーシーズン通算,,185,402,1587,573,166,36.1,413,123,60,29.8,1.43,32,0.08,937,26,37,204,248,7.9,117,41,9,38.9,573,32,63,668
通算,,193,428,1789,653,183,36.5,473,140,70,29.6,1.53,38,0.09,1044,28,41,219,295,8.4,123,43,9,38.6,653,38,69,760
