試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-25,長野GaRons,1,,酒井駿,3,■,■,■,nan,nan,21,14,1,66.7,61.9,4.67,4,2,1,50.0,1,0.33,10,0,0,3,7.5,24,12,6,62.5,,,,,,,,
2020-10-25,長野GaRons,2,,鰐川怜児,3,■,■,■,nan,nan,11,4,1,36.4,27.3,1.33,0,0,0,-,3,1.00,9,0,5,1,-11.1,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,3,L,三角尚久,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,4,,渡部勇人,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,5,,浅田潮,3,■,■,■,nan,nan,26,6,3,23.1,11.5,2.00,0,0,0,-,1,0.33,8,0,1,0,-3.1,6,1,2,33.3,,,,,,,,
2020-10-25,長野GaRons,6,,松下祐太,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,7,2,72.7,,,,,,,,
2020-10-25,長野GaRons,7,,石坂ハスナヌ,3,■,■,■,nan,nan,9,7,0,77.8,77.8,2.33,0,0,0,-,5,1.67,13,1,0,6,19.2,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,8,,笹岡凪斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,9,,高瀬太一,3,■,■,■,nan,nan,23,9,4,39.1,21.7,3.00,6,2,2,33.3,2,0.67,9,0,0,3,8.3,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,10,,柳生大成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,12,L,山田広大,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,9,1,73.1,,,,,,,,
2020-10-25,長野GaRons,14,,高井大輝,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,20,0,1,4,3.8,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,15,,曾根裕也,3,□,□,□,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,長野GaRons,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,93,42,9,45.2,35.5,14.00,10,4,3,40.0,12,4.00,73,1,7,18,5.1,54,29,11,63.9,102,35,9,34.3,7,2.33,3.6,61.4
