名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中道元貴,2016-02,警視庁フォートファイターズ,14,31,15,8,0,53.3,53.3,0,0,0,13,151,8,23,74,2,0,0,,0.26,0.42,13.7,0.0
丸山祥二,2015-11,つくばユナイテッドSunGAIA,4,8,11,5,3,45.5,18.2,0,0,0,3,18,1,5,4,3,1,0,,0.62,0.38,4.2,33.3
丸山祥二,2015-12,つくばユナイテッドSunGAIA,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸山祥二,2016-02,つくばユナイテッドSunGAIA,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸谷将大,2015-11,富士通カワサキレッドスピリッツ,15,4,0,0,0,,,0,0,0,0,7,1,1,1,0,0,0,,0.0,0.0,14.3,
丸谷将大,2015-12,富士通カワサキレッドスピリッツ,15,3,0,0,0,,,0,0,0,0,5,0,1,2,1,1,0,,0.0,0.0,5.0,100.0
丸谷将大,2016-01,富士通カワサキレッドスピリッツ,15,6,0,0,0,,,0,0,0,0,9,0,3,6,0,0,0,,0.0,0.0,8.3,
丸谷将大,2016-02,富士通カワサキレッドスピリッツ,15,22,0,0,0,,,0,0,0,0,27,1,8,8,0,0,0,,0.0,0.0,3.7,
久保田雅人,2015-11,大同特殊鋼レッドスター,3,18,144,61,16,42.4,31.2,17,7,4,3,71,2,11,25,151,99,0,41.2,3.39,0.17,7.7,65.6
久保田雅人,2015-12,大同特殊鋼レッドスター,3,16,118,53,14,44.9,33.1,6,2,2,3,45,0,6,10,114,70,0,33.3,3.31,0.19,2.2,61.4
久保田雅人,2016-01,大同特殊鋼レッドスター,3,15,117,54,17,46.2,31.6,14,5,3,2,48,1,15,9,89,51,0,35.7,3.6,0.13,-1.0,57.3
久保田雅人,2016-02,大同特殊鋼レッドスター,3,31,252,108,31,42.9,30.6,23,6,4,3,138,5,20,52,168,118,0,26.1,3.48,0.1,9.4,70.2
二宮弘樹,2015-11,トヨタ自動車サンホークス,14,13,62,26,6,41.9,32.3,0,0,0,3,41,1,2,12,36,17,0,,2.0,0.23,8.5,47.2
二宮弘樹,2015-12,トヨタ自動車サンホークス,14,2,3,2,1,66.7,33.3,0,0,0,0,3,0,0,1,1,1,0,,1.0,0.0,8.3,100.0
二宮弘樹,2016-01,トヨタ自動車サンホークス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
二宮弘樹,2016-02,トヨタ自動車サンホークス,14,9,38,20,4,52.6,42.1,0,0,0,2,30,1,0,12,11,4,0,,2.22,0.22,13.3,36.4
五十嵐元,2015-11,つくばユナイテッドSunGAIA,10,22,95,33,10,34.7,24.2,2,1,0,2,64,0,14,13,175,120,0,50.0,1.5,0.09,-0.4,68.6
五十嵐元,2015-12,つくばユナイテッドSunGAIA,10,10,36,13,2,36.1,30.6,0,0,0,3,23,1,4,4,67,58,0,,1.3,0.3,4.3,86.6
五十嵐元,2016-01,つくばユナイテッドSunGAIA,10,13,47,14,8,29.8,12.8,0,0,0,1,34,0,7,6,99,75,0,,1.08,0.08,-0.7,75.8
五十嵐元,2016-02,つくばユナイテッドSunGAIA,10,32,73,28,9,38.4,26.0,1,0,0,4,59,0,4,13,162,115,0,0.0,0.88,0.12,3.8,71.0
井口拓也,2015-12,大分三好ヴァイセアドラー,9,7,3,2,0,66.7,66.7,0,0,0,1,7,0,2,1,14,11,0,,0.29,0.14,-3.6,78.6
井口拓也,2016-01,大分三好ヴァイセアドラー,9,8,1,1,0,100.0,100.0,0,0,0,0,2,0,0,0,16,9,0,,0.12,0.0,0.0,56.2
井口拓也,2016-02,大分三好ヴァイセアドラー,9,7,0,0,0,,,0,0,0,0,4,0,0,2,1,0,0,,0.0,0.0,12.5,0.0
佐孝俊輔,2015-11,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐孝俊輔,2015-12,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐孝俊輔,2016-01,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐孝俊輔,2016-02,埼玉アザレア,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐宗純,2015-11,東京ヴェルディ,21,4,0,0,0,,,0,0,0,0,4,0,3,0,0,0,0,,0.0,0.0,-18.8,
佐宗純,2016-01,東京ヴェルディ,21,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐宗純,2016-02,東京ヴェルディ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤秀俊,2015-11,警視庁フォートファイターズ,17,21,0,0,0,,,0,0,0,0,35,1,4,7,0,0,0,,0.0,0.0,5.0,
佐藤秀俊,2015-12,警視庁フォートファイターズ,17,9,0,0,0,,,0,0,0,0,10,0,1,2,0,0,0,,0.0,0.0,2.5,
佐藤秀俊,2016-01,警視庁フォートファイターズ,17,11,0,0,0,,,0,0,0,0,15,1,2,8,0,0,0,,0.0,0.0,16.7,
佐藤秀俊,2016-02,警視庁フォートファイターズ,17,17,0,0,0,,,0,0,0,0,27,1,3,12,0,0,0,,0.0,0.0,12.0,
冨吉駿平,2015-11,警視庁フォートファイターズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨吉駿平,2015-12,警視庁フォートファイターズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨吉駿平,2016-01,警視庁フォートファイターズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨吉駿平,2016-02,警視庁フォートファイターズ,11,9,0,0,0,,,0,0,0,0,10,0,3,0,0,0,0,,0.0,0.0,-7.5,
冨永航一,2016-02,埼玉アザレア,24,3,1,0,0,0.0,0.0,0,0,0,0,4,0,1,0,4,2,0,,0.0,0.0,-6.2,50.0
切山雄樹,2016-01,埼玉アザレア,3,7,10,2,0,20.0,20.0,0,0,0,0,22,0,2,4,1,0,0,,0.29,0.0,2.3,0.0
切山雄樹,2016-02,埼玉アザレア,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤啓,2015-11,警視庁フォートファイターズ,4,22,67,29,3,43.3,38.8,0,0,0,17,75,0,3,14,3,2,0,,1.32,0.77,3.7,66.7
加藤啓,2015-12,警視庁フォートファイターズ,4,9,32,13,3,40.6,31.2,0,0,0,2,17,0,2,2,2,2,0,,1.44,0.22,0.0,100.0
加藤啓,2016-01,警視庁フォートファイターズ,4,15,37,16,3,43.2,35.1,1,0,0,5,29,3,1,11,1,0,0,0.0,1.07,0.33,19.0,0.0
加藤啓,2016-02,警視庁フォートファイターズ,4,31,80,38,5,47.5,41.2,0,0,0,17,65,0,8,15,0,0,0,,1.23,0.55,2.7,
南享,2015-11,つくばユナイテッドSunGAIA,23,13,31,11,4,35.5,22.6,4,0,1,0,23,0,6,3,12,5,0,0.0,0.85,0.0,-3.3,41.7
南享,2015-12,つくばユナイテッドSunGAIA,23,5,5,1,0,20.0,20.0,0,0,0,0,10,0,2,2,0,0,0,,0.2,0.0,0.0,
南享,2016-01,つくばユナイテッドSunGAIA,23,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
南享,2016-02,つくばユナイテッドSunGAIA,23,12,37,15,3,40.5,32.4,4,2,0,1,16,0,3,5,1,1,0,50.0,1.25,0.08,3.1,100.0
南佳孝,2015-12,埼玉アザレア,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
南佳孝,2016-02,埼玉アザレア,1,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
吉本貫秀,2015-11,トヨタ自動車サンホークス,10,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
吉本貫秀,2016-01,トヨタ自動車サンホークス,10,8,0,0,0,,,0,0,0,0,11,0,1,5,0,0,0,,0.0,0.0,9.1,
吉本貫秀,2016-02,トヨタ自動車サンホークス,10,12,0,0,0,,,0,0,0,0,16,0,3,5,0,0,0,,0.0,0.0,3.1,
坂口慧,2015-11,トヨタ自動車サンホークス,1,5,4,3,0,75.0,75.0,0,0,0,2,13,1,3,2,0,0,0,,0.6,0.4,5.8,
坂口慧,2015-12,トヨタ自動車サンホークス,1,6,1,1,0,100.0,100.0,0,0,0,0,8,0,1,2,0,0,0,,0.17,0.0,3.1,
坂口慧,2016-01,トヨタ自動車サンホークス,1,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
坂口慧,2016-02,トヨタ自動車サンホークス,1,4,0,0,0,,,0,0,0,0,6,1,3,0,0,0,0,,0.0,0.0,4.2,
坂本凱,2015-11,トヨタ自動車サンホークス,15,14,0,0,0,,,0,0,0,0,24,1,2,8,0,0,0,,0.0,0.0,10.4,
坂本凱,2016-01,トヨタ自動車サンホークス,15,5,0,0,0,,,0,0,0,0,7,1,0,3,0,0,0,,0.0,0.0,25.0,
坂本凱,2016-02,トヨタ自動車サンホークス,15,15,0,0,0,,,0,0,0,0,23,1,2,10,0,0,0,,0.0,0.0,13.0,
堀川真史,2015-11,埼玉アザレア,14,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,,0.0,0.0,-25.0,
堀川真史,2016-01,埼玉アザレア,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀川真史,2016-02,埼玉アザレア,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大下将,2015-11,東京ヴェルディ,18,25,53,22,4,41.5,34.0,1,0,0,15,57,1,1,16,2,1,0,0.0,0.88,0.6,8.3,50.0
大下将,2015-12,東京ヴェルディ,18,11,21,8,0,38.1,38.1,0,0,0,6,28,0,0,4,0,0,0,,0.73,0.55,3.6,
大下将,2016-01,東京ヴェルディ,18,13,21,8,1,38.1,33.3,0,0,0,5,29,0,0,11,0,0,0,,0.62,0.38,9.5,
大下将,2016-02,東京ヴェルディ,18,26,75,29,7,38.7,29.3,0,0,0,12,56,1,4,24,8,3,0,,1.12,0.46,10.7,37.5
大保亮太朗,2015-11,トヨタ自動車サンホークス,9,17,48,22,0,45.8,45.8,0,0,0,3,57,0,0,12,1,1,0,,1.29,0.18,5.3,100.0
大保亮太朗,2015-12,トヨタ自動車サンホークス,9,13,35,21,3,60.0,51.4,0,0,0,6,38,0,0,14,2,1,0,,1.62,0.46,9.2,50.0
大保亮太朗,2016-01,トヨタ自動車サンホークス,9,12,36,20,3,55.6,47.2,0,0,0,6,38,1,0,8,1,1,0,,1.67,0.5,7.9,100.0
大保亮太朗,2016-02,トヨタ自動車サンホークス,9,29,80,42,4,52.5,47.5,0,0,0,13,80,0,1,24,1,1,0,,1.45,0.45,7.2,100.0
大和田賢吾,2015-11,埼玉アザレア,9,9,29,10,0,34.5,34.5,0,0,0,3,19,0,2,4,0,0,0,,1.11,0.33,2.6,
大和田賢吾,2015-12,埼玉アザレア,9,7,13,3,2,23.1,7.7,0,0,0,4,22,1,4,9,4,4,0,,0.43,0.57,10.2,100.0
大和田賢吾,2016-01,埼玉アザレア,9,11,30,20,0,66.7,66.7,0,0,0,3,27,1,5,4,4,4,0,,1.82,0.27,2.8,100.0
大和田賢吾,2016-02,埼玉アザレア,9,1,1,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,,0.0,1.0,0.0,
大楽祥生,2015-11,埼玉アザレア,10,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
大楽祥生,2015-12,埼玉アザレア,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大楽祥生,2016-01,埼玉アザレア,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大楽祥生,2016-02,埼玉アザレア,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野充史,2015-11,埼玉アザレア,26,4,8,2,1,25.0,12.5,0,0,0,1,5,0,1,1,0,0,0,,0.5,0.25,0.0,
大野充史,2015-12,埼玉アザレア,26,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大野充史,2016-01,埼玉アザレア,26,1,6,2,1,33.3,16.7,0,0,0,1,4,1,0,2,2,2,0,,2.0,1.0,37.5,100.0
大野充史,2016-02,埼玉アザレア,26,4,8,1,2,12.5,-12.5,0,0,0,1,4,0,1,0,0,0,0,,0.25,0.25,-6.2,
奥田基嗣,2016-01,つくばユナイテッドSunGAIA,7,7,15,8,2,53.3,40.0,0,0,0,0,20,0,3,9,1,0,0,,1.14,0.0,7.5,0.0
奥田基嗣,2016-02,つくばユナイテッドSunGAIA,7,30,74,38,4,51.4,45.9,0,0,0,14,96,4,18,29,0,0,0,,1.27,0.47,7.0,
奥田晃,2015-11,東京ヴェルディ,11,8,4,1,0,25.0,25.0,1,0,0,3,28,0,0,0,1,0,0,0.0,0.12,0.38,0.0,0.0
奥田晃,2015-12,東京ヴェルディ,11,9,5,1,1,20.0,0.0,0,0,0,2,28,0,0,2,0,0,0,,0.11,0.22,1.8,
奥田晃,2016-01,東京ヴェルディ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田晃,2016-02,東京ヴェルディ,11,10,3,1,1,33.3,0.0,0,0,0,2,25,0,0,5,1,0,0,,0.1,0.2,5.0,0.0
宮下拓也,2015-12,つくばユナイテッドSunGAIA,2,7,52,21,2,40.4,36.5,33,13,2,3,38,6,4,14,0,0,0,39.4,3.0,0.43,22.4,
宮下拓也,2016-01,つくばユナイテッドSunGAIA,2,13,104,44,13,42.3,29.8,39,14,12,2,56,4,7,24,2,2,0,35.9,3.38,0.15,14.7,100.0
宮下拓也,2016-02,つくばユナイテッドSunGAIA,2,32,237,99,11,41.8,37.1,123,57,7,18,136,7,23,51,7,4,0,46.3,3.09,0.56,10.3,57.1
宮内健嗣,2015-11,つくばユナイテッドSunGAIA,25,22,93,47,9,50.5,40.9,0,0,0,12,67,0,8,12,1,1,0,,2.14,0.55,1.5,100.0
宮内健嗣,2015-12,つくばユナイテッドSunGAIA,25,10,45,18,2,40.0,35.6,1,1,0,5,27,1,4,6,0,0,0,100.0,1.8,0.5,5.6,
宮内健嗣,2016-01,つくばユナイテッドSunGAIA,25,11,36,16,5,44.4,30.6,0,0,0,7,26,1,3,4,1,0,0,,1.45,0.64,4.8,0.0
宮内健嗣,2016-02,つくばユナイテッドSunGAIA,25,14,34,21,0,61.8,61.8,1,0,0,6,31,1,6,3,2,1,0,0.0,1.5,0.43,0.8,50.0
宮原博明,2015-11,大同特殊鋼レッドスター,19,5,0,0,0,,,0,0,0,0,6,0,3,3,0,0,0,,0.0,0.0,0.0,
宮原博明,2015-12,大同特殊鋼レッドスター,19,6,0,0,0,,,0,0,0,0,6,0,2,0,0,0,0,,0.0,0.0,-8.3,
宮原博明,2016-01,大同特殊鋼レッドスター,19,9,20,15,2,75.0,65.0,4,2,1,0,21,2,3,4,22,10,0,50.0,1.67,0.0,10.7,45.5
宮原博明,2016-02,大同特殊鋼レッドスター,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮田淳司,2015-11,トヨタ自動車サンホークス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮田淳司,2015-12,トヨタ自動車サンホークス,12,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
宮田淳司,2016-01,トヨタ自動車サンホークス,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
宮田淳司,2016-02,トヨタ自動車サンホークス,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
宮田航輔,2015-11,東京ヴェルディ,4,7,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,,0.0,0.0,0.0,
宮田航輔,2015-12,東京ヴェルディ,4,3,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,,0.0,0.0,0.0,
宮田航輔,2016-01,東京ヴェルディ,4,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
宮田航輔,2016-02,東京ヴェルディ,4,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小川功太,2015-11,警視庁フォートファイターズ,12,20,130,62,12,47.7,38.5,5,2,1,7,46,3,9,14,119,74,0,40.0,3.1,0.35,9.2,62.2
小川功太,2015-12,警視庁フォートファイターズ,12,8,61,28,5,45.9,37.7,8,4,1,3,20,0,1,3,43,26,0,50.0,3.5,0.38,2.5,60.5
小川功太,2016-01,警視庁フォートファイターズ,12,15,106,52,8,49.1,41.5,10,5,0,4,37,0,10,15,99,55,0,50.0,3.47,0.27,3.4,55.6
小川功太,2016-02,警視庁フォートファイターズ,12,29,239,117,15,49.0,42.7,29,15,4,3,95,1,16,28,181,116,0,51.7,4.03,0.1,4.2,64.1
小川直紀,2015-11,富士通カワサキレッドスピリッツ,18,5,0,0,0,,,0,0,0,0,4,0,1,0,4,3,0,,0.0,0.0,-6.2,75.0
小川直紀,2015-12,富士通カワサキレッドスピリッツ,18,2,0,0,0,,,0,0,0,0,1,0,0,0,2,2,0,,0.0,0.0,0.0,100.0
小川直紀,2016-01,富士通カワサキレッドスピリッツ,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
小川直紀,2016-02,富士通カワサキレッドスピリッツ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小針幸,2016-01,つくばユナイテッドSunGAIA,9,2,3,1,1,33.3,0.0,0,0,0,0,2,0,1,0,0,0,0,,0.5,0.0,-12.5,
小針幸,2016-02,つくばユナイテッドSunGAIA,9,6,35,15,1,42.9,40.0,3,1,0,3,23,2,3,3,49,33,0,33.3,2.5,0.5,8.7,67.3
山下秀人,2015-11,大同特殊鋼レッドスター,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下秀人,2015-12,大同特殊鋼レッドスター,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山下秀人,2016-01,大同特殊鋼レッドスター,18,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
山下秀人,2016-02,大同特殊鋼レッドスター,18,11,0,0,0,,,0,0,0,0,0,0,0,0,73,46,0,,0.0,0.0,,63.0
山川賢祐,2015-11,つくばユナイテッドSunGAIA,20,5,1,0,0,0.0,0.0,1,0,0,0,6,0,1,3,0,0,0,0.0,0.0,0.0,8.3,
山川賢祐,2015-12,つくばユナイテッドSunGAIA,20,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
山川賢祐,2016-01,つくばユナイテッドSunGAIA,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山川賢祐,2016-02,つくばユナイテッドSunGAIA,20,7,0,0,0,,,0,0,0,0,8,0,0,2,0,0,0,,0.0,0.0,6.2,
岡村義郎,2015-11,富士通カワサキレッドスピリッツ,10,14,48,27,4,56.2,47.9,0,0,0,6,41,0,1,6,1,1,0,,1.93,0.43,3.0,100.0
岡村義郎,2015-12,富士通カワサキレッドスピリッツ,10,12,39,24,2,61.5,56.4,0,0,0,13,36,1,2,7,0,0,0,,2.0,1.08,6.2,
岡村義郎,2016-01,富士通カワサキレッドスピリッツ,10,12,38,21,2,55.3,50.0,0,0,0,8,22,0,3,6,0,0,0,,1.75,0.67,3.4,
岡村義郎,2016-02,富士通カワサキレッドスピリッツ,10,21,75,36,5,48.0,41.3,1,0,0,15,55,0,1,12,2,1,0,0.0,1.71,0.71,5.0,50.0
岩井浩二,2015-11,富士通カワサキレッドスピリッツ,14,15,91,46,6,50.5,44.0,0,0,0,2,44,0,7,9,52,33,0,,3.07,0.13,1.1,63.5
岩井浩二,2015-12,富士通カワサキレッドスピリッツ,14,11,69,37,0,53.6,53.6,1,0,0,5,39,3,0,9,39,24,0,0.0,3.36,0.45,13.5,61.5
岩井浩二,2016-01,富士通カワサキレッドスピリッツ,14,13,75,32,6,42.7,34.7,4,1,2,6,52,5,2,18,47,28,0,25.0,2.46,0.46,17.3,59.6
岩井浩二,2016-02,富士通カワサキレッドスピリッツ,14,28,177,77,7,43.5,39.5,2,1,0,8,106,6,12,36,105,47,0,50.0,2.75,0.29,11.3,44.8
嶋津京将,2015-11,大同特殊鋼レッドスター,21,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
嶋津京将,2016-01,大同特殊鋼レッドスター,21,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
嶋津京将,2016-02,大同特殊鋼レッドスター,21,3,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
川口一貴,2015-11,大同特殊鋼レッドスター,16,2,5,3,0,60.0,60.0,0,0,0,0,3,0,1,1,2,2,0,,1.5,0.0,0.0,100.0
川口一貴,2015-12,大同特殊鋼レッドスター,16,2,2,1,0,50.0,50.0,0,0,0,0,12,0,1,3,1,1,0,,0.5,0.0,4.2,100.0
