月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,22,,高梨健太,1,0,0,1,0,0,6,3,0,50.0,50.0,6.0,1,0,0,0.0,1,1.0,4,0,2,1,-6.25,8,4,3,68.75
11,22,,高梨健太,27,7,8,7,3,0,158,84,6,53.16455696202531,49.36708860759494,5.851851851851852,30,18,0,60.0,9,0.3333333333333333,89,2,18,32,6.179775280898877,206,89,46,54.36893203883495
12,22,,高梨健太,18,5,5,4,1,1,118,50,8,42.3728813559322,35.59322033898305,6.555555555555555,12,10,0,83.33333333333334,2,0.1111111111111111,50,4,10,12,9.0,110,43,27,51.36363636363637
01,22,,高梨健太,21,5,5,5,4,2,133,61,5,45.86466165413533,42.10526315789473,6.333333333333333,34,19,2,55.88235294117647,14,0.6666666666666666,60,2,13,13,3.3333333333333335,149,61,44,55.70469798657718
02,22,,高梨健太,8,2,2,2,2,0,60,27,3,45.0,40.0,7.5,14,7,2,50.0,4,0.5,29,0,7,12,4.310344827586207,52,14,17,43.26923076923077
