試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-03-07,東レアローズ,1,,井上奈々朱,5,■,■,■,■,■,11,5,0,45.5,45.5,1.00,1,0,0,0.0,2,0.40,7,0,2,0,-7.1,0,0,0,-,,,,,,,,
2021-03-07,東レアローズ,2,,大野果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-07,東レアローズ,3,,伊藤望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-07,東レアローズ,4,,白井美沙紀,5,■,■,■,■,■,2,0,1,0.0,-50.0,-,0,0,0,-,1,0.20,17,0,3,7,5.9,1,0,0,0.0,,,,,,,,
2021-03-07,東レアローズ,5,,中田紫乃,5,■,■,■,■,■,53,17,3,32.1,26.4,3.40,2,0,0,0.0,0,-,13,0,1,3,3.8,18,9,5,63.9,,,,,,,,
2021-03-07,東レアローズ,6,,中島未来,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,0,50.0,,,,,,,,
2021-03-07,東レアローズ,8,,小川愛里奈,5,■,■,■,■,■,52,15,2,28.8,25.0,3.00,7,2,0,28.6,3,0.60,20,3,1,6,21.2,2,0,1,25.0,,,,,,,,
2021-03-07,東レアローズ,11,L,水杉玲奈,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,11,8,53.6,,,,,,,,
2021-03-07,東レアローズ,13,,野呂加南子,5,■,■,■,■,■,59,13,4,22.0,15.3,2.60,6,0,0,0.0,1,0.20,18,2,3,2,9.7,47,18,12,51.1,,,,,,,,
2021-03-07,東レアローズ,14,,大崎琴未,5,■,■,■,■,■,7,3,0,42.9,42.9,0.60,0,0,0,-,3,0.60,21,1,2,5,8.3,2,1,1,75.0,,,,,,,,
2021-03-07,東レアローズ,15,,坂本侑,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-03-07,東レアローズ,16,,西川吉野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-07,東レアローズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,184,53,10,28.8,23.4,10.60,16,2,0,12.5,10,2.00,101,6,12,23,8.7,100,40,27,53.5,216,76,12,35.2,6,1.20,10.8,57.7
