名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
吉田真未,02,パイオニアレッドウィングス,20,26,0,0,0,,,0,0,0,0,0,0,0,0,144,104,0,,0.0,0.0,,72.2
吉田真未,03,パイオニアレッドウィングス,20,21,0,0,0,,,0,0,0,0,0,0,0,0,90,48,0,,0.0,0.0,,53.3
吉田真未,11,パイオニアレッドウィングス,20,27,0,0,0,,,0,0,0,0,0,0,0,0,117,87,0,,0.0,0.0,,74.4
吉田真未,12,パイオニアレッドウィングス,20,12,0,0,0,,,0,0,0,0,0,0,0,0,69,49,0,,0.0,0.0,,71.0
和田麻里江,01,東レアローズ,13,3,4,1,2,25.0,-25.0,0,0,0,1,0,0,0,0,0,0,0,,0.3,0.3,,
和田麻里江,02,東レアローズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田麻里江,03,東レアローズ,13,1,4,2,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
和田麻里江,11,東レアローズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田麻里江,12,東レアローズ,13,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
坂下麻衣子,01,JTマーヴェラス,1,20,61,18,3,29.5,24.6,10,2,0,1,6,0,2,0,0,0,0,20.0,0.9,0.0,-8.3,
坂下麻衣子,02,JTマーヴェラス,1,12,10,1,0,10.0,10.0,0,0,0,1,1,0,0,0,0,0,0,,0.1,0.1,0.0,
坂下麻衣子,03,JTマーヴェラス,1,10,32,8,0,25.0,25.0,0,0,0,1,11,1,1,3,0,0,0,,0.8,0.1,13.6,
坂下麻衣子,11,JTマーヴェラス,1,25,305,111,10,36.4,33.1,85,23,4,15,77,2,14,17,4,3,0,27.1,4.4,0.6,3.6,75.0
坂下麻衣子,12,JTマーヴェラス,1,11,88,22,7,25.0,17.0,20,6,3,5,16,1,4,4,0,0,0,30.0,2.0,0.5,6.2,
城美鈴,01,日立リヴァーレ,15,16,146,44,6,30.1,26.0,0,0,0,1,32,0,2,9,113,68,0,,2.8,0.1,5.5,60.2
城美鈴,02,日立リヴァーレ,15,24,236,74,6,31.4,28.8,2,1,0,1,72,6,9,22,149,91,0,50.0,3.1,0.0,12.8,61.1
城美鈴,03,日立リヴァーレ,15,18,202,53,9,26.2,21.8,0,0,0,3,52,2,5,20,124,77,0,,2.9,0.2,11.1,62.1
城美鈴,11,日立リヴァーレ,15,26,175,53,11,30.3,24.0,1,0,0,8,82,1,6,32,188,122,0,0.0,2.0,0.3,9.1,64.9
城美鈴,12,日立リヴァーレ,15,10,85,20,3,23.5,20.0,0,0,0,1,37,1,1,16,75,48,0,,2.0,0.1,12.8,64.0
堀崎智恵美,01,トヨタ車体クインシーズ,15,20,11,3,0,27.3,27.3,0,0,0,2,23,0,0,8,69,39,0,,0.2,0.1,8.7,56.5
堀崎智恵美,02,トヨタ車体クインシーズ,15,17,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,28,22,0,,0.0,0.0,,78.6
堀崎智恵美,03,トヨタ車体クインシーズ,15,21,15,7,0,46.7,46.7,0,0,0,1,6,0,0,1,46,29,0,,0.3,0.0,4.2,63.0
堀崎智恵美,11,トヨタ車体クインシーズ,15,21,71,27,4,38.0,32.4,0,0,0,5,53,1,4,9,116,82,0,,1.3,0.2,4.2,70.7
堀崎智恵美,12,トヨタ車体クインシーズ,15,8,3,1,0,33.3,33.3,0,0,0,1,11,1,0,3,7,4,0,,0.1,0.1,15.9,57.1
堀田理恵,01,岡山シーガルズ,55,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀田理恵,02,岡山シーガルズ,55,12,13,3,2,23.1,7.7,0,0,0,0,20,0,2,6,22,15,0,,0.2,0.0,5.0,68.2
堀田理恵,03,岡山シーガルズ,55,5,1,0,0,0.0,0.0,0,0,0,0,6,0,1,3,6,5,0,,0.0,0.0,8.3,83.3
堀田理恵,11,岡山シーガルズ,55,7,0,0,0,,,0,0,0,0,10,0,1,2,3,2,0,,0.0,0.0,2.5,66.7
堀田理恵,12,岡山シーガルズ,55,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
多治見麻子,01,パイオニアレッドウィングス,5,21,91,36,4,39.6,35.2,0,0,0,13,59,0,1,13,9,7,0,,1.7,0.6,5.1,77.8
多治見麻子,02,パイオニアレッドウィングス,5,26,123,59,10,48.0,39.8,1,1,0,17,70,2,5,15,8,7,0,100.0,2.3,0.7,6.4,87.5
多治見麻子,03,パイオニアレッドウィングス,5,21,79,42,5,53.2,46.8,0,0,0,17,68,0,2,20,10,7,0,,2.0,0.8,6.6,70.0
多治見麻子,11,パイオニアレッドウィングス,5,27,114,50,9,43.9,36.0,0,0,0,14,85,3,5,22,11,10,0,,1.9,0.5,8.5,90.9
多治見麻子,12,パイオニアレッドウィングス,5,12,67,23,6,34.3,25.4,0,0,0,9,36,1,1,10,5,2,0,,1.9,0.8,9.0,40.0
大塚真菜,01,トヨタ車体クインシーズ,12,1,2,1,0,50.0,50.0,0,0,0,0,2,0,0,1,0,0,0,,1.0,0.0,12.5,
大塚真菜,02,トヨタ車体クインシーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大塚真菜,11,トヨタ車体クインシーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大山加奈,03,東レアローズ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,01,東レアローズ,7,20,2,2,0,100.0,100.0,0,0,0,5,4,0,1,1,0,0,0,,0.1,0.2,0.0,
大山未希,02,東レアローズ,7,14,1,0,0,0.0,0.0,0,0,0,2,3,0,0,1,0,0,0,,0.0,0.1,8.3,
大山未希,03,東レアローズ,7,14,1,1,0,100.0,100.0,0,0,0,1,3,0,0,1,0,0,0,,0.1,0.1,8.3,
大山未希,11,東レアローズ,7,7,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,12,東レアローズ,7,5,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.0,,
大村加奈子,01,久光製薬スプリングス,8,19,8,5,1,62.5,50.0,0,0,0,5,4,1,0,0,0,0,0,,0.3,0.3,25.0,
大村加奈子,02,久光製薬スプリングス,8,20,6,1,1,16.7,0.0,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
大村加奈子,03,久光製薬スプリングス,8,9,2,1,1,50.0,0.0,0,0,0,2,4,0,0,4,0,0,0,,0.1,0.2,25.0,
大槻真弥,01,デンソーエアリービーズ,14,15,0,0,0,,,0,0,0,0,0,0,0,0,33,19,0,,0.0,0.0,,57.6
大槻真弥,02,デンソーエアリービーズ,14,14,0,0,0,,,0,0,0,0,1,0,0,1,39,23,0,,0.0,0.0,25.0,59.0
大槻真弥,03,デンソーエアリービーズ,14,10,0,0,0,,,0,0,0,0,0,0,0,0,27,15,0,,0.0,0.0,,55.6
大槻真弥,11,デンソーエアリービーズ,14,17,0,0,0,,,0,0,0,0,1,0,0,0,38,26,0,,0.0,0.0,0.0,68.4
大槻真弥,12,デンソーエアリービーズ,14,8,0,0,0,,,0,0,0,0,0,0,0,0,13,6,0,,0.0,0.0,,46.2
奥田恭子,01,デンソーエアリービーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田恭子,02,デンソーエアリービーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田恭子,03,デンソーエアリービーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
安藤典莉子,03,NECレッドロケッツ,18,3,44,14,7,31.8,15.9,15,4,3,1,8,1,1,3,1,0,0,26.7,4.7,0.3,18.8,0.0
宝来麻紀子,01,JTマーヴェラス,9,22,88,27,3,30.7,27.3,0,0,0,9,56,2,6,11,0,0,0,,1.2,0.4,5.8,
宝来麻紀子,02,JTマーヴェラス,9,20,84,31,4,36.9,32.1,0,0,0,18,66,1,7,25,2,2,0,,1.6,0.9,8.3,100.0
宝来麻紀子,03,JTマーヴェラス,9,17,69,30,3,43.5,39.1,0,0,0,16,45,1,2,6,5,4,0,,1.8,0.9,4.4,80.0
宝来麻紀子,11,JTマーヴェラス,9,25,65,16,4,24.6,18.5,0,0,0,26,67,1,3,15,6,3,0,,0.6,1.0,6.0,50.0
宝来麻紀子,12,JTマーヴェラス,9,13,30,11,1,36.7,33.3,0,0,0,6,30,0,2,7,3,3,0,,0.8,0.5,4.2,100.0
宮田由佳里,01,東レアローズ,18,21,67,28,6,41.8,32.8,0,0,0,3,70,2,6,23,0,0,0,,1.3,0.1,8.9,
宮田由佳里,02,東レアローズ,18,21,54,19,1,35.2,33.3,0,0,0,14,82,2,6,27,1,1,0,,0.9,0.7,8.8,100.0
宮田由佳里,03,東レアローズ,18,23,61,32,1,52.5,50.8,0,0,0,8,96,2,5,29,1,1,0,,1.4,0.3,8.3,100.0
宮田由佳里,11,東レアローズ,18,17,42,17,1,40.5,38.1,0,0,0,4,59,1,1,9,4,4,0,,1.0,0.2,5.1,100.0
宮田由佳里,12,東レアローズ,18,2,7,1,0,14.3,14.3,0,0,0,0,9,0,1,1,0,0,0,,0.5,0.0,0.0,
小山修加,01,久光製薬スプリングス,5,27,270,94,16,34.8,28.9,109,36,8,12,92,3,9,24,2,2,0,33.0,3.5,0.4,7.3,100.0
小山修加,02,久光製薬スプリングス,5,11,80,22,11,27.5,13.8,26,4,5,1,16,1,2,5,1,1,0,15.4,2.0,0.1,10.9,100.0
小山修加,03,久光製薬スプリングス,5,1,6,2,1,33.3,16.7,2,2,0,0,5,1,0,1,0,0,0,100.0,2.0,0.0,25.0,
小山修加,11,久光製薬スプリングス,5,6,45,14,4,31.1,22.2,5,2,1,5,16,1,3,3,0,0,0,40.0,2.3,0.8,6.2,
小山修加,12,久光製薬スプリングス,5,4,33,13,1,39.4,36.4,4,2,1,0,10,0,1,1,0,0,0,50.0,3.2,0.0,0.0,
小松崎佐代子,01,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松崎佐代子,02,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松崎佐代子,03,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松崎佐代子,11,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松崎佐代子,12,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林亜里沙,01,岡山シーガルズ,17,5,4,0,0,0.0,0.0,0,0,0,1,4,0,0,2,0,0,0,,0.0,0.2,12.5,
小林亜里沙,02,岡山シーガルズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林亜里沙,03,岡山シーガルズ,17,9,15,7,0,46.7,46.7,0,0,0,4,16,1,1,5,3,2,0,,0.8,0.4,12.5,66.7
小濱ゆみ,01,パイオニアレッドウィングス,12,12,0,0,0,,,0,0,0,0,5,0,1,0,1,0,0,,0.0,0.0,-5.0,0.0
小濱ゆみ,02,パイオニアレッドウィングス,12,19,0,0,0,,,0,0,0,0,16,0,2,4,0,0,0,,0.0,0.0,3.1,
小濱ゆみ,03,パイオニアレッドウィングス,12,14,1,0,0,0.0,0.0,0,0,0,0,8,0,1,4,0,0,0,,0.0,0.0,9.4,
小菅真弓,01,岡山シーガルズ,41,13,1,1,0,100.0,100.0,0,0,0,0,11,0,0,2,0,0,0,,0.1,0.0,4.5,
小菅真弓,02,岡山シーガルズ,41,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小菅真弓,03,岡山シーガルズ,41,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
小菅真弓,11,岡山シーガルズ,41,13,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
小菅真弓,12,岡山シーガルズ,41,8,0,0,0,,,0,0,0,1,8,0,0,2,1,0,0,,0.0,0.1,6.2,0.0
小酒翔子,01,JTマーヴェラス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小酒翔子,02,JTマーヴェラス,11,7,0,0,0,,,0,0,0,0,9,1,0,2,0,0,0,,0.0,0.0,16.7,
小酒翔子,03,JTマーヴェラス,11,6,0,0,0,,,0,0,0,0,10,0,0,5,1,0,0,,0.0,0.0,12.5,0.0
小酒翔子,11,JTマーヴェラス,11,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,,0.0,0.0,,0.0
小酒翔子,12,JTマーヴェラス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山中綾乃,02,武富士バンブー,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山中綾乃,03,武富士バンブー,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口舞,01,岡山シーガルズ,2,27,223,85,9,38.1,34.1,0,0,0,6,96,1,4,22,104,65,0,,3.1,0.2,5.7,62.5
山口舞,02,岡山シーガルズ,2,26,181,71,3,39.2,37.6,3,0,1,10,84,0,3,10,116,72,0,0.0,2.7,0.4,2.1,62.1
山口舞,03,岡山シーガルズ,2,20,161,55,6,34.2,30.4,0,0,0,6,72,0,1,15,88,52,0,,2.8,0.3,4.9,59.1
山口舞,11,岡山シーガルズ,2,19,147,65,3,44.2,42.2,0,0,0,7,65,1,1,11,68,52,0,,3.4,0.4,5.4,76.5
山口舞,12,岡山シーガルズ,2,15,87,37,4,42.5,37.9,0,0,0,7,49,0,3,8,36,30,0,,2.5,0.5,2.6,83.3
山本友里恵,03,日立リヴァーレ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本愛,01,久光製薬スプリングス,3,27,134,54,4,40.3,37.3,0,0,0,14,95,4,8,38,2,2,0,,2.0,0.5,12.1,100.0
山本愛,02,久光製薬スプリングス,3,34,205,82,6,40.0,37.1,0,0,0,22,130,4,11,51,2,1,0,,2.4,0.6,10.8,50.0
山本愛,03,久光製薬スプリングス,3,11,78,35,3,44.9,41.0,0,0,0,10,39,0,3,18,0,0,0,,3.2,0.9,9.6,
山本愛,11,久光製薬スプリングス,3,27,132,45,7,34.1,28.8,1,1,0,12,67,1,7,23,3,3,0,100.0,1.7,0.4,7.5,100.0
山本愛,12,久光製薬スプリングス,3,7,37,17,2,45.9,40.5,0,0,0,2,21,1,1,5,0,0,0,,2.4,0.3,9.5,
山本陽子,01,トヨタ車体クインシーズ,3,2,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
山本陽子,02,トヨタ車体クインシーズ,3,10,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.1,,
山本陽子,03,トヨタ車体クインシーズ,3,22,61,26,4,42.6,36.1,0,0,0,10,100,3,6,27,2,2,0,,1.2,0.5,8.2,100.0
山本陽子,11,トヨタ車体クインシーズ,3,22,32,11,2,34.4,28.1,0,0,0,0,57,0,2,18,4,2,0,,0.5,0.0,7.0,50.0
山本陽子,12,トヨタ車体クインシーズ,3,9,8,3,1,37.5,25.0,0,0,0,1,41,2,1,16,5,3,0,,0.3,0.1,14.0,60.0
岡野弘子,01,岡山シーガルズ,15,26,4,3,0,75.0,75.0,0,0,0,5,75,3,1,23,1,0,0,,0.1,0.2,11.3,0.0
岡野弘子,02,岡山シーガルズ,15,26,11,4,0,36.4,36.4,0,0,0,5,78,1,1,24,1,0,0,,0.2,0.2,8.7,0.0
岡野弘子,03,岡山シーガルズ,15,20,4,2,0,50.0,50.0,0,0,0,4,69,0,1,21,0,0,0,,0.1,0.2,7.2,
岡野弘子,11,岡山シーガルズ,15,19,5,1,1,20.0,0.0,0,0,0,3,51,2,1,9,1,0,0,,0.1,0.2,7.8,0.0
岡野弘子,12,岡山シーガルズ,15,15,2,0,0,0.0,0.0,0,0,0,0,59,1,0,20,0,0,0,,0.0,0.0,10.2,
岡野知子,01,デンソーエアリービーズ,5,19,160,56,9,35.0,29.4,0,0,0,6,42,3,1,12,88,58,0,,2.9,0.3,13.7,65.9
岡野知子,02,デンソーエアリービーズ,5,25,236,74,6,31.4,28.8,0,0,0,11,52,0,4,10,118,77,0,,3.0,0.4,2.9,65.3
岡野知子,03,デンソーエアリービーズ,5,22,213,61,12,28.6,23.0,0,0,0,3,79,0,3,31,149,105,0,,2.8,0.1,8.9,70.5
岡野知子,11,デンソーエアリービーズ,5,24,215,80,9,37.2,33.0,0,0,0,9,67,1,3,14,115,80,0,,3.3,0.4,5.6,69.6
岡野知子,12,デンソーエアリービーズ,5,12,104,36,1,34.6,33.7,0,0,0,5,46,2,2,8,69,56,0,,3.0,0.4,7.6,81.2
嶋田美樹,01,日立リヴァーレ,14,8,20,4,2,20.0,10.0,0,0,0,5,23,0,2,3,5,4,0,,0.5,0.6,1.1,80.0
嶋田美樹,02,日立リヴァーレ,14,24,79,32,6,40.5,32.9,0,0,0,20,68,2,4,15,8,5,0,,1.3,0.8,7.0,62.5
嶋田美樹,03,日立リヴァーレ,14,18,88,26,3,29.5,26.1,0,0,0,6,42,1,2,9,8,2,0,,1.4,0.3,6.5,25.0
嶋田美樹,11,日立リヴァーレ,14,26,69,27,2,39.1,36.2,0,0,0,9,78,4,2,17,10,5,0,,1.0,0.3,9.9,50.0
嶋田美樹,12,日立リヴァーレ,14,10,45,17,5,37.8,26.7,0,0,0,3,20,0,3,9,3,2,0,,1.7,0.3,7.5,66.7
川井梅香,01,岡山シーガルズ,25,1,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,0,0,0,,2.0,0.0,0.0,
川井梅香,02,岡山シーガルズ,25,3,12,3,1,25.0,16.7,0,0,0,0,5,0,0,1,2,2,0,,1.0,0.0,5.0,100.0
川井梅香,03,岡山シーガルズ,25,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
川原愛璃,03,日立リヴァーレ,11,4,2,0,0,0.0,0.0,0,0,0,0,10,0,0,3,7,4,0,,0.0,0.0,7.5,57.1
川原麻実,01,JTマーヴェラス,19,13,9,4,0,44.4,44.4,2,1,0,0,19,2,2,7,1,1,0,50.0,0.3,0.0,17.1,100.0
川原麻実,02,JTマーヴェラス,19,7,12,4,1,33.3,25.0,0,0,0,0,11,0,0,1,1,1,0,,0.6,0.0,2.3,100.0
川原麻実,03,JTマーヴェラス,19,13,77,24,3,31.2,27.3,12,4,0,2,22,2,0,9,1,0,0,33.3,1.8,0.2,19.3,0.0
川原麻実,11,JTマーヴェラス,19,2,9,2,2,22.2,0.0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0,,100.0
川原麻実,12,JTマーヴェラス,19,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
川島亜依美,03,岡山シーガルズ,28,1,2,0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
川畑愛希,01,岡山シーガルズ,8,18,57,15,6,26.3,15.8,0,0,0,2,46,2,0,9,42,23,0,,0.8,0.1,9.2,54.8
川畑愛希,02,岡山シーガルズ,8,14,19,4,2,21.1,10.5,0,0,0,0,18,0,0,1,16,6,0,,0.3,0.0,1.4,37.5
川畑愛希,03,岡山シーガルズ,8,10,27,7,1,25.9,22.2,0,0,0,1,19,1,0,7,23,12,0,,0.7,0.1,14.5,52.2
川畑愛希,11,岡山シーガルズ,8,12,20,8,0,40.0,40.0,0,0,0,1,23,1,1,2,17,6,0,,0.7,0.1,5.4,35.3
川畑愛希,12,岡山シーガルズ,8,10,31,12,1,38.7,35.5,1,0,1,0,24,0,0,8,24,14,0,0.0,1.2,0.0,8.3,58.3
平井真栄,01,武富士バンブー,11,11,0,0,0,,,0,0,0,0,13,0,1,2,0,0,0,,0.0,0.0,1.9,
平井真栄,02,武富士バンブー,11,5,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
平井真栄,03,武富士バンブー,11,15,0,0,0,,,0,0,0,0,18,1,0,1,0,0,0,,0.0,0.0,6.9,
平井真栄,11,武富士バンブー,11,17,0,0,0,,,0,0,0,0,17,0,0,3,0,0,0,,0.0,0.0,4.4,
平井真栄,12,武富士バンブー,11,9,1,0,0,0.0,0.0,0,0,0,0,8,0,0,1,0,0,0,,0.0,0.0,3.1,
平井香菜子,01,久光製薬スプリングス,9,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平井香菜子,02,久光製薬スプリングス,9,13,49,26,5,53.1,42.9,0,0,0,5,26,0,1,7,0,0,0,,2.0,0.4,5.8,
平井香菜子,03,久光製薬スプリングス,9,4,24,10,0,41.7,41.7,0,0,0,5,13,0,0,4,0,0,0,,2.5,1.2,7.7,
平井香菜子,11,久光製薬スプリングス,9,27,151,60,12,39.7,31.8,0,0,0,13,100,3,6,30,4,3,0,,2.2,0.5,9.0,75.0
平井香菜子,12,久光製薬スプリングス,9,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
庄司夕起,01,パイオニアレッドウィングス,4,21,77,32,3,41.6,37.7,0,0,0,14,72,2,6,11,14,6,0,,1.5,0.7,4.5,42.9
庄司夕起,02,パイオニアレッドウィングス,4,26,99,32,4,32.3,28.3,0,0,0,19,95,3,2,26,17,8,0,,1.2,0.7,9.5,47.1
庄司夕起,03,パイオニアレッドウィングス,4,21,90,31,3,34.4,31.1,0,0,0,20,85,2,3,28,19,12,0,,1.5,1.0,9.7,63.2
庄司夕起,11,パイオニアレッドウィングス,4,27,139,44,9,31.7,25.2,0,0,0,17,75,2,4,32,6,5,0,,1.6,0.6,12.0,83.3
庄司夕起,12,パイオニアレッドウィングス,4,12,47,17,3,36.2,29.8,1,0,0,6,39,1,0,14,7,3,0,0.0,1.4,0.5,11.5,42.9
座安琴希,01,久光製薬スプリングス,19,20,0,0,0,,,0,0,0,0,0,0,0,0,32,23,0,,0.0,0.0,,71.9
座安琴希,02,久光製薬スプリングス,19,23,0,0,0,,,0,0,0,0,0,0,0,0,43,34,0,,0.0,0.0,,79.1
座安琴希,03,久光製薬スプリングス,19,9,0,0,0,,,0,0,0,0,0,0,0,0,12,7,0,,0.0,0.0,,58.3
座安琴希,11,久光製薬スプリングス,19,17,0,0,0,,,0,0,0,0,1,0,0,0,26,18,0,,0.0,0.0,0.0,69.2
座安琴希,12,久光製薬スプリングス,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
張越紅,01,東レアローズ,9,26,298,124,13,41.6,37.2,34,13,4,5,82,3,16,13,0,0,0,38.2,4.8,0.2,2.7,
張越紅,02,東レアローズ,9,21,239,106,10,44.4,40.2,19,5,3,4,61,3,9,14,0,0,0,26.3,5.0,0.2,7.0,
張越紅,03,東レアローズ,9,23,297,141,14,47.5,42.8,11,2,0,8,76,5,9,19,1,0,0,18.2,6.1,0.3,9.9,0.0
張越紅,11,東レアローズ,9,25,317,125,22,39.4,32.5,44,17,6,7,89,1,11,21,14,11,0,38.6,5.0,0.3,3.9,78.6
張越紅,12,東レアローズ,9,11,151,58,8,38.4,33.1,15,6,2,8,32,1,4,3,0,0,0,40.0,5.3,0.7,2.3,
成田郁久美,01,NECレッドロケッツ,6,25,0,0,0,,,0,0,0,0,0,0,0,0,133,109,0,,0.0,0.0,,82.0
成田郁久美,02,NECレッドロケッツ,6,22,0,0,0,,,0,0,0,0,0,0,0,0,91,64,0,,0.0,0.0,,70.3
成田郁久美,03,NECレッドロケッツ,6,15,0,0,0,,,0,0,0,0,0,0,0,0,96,66,0,,0.0,0.0,,68.8
成田郁久美,11,NECレッドロケッツ,6,33,0,0,0,,,0,0,0,0,0,0,0,0,166,116,0,,0.0,0.0,,69.9
成田郁久美,12,NECレッドロケッツ,6,4,0,0,0,,,0,0,0,0,0,0,0,0,27,23,0,,0.0,0.0,,85.2
戸崎琴美,01,日立リヴァーレ,22,13,37,13,2,35.1,29.7,0,0,0,3,38,2,1,16,5,4,0,,1.0,0.2,15.1,80.0
戸崎琴美,02,日立リヴァーレ,22,3,10,2,0,20.0,20.0,0,0,0,2,2,0,0,0,0,0,0,,0.7,0.7,0.0,
戸崎琴美,03,日立リヴァーレ,22,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
戸崎琴美,11,日立リヴァーレ,22,4,6,3,0,50.0,50.0,0,0,0,0,3,0,0,1,0,0,0,,0.8,0.0,8.3,
戸崎琴美,12,日立リヴァーレ,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新垣麻衣,01,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新垣麻衣,02,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
日高奈津実,11,トヨタ車体クインシーズ,8,5,3,2,0,66.7,66.7,0,0,0,0,4,0,0,1,0,0,0,,0.4,0.0,6.2,
日高奈津実,12,トヨタ車体クインシーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
有田沙織,01,NECレッドロケッツ,9,20,43,14,3,32.6,25.6,1,1,0,1,5,0,0,5,4,3,0,100.0,0.7,0.0,25.0,75.0
有田沙織,02,NECレッドロケッツ,9,19,59,27,4,45.8,39.0,7,2,1,2,25,0,2,9,4,3,0,28.6,1.4,0.1,7.0,75.0
有田沙織,03,NECレッドロケッツ,9,15,74,28,4,37.8,32.4,11,1,2,1,28,1,3,13,0,0,0,9.1,1.9,0.1,12.5,
有田沙織,11,NECレッドロケッツ,9,10,22,8,0,36.4,36.4,0,0,0,1,2,0,0,1,0,0,0,,0.8,0.1,12.5,
服部安佑香,01,武富士バンブー,12,23,144,43,8,29.9,24.3,3,0,0,4,73,2,4,22,112,58,0,0.0,1.9,0.2,8.9,51.8
服部安佑香,02,武富士バンブー,12,16,104,36,11,34.6,24.0,3,0,2,6,60,3,4,19,68,45,0,0.0,2.2,0.4,11.2,66.2
服部安佑香,03,武富士バンブー,12,24,158,56,11,35.4,28.5,2,0,1,5,80,2,6,31,110,70,0,0.0,2.3,0.2,10.3,63.6
服部安佑香,11,武富士バンブー,12,22,125,41,8,32.8,26.4,3,1,0,6,68,3,2,19,92,54,0,33.3,1.9,0.3,10.7,58.7
服部安佑香,12,武富士バンブー,12,6,28,9,0,32.1,32.1,1,0,0,1,14,0,0,3,23,11,0,0.0,1.5,0.2,5.4,47.8
服部鮎弥,01,トヨタ車体クインシーズ,16,11,28,7,1,25.0,21.4,0,0,0,1,14,0,0,3,17,9,0,,0.6,0.1,5.4,52.9
服部鮎弥,02,トヨタ車体クインシーズ,16,10,27,9,0,33.3,33.3,0,0,0,0,15,1,1,2,24,16,0,,0.9,0.0,8.3,66.7
服部鮎弥,03,トヨタ車体クインシーズ,16,16,1,0,0,0.0,0.0,0,0,0,0,10,0,2,3,24,12,0,,0.0,0.0,2.5,50.0
服部鮎弥,11,トヨタ車体クインシーズ,16,14,105,40,6,38.1,32.4,0,0,0,1,37,3,2,9,103,80,0,,2.9,0.1,12.8,77.7
