試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,0,,佐々木みき,4,□,□,□,□,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,0,0,0,0,-,2,2,0,100.0,1
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,1,,栗原恵,4,■,■,■,■,nan,35,10,2,28.6,22.9,2.50,11,4,2,36.4,2,0.50,19,2,2,3,13.4,29,21,0,72.4,14
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,3,,ハニーフタイーバ,4,■,■,■,■,nan,53,22,2,41.5,37.7,5.50,18,6,1,33.3,0,-,13,1,2,3,11.9,0,0,0,-,23
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,4,,庄司夕起,4,■,■,■,■,nan,14,3,0,21.4,21.4,0.75,0,0,0,-,0,-,11,0,0,5,11.4,1,1,0,100.0,3
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,5,,多治見麻子,4,■,■,■,■,nan,17,10,0,58.8,58.8,2.50,0,0,0,-,2,0.50,5,0,0,0,0.0,0,0,0,-,12
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,6,,南早希,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,15,,細川麻美,4,■,■,■,■,nan,25,11,2,44.0,36.0,2.75,0,0,0,-,0,-,17,2,2,4,15.3,22,16,0,72.7,13
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,16,,内田役子,4,■,■,■,■,nan,3,3,0,100.0,100.0,0.75,0,0,0,-,0,-,13,0,1,4,7.7,0,0,0,-,3
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,18,,高橋美帆,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,19,L,芦野李沙,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2008-11-01,11,パイオニアレッドウィングス,デンソーエアリービーズ,20,L,吉田真未,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,17,0,77.3,0
