試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2012-11-17,2012-11,東レアローズ,パイオニアレッドウィングス,3,2,1,11,,田代佳奈美,3,nan,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,1,0,0,50.0,0,0,0,-,1
2012-11-17,2012-11,東レアローズ,パイオニアレッドウィングス,3,2,1,12,L,木村美里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2012-11-17,2012-11,東レアローズ,パイオニアレッドウィングス,3,2,1,13,,堀川真理,4,■,■,■,nan,□,15,4,2,26.7,13.3,1.00,2,0,0,0.0,1,0.25,6,0,0,3,12.5,1,0,0,0.0,5
2012-11-17,2012-11,東レアローズ,パイオニアレッドウィングス,3,2,1,14,,二見梓,5,■,■,■,■,■,19,7,0,36.8,36.8,1.40,0,0,0,-,0,-,18,0,1,8,11.1,1,1,0,100.0,7
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,2,,香野晶子,5,■,■,■,■,■,22,7,1,31.8,27.3,1.40,0,0,0,-,1,0.20,14,1,1,3,12.5,0,0,0,-,9
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,5,,服部晃佳,5,■,■,■,■,■,46,15,2,32.6,28.3,3.00,1,1,0,100.0,1,0.20,9,0,1,1,2.8,35,18,0,51.4,16
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,6,L,林蓉子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,8,,今野加奈子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,9,,三橋聡恵,5,■,■,■,■,■,50,20,5,40.0,30.0,4.00,6,4,1,66.7,0,-,17,1,2,6,13.5,39,15,0,38.5,21
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,10,,浅津ゆうこ,5,■,■,■,■,■,44,14,2,31.8,27.3,2.80,4,0,1,0.0,1,0.20,10,0,0,2,5.0,0,0,0,-,15
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,12,,服部梨花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,14,,冨永こよみ,5,■,■,■,■,■,4,3,0,75.0,75.0,0.60,0,0,0,-,3,0.60,21,0,2,8,9.5,1,0,0,0.0,6
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,15,,森谷史佳,5,■,■,■,■,■,23,11,2,47.8,39.1,2.20,0,0,0,-,2,0.40,15,0,2,9,15.0,3,3,0,100.0,13
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,16,,持丸結美子,4,□,□,□,nan,□,1,0,0,0.0,0.0,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0,0,-,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,17,,渡邉和香里,3,nan,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,18,,佐藤円,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,2,0,0,0.0,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,19,,芦野真未,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2012-11-17,2012-11,パイオニアレッドウィングス,東レアローズ,2,3,0,20,L,吉田真未,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,11,0,61.1,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,1,,竹田沙希,3,■,■,■,nan,nan,27,6,2,22.2,14.8,2.00,2,1,0,50.0,1,0.33,9,0,0,1,2.8,23,15,0,65.2,7
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,2,,矢野美子,3,■,■,■,nan,nan,22,10,0,45.5,45.5,3.33,0,0,0,-,1,0.33,8,0,0,1,3.1,0,0,0,-,11
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,4,,藤田夏未,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,8,0,0,0,0.0,0,0,0,-,1
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,6,,衛藤智美,2,■,■,nan,nan,nan,12,6,1,50.0,41.7,3.00,0,0,0,-,0,-,4,0,0,1,6.2,1,0,0,0.0,6
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,7,,日隈佑,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,8,,赤阪瑠美,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0,0,-,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,10,,星野絵美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,11,L,梶原雪路,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,0,50.0,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,12,,山田真里,3,■,■,■,nan,nan,14,3,0,21.4,21.4,1.00,0,0,0,-,1,0.33,12,0,0,4,8.3,17,13,0,76.5,4
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,13,L,高橋咲妃惠,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,7,0,100.0,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,14,,藤原亜紀,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,15,,田原香理,1,nan,nan,■,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,18,,眞恵子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,トヨタ車体クインシーズ,久光製薬スプリングス,0,3,0,23,,カナニダニエルソン,3,■,■,■,nan,nan,32,7,4,21.9,9.4,2.33,3,0,0,0.0,0,-,11,0,0,4,9.1,11,10,0,90.9,7
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,1,,長岡望悠,3,■,■,■,nan,nan,26,17,0,65.4,65.4,5.67,8,6,0,75.0,0,-,16,1,0,2,8.1,0,0,0,-,18
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,2,,古藤千鶴,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,16,0,0,5,7.8,0,0,0,-,1
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,3,,新鍋理沙,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,4,,岩坂名奈,3,■,■,■,nan,nan,12,6,1,50.0,41.7,2.00,0,0,0,-,4,1.33,11,0,5,3,6.8,0,0,0,-,10
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,5,,水田祐未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,6,,石井優希,3,■,■,■,nan,nan,33,14,0,42.4,42.4,4.67,4,2,0,50.0,3,1.00,8,0,1,3,9.4,32,27,0,84.4,17
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,7,,筒井視穂子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,9,,平井香菜子,3,■,■,■,nan,nan,18,5,2,27.8,16.7,1.67,0,0,0,-,1,0.33,11,1,0,1,11.4,0,0,0,-,7
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,10,L,座安琴希,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,4,0,66.7,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,11,,狩野舞子,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,13,L,村田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,14,,パウリノエリサンジェラ,3,■,■,■,nan,nan,31,10,5,32.3,16.1,3.33,4,1,0,25.0,1,0.33,8,1,0,1,13.1,14,9,0,64.3,12
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,20,,筒井さやか,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2012-11-17,2012-11,久光製薬スプリングス,トヨタ車体クインシーズ,3,0,1,22,,石田瑞穂,1,nan,nan,□,nan,nan,2,2,0,100.0,100.0,2.00,1,1,0,100.0,0,-,3,0,1,0,0.0,3,3,0,100.0,2
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,3,,大竹里歩,1,nan,nan,nan,□,nan,9,3,0,33.3,33.3,3.00,0,0,0,-,2,2.00,1,0,0,0,0.0,0,0,0,-,5
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,5,,熊谷桜子,4,■,■,■,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-,1
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,6,,鈴木裕子,4,■,■,■,■,nan,28,10,1,35.7,32.1,2.50,0,0,0,-,1,0.25,13,0,0,5,9.6,34,20,0,58.8,11
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,7,,鍋谷友理枝,1,nan,nan,nan,□,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,1,1,0,100.0,0
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,8,,井上香織,4,■,■,■,■,nan,15,5,2,33.3,20.0,1.25,0,0,0,-,1,0.25,8,0,0,1,3.1,0,0,0,-,6
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,10,,山田美花,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,11,8,0,72.7,0
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,11,,井上奈々朱,4,■,■,■,■,nan,24,11,2,45.8,37.5,2.75,0,0,0,-,1,0.25,12,1,2,6,20.8,2,1,0,50.0,13
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,12,,泉岡未来,4,■,■,■,■,nan,50,16,5,32.0,22.0,4.00,12,1,2,8.3,0,-,14,0,2,5,8.9,0,0,0,-,16
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,16,,石井里沙,4,■,■,■,■,nan,48,9,1,18.8,16.7,2.25,0,0,0,-,0,-,10,1,0,3,15.5,27,18,0,66.7,10
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,18,,栄絵里香,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,3,25.8,0,0,0,-,1
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,19,,木島綾菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,20,L,真柴咲紀,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,16,0,88.9,0
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,21,,イヴァナネーショヴィッチ,2,□,nan,□,nan,nan,6,3,0,50.0,50.0,1.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,3
2012-11-17,2012-11,デンソーエアリービーズ,岡山シーガルズ,1,3,0,22,L,江口友里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,1,L,吉田みなみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,2,,山口舞,4,■,■,■,■,nan,20,9,0,45.0,45.0,2.25,0,0,0,-,2,0.50,16,0,0,5,7.8,4,4,0,100.0,11
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,3,,佐々木侑,4,■,■,■,■,nan,17,9,0,52.9,52.9,2.25,0,0,0,-,0,-,15,0,1,5,8.3,14,5,0,35.7,9
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,4,,関李香,4,■,■,■,■,nan,14,5,1,35.7,28.6,1.25,0,0,0,-,1,0.25,9,0,0,3,8.3,0,0,0,-,6
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,5,,福田舞,4,■,■,□,□,nan,21,9,1,42.9,38.1,2.25,1,0,0,0.0,2,0.50,12,0,2,4,8.3,8,4,0,50.0,11
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,7,,佐々木萌,3,□,nan,□,□,nan,8,1,0,12.5,12.5,0.33,2,1,0,50.0,0,-,11,0,0,3,6.8,6,2,0,33.3,1
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,8,,川畑愛希,4,□,■,■,■,nan,39,12,0,30.8,30.8,3.00,0,0,0,-,0,-,9,1,0,1,11.7,17,11,0,64.7,13
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,11,,栗原恵,4,■,□,■,■,nan,53,22,3,41.5,35.8,5.50,1,0,1,0.0,0,-,6,0,1,3,12.5,12,10,0,83.3,22
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,14,,宮下遥,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,5,1.25,14,1,1,2,9.3,0,0,0,-,8
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,15,,岡野弘子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,20,L,丸山亜季,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,5,0,55.6,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,22,,卜部里菜,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,27,,森田結香,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2012-11-17,2012-11,岡山シーガルズ,デンソーエアリービーズ,3,1,1,28,,川島亜依美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,1,,八幡美樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,2,,杉山祥子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,3,,イエリズバシャ,3,■,■,■,nan,nan,37,11,1,29.7,27.0,3.67,2,1,0,50.0,4,1.33,10,2,1,2,21.0,0,0,0,-,17
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,4,,内田暁子,3,■,■,■,nan,nan,28,6,0,21.4,21.4,2.00,3,1,0,33.3,1,0.33,6,0,0,0,0.0,22,12,0,54.5,7
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,5,,松浦麻琴,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,16,0,2,7,10.9,0,0,0,-,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,6,,近江あかり,3,■,■,■,nan,nan,21,8,3,38.1,23.8,2.67,0,0,0,-,1,0.33,12,0,1,2,4.2,8,4,0,50.0,9
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,7,,秋山美幸,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,8,,島村春世,3,■,■,■,nan,nan,9,5,0,55.6,55.6,1.67,0,0,0,-,5,1.67,8,1,2,0,12.5,0,0,0,-,11
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,9,,白垣里紗,3,□,□,□,nan,nan,7,2,0,28.6,28.6,0.67,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,10,L,滝口奈美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,7,0,53.8,0
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,15,,大野果奈,3,■,■,■,nan,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,0,-,19,2,0,5,15.0,0,0,0,-,8
2012-11-17,2012-11,NECレッドロケッツ,JTマーヴェラス,3,0,1,16,,鳥越未玖,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,3,2,0,66.7,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,2,,谷口雅美,2,■,■,nan,nan,nan,12,3,2,25.0,8.3,1.50,3,2,0,66.7,0,-,6,0,2,1,4.2,0,0,0,-,3
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,4,,吉澤智恵,3,■,■,■,nan,nan,23,6,2,26.1,17.4,2.00,4,1,0,25.0,0,-,8,2,0,3,31.9,18,13,0,72.2,8
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,5,,位田愛,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,6,,千葉智枝美,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,1,1,0,100.0,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,8,,ヤネヴァエヴァ,3,■,■,■,nan,nan,44,13,3,29.5,22.7,4.33,7,0,3,0.0,0,-,6,0,3,0,0.0,30,18,0,60.0,13
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,9,,石川友紀,3,■,■,■,nan,nan,17,6,0,35.3,35.3,2.00,0,0,0,-,1,0.33,12,1,1,5,17.1,1,0,0,0.0,8
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,10,L,井上琴絵,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,7,0,70.0,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,11,,上屋敷綾,3,■,■,■,nan,nan,15,2,1,13.3,6.7,0.67,0,0,0,-,0,-,8,1,2,2,18.8,1,1,0,100.0,3
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,12,,西山慶樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,13,,山口かなめ,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,9,1,1,3,17.2,0,0,0,-,3
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,14,,臼井千景,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,15,,早坂梢依,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,16,,石井美樹,2,nan,□,■,nan,nan,11,5,1,45.5,36.4,2.50,2,0,0,0.0,0,-,6,1,0,2,21.7,5,4,0,80.0,6
2012-11-17,2012-11,JTマーヴェラス,NECレッドロケッツ,0,3,0,17,L,横江千秋,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,2,,谷口雅美,2,■,■,nan,nan,nan,12,3,1,25.0,16.7,1.50,3,0,0,0.0,0,-,5,0,2,1,5.0,0,0,0,-,3
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,4,,吉澤智恵,5,■,■,■,■,■,43,14,2,32.6,27.9,2.80,5,1,0,20.0,1,0.20,15,1,2,5,13.7,27,17,0,63.0,16
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,5,,位田愛,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,6,,千葉智枝美,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,3,3,0,100.0,0
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,8,,ヤネヴァエヴァ,5,■,■,■,■,■,72,23,4,31.9,26.4,4.60,12,2,1,16.7,1,0.20,20,0,1,8,10.0,39,24,0,61.5,24
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,9,,石川友紀,5,■,■,■,■,■,20,10,2,50.0,40.0,2.00,0,0,0,-,3,0.60,18,0,2,4,5.6,0,0,0,-,13
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,10,L,井上琴絵,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,13,0,72.2,0
2012-11-18,2012-11,JTマーヴェラス,久光製薬スプリングス,2,3,0,11,,上屋敷綾,5,■,■,■,■,■,14,6,0,42.9,42.9,1.20,0,0,0,-,2,0.40,15,2,3,5,20.3,0,0,0,-,10
