名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
川島亜依美,2013-04,岡山シーガルズ,28,9,21,9,1,42.9,38.1,0,0,0,3,19,1,1,4,5,4,0,13,,1.0,0.33,9.2,80.0
川畑愛希,2013-04,岡山シーガルズ,8,9,59,16,4,27.1,20.3,0,0,0,0,15,0,1,4,23,14,0,16,,1.78,0.0,5.0,60.9
平井香菜子,2013-04,久光製薬スプリングス,9,11,53,22,3,41.5,35.8,0,0,0,15,43,2,2,11,4,2,0,39,,2.0,1.36,9.9,50.0
座安琴希,2013-04,久光製薬スプリングス,10,12,0,0,0,,,0,0,0,0,0,0,0,0,51,44,0,0,,0.0,0.0,,86.3
張紫音,2013-04,NECレッドロケッツ,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
新鍋理沙,2013-04,久光製薬スプリングス,3,12,115,41,5,35.7,31.3,1,0,0,3,54,4,2,13,67,55,0,48,0.0,3.42,0.25,12.5,82.1
木村美里,2013-04,東レアローズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
杉山祥子,2013-04,NECレッドロケッツ,2,11,50,20,1,40.0,38.0,0,0,0,5,11,0,1,2,1,0,0,25,,1.82,0.45,2.3,0.0
村田しおり,2013-04,久光製薬スプリングス,13,1,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,,0.0,0.0,,100.0
村田奈都美,2013-04,岡山シーガルズ,12,7,60,20,2,33.3,30.0,0,0,0,1,11,0,3,1,19,13,0,21,,2.86,0.14,-4.5,68.4
松浦麻琴,2013-04,NECレッドロケッツ,5,8,0,0,0,,,0,0,0,1,19,1,1,2,1,0,0,2,,0.0,0.12,6.6,0.0
森田結香,2013-04,岡山シーガルズ,27,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
水田祐未,2013-04,久光製薬スプリングス,5,2,5,4,0,80.0,80.0,0,0,0,0,5,0,0,1,0,0,0,4,,2.0,0.0,5.0,
滝口奈美,2013-04,NECレッドロケッツ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
濱口華菜里,2013-04,東レアローズ,2,13,0,0,0,,,0,0,0,0,0,0,0,0,35,27,0,0,,0.0,0.0,,77.1
狩野舞子,2013-04,久光製薬スプリングス,11,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田代佳奈美,2013-04,東レアローズ,11,11,2,1,0,50.0,50.0,0,0,0,2,3,0,0,1,0,0,0,3,,0.09,0.18,8.3,
白垣里紗,2013-04,NECレッドロケッツ,9,12,107,35,4,32.7,29.0,42,15,1,5,30,0,1,8,3,1,0,40,35.7,2.92,0.42,5.8,33.3
石井優希,2013-04,久光製薬スプリングス,6,7,64,16,3,25.0,20.3,4,1,0,2,21,2,3,2,60,44,0,20,25.0,2.29,0.29,8.3,73.3
石橋里紗,2013-04,久光製薬スプリングス,23,8,0,0,0,,,0,0,0,0,13,1,0,1,0,0,0,1,,0.0,0.0,9.6,
石田瑞穂,2013-04,久光製薬スプリングス,22,7,74,33,5,44.6,37.8,9,5,0,1,20,0,0,3,35,27,0,34,55.6,4.71,0.14,3.8,77.1
福田舞,2013-04,岡山シーガルズ,5,12,75,28,3,37.3,33.3,2,0,1,1,30,1,1,3,28,19,0,30,0.0,2.33,0.08,5.0,67.9
秋山美幸,2013-04,NECレッドロケッツ,7,11,3,1,0,33.3,33.3,0,0,0,1,21,0,1,1,0,0,0,2,,0.09,0.09,0.0,
筒井さやか,2013-04,久光製薬スプリングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,2013-04,久光製薬スプリングス,7,1,6,3,0,50.0,50.0,0,0,0,0,1,0,0,1,3,1,0,3,,3.0,0.0,25.0,33.3
荒木絵里香,2013-04,東レアローズ,1,13,58,35,1,60.3,58.6,0,0,0,8,43,1,1,18,2,2,0,44,,2.69,0.62,12.2,100.0
近江あかり,2013-04,NECレッドロケッツ,6,13,88,28,6,31.8,25.0,0,0,0,2,43,2,3,9,81,59,0,32,,2.15,0.15,8.1,72.8
迫田さおり,2013-04,東レアローズ,6,13,173,62,6,35.8,32.4,45,21,2,6,51,0,3,13,1,1,0,68,46.7,4.77,0.46,4.9,100.0
野口彩佳,2013-04,岡山シーガルズ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
金子早織,2013-04,NECレッドロケッツ,14,7,0,0,0,,,0,0,0,0,13,2,0,1,0,0,0,2,,0.0,0.0,17.3,
長岡望悠,2013-04,久光製薬スプリングス,1,12,97,51,3,52.6,49.5,23,14,1,3,50,2,0,16,0,0,0,56,60.9,4.25,0.25,12.0,
関李香,2013-04,岡山シーガルズ,4,9,21,5,2,23.8,14.3,0,0,0,3,17,0,2,4,2,2,0,8,,0.56,0.33,2.9,100.0
高田ありさ,2013-04,東レアローズ,4,13,139,50,7,36.0,30.9,8,2,0,0,52,2,4,7,116,89,0,52,25.0,3.85,0.0,5.3,76.7
鳥越未玖,2013-04,NECレッドロケッツ,16,13,0,0,0,,,0,0,0,0,0,0,0,0,88,74,0,0,,0.0,0.0,,84.1
