大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,27,54,4,3,0,75.0,0,0,0,-,0.06,3,0.06,113,0,1,2,22,5.3,2,0,0,0.0,3,3,1,7
レギュラーラウンド,ウルフドッグス名古屋,27,54,4,3,0,75.0,0,0,0,-,0.06,3,0.06,113,0,1,2,22,5.3,2,0,0,0.0,3,3,1,7
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,32,53,3,2,0,66.7,0,0,0,-,0.04,5,0.09,106,1,0,3,17,4.2,2,1,0,50.0,2,5,1,8
レギュラーラウンド,豊田合成トレフェルサ,27,42,2,1,0,50.0,0,0,0,-,0.02,4,0.10,92,1,0,3,15,4.3,2,1,0,50.0,1,4,1,6
ファイナル６,豊田合成トレフェルサ,5,11,1,1,0,100.0,0,0,0,-,0.09,1,0.09,14,0,0,0,2,3.6,0,0,0,-,1,1,0,2
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,31,64,4,1,1,25.0,0,0,0,-,0.02,8,0.12,164,0,0,6,19,2.0,3,0,0,0.0,1,8,0,9
レギュラーラウンド,豊田合成トレフェルサ,21,55,3,0,1,0.0,0,0,0,-,-,8,0.15,145,0,0,6,17,1.9,3,0,0,0.0,0,8,0,8
ファイナル６,豊田合成トレフェルサ,5,6,1,1,0,100.0,0,0,0,-,0.17,0,-,14,0,0,0,1,1.8,0,0,0,-,1,0,0,1
ファイナル３,豊田合成トレフェルサ,3,1,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
ファイナル,豊田合成トレフェルサ,2,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,0,0.0,0,0,0,-,0,0,0,0
天皇杯全日本選手権大会,,2,8,1,1,0,100.0,0,0,0,-,0.12,0,-,23,0,0,1,7,6.5,1,0,0,0.0,1,0,0,1
レギュラーラウンド,,2,8,1,1,0,100.0,0,0,0,-,0.12,0,-,23,0,0,1,7,6.5,1,0,0,0.0,1,0,0,1
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,31,107,27,15,2,55.6,0,0,0,-,0.14,19,0.18,342,3,1,14,83,7.2,9,1,0,11.1,15,19,4,38
レギュラーラウンド,豊田合成トレフェルサ,21,76,18,11,0,61.1,0,0,0,-,0.14,15,0.20,248,2,1,11,63,7.5,7,1,0,14.3,11,15,3,29
ファイナル６,豊田合成トレフェルサ,5,17,6,3,2,50.0,0,0,0,-,0.18,4,0.24,55,0,0,3,8,3.6,2,0,0,0.0,3,4,0,7
ファイナル３,豊田合成トレフェルサ,3,7,1,1,0,100.0,0,0,0,-,0.14,0,-,15,1,0,0,4,13.3,0,0,0,-,1,0,1,2
ファイナル,豊田合成トレフェルサ,2,7,2,0,0,0.0,0,0,0,-,-,0,-,24,0,0,0,8,8.3,0,0,0,-,0,0,0,0
天皇杯全日本選手権大会,,2,9,1,0,0,0.0,0,0,0,-,-,4,0.44,24,0,0,0,4,4.2,2,0,0,0.0,0,4,0,4
レギュラーラウンド,,2,9,1,0,0,0.0,0,0,0,-,-,4,0.44,24,0,0,0,4,4.2,2,0,0,0.0,0,4,0,4
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,27,102,16,5,1,31.2,0,0,0,-,0.05,38,0.37,316,0,1,10,62,5.2,5,0,0,0.0,5,38,1,44
レギュラーラウンド,豊田合成トレフェルサ,21,79,14,4,1,28.6,0,0,0,-,0.05,28,0.35,245,0,1,8,53,5.7,4,0,0,0.0,4,28,1,33
ファイナル６,豊田合成トレフェルサ,5,18,2,1,0,50.0,0,0,0,-,0.06,8,0.44,57,0,0,0,8,3.5,1,0,0,0.0,1,8,0,9
ファイナル,豊田合成トレフェルサ,1,5,0,0,0,-,0,0,0,-,-,2,0.40,14,0,0,2,1,1.8,0,0,0,-,0,2,0,2
Ｖ・プレミアリーグ男子 2014/15,豊田合成トレフェルサ,27,110,20,12,1,60.0,0,0,0,-,0.11,36,0.33,356,1,0,12,90,6.6,11,2,0,18.2,12,36,1,49
レギュラーラウンド,豊田合成トレフェルサ,21,88,18,11,1,61.1,0,0,0,-,0.12,30,0.34,293,1,0,8,76,6.8,7,1,0,14.3,11,30,1,42
ファイナル６,豊田合成トレフェルサ,5,18,2,1,0,50.0,0,0,0,-,0.06,4,0.22,53,0,0,3,13,6.1,4,1,0,25.0,1,4,0,5
ファイナル３,豊田合成トレフェルサ,1,4,0,0,0,-,0,0,0,-,-,2,0.50,10,0,0,1,1,2.5,0,0,0,-,0,2,0,2
Ｖ・プレミアリーグ男子 2013/14,豊田合成トレフェルサ,28,108,15,7,0,46.7,0,0,0,-,0.06,41,0.38,407,2,3,14,80,6.0,6,1,0,16.7,7,41,5,53
レギュラーラウンド,豊田合成トレフェルサ,28,108,15,7,0,46.7,0,0,0,-,0.06,41,0.38,407,2,3,14,80,6.0,6,1,0,16.7,7,41,5,53
Ｖ・プレミアリーグ男子 2012/13,豊田合成トレフェルサ,28,100,7,4,0,57.1,1,1,0,100.0,0.04,29,0.29,327,2,1,9,97,8.3,3,0,0,0.0,4,29,3,36
レギュラーラウンド,豊田合成トレフェルサ,28,100,7,4,0,57.1,1,1,0,100.0,0.04,29,0.29,327,2,1,9,97,8.3,3,0,0,0.0,4,29,3,36
