試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-02-02,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,■,nan,nan,7,6,0,0.8571428571428571,0.8571428571428571,2.00,0,0,0,-,2,0.67,6,0,1,2,4.2,0,0,0,-
2020-02-02,近畿クラブスフィーダ,4,,北村將,3,□,□,□,nan,nan,6,1,1,0.16666666666666666,0.0,0.33,0,0,0,-,0,-,8,0,1,0,-3.1,2,0,2,50.0
2020-02-02,近畿クラブスフィーダ,6,,江崎闘愛,3,■,■,■,nan,nan,20,13,0,0.65,0.65,4.33,7,6,0,85.7,2,0.67,5,0,3,0,-15.0,0,0,0,-
2020-02-02,近畿クラブスフィーダ,8,,中谷芹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-02,近畿クラブスフィーダ,9,,中野倭,3,□,□,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,9,0,2,1,-2.8,0,0,0,-
2020-02-02,近畿クラブスフィーダ,10,,上山太樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-02-02,近畿クラブスフィーダ,11,,本多駿,3,■,■,■,nan,nan,23,8,2,0.34782608695652173,0.2608695652173913,2.67,4,0,0,0.0,1,0.33,15,1,2,1,5.0,6,2,2,50.0
2020-02-02,近畿クラブスフィーダ,12,,中田雄大,3,■,■,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-
2020-02-02,近畿クラブスフィーダ,13,,那須野裕進,3,■,■,■,nan,nan,5,2,0,0.4,0.4,0.67,0,0,0,-,2,0.67,7,0,2,0,-7.1,0,0,0,-
2020-02-02,近畿クラブスフィーダ,17,,帖佐力弥,3,□,□,□,nan,nan,2,0,1,0.0,-0.5,-,2,0,1,0.0,0,-,3,0,0,0,0.0,0,0,0,-
2020-02-02,近畿クラブスフィーダ,19,,東野朋慶,3,■,■,■,nan,nan,21,13,1,0.6190476190476191,0.5714285714285714,4.33,1,0,0,0.0,2,0.67,14,0,0,1,1.8,29,17,9,74.1
2020-02-02,近畿クラブスフィーダ,21,L,吉田裕哉,2,●,●,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,3,4,55.6
2020-02-02,近畿クラブスフィーダ,28,L,本多泰成,2,〇,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,4,6,63.6
2020-02-02,近畿クラブスフィーダ,29,,江口颯人,2,nan,□,□,nan,nan,12,5,0,0.4166666666666667,0.4166666666666667,2.50,3,1,0,33.3,1,0.50,5,0,1,1,0.0,0,0,0,-
2020-02-02,近畿クラブスフィーダ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,98,48,5,0.4897959183673469,0.4387755102040816,16.00,17,7,1,41.2,10,3.33,77,1,12,8,0.0,57,26,23,65.8
