名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
張心穆意,GSS東京サンビームズ,21,58,549,244,18,44.4,41.2,4,0,1,42,177,9,7,53,1,0,0,0.0,4.2,0.7,11.6,0.0
張歓歓,大阪スーペリアーズ,9,56,702,208,48,29.6,22.8,121,27,17,10,163,6,9,49,227,82,44,22.3,3.7,0.2,9.8,45.8
後藤真利,トヨタ自動車ヴァルキューレ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
徳石あかり,柏エンゼルクロス,18,31,106,34,8,32.1,24.5,0,0,0,5,74,5,2,18,6,5,1,,1.1,0.2,12.2,91.7
愛宕諒子,群馬銀行グリーンウイングス,13,59,466,165,32,35.4,28.5,1,0,0,15,181,11,4,54,144,32,39,0.0,2.8,0.3,13.0,35.8
戸田さやか,プレステージ・インターナショナルアランマーレ,9,11,17,2,3,11.8,-5.9,0,0,0,4,13,1,0,4,1,1,0,,0.2,0.4,15.4,100.0
投野ひかる,プレステージ・インターナショナルアランマーレ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
播磨若奈,ブレス浜松,3,66,53,20,3,37.7,32.1,0,0,0,12,201,4,11,48,2,0,0,,0.3,0.2,6.6,0.0
斉藤千佳,群馬銀行グリーンウイングス,8,58,481,178,26,37.0,31.6,15,2,2,19,154,8,3,37,6,2,1,13.3,3.1,0.3,10.7,41.7
斉藤有香,大野石油広島オイラーズ,15,63,602,197,43,32.7,25.6,27,9,10,1,172,5,27,32,515,278,93,33.3,3.1,0.0,3.6,63.0
新井祥,群馬銀行グリーンウイングス,10,66,526,179,28,34.0,28.7,0,0,0,4,199,5,3,25,568,268,142,,2.7,0.1,5.3,59.7
春田詩織,ブレス浜松,18,13,56,18,6,32.1,21.4,2,1,0,1,16,0,2,4,6,1,3,50.0,1.4,0.1,3.1,41.7
有川由季乃,GSS東京サンビームズ,3,8,4,1,1,25.0,0.0,0,0,0,0,1,0,0,0,19,9,3,,0.1,0.0,0.0,55.3
木村友里,プレステージ・インターナショナルアランマーレ,3,65,519,167,26,32.2,27.2,15,4,2,9,276,12,5,78,400,188,90,26.7,2.6,0.1,11.0,58.2
木村汐里,柏エンゼルクロス,13,41,254,99,18,39.0,31.9,3,1,1,3,98,2,6,23,212,113,35,33.3,2.4,0.1,6.4,61.6
末代真歩,柏エンゼルクロス,8,17,113,44,11,38.9,29.2,0,0,0,12,24,0,1,8,2,2,0,,2.6,0.7,7.3,100.0
本間有貴,プレステージ・インターナショナルアランマーレ,13,65,351,137,15,39.0,34.8,0,0,0,19,181,6,20,50,15,12,2,,2.1,0.3,7.5,86.7
本間真樹子,JAぎふリオレーナ,9,63,57,23,2,40.4,36.8,0,0,0,12,193,3,5,49,1,0,0,,0.4,0.2,7.3,0.0
松尾妃七菜,トヨタ自動車ヴァルキューレ,8,63,43,16,2,37.2,32.6,0,0,0,13,147,5,4,25,2,0,0,,0.3,0.2,7.0,0.0
松尾由紀子,プレステージ・インターナショナルアランマーレ,6,35,1,1,0,100.0,100.0,0,0,0,0,10,1,1,4,0,0,0,,0.0,0.0,17.5,
松村美空,大阪スーペリアーズ,16,10,26,9,3,34.6,23.1,1,0,0,0,24,1,2,2,1,0,0,0.0,0.9,0.0,4.2,0.0
松森風帆,大阪スーペリアーズ,4,7,39,16,1,41.0,38.5,0,0,0,2,20,1,3,1,0,0,0,,2.3,0.3,2.5,
松浦未波,GSS東京サンビームズ,2,68,38,15,1,39.5,36.8,0,0,0,10,232,11,12,61,1,0,1,,0.2,0.1,10.0,50.0
柳沢紫子,プレステージ・インターナショナルアランマーレ,10,64,249,95,11,38.2,33.7,0,0,0,45,248,17,24,97,10,8,2,,1.5,0.7,14.2,90.0
栗栖明歩,大阪スーペリアーズ,11,31,145,38,13,26.2,17.2,0,0,0,9,82,4,3,21,6,2,2,,1.2,0.3,10.4,50.0
栗田楓,群馬銀行グリーンウイングス,1,61,13,4,0,30.8,30.8,1,0,0,1,223,6,8,63,1,0,0,0.0,0.1,0.0,8.9,0.0
梅木夢乃,大阪スーペリアーズ,1,55,12,6,1,50.0,41.7,0,0,0,1,144,5,13,34,8,0,0,,0.1,0.0,7.1,0.0
梅木瞳,トヨタ自動車ヴァルキューレ,16,59,279,98,31,35.1,24.0,1,0,0,7,150,7,12,46,3,0,1,0.0,1.7,0.1,10.3,16.7
梅村悠,ブレス浜松,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
森寿実子,プレステージ・インターナショナルアランマーレ,11,65,0,0,0,,,0,0,0,0,0,0,0,0,226,129,48,,0.0,0.0,,67.7
楠木舞美子,柏エンゼルクロス,10,46,167,54,20,32.3,20.4,0,0,0,8,148,4,4,40,9,7,0,,1.2,0.2,8.8,77.8
権藤玲奈,トヨタ自動車ヴァルキューレ,5,63,837,282,79,33.7,24.3,211,52,34,20,169,8,16,55,24,12,5,24.6,4.5,0.3,10.5,60.4
櫻井美樹,ヴィクトリーナ姫路,19,8,1,0,0,0.0,0.0,0,0,0,0,14,2,0,6,0,0,0,,0.0,0.0,25.0,
正元志歩,大阪スーペリアーズ,6,7,36,7,2,19.4,13.9,0,0,0,2,21,0,1,1,2,0,1,,1.0,0.3,0.0,25.0
武藤琴音,大阪スーペリアーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
水上真悠子,ブレス浜松,21,66,583,175,37,30.0,23.7,28,7,6,12,213,8,15,68,541,244,120,25.0,2.7,0.2,10.0,56.2
江川優貴,プレステージ・インターナショナルアランマーレ,2,65,738,283,46,38.3,32.1,100,20,11,18,213,11,48,47,0,0,0,20.0,4.4,0.3,5.0,
河合由貴,ヴィクトリーナ姫路,7,57,46,20,2,43.5,39.1,0,0,0,3,207,6,13,65,0,0,0,,0.4,0.1,9.2,
浅川希,プレステージ・インターナショナルアランマーレ,5,65,537,170,43,31.7,23.6,8,2,1,11,146,13,27,47,544,284,132,25.0,2.6,0.2,12.3,64.3
浅津ゆうこ,ヴィクトリーナ姫路,4,49,381,179,13,47.0,43.6,20,5,0,28,128,5,5,50,2,0,1,25.0,3.7,0.6,12.7,25.0
浅野美波,トヨタ自動車ヴァルキューレ,18,61,424,129,49,30.4,18.9,2,0,0,9,176,8,14,49,525,248,116,0.0,2.1,0.1,9.5,58.3
浜田栞,JAぎふリオレーナ,18,16,71,27,8,38.0,26.8,0,0,0,5,28,2,0,9,1,1,0,,1.7,0.3,15.2,100.0
渋川小夏,柏エンゼルクロス,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
溝口由利香,ヴィクトリーナ姫路,18,46,0,0,0,,,0,0,0,0,0,0,0,0,139,85,26,,0.0,0.0,,70.5
澁谷美妃,ブレス浜松,20,46,0,0,0,,,0,0,0,0,23,0,1,5,170,69,37,,0.0,0.0,4.3,51.5
濱邊優愛,群馬銀行グリーンウイングス,14,10,45,21,5,46.7,35.6,0,0,0,3,20,2,2,5,0,0,0,,2.1,0.3,13.8,
瀧本りな,ヴィクトリーナ姫路,6,3,9,5,0,55.6,55.6,0,0,0,0,0,0,0,0,0,0,0,,1.7,0.0,,
熊本比奈,ブレス浜松,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
片下恭子,ヴィクトリーナ姫路,8,30,0,0,0,,,0,0,0,0,0,0,0,0,120,74,20,,0.0,0.0,,70.0
田中千晶,大阪スーペリアーズ,23,3,9,1,1,11.1,0.0,0,0,0,0,11,1,2,4,0,0,0,,0.3,0.0,13.6,
田中咲希,ヴィクトリーナ姫路,21,7,32,15,3,46.9,37.5,0,0,0,0,0,0,0,0,0,0,0,,2.1,0.0,,
田中実季,柏エンゼルクロス,5,69,576,196,47,34.0,25.9,17,4,2,27,268,10,12,74,206,100,42,23.5,2.8,0.4,9.5,58.7
田中瑠奈,群馬銀行グリーンウイングス,5,46,419,133,41,31.7,22.0,3,1,0,10,177,7,10,55,237,137,43,33.3,2.9,0.2,10.3,66.9
田代麻樹,JAぎふリオレーナ,1,59,224,85,8,37.9,34.4,2,1,0,28,162,4,7,31,8,4,1,50.0,1.4,0.5,6.2,56.2
田戸美咲,トヨタ自動車ヴァルキューレ,14,63,0,0,0,,,0,0,0,0,0,0,0,0,325,139,74,,0.0,0.0,,54.2
田村愛美,プレステージ・インターナショナルアランマーレ,8,65,45,20,1,44.4,42.2,1,0,0,7,216,9,4,51,1,0,0,0.0,0.3,0.1,9.6,0.0
百瀬彩夏,GSS東京サンビームズ,12,66,327,123,16,37.6,32.7,0,0,0,20,200,7,3,41,5,2,2,,1.9,0.3,8.2,60.0
目加田莉央,JAぎふリオレーナ,16,67,0,0,0,,,0,0,0,0,0,0,0,0,222,125,58,,0.0,0.0,,69.4
矢口紗友美,大阪スーペリアーズ,3,11,39,9,5,23.1,10.3,0,0,0,0,19,0,0,4,6,2,3,,0.8,0.0,5.3,58.3
石丸真悠,大阪スーペリアーズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石山綺里,トヨタ自動車ヴァルキューレ,12,51,66,16,2,24.2,21.2,2,0,0,0,97,7,12,31,88,29,21,0.0,0.3,0.0,12.1,44.9
石川梨奈,群馬銀行グリーンウイングス,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石川綾菜,柏エンゼルクロス,4,28,156,54,9,34.6,28.8,1,0,0,9,54,1,10,12,10,5,0,0.0,1.9,0.3,2.8,50.0
磯部成里,大野石油広島オイラーズ,3,30,105,42,6,40.0,34.3,1,1,0,14,90,4,7,25,4,3,0,100.0,1.4,0.5,9.4,75.0
福田有里,プレステージ・インターナショナルアランマーレ,20,65,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
竹内沙月,GSS東京サンビームズ,14,2,0,0,0,,,0,0,0,0,8,1,1,4,0,0,0,,0.0,0.0,21.9,
竹内碧,トヨタ自動車ヴァルキューレ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井視穂子,ヴィクトリーナ姫路,1,23,1,1,0,100.0,100.0,0,0,0,0,31,1,1,11,18,6,7,,0.0,0.0,11.3,52.8
縄田香世子,GSS東京サンビームズ,24,2,4,1,1,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
色摩知巳,GSS東京サンビームズ,5,60,767,256,31,33.4,29.3,18,3,0,12,160,5,5,33,62,25,15,16.7,4.3,0.2,7.5,52.4
菅原未来,ヴィクトリーナ姫路,16,8,1,0,0,0.0,0.0,0,0,0,1,21,2,4,9,0,0,0,,0.0,0.1,15.5,
菅原里奈,プレステージ・インターナショナルアランマーレ,19,3,5,0,0,0.0,0.0,0,0,0,0,4,0,2,0,3,1,1,,0.0,0.0,-12.5,50.0
菅原麻衣,ブレス浜松,8,66,461,156,38,33.8,25.6,9,0,1,9,223,5,9,55,25,17,4,0.0,2.4,0.1,7.4,76.0
萩原希,柏エンゼルクロス,11,16,50,14,3,28.0,22.0,2,1,0,3,15,1,2,5,16,9,2,50.0,0.9,0.2,11.7,62.5
藤原ちひろ,ブレス浜松,14,15,15,4,1,26.7,20.0,0,0,0,0,9,0,0,3,1,0,0,,0.3,0.0,8.3,0.0
藤原真理子,プレステージ・インターナショナルアランマーレ,18,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
藤澤彩乃,大阪スーペリアーズ,25,3,9,2,1,22.2,11.1,0,0,0,1,7,0,0,0,0,0,0,,0.7,0.3,0.0,
藤田萠英,大野石油広島オイラーズ,5,66,0,0,0,,,0,0,0,0,0,0,0,0,133,76,21,,0.0,0.0,,65.0
西田智美,大野石油広島オイラーズ,14,26,94,34,6,36.2,29.8,0,0,0,4,83,3,2,25,5,2,2,,1.3,0.2,10.5,60.0
谷岡初生,大野石油広島オイラーズ,12,23,66,28,3,42.4,37.9,0,0,0,3,52,3,7,11,1,0,1,,1.2,0.1,7.7,50.0
豊田みづき,GSS東京サンビームズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
貞包里穂,ヴィクトリーナ姫路,20,31,293,112,7,38.2,35.8,15,4,0,12,105,3,7,33,216,53,69,26.7,3.6,0.4,9.0,40.5
賀谷明日光,GSS東京サンビームズ,25,29,129,37,7,28.7,23.3,0,0,0,4,69,4,6,24,2,0,1,,1.3,0.1,12.3,25.0
逆瀬川由衣,ヴィクトリーナ姫路,11,13,0,0,0,,,0,0,0,0,22,2,0,8,1,1,0,,0.0,0.0,18.2,100.0
重松史乃,GSS東京サンビームズ,1,29,0,0,0,,,0,0,0,0,50,3,4,17,0,0,0,,0.0,0.0,12.5,
金杉由香,ヴィクトリーナ姫路,10,38,394,165,21,41.9,36.5,66,23,5,10,109,10,13,45,107,44,15,34.8,4.3,0.3,16.5,48.1
金田梨花,ブレス浜松,19,13,0,0,0,,,0,0,0,0,17,0,1,5,0,0,0,,0.0,0.0,5.9,
鈴木千織,トヨタ自動車ヴァルキューレ,2,27,63,19,6,30.2,20.6,0,0,0,1,73,3,3,13,5,2,0,,0.7,0.0,7.5,40.0
鈴木日葵,群馬銀行グリーンウイングス,3,69,344,171,16,49.7,45.1,0,0,0,28,228,14,21,77,0,0,0,,2.5,0.4,12.3,
鈴木遥,柏エンゼルクロス,1,72,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
長谷川侑南,大野石油広島オイラーズ,4,46,14,7,2,50.0,35.7,1,1,0,4,102,5,9,24,2,0,1,100.0,0.2,0.1,8.6,25.0
須田美南,大阪スーペリアーズ,14,53,0,0,0,,,0,0,0,0,0,0,0,0,278,117,54,,0.0,0.0,,51.8
馬渡晴菜,大野石油広島オイラーズ,7,53,17,12,0,70.6,70.6,0,0,0,11,120,2,2,40,1,0,0,,0.2,0.2,9.6,0.0
高木理江,ヴィクトリーナ姫路,14,43,207,86,9,41.5,37.2,1,0,0,27,134,5,5,36,13,10,0,0.0,2.0,0.6,9.5,76.9
高橋咲妃惠,ヴィクトリーナ姫路,3,38,137,40,5,29.2,25.5,4,0,0,4,107,3,9,30,69,40,19,0.0,1.1,0.1,7.7,71.7
高橋美桜,ブレス浜松,13,1,4,1,1,25.0,0.0,0,0,0,0,1,0,0,0,2,1,1,,1.0,0.0,0.0,75.0
鬼塚雛子,GSS東京サンビームズ,20,68,395,145,23,36.7,30.9,3,0,0,6,249,18,7,81,355,161,65,0.0,2.1,0.1,14.7,54.5
鶴ヶ崎佳寿葉,柏エンゼルクロス,14,72,0,0,0,,,0,0,0,0,0,0,0,0,230,173,19,,0.0,0.0,,79.3
黒木麻衣,柏エンゼルクロス,6,22,0,0,0,,,0,0,0,0,26,1,3,7,0,0,0,,0.0,0.0,7.7,
齊藤望,JAぎふリオレーナ,15,30,131,46,8,35.1,29.0,6,3,1,5,42,1,8,14,1,1,0,50.0,1.5,0.2,6.0,100.0
齊藤葉月,柏エンゼルクロス,12,45,102,29,7,28.4,21.6,1,0,0,0,69,2,5,30,85,43,16,0.0,0.6,0.0,12.0,60.0
