名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
オリヴェイラスエレ,ヴィクトリーナ姫路,2,41,358,120,21,33.5,27.7,19,3,5,24,177,13,8,51,291,152,74,15.8,2.9,0.6,13.4,64.9
一森祐希奈,トヨタ自動車ヴァルキューレ,15,29,2,1,0,50.0,50.0,0,0,0,0,38,4,1,10,0,0,0,,0.0,0.0,16.4,
三井梨愛,大野石油広島オイラーズ,16,19,9,3,0,33.3,33.3,0,0,0,0,30,0,2,14,5,2,1,,0.2,0.0,10.0,50.0
三好紗弥香,群馬銀行グリーンウイングス,11,29,0,0,0,,,0,0,0,0,45,3,0,14,0,0,0,,0.0,0.0,14.4,
三浦あゆみ,GSS東京サンビームズ,8,50,0,0,0,,,0,0,0,0,0,0,0,0,181,108,27,,0.0,0.0,,67.1
上地野乃香,群馬銀行グリーンウイングス,9,50,0,0,0,,,0,0,0,0,21,0,1,4,173,86,40,,0.0,0.0,3.6,61.3
不破沙耶佳,大阪スーペリアーズ,15,55,658,203,64,30.9,21.1,152,33,32,9,203,11,9,85,157,61,22,21.7,3.7,0.2,14.8,45.9
中本葉月,ヴィクトリーナ姫路,17,17,82,33,6,40.2,32.9,0,0,0,5,52,1,2,15,1,0,1,,1.9,0.3,8.2,50.0
中村早紀子,JAぎふリオレーナ,10,27,162,61,4,37.7,35.2,10,4,0,1,74,3,5,22,134,78,29,40.0,2.3,0.0,9.8,69.0
中田唯香,大野石油広島オイラーズ,11,17,74,22,12,29.7,13.5,2,1,1,2,39,1,2,11,63,22,17,50.0,1.3,0.1,8.3,48.4
丹野瑞希,プレステージ・インターナショナルアランマーレ,12,36,89,26,8,29.2,20.2,3,1,0,1,40,2,1,11,1,1,0,33.3,0.7,0.0,11.2,100.0
井上実咲,JAぎふリオレーナ,12,5,9,2,1,22.2,11.1,0,0,0,6,14,0,1,6,0,0,0,,0.4,1.2,8.9,
今井里美,JAぎふリオレーナ,3,62,584,222,41,38.0,31.0,43,17,3,2,265,13,12,73,408,154,101,39.5,3.6,0.0,10.7,50.1
伊藤摩耶,プレステージ・インターナショナルアランマーレ,17,10,12,4,2,33.3,16.7,0,0,0,1,8,0,2,2,2,2,0,,0.4,0.1,0.0,100.0
佐々木美帆,JAぎふリオレーナ,11,65,235,98,9,41.7,37.9,0,0,0,21,269,9,9,51,10,4,2,,1.5,0.3,7.2,50.0
佐藤愛美,大野石油広島オイラーズ,9,53,398,166,30,41.7,34.2,26,5,5,14,151,8,6,39,27,9,8,19.2,3.1,0.3,10.8,48.1
佐野遥香,JAぎふリオレーナ,14,19,2,0,0,0.0,0.0,0,0,0,1,38,4,1,14,1,0,0,,0.0,0.1,19.1,0.0
前村明里,ブレス浜松,22,66,0,0,0,,,0,0,0,0,0,0,0,0,157,76,37,,0.0,0.0,,60.2
加藤彩夏,ブレス浜松,11,65,459,131,23,28.5,23.5,15,1,4,17,166,0,6,25,32,14,10,6.7,2.0,0.3,2.9,59.4
勝呂詩保,ブレス浜松,15,6,11,3,0,27.3,27.3,0,0,0,0,3,1,0,1,1,0,0,,0.5,0.0,41.7,0.0
勝見咲子,GSS東京サンビームズ,29,44,245,85,23,34.7,25.3,7,2,1,5,25,1,3,3,2,0,0,28.6,1.9,0.1,4.0,0.0
北川海育,大野石油広島オイラーズ,1,68,368,169,9,45.9,43.5,0,0,0,21,215,6,8,61,30,20,4,,2.5,0.3,9.0,73.3
北村果穂,プレステージ・インターナショナルアランマーレ,1,33,15,1,2,6.7,-6.7,1,0,0,0,56,3,7,23,53,18,11,0.0,0.0,0.0,12.5,44.3
原田茉由,大阪スーペリアーズ,13,56,281,81,22,28.8,21.0,1,0,0,1,184,14,13,56,481,203,96,0.0,1.4,0.0,13.5,52.2
古市彩音,群馬銀行グリーンウイングス,6,50,21,12,0,57.1,57.1,0,0,0,3,98,4,1,23,2,1,0,,0.2,0.1,9.7,50.0
吉井奎乃,JAぎふリオレーナ,4,58,714,244,61,34.2,25.6,94,23,15,12,224,11,13,74,538,246,102,24.5,4.2,0.2,11.7,55.2
吉岡みなみ,群馬銀行グリーンウイングス,2,69,0,0,0,,,0,0,0,0,0,0,0,0,109,59,23,,0.0,0.0,,64.7
吉岡可奈,ヴィクトリーナ姫路,9,42,156,81,10,51.9,45.5,0,0,0,23,156,12,11,62,8,1,4,,1.9,0.5,15.9,37.5
吉本梓穂,大野石油広島オイラーズ,8,41,104,33,10,31.7,22.1,6,3,2,1,93,5,2,39,139,84,22,50.0,0.8,0.0,15.3,68.3
吉村文那,大阪スーペリアーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田伽那,トヨタ自動車ヴァルキューレ,19,58,468,117,41,25.0,16.2,15,2,2,3,217,13,13,73,383,159,85,13.3,2.0,0.1,12.9,52.6
吉田珠菜,大阪スーペリアーズ,12,25,103,34,6,33.0,27.2,0,0,0,7,82,4,4,18,10,6,0,,1.4,0.3,9.1,60.0
吉里遥,大野石油広島オイラーズ,6,40,348,111,27,31.9,24.1,39,7,10,6,111,8,16,33,12,4,5,17.9,2.8,0.2,11.0,54.2
名原寧音,柏エンゼルクロス,16,72,21,7,0,33.3,33.3,0,0,0,10,236,11,5,62,3,2,0,,0.1,0.1,10.7,66.7
和田法子,ブレス浜松,9,66,373,168,17,45.0,40.5,2,2,0,38,239,20,21,78,15,11,1,100.0,2.5,0.6,14.3,76.7
園田乃菜,大阪スーペリアーズ,18,41,0,0,0,,,0,0,0,0,3,0,0,0,68,28,15,,0.0,0.0,0.0,52.2
土屋智菜実,群馬銀行グリーンウイングス,12,8,46,13,2,28.3,23.9,0,0,0,0,18,1,0,2,40,8,21,,1.6,0.0,8.3,46.2
土岡真央,大野石油広島オイラーズ,17,60,0,0,0,,,0,0,0,0,0,0,0,0,12,4,5,,0.0,0.0,,54.2
坂本陽菜,群馬銀行グリーンウイングス,11,4,0,0,0,,,0,0,0,0,1,0,1,0,14,6,4,,0.0,0.0,-25.0,57.1
坂根朱里,大阪スーペリアーズ,8,27,89,21,4,23.6,19.1,3,0,0,3,52,2,4,10,6,2,0,0.0,0.8,0.1,6.7,33.3
城野真衣,柏エンゼルクロス,2,61,680,227,43,33.4,27.1,31,4,5,20,192,12,9,52,354,189,55,12.9,3.7,0.3,11.8,61.2
堀込奈央,ヴィクトリーナ姫路,23,9,0,0,0,,,0,0,0,0,18,1,0,6,0,0,0,,0.0,0.0,13.9,
堀部ジェニファー,GSS東京サンビームズ,13,1,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
多田遥,ブレス浜松,10,66,653,196,41,30.0,23.7,58,13,7,24,237,12,9,69,377,178,71,22.4,3.0,0.4,11.4,56.6
大元朱菜,ヴィクトリーナ姫路,15,22,81,36,5,44.4,38.3,0,0,0,5,98,8,14,34,0,0,0,,1.6,0.2,13.3,
大原萌,GSS東京サンビームズ,19,58,0,0,0,,,0,0,0,0,72,2,1,13,94,43,17,,0.0,0.0,6.9,54.8
大田知香,ヴィクトリーナ姫路,5,18,134,43,4,32.1,29.1,5,1,0,2,53,5,3,18,85,42,17,20.0,2.4,0.1,16.5,59.4
天澤優奈,GSS東京サンビームズ,23,68,354,107,22,30.2,24.0,0,0,0,6,267,13,18,79,492,235,123,,1.6,0.1,10.6,60.3
安福若菜,群馬銀行グリーンウイングス,16,45,236,90,14,38.1,32.2,0,0,0,19,137,3,0,20,2,1,1,,2.0,0.4,5.8,75.0
宮井遥,JAぎふリオレーナ,6,1,7,4,1,57.1,42.9,1,0,1,0,2,0,1,0,0,0,0,0.0,4.0,0.0,-12.5,
宮崎陽衣,ブレス浜松,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮澤千陽,ブレス浜松,5,8,2,0,0,0.0,0.0,0,0,0,0,9,0,0,2,0,0,0,,0.0,0.0,5.6,
寺坂茜,群馬銀行グリーンウイングス,7,62,287,85,26,29.6,20.6,2,0,0,8,82,1,16,25,0,0,0,0.0,1.4,0.1,4.0,
寺田遥,大阪スーペリアーズ,5,3,0,0,0,,,0,0,0,0,1,0,0,1,6,4,1,,0.0,0.0,25.0,75.0
小川古都,トヨタ自動車ヴァルキューレ,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
小林愛里,群馬銀行グリーンウイングス,4,4,37,18,1,48.6,45.9,0,0,0,0,12,1,0,3,22,9,1,,4.5,0.0,14.6,43.2
小清水茉弥,柏エンゼルクロス,17,48,209,71,7,34.0,30.6,0,0,0,16,173,4,5,48,4,3,1,,1.5,0.3,8.5,87.5
尾花佳甫,JAぎふリオレーナ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内佑里子,大野石油広島オイラーズ,10,62,481,157,39,32.6,24.5,3,0,1,19,194,8,5,39,424,189,97,0.0,2.5,0.3,8.5,56.0
山本悠維,ブレス浜松,16,3,0,0,0,,,0,0,0,0,7,0,0,1,0,0,0,,0.0,0.0,3.6,
山本直美,柏エンゼルクロス,3,57,505,159,23,31.5,26.9,12,3,0,18,182,13,4,49,310,123,72,25.0,2.8,0.3,13.3,51.3
山本裕香,JAぎふリオレーナ,5,64,650,261,50,40.2,32.5,44,11,7,23,218,6,17,69,9,6,0,25.0,4.1,0.4,8.7,66.7
岡田倫奈,JAぎふリオレーナ,13,53,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岩本梨音,大阪スーペリアーズ,20,10,0,0,0,,,0,0,0,0,15,0,1,5,0,0,0,,0.0,0.0,6.7,
岩永明奈,JAぎふリオレーナ,8,17,0,0,0,,,0,0,0,0,38,0,0,6,0,0,0,,0.0,0.0,3.9,
川満理子,プレステージ・インターナショナルアランマーレ,7,9,24,9,3,37.5,25.0,0,0,0,0,5,0,1,1,16,2,6,,1.0,0.0,0.0,31.2
平岩沙紀,GSS東京サンビームズ,4,38,0,0,0,,,0,0,0,0,0,0,0,0,154,84,30,,0.0,0.0,,64.3
廣田唯,トヨタ自動車ヴァルキューレ,9,58,200,62,23,31.0,19.5,5,0,3,12,123,7,22,40,7,2,0,0.0,1.1,0.2,9.3,28.6
