名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
オリヴェイラスエレ,2018-11,ヴィクトリーナ姫路,2,55,15,147,42,6,28.6,24.5,10,2,1,11,77,5,4,24,125,64,37,20.0,2.8,0.73,13.0,66.0
オリヴェイラスエレ,2018-12,ヴィクトリーナ姫路,2,36,6,48,17,2,35.4,31.2,3,0,2,6,26,3,2,5,44,22,8,0.0,2.83,1.0,14.4,59.1
オリヴェイラスエレ,2019-01,ヴィクトリーナ姫路,2,3,9,84,30,6,35.7,28.6,4,1,1,4,33,2,2,11,55,31,9,25.0,3.33,0.44,12.9,64.5
オリヴェイラスエレ,2019-02,ヴィクトリーナ姫路,2,8,11,79,31,7,39.2,30.4,2,0,1,3,41,3,0,11,67,35,20,0.0,2.82,0.27,14.0,67.2
一森祐希奈,2018-11,トヨタ自動車ヴァルキューレ,15,66,9,1,0,0,0.0,0.0,0,0,0,0,9,0,0,2,0,0,0,,0.0,0.0,5.6,
一森祐希奈,2018-12,トヨタ自動車ヴァルキューレ,15,36,7,0,0,0,,,0,0,0,0,8,1,0,2,0,0,0,,0.0,0.0,18.8,
一森祐希奈,2019-01,トヨタ自動車ヴァルキューレ,15,5,9,1,1,0,100.0,100.0,0,0,0,0,12,2,1,4,0,0,0,,0.11,0.0,22.9,
一森祐希奈,2019-02,トヨタ自動車ヴァルキューレ,15,6,4,0,0,0,,,0,0,0,0,9,1,0,2,0,0,0,,0.0,0.0,16.7,
三井梨愛,2018-11,大野石油広島オイラーズ,16,55,5,3,2,0,66.7,66.7,0,0,0,0,5,0,1,2,1,0,0,,0.4,0.0,5.0,0.0
三井梨愛,2018-12,大野石油広島オイラーズ,16,36,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三井梨愛,2019-01,大野石油広島オイラーズ,16,5,11,6,1,0,16.7,16.7,0,0,0,0,20,0,0,9,4,2,1,,0.09,0.0,11.2,62.5
三井梨愛,2019-02,大野石油広島オイラーズ,16,2,3,0,0,0,,,0,0,0,0,5,0,1,3,0,0,0,,0.0,0.0,10.0,
三好紗弥香,2018-11,群馬銀行グリーンウイングス,11,55,5,0,0,0,,,0,0,0,0,7,0,0,2,0,0,0,,0.0,0.0,7.1,
三好紗弥香,2018-12,群馬銀行グリーンウイングス,11,36,8,0,0,0,,,0,0,0,0,10,0,0,3,0,0,0,,0.0,0.0,7.5,
三好紗弥香,2019-01,群馬銀行グリーンウイングス,11,5,14,0,0,0,,,0,0,0,0,25,3,0,8,0,0,0,,0.0,0.0,20.0,
三好紗弥香,2019-02,群馬銀行グリーンウイングス,11,10,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
三浦あゆみ,2018-11,GSS東京サンビームズ,8,55,14,0,0,0,,,0,0,0,0,0,0,0,0,32,19,5,,0.0,0.0,,67.2
三浦あゆみ,2018-12,GSS東京サンビームズ,8,36,8,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,,0.0,0.0,,75.0
三浦あゆみ,2019-01,GSS東京サンビームズ,8,5,12,0,0,0,,,0,0,0,0,0,0,0,0,39,20,6,,0.0,0.0,,59.0
三浦あゆみ,2019-02,GSS東京サンビームズ,8,10,16,0,0,0,,,0,0,0,0,0,0,0,0,106,66,16,,0.0,0.0,,69.8
上地野乃香,2018-11,群馬銀行グリーンウイングス,9,55,17,0,0,0,,,0,0,0,0,0,0,0,0,55,27,11,,0.0,0.0,,59.1
上地野乃香,2018-12,群馬銀行グリーンウイングス,9,36,10,0,0,0,,,0,0,0,0,0,0,0,0,30,15,9,,0.0,0.0,,65.0
上地野乃香,2019-01,群馬銀行グリーンウイングス,9,5,7,0,0,0,,,0,0,0,0,14,0,1,1,17,8,5,,0.0,0.0,0.0,61.8
上地野乃香,2019-02,群馬銀行グリーンウイングス,9,10,16,0,0,0,,,0,0,0,0,7,0,0,3,71,36,15,,0.0,0.0,10.7,61.3
不破沙耶佳,2018-11,大阪スーペリアーズ,15,55,16,186,56,17,30.1,21.0,22,2,4,1,50,4,3,17,40,17,4,9.1,3.5,0.06,15.0,47.5
不破沙耶佳,2018-12,大阪スーペリアーズ,15,36,9,94,31,7,33.0,25.5,12,2,3,2,33,2,2,13,27,12,3,16.7,3.44,0.22,14.4,50.0
不破沙耶佳,2019-01,大阪スーペリアーズ,15,6,18,219,69,25,31.5,20.1,74,19,15,4,75,3,3,30,51,13,11,25.7,3.83,0.22,13.0,36.3
不破沙耶佳,2019-02,大阪スーペリアーズ,15,8,12,159,47,15,29.6,20.1,44,10,10,2,45,2,1,25,39,19,4,22.7,3.92,0.17,17.8,53.8
中本葉月,2018-11,ヴィクトリーナ姫路,17,55,9,51,22,3,43.1,37.3,0,0,0,1,28,0,0,7,1,0,1,,2.44,0.11,6.2,50.0
中本葉月,2018-12,ヴィクトリーナ姫路,17,36,2,9,5,2,55.6,33.3,0,0,0,2,4,0,0,1,0,0,0,,2.5,1.0,6.2,
