試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2018-11-10,11,柏エンゼルクロス,1,L,鈴木遥,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,柏エンゼルクロス,2,,城野真衣,3,nan,□,■,■,nan,15,6,1,0.4,0.3333333333333333,2.00,0,0,0,-,2,0.67,7,2,0,3,39.3,16,4,3,34.4
2018-11-10,11,柏エンゼルクロス,3,,山本直美,2,■,■,nan,nan,nan,14,7,2,0.5,0.35714285714285715,3.50,1,0,0,0.0,1,0.50,6,0,1,1,0.0,14,3,4,35.7
2018-11-10,11,柏エンゼルクロス,4,,石川綾菜,2,nan,□,nan,□,nan,6,1,1,0.16666666666666666,0.0,0.50,0,0,0,-,0,-,4,0,0,0,0.0,6,2,0,33.3
2018-11-10,11,柏エンゼルクロス,5,,田中実季,4,■,■,■,■,nan,31,9,5,0.2903225806451613,0.12903225806451613,2.25,0,0,0,-,0,-,13,2,1,5,23.1,4,1,2,50.0
2018-11-10,11,柏エンゼルクロス,6,,黒木麻衣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,柏エンゼルクロス,8,,末代真歩,3,■,■,■,nan,nan,17,6,2,0.35294117647058826,0.23529411764705882,2.00,0,0,0,-,1,0.33,6,0,0,2,8.3,0,0,0,-
2018-11-10,11,柏エンゼルクロス,10,,楠木舞美子,4,■,■,■,■,nan,17,4,3,0.23529411764705882,0.058823529411764705,1.00,0,0,0,-,0,-,12,1,0,4,16.7,1,1,0,100.0
2018-11-10,11,柏エンゼルクロス,11,,萩原希,1,nan,nan,nan,□,nan,10,1,0,0.1,0.1,1.00,0,0,0,-,0,-,2,0,0,0,0.0,2,0,0,0.0
2018-11-10,11,柏エンゼルクロス,12,,齊藤葉月,4,■,■,■,■,nan,31,10,0,0.3225806451612903,0.3225806451612903,2.50,0,0,0,-,0,-,7,0,1,3,7.1,17,6,4,47.1
2018-11-10,11,柏エンゼルクロス,13,,木村汐里,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0
2018-11-10,11,柏エンゼルクロス,14,L,鶴ヶ崎佳寿葉,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,11,2,63.2
2018-11-10,11,柏エンゼルクロス,16,,名原寧音,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,15,1,0,4,13.3,0,0,0,-
2018-11-10,11,柏エンゼルクロス,18,,徳石あかり,3,nan,□,□,■,nan,3,2,0,0.6666666666666666,0.6666666666666666,0.67,0,0,0,-,0,-,7,0,0,0,0.0,0,0,0,-
2018-11-10,11,プレステージ・インターナショナルアランマーレ,1,,北村果穂,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,1,0,0,0.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,2,,江川優貴,4,■,■,■,■,nan,40,19,3,0.475,0.4,4.75,9,2,2,22.2,3,0.75,12,1,4,3,6.2,0,0,0,-
2018-11-10,11,プレステージ・インターナショナルアランマーレ,3,,木村友里,4,■,■,■,■,nan,28,8,1,0.2857142857142857,0.25,2.00,2,0,1,0.0,0,-,21,1,1,11,16.7,19,8,3,50.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,5,,浅川希,4,■,■,■,■,nan,42,15,2,0.35714285714285715,0.30952380952380953,3.75,3,1,1,33.3,1,0.25,7,0,1,2,3.6,33,15,11,62.1
2018-11-10,11,プレステージ・インターナショナルアランマーレ,6,,松尾由紀子,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,プレステージ・インターナショナルアランマーレ,7,,川満理子,1,nan,nan,□,nan,nan,1,1,0,1.0,1.0,1.00,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,8,,田村愛美,4,■,■,■,■,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,15,1,0,4,13.3,1,0,0,0.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,9,,戸田さやか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,プレステージ・インターナショナルアランマーレ,10,,柳沢紫子,4,■,■,■,■,nan,17,5,2,0.29411764705882354,0.17647058823529413,1.25,0,0,0,-,4,1.00,21,0,0,10,11.9,0,0,0,-
2018-11-10,11,プレステージ・インターナショナルアランマーレ,11,L,森寿実子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,9,5,60.5
2018-11-10,11,プレステージ・インターナショナルアランマーレ,12,,丹野瑞希,2,□,□,nan,nan,nan,5,2,0,0.4,0.4,1.00,0,0,0,-,0,-,3,0,0,1,8.3,1,1,0,100.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,13,,本間有貴,4,■,■,■,■,nan,24,8,1,0.3333333333333333,0.2916666666666667,2.00,0,0,0,-,1,0.25,11,0,3,5,4.5,1,1,0,100.0
2018-11-10,11,プレステージ・インターナショナルアランマーレ,20,L,福田有里,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,1,,田代麻樹,3,■,■,■,nan,nan,19,9,1,0.47368421052631576,0.42105263157894735,3.00,0,0,0,-,1,0.33,8,1,0,2,18.8,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,3,,今井里美,3,■,■,■,nan,nan,26,12,1,0.46153846153846156,0.4230769230769231,4.00,2,1,0,50.0,0,-,12,1,0,3,14.6,14,5,3,46.4
2018-11-10,11,JAぎふリオレーナ,5,,山本裕香,3,□,■,■,nan,nan,23,7,5,0.30434782608695654,0.08695652173913043,2.33,2,0,2,0.0,1,0.33,16,1,1,0,4.7,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,6,,宮井遥,1,■,nan,nan,nan,nan,7,4,1,0.5714285714285714,0.42857142857142855,4.00,1,0,1,0.0,0,-,2,0,1,0,-12.5,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,8,,岩永明奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,9,,本間真樹子,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,2,0.67,9,0,0,3,8.3,1,0,0,0.0
2018-11-10,11,JAぎふリオレーナ,10,,中村早紀子,3,■,■,■,nan,nan,21,11,0,0.5238095238095238,0.5238095238095238,3.67,0,0,0,-,0,-,10,0,1,4,7.5,23,13,6,69.6
2018-11-10,11,JAぎふリオレーナ,11,,佐々木美帆,3,■,■,■,nan,nan,12,8,0,0.6666666666666666,0.6666666666666666,2.67,0,0,0,-,0,-,14,1,0,3,12.5,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,12,,井上実咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,13,L,岡田倫奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,14,,佐野遥香,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2018-11-10,11,JAぎふリオレーナ,15,,齊藤望,1,nan,nan,□,nan,nan,1,1,0,1.0,1.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
