試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-01,群馬銀行グリーンウイングス,2,,吉岡みなみ,1,■,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,3,,鈴木日葵,3,■,■,■,nan,nan,23,14,3,60.9,47.8,4.67,0,0,0,-,1,0.33,12,0,1,5,8.3,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,4,,小林愛里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,5,,田中瑠奈,3,■,■,■,nan,nan,38,16,2,42.1,36.8,5.33,2,0,0,0.0,0,-,10,2,1,6,32.5,4,1,2,50.0,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,6,,古市彩音,3,■,■,■,nan,nan,4,2,1,50.0,25.0,0.67,0,0,0,-,0,-,14,0,2,4,3.6,1,1,0,100.0,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,7,,寺坂茜,1,nan,□,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,8,,中田唯香,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,9,L,上地野乃香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,12,6,68.2,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,10,,新井祥,3,□,■,■,nan,nan,23,9,2,39.1,30.4,3.00,0,0,0,-,1,0.33,11,1,1,0,6.8,28,10,12,57.1,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,11,,坂本陽菜,3,■,■,■,nan,nan,25,7,0,28.0,28.0,2.33,0,0,0,-,0,-,18,3,1,11,30.6,8,1,2,25.0,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,16,,安福若菜,3,■,■,■,nan,nan,12,5,0,41.7,41.7,1.67,0,0,0,-,1,0.33,7,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,17,,伊藤寿奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,18,,藤原愛,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2020-11-01,群馬銀行グリーンウイングス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,126,54,8,42.9,36.5,18.00,2,0,0,0.0,3,1.00,76,6,6,28,15.1,63,25,22,57.1,112,40,7,35.7,11,3.67,5.1,50.0
