名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アルタモノワエブゲーニャ,武富士バンブー,15,76,1129,553,70,49.0,42.8,307,126,26,43,255,15,28,65,392,286,0,611,41.0,7.28,0.57,9.5,73.0
ゴルボビッチミラ,東レアローズ,20,75,379,178,18,47.0,42.2,0,0,0,46,219,4,8,69,18,14,0,228,,2.37,0.61,8.8,77.8
スコットダニエル,パイオニアレッドウィングス,23,85,703,314,29,44.7,40.5,2,0,0,85,263,4,21,67,40,26,0,403,0.0,3.69,1.0,5.9,65.0
フールマンフランシーヌ,久光製薬スプリングス,33,78,705,363,46,51.5,45.0,82,44,12,54,267,7,22,78,105,75,0,424,53.7,4.65,0.69,7.9,71.4
ブラナーニコル,日立リヴァーレ,17,72,806,307,71,38.1,29.3,88,32,23,12,232,22,43,67,104,70,0,341,36.4,4.26,0.17,12.1,67.3
三浦聖子,デンソーエアリービーズ,10,71,0,0,0,,,0,0,0,0,0,0,0,0,140,103,0,0,,0.0,0.0,,73.6
三澤由佳,武富士バンブー,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上田かおり,東レアローズ,4,12,49,20,0,40.8,40.8,0,0,0,12,39,0,2,7,2,2,0,32,,1.67,1.0,3.2,100.0
中村真美,NECレッドロケッツ,12,2,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
久保庭怜奈,パイオニアレッドウィングス,14,8,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,0,,0.0,0.0,4.2,
五十川葉子,東レアローズ,8,55,150,55,7,36.7,32.0,0,0,0,8,81,4,1,12,147,100,0,67,,1.0,0.15,8.3,68.0
井村仁美,武富士バンブー,17,77,28,11,0,39.3,39.3,2,0,0,4,308,9,13,74,1,1,0,24,0.0,0.14,0.05,7.9,100.0
仁木希,NECレッドロケッツ,5,80,782,314,46,40.2,34.3,2,0,1,25,307,11,8,95,533,397,0,350,0.0,3.92,0.31,10.7,74.5
伊地知麻貴,武富士バンブー,13,26,0,0,0,,,0,0,0,1,15,0,0,2,0,0,0,1,,0.0,0.04,3.3,
佐々木みき,パイオニアレッドウィングス,0,84,849,287,49,33.8,28.0,149,51,11,33,293,6,24,48,175,119,0,326,34.2,3.42,0.39,4.1,68.0
佐々木雅子,武富士バンブー,6,18,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,0,,0.0,0.0,-5.0,
佐野優子,東レアローズ,6,79,0,0,0,,,0,0,0,0,0,0,0,0,431,354,0,0,,0.0,0.0,,82.1
先野久美子,久光製薬スプリングス,4,78,468,192,27,41.0,35.3,0,0,0,56,252,2,13,48,33,28,0,250,,2.46,0.72,4.3,84.8
兵田今日子,シーガルズ,1,3,23,6,0,26.1,26.1,0,0,0,1,9,1,0,1,8,7,0,8,,2.0,0.33,13.9,87.5
内田役子,パイオニアレッドウィングス,16,58,20,8,1,40.0,35.0,0,0,0,0,191,2,8,31,1,0,0,10,,0.14,0.0,4.1,0.0
内藤香菜子,武富士バンブー,11,74,282,114,23,40.4,32.3,0,0,0,45,246,6,20,56,159,118,0,165,,1.54,0.61,6.1,74.2
冨田寧寧,東レアローズ,14,75,416,181,25,43.5,37.5,1,0,0,38,269,7,8,62,24,22,0,226,0.0,2.41,0.51,7.6,91.7
吉原知子,パイオニアレッドウィングス,11,85,483,164,21,34.0,29.6,0,0,0,40,357,17,15,97,395,272,0,221,,1.93,0.47,10.5,68.9
吉澤智恵,武富士バンブー,18,61,0,0,0,,,0,0,0,0,0,0,0,0,241,180,0,0,,0.0,0.0,,74.7
吉田実代,パイオニアレッドウィングス,7,85,0,0,0,,,0,0,0,0,0,0,0,0,421,289,0,0,,0.0,0.0,,68.6
吉田早織,日立リヴァーレ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
向井久子,東レアローズ,3,21,123,37,9,30.1,22.8,1,0,1,2,61,2,1,19,80,54,0,41,0.0,1.76,0.1,10.7,67.5
和久山志恵里,武富士バンブー,3,17,0,0,0,,,0,0,0,0,2,0,0,1,55,39,0,0,,0.0,0.0,12.5,70.9
多治見麻子,パイオニアレッドウィングス,5,85,427,164,25,38.4,32.6,0,0,0,44,281,5,20,63,204,130,0,213,,1.93,0.52,5.6,63.7
大村加奈子,久光製薬スプリングス,8,71,640,237,36,37.0,31.4,20,8,6,19,248,8,19,66,27,17,0,264,40.0,3.34,0.27,8.0,63.0
大沼綾子,日立リヴァーレ,4,49,182,71,16,39.0,30.2,0,0,0,13,119,5,6,48,10,9,0,89,,1.45,0.27,13.0,90.0
大貫美奈子,NECレッドロケッツ,3,80,66,29,5,43.9,36.4,0,0,0,9,357,30,34,118,8,3,0,68,,0.36,0.11,14.3,37.5
家志奈々江,NECレッドロケッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小倉由香,シーガルズ,22,10,0,0,0,,,0,0,0,0,3,0,0,0,61,41,0,0,,0.0,0.0,0.0,67.2
小山修加,久光製薬スプリングス,16,15,10,2,1,20.0,10.0,1,0,0,1,13,0,3,1,0,0,0,3,0.0,0.13,0.07,-3.8,
小玉佐知子,東レアローズ,5,79,24,6,1,25.0,20.8,0,0,0,9,307,5,8,73,0,0,0,20,,0.08,0.11,6.9,
小菅真弓,シーガルズ,41,41,11,4,0,36.4,36.4,0,0,0,2,53,0,0,12,2,0,0,6,,0.1,0.05,5.7,0.0
小谷弘美,武富士バンブー,1,77,381,162,17,42.5,38.1,0,0,0,37,280,4,7,52,31,20,0,203,,2.1,0.48,5.4,64.5
尾形かつえ,日立リヴァーレ,11,36,114,30,16,26.3,12.3,3,0,1,3,62,3,10,17,57,34,0,36,0.0,0.83,0.08,7.7,59.6
山下祐美子,武富士バンブー,2,33,111,40,6,36.0,30.6,0,0,0,3,41,1,4,9,33,22,0,44,,1.21,0.09,5.5,66.7
