大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
プレミアカンファレンス,デンソーエアリービーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,13,19,46,14,2,30.4,0,0,0,-,0.74,8,0.42,45,0,0,5,11,3.3,2,1,1,75.0,14,8,0,22
Eastern Conference,デンソーエアリービーズ,5,8,23,9,0,39.1,0,0,0,-,1.12,4,0.50,28,0,0,4,8,3.6,1,0,1,50.0,9,4,0,13
交流戦,デンソーエアリービーズ,5,6,15,5,1,33.3,0,0,0,-,0.83,3,0.50,11,0,0,1,2,2.3,0,0,0,-,5,3,0,8
ファイナル８,デンソーエアリービーズ,3,5,8,0,1,0.0,0,0,0,-,-,1,0.20,6,0,0,0,1,4.2,1,1,0,100.0,0,1,0,1
Ｖ・チャレンジリーグⅠ女子 2016/17,デンソーエアリービーズ,21,57,283,135,16,47.7,1,1,0,100.0,2.37,28,0.49,187,2,10,17,75,15.4,4,4,0,100.0,135,28,12,175
レギュラーラウンド,デンソーエアリービーズ,21,57,283,135,16,47.7,1,1,0,100.0,2.37,28,0.49,187,2,10,17,75,15.4,4,4,0,100.0,135,28,12,175
チャレンジマッチ女子2016/17,デンソーエアリービーズ,2,8,61,22,4,36.1,1,0,0,0.0,2.75,3,0.38,22,0,0,3,6,6.8,2,0,0,0.0,22,3,0,25
チャレンジマッチ,デンソーエアリービーズ,2,8,61,22,4,36.1,1,0,0,0.0,2.75,3,0.38,22,0,0,3,6,6.8,2,0,0,0.0,22,3,0,25
Ｖ・プレミアリーグ女子 2015/16,デンソーエアリービーズ,21,80,509,179,26,35.2,4,0,0,0.0,2.24,55,0.69,166,1,3,11,75,13.3,7,6,0,85.7,179,55,4,238
レギュラーラウンド,デンソーエアリービーズ,21,80,509,179,26,35.2,4,0,0,0.0,2.24,55,0.69,166,1,3,11,75,13.3,7,6,0,85.7,179,55,4,238
チャレンジマッチ女子2015/16,デンソーエアリービーズ,2,7,37,16,0,43.2,0,0,0,-,2.29,4,0.57,26,0,2,0,7,12.9,0,0,0,-,16,4,2,22
チャレンジマッチ,デンソーエアリービーズ,2,7,37,16,0,43.2,0,0,0,-,2.29,4,0.57,26,0,2,0,7,12.9,0,0,0,-,16,4,2,22
Ｖ・プレミアリーグ女子 2014/15,デンソーエアリービーズ,21,77,448,168,20,37.5,3,1,0,33.3,2.18,42,0.55,215,0,4,17,62,8.7,7,3,0,42.9,168,42,4,214
レギュラーラウンド,デンソーエアリービーズ,21,77,448,168,20,37.5,3,1,0,33.3,2.18,42,0.55,215,0,4,17,62,8.7,7,3,0,42.9,168,42,4,214
チャレンジマッチ女子2014/15,デンソーエアリービーズ,2,8,55,22,4,40.0,1,0,0,0.0,2.75,6,0.75,24,0,2,0,14,21.2,4,1,0,25.0,22,6,2,30
チャレンジマッチ,デンソーエアリービーズ,2,8,55,22,4,40.0,1,0,0,0.0,2.75,6,0.75,24,0,2,0,14,21.2,4,1,0,25.0,22,6,2,30
