大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,26,66,408,134,19,32.8,61,15,3,24.6,2.03,10,0.15,190,4,8,5,66,14.3,26,11,8,57.7,134,10,12,156
プレミアカンファレンス,デンソーエアリービーズ,15,33,273,98,13,35.9,48,14,1,29.2,2.97,3,0.09,118,3,4,2,41,14.2,19,9,4,57.9,98,3,7,108
交流戦,デンソーエアリービーズ,6,17,63,19,4,30.2,7,0,1,0.0,1.12,4,0.24,31,0,2,1,12,15.3,3,0,3,50.0,19,4,2,25
ファイナル８・Ａグループ,デンソーエアリービーズ,3,8,20,5,0,25.0,2,1,0,50.0,0.62,1,0.12,19,1,1,1,9,21.1,2,1,0,50.0,5,1,2,8
セミファイナル①,デンソーエアリービーズ,1,5,52,12,2,23.1,4,0,1,0.0,2.40,2,0.40,17,0,1,1,4,10.3,2,1,1,75.0,12,2,1,15
３位決定戦,デンソーエアリービーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,5,0,0,0,0,0.0,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,27,57,112,37,4,33.0,4,1,1,25.0,0.65,1,0.02,113,3,5,2,30,13.3,50,13,13,39.0,37,1,8,46
Eastern Conference,デンソーエアリービーズ,10,18,16,7,0,43.8,1,0,0,0.0,0.39,0,-,31,1,1,1,12,15.3,2,0,0,0.0,7,0,2,9
交流戦,デンソーエアリービーズ,10,24,80,27,3,33.8,3,1,1,33.3,1.12,1,0.04,60,2,3,0,14,14.2,41,10,10,36.6,27,1,5,33
ファイナル８,デンソーエアリービーズ,7,15,16,3,1,18.8,0,0,0,-,0.20,0,-,22,0,1,1,4,8.0,7,3,3,64.3,3,0,1,4
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,18,35,14,4,1,28.6,0,0,0,-,0.11,0,-,51,0,2,1,17,11.8,6,0,2,16.7,4,0,2,6
レギュラーラウンド,デンソーエアリービーズ,13,22,14,4,1,28.6,0,0,0,-,0.18,0,-,34,0,1,1,11,10.3,5,0,2,20.0,4,0,1,5
ファイナル６,デンソーエアリービーズ,5,13,0,0,0,-,0,0,0,-,-,0,-,17,0,1,0,6,14.7,1,0,0,0.0,0,0,1,1
皇后杯全日本選手権大会,,2,5,0,0,0,-,0,0,0,-,-,0,-,11,0,2,0,1,20.5,0,0,0,-,0,0,2,2
レギュラーラウンド,,2,5,0,0,0,-,0,0,0,-,-,0,-,11,0,2,0,1,20.5,0,0,0,-,0,0,2,2
レギュラーシーズン通算,,54,114,446,155,21,34.8,59,15,3,25.4,1.36,8,0.07,274,6,11,5,90,14.0,70,19,19,40.7,155,8,17,180
通算,,73,163,534,175,24,32.8,65,16,4,24.6,1.07,11,0.07,365,7,17,8,114,13.8,82,24,23,43.3,175,11,24,210
