大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,18,20,45,14,5,31.1,0,0,0,-,0.70,3,0.15,85,2,5,7,27,14.1,5,3,0,60.0,14,3,7,24
Eastern Conference,デンソーエアリービーズ,7,12,34,13,4,38.2,0,0,0,-,1.08,3,0.25,63,2,4,6,19,14.7,5,3,0,60.0,13,3,6,22
交流戦,デンソーエアリービーズ,7,8,11,1,1,9.1,0,0,0,-,0.12,0,-,22,0,1,1,8,12.5,0,0,0,-,1,0,1,2
ファイナル８,デンソーエアリービーズ,4,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,4,3,0,0,0,-,0,0,0,-,-,0,-,2,0,0,1,1,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,デンソーエアリービーズ,2,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,デンソーエアリービーズ,2,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,1,1,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,16,21,45,14,5,31.1,0,0,0,-,0.67,3,0.14,85,2,5,7,27,14.1,5,3,0,60.0,14,3,7,24
通算,,22,23,45,14,5,31.1,0,0,0,-,0.61,3,0.13,87,2,5,8,28,13.8,5,3,0,60.0,14,3,7,24
