大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,21,74,643,208,34,32.3,24,5,1,20.8,2.81,14,0.19,299,9,13,21,94,13.5,490,203,152,56.9,208,14,22,244
プレミアカンファレンス,デンソーエアリービーズ,10,33,317,116,16,36.6,13,4,0,30.8,3.52,8,0.24,140,3,5,15,43,10.7,183,81,61,60.9,116,8,8,132
交流戦,デンソーエアリービーズ,6,25,179,51,8,28.5,4,1,0,25.0,2.04,2,0.08,92,5,6,4,30,19.0,213,80,75,55.2,51,2,11,64
ファイナル８・Ａグループ,デンソーエアリービーズ,3,8,60,19,4,31.7,6,0,1,0.0,2.38,3,0.38,33,1,2,1,13,18.2,42,18,5,48.8,19,3,3,25
セミファイナル①,デンソーエアリービーズ,1,5,48,12,2,25.0,0,0,0,-,2.40,0,-,19,0,0,0,2,2.6,27,15,6,66.7,12,0,0,12
３位決定戦,デンソーエアリービーズ,1,3,39,10,4,25.6,1,0,0,0.0,3.33,1,0.33,15,0,0,1,6,8.3,25,9,5,46.0,10,1,0,11
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,27,95,1031,356,50,34.5,82,20,10,24.4,3.75,19,0.20,327,7,12,22,101,11.9,548,267,130,60.6,356,19,19,394
Eastern Conference,デンソーエアリービーズ,10,30,303,107,17,35.3,34,11,5,32.4,3.57,5,0.17,101,5,3,6,27,13.1,139,67,37,61.5,107,5,8,120
交流戦,デンソーエアリービーズ,10,37,445,153,21,34.4,28,5,1,17.9,4.14,7,0.19,120,1,5,8,42,12.1,266,126,57,58.1,153,7,6,166
ファイナル８,デンソーエアリービーズ,7,28,283,96,12,33.9,20,4,4,20.0,3.43,7,0.25,106,1,4,8,32,10.4,143,74,36,64.3,96,7,5,108
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,26,98,918,348,46,37.9,132,51,7,38.6,3.55,21,0.21,396,9,21,14,125,14.6,541,241,154,58.8,348,21,30,399
レギュラーラウンド,デンソーエアリービーズ,21,80,750,285,35,38.0,111,41,6,36.9,3.56,17,0.21,322,8,20,10,101,15.8,427,189,124,58.8,285,17,28,330
ファイナル６,デンソーエアリービーズ,5,18,168,63,11,37.5,21,10,1,47.6,3.50,4,0.22,74,1,1,4,24,9.5,114,52,30,58.8,63,4,2,69
皇后杯全日本選手権大会,,2,8,111,33,6,29.7,13,3,1,23.1,4.12,5,0.62,30,1,2,1,9,16.7,45,20,10,55.6,33,5,3,41
レギュラーラウンド,,2,8,111,33,6,29.7,13,3,1,23.1,4.12,5,0.62,30,1,2,1,9,16.7,45,20,10,55.6,33,5,3,41
Ｖ・チャレンジリーグⅠ女子 2016/17,デンソーエアリービーズ,21,56,344,158,15,45.9,12,4,2,33.3,2.82,20,0.36,174,4,3,10,70,13.7,247,161,0,65.2,158,20,7,185
レギュラーラウンド,デンソーエアリービーズ,21,56,344,158,15,45.9,12,4,2,33.3,2.82,20,0.36,174,4,3,10,70,13.7,247,161,0,65.2,158,20,7,185
チャレンジマッチ女子2016/17,デンソーエアリービーズ,2,8,107,36,1,33.6,2,0,0,0.0,4.50,1,0.12,24,0,1,2,12,15.8,31,14,0,45.2,36,1,1,38
チャレンジマッチ,デンソーエアリービーズ,2,8,107,36,1,33.6,2,0,0,0.0,4.50,1,0.12,24,0,1,2,12,15.8,31,14,0,45.2,36,1,1,38
Ｖ・プレミアリーグ女子 2015/16,デンソーエアリービーズ,21,80,610,226,35,37.0,23,3,1,13.0,2.83,37,0.46,295,1,11,17,123,13.7,625,347,0,55.5,226,37,12,275
レギュラーラウンド,デンソーエアリービーズ,21,80,610,226,35,37.0,23,3,1,13.0,2.83,37,0.46,295,1,11,17,123,13.7,625,347,0,55.5,226,37,12,275
チャレンジマッチ女子2015/16,デンソーエアリービーズ,2,7,61,16,1,26.2,3,1,0,33.3,2.29,1,0.14,18,1,1,3,5,16.9,32,26,0,81.2,16,1,2,19
チャレンジマッチ,デンソーエアリービーズ,2,7,61,16,1,26.2,3,1,0,33.3,2.29,1,0.14,18,1,1,3,5,16.9,32,26,0,81.2,16,1,2,19
Ｖ・プレミアリーグ女子 2014/15,デンソーエアリービーズ,21,80,524,182,20,34.7,24,5,2,20.8,2.27,25,0.31,325,4,6,20,107,10.9,413,227,0,55.0,182,25,10,217
レギュラーラウンド,デンソーエアリービーズ,21,80,524,182,20,34.7,24,5,2,20.8,2.27,25,0.31,325,4,6,20,107,10.9,413,227,0,55.0,182,25,10,217
チャレンジマッチ女子2014/15,デンソーエアリービーズ,2,8,61,22,3,36.1,1,0,0,0.0,2.75,8,1.00,37,0,1,1,16,13.0,32,17,0,53.1,22,8,1,31
チャレンジマッチ,デンソーエアリービーズ,2,8,61,22,3,36.1,1,0,0,0.0,2.75,8,1.00,37,0,1,1,16,13.0,32,17,0,53.1,22,8,1,31
Ｖ・チャレンジリーグ女子 2013/14,デンソーエアリービーズ,18,51,417,161,30,38.6,87,29,11,33.3,3.16,24,0.47,261,9,15,14,90,16.7,222,143,0,64.4,161,24,24,209
レギュラーラウンド,デンソーエアリービーズ,18,51,417,161,30,38.6,87,29,11,33.3,3.16,24,0.47,261,9,15,14,90,16.7,222,143,0,64.4,161,24,24,209
チャレンジマッチ女子2013/14,デンソーエアリービーズ,2,6,60,22,8,36.7,3,2,0,66.7,3.67,2,0.33,31,1,1,4,10,13.9,32,23,0,71.9,22,2,2,26
チャレンジマッチ,デンソーエアリービーズ,2,6,60,22,8,36.7,3,2,0,66.7,3.67,2,0.33,31,1,1,4,10,13.9,32,23,0,71.9,22,2,2,26
Ｖ・プレミアリーグ女子 2012/13,デンソーエアリービーズ,28,72,590,168,24,28.5,12,1,0,8.3,2.33,15,0.21,222,2,4,20,79,11.2,435,239,0,54.9,168,15,6,189
レギュラーラウンド,デンソーエアリービーズ,28,72,590,168,24,28.5,12,1,0,8.3,2.33,15,0.21,222,2,4,20,79,11.2,435,239,0,54.9,168,15,6,189
チャレンジマッチ女子2012/13,デンソーエアリービーズ,2,8,55,17,3,30.9,1,0,0,0.0,2.12,0,-,27,1,0,1,9,12.0,73,43,0,58.9,17,0,1,18
チャレンジマッチ,デンソーエアリービーズ,2,8,55,17,3,30.9,1,0,0,0.0,2.12,0,-,27,1,0,1,9,12.0,73,43,0,58.9,17,0,1,18
Ｖ・プレミアリーグ女子 2011/12,デンソーエアリービーズ,4,1,2,1,0,50.0,0,0,0,-,1.00,0,-,3,0,0,0,1,8.3,4,3,0,75.0,1,0,0,1
セミファイナルラウンド,デンソーエアリービーズ,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナルラウンド,デンソーエアリービーズ,1,1,2,1,0,50.0,0,0,0,-,1.00,0,-,3,0,0,0,1,8.3,4,3,0,75.0,1,0,0,1
レギュラーシーズン通算,,166,544,4479,1607,221,35.9,348,104,28,29.9,2.95,160,0.29,2052,42,78,124,712,13.0,3170,1660,354,57.9,1607,160,120,1887
通算,,199,652,5534,1954,276,35.3,419,124,35,29.6,3.00,192,0.29,2469,49,91,150,851,12.8,3770,1974,446,58.3,1954,192,140,2286
