大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,20,11,0,0,0,-,0,0,0,-,-,0,-,6,0,0,1,2,4.2,1,0,0,0.0,0,0,0,0
プレミアカンファレンス,デンソーエアリービーズ,11,5,0,0,0,-,0,0,0,-,-,0,-,6,0,0,1,2,4.2,1,0,0,0.0,0,0,0,0
交流戦,デンソーエアリービーズ,4,4,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル８・Ａグループ,デンソーエアリービーズ,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
セミファイナル①,デンソーエアリービーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
３位決定戦,デンソーエアリービーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,27,86,29,10,0,34.5,0,0,0,-,0.12,6,0.07,239,1,5,18,86,9.6,4,1,0,25.0,10,6,6,22
Eastern Conference,デンソーエアリービーズ,10,25,11,4,0,36.4,0,0,0,-,0.16,2,0.08,76,1,5,4,28,15.8,0,0,0,-,4,2,6,12
交流戦,デンソーエアリービーズ,10,33,7,2,0,28.6,0,0,0,-,0.06,1,0.03,96,0,0,8,36,7.3,4,1,0,25.0,2,1,0,3
ファイナル８,デンソーエアリービーズ,7,28,11,4,0,36.4,0,0,0,-,0.14,3,0.11,67,0,0,6,22,6.0,0,0,0,-,4,3,0,7
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,23,84,16,4,1,25.0,0,0,0,-,0.05,4,0.05,195,2,9,26,57,9.6,5,0,1,10.0,4,4,11,19
レギュラーラウンド,デンソーエアリービーズ,18,67,13,3,1,23.1,0,0,0,-,0.04,3,0.04,154,1,8,20,46,10.1,5,0,1,10.0,3,3,9,15
ファイナル６,デンソーエアリービーズ,5,17,3,1,0,33.3,0,0,0,-,0.06,1,0.06,41,1,1,6,11,7.9,0,0,0,-,1,1,2,4
皇后杯全日本選手権大会,,2,8,1,0,0,0.0,0,0,0,-,-,3,0.38,15,0,0,1,5,6.7,1,0,0,0.0,0,3,0,3
レギュラーラウンド,,2,8,1,0,0,0.0,0,0,0,-,-,3,0.38,15,0,0,1,5,6.7,1,0,0,0.0,0,3,0,3
Ｖ・チャレンジリーグⅠ女子 2016/17,デンソーエアリービーズ,21,70,23,8,0,34.8,0,0,0,-,0.11,5,0.07,247,4,3,10,107,13.4,2,0,0,0.0,8,5,7,20
レギュラーラウンド,デンソーエアリービーズ,21,70,23,8,0,34.8,0,0,0,-,0.11,5,0.07,247,4,3,10,107,13.4,2,0,0,0.0,8,5,7,20
チャレンジマッチ女子2016/17,デンソーエアリービーズ,2,8,2,0,0,0.0,0,0,0,-,-,1,0.12,25,0,2,1,9,15.4,0,0,0,-,0,1,2,3
チャレンジマッチ,デンソーエアリービーズ,2,8,2,0,0,0.0,0,0,0,-,-,1,0.12,25,0,2,1,9,15.4,0,0,0,-,0,1,2,3
Ｖ・プレミアリーグ女子 2015/16,デンソーエアリービーズ,21,43,7,3,0,42.9,0,0,0,-,0.07,1,0.02,73,1,3,7,22,12.2,0,0,0,-,3,1,4,8
レギュラーラウンド,デンソーエアリービーズ,21,43,7,3,0,42.9,0,0,0,-,0.07,1,0.02,73,1,3,7,22,12.2,0,0,0,-,3,1,4,8
チャレンジマッチ女子2015/16,デンソーエアリービーズ,2,6,0,0,0,-,0,0,0,-,-,2,0.33,22,1,1,4,2,10.5,0,0,0,-,0,2,2,4
チャレンジマッチ,デンソーエアリービーズ,2,6,0,0,0,-,0,0,0,-,-,2,0.33,22,1,1,4,2,10.5,0,0,0,-,0,2,2,4
レギュラーシーズン通算,,95,247,61,20,1,32.8,0,0,0,-,0.08,12,0.05,652,7,19,50,241,11.3,12,1,1,12.5,20,12,26,58
通算,,118,316,78,25,1,32.1,0,0,0,-,0.08,22,0.07,822,9,23,68,290,10.6,13,1,1,11.5,25,22,32,79
