大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,26,78,678,229,36,33.8,133,40,12,30.1,2.94,12,0.15,292,3,5,13,88,9.2,372,163,97,56.9,229,12,8,249
プレミアカンファレンス,デンソーエアリービーズ,15,43,402,151,18,37.6,72,22,4,30.6,3.51,6,0.14,178,3,4,8,57,10.8,259,119,64,58.3,151,6,7,164
交流戦,デンソーエアリービーズ,6,19,121,30,7,24.8,38,11,3,28.9,1.58,1,0.05,53,0,0,2,12,4.7,45,14,10,42.2,30,1,0,31
ファイナル８・Ａグループ,デンソーエアリービーズ,3,8,72,22,5,30.6,13,5,2,38.5,2.75,3,0.38,36,0,1,2,13,10.4,18,6,6,50.0,22,3,1,26
セミファイナル①,デンソーエアリービーズ,1,5,53,17,5,32.1,6,2,2,33.3,3.4,1,0.20,17,0,0,1,4,4.4,33,19,9,71.2,17,1,0,18
３位決定戦,デンソーエアリービーズ,1,3,30,9,1,30.0,4,0,1,0.0,3.0,1,0.33,8,0,0,0,2,6.2,17,5,8,52.9,9,1,0,10
V.LEAGUE DIVISION1 WOMEN 2018-19,デンソーエアリービーズ,27,61,539,168,31,31.2,47,12,4,25.5,2.75,9,0.15,175,2,4,12,39,7.3,431,181,99,53.5,168,9,6,183
Eastern Conference,デンソーエアリービーズ,10,30,295,96,15,32.5,28,8,2,28.6,3.2,4,0.13,89,0,2,7,18,5.3,240,96,59,52.3,96,4,2,102
交流戦,デンソーエアリービーズ,10,18,115,31,9,27.0,8,0,2,0.0,1.72,4,0.22,42,0,0,4,9,3.0,129,58,26,55.0,31,4,0,35
ファイナル８,デンソーエアリービーズ,7,13,129,41,7,31.8,11,4,0,36.4,3.15,1,0.08,44,2,2,1,12,15.3,62,27,14,54.8,41,1,4,46
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,24,35,262,84,10,32.1,9,1,0,11.1,2.4,4,0.11,72,1,1,10,27,8.7,172,45,49,40.4,84,4,2,90
レギュラーラウンド,デンソーエアリービーズ,19,30,231,77,8,33.3,9,1,0,11.1,2.57,4,0.13,67,1,1,8,25,9.3,148,39,41,40.2,77,4,2,83
ファイナル６,デンソーエアリービーズ,5,5,31,7,2,22.6,0,0,0,-,1.4,0,-,5,0,0,2,2,0.0,24,6,8,41.7,7,0,0,7
皇后杯全日本選手権大会,,2,6,51,21,2,41.2,3,2,0,66.7,3.5,0,-,9,0,0,1,3,5.6,47,28,14,74.5,21,0,0,21
レギュラーラウンド,,2,6,51,21,2,41.2,3,2,0,66.7,3.5,0,-,9,0,0,1,3,5.6,47,28,14,74.5,21,0,0,21
Ｖ・チャレンジリーグⅠ女子 2016/17,デンソーエアリービーズ,18,46,332,131,24,39.5,32,8,5,25.0,2.85,5,0.11,151,1,2,8,61,11.8,213,134,0,62.9,131,5,3,139
レギュラーラウンド,デンソーエアリービーズ,18,46,332,131,24,39.5,32,8,5,25.0,2.85,5,0.11,151,1,2,8,61,11.8,213,134,0,62.9,131,5,3,139
チャレンジマッチ女子2016/17,デンソーエアリービーズ,2,1,5,1,0,20.0,0,0,0,-,1.0,0,-,3,0,0,0,0,0.0,3,3,0,100.0,1,0,0,1
チャレンジマッチ,デンソーエアリービーズ,2,1,5,1,0,20.0,0,0,0,-,1.0,0,-,3,0,0,0,0,0.0,3,3,0,100.0,1,0,0,1
レギュラーシーズン通算,,78,186,1496,516,81,34.5,187,50,16,26.7,2.77,24,0.13,580,5,9,37,182,8.7,1034,460,200,54.2,516,24,14,554
通算,,99,227,1867,634,103,34.0,224,63,21,28.1,2.79,30,0.13,702,7,12,44,218,8.9,1238,554,259,55.2,634,30,19,683
