大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,デンソーエアリービーズ,20,66,220,79,3,35.9,0,0,0,-,1.2,35,0.53,227,0,5,6,56,7.7,12,7,3,70.8,79,35,5,119
プレミアカンファレンス,デンソーエアリービーズ,13,38,138,45,3,32.6,0,0,0,-,1.18,24,0.63,142,0,5,3,38,9.7,5,2,2,60.0,45,24,5,74
交流戦,デンソーエアリービーズ,2,10,32,13,0,40.6,0,0,0,-,1.3,3,0.30,23,0,0,1,3,2.2,3,3,0,100.0,13,3,0,16
ファイナル８・Ａグループ,デンソーエアリービーズ,3,10,29,13,0,44.8,0,0,0,-,1.3,7,0.70,38,0,0,1,10,5.9,2,2,0,100.0,13,7,0,20
セミファイナル①,デンソーエアリービーズ,1,5,10,3,0,30.0,0,0,0,-,0.6,0,-,14,0,0,0,4,7.1,0,0,0,-,3,0,0,3
３位決定戦,デンソーエアリービーズ,1,3,11,5,0,45.5,0,0,0,-,1.67,1,0.33,10,0,0,1,1,0.0,2,0,1,25.0,5,1,0,6
Ｖ・プレミアリーグ女子 2017/18,JTマーヴェラス,28,104,394,171,9,43.4,0,0,0,-,1.64,67,0.64,338,2,7,14,104,9.3,8,3,2,50.0,171,67,9,247
レギュラーラウンド,JTマーヴェラス,21,79,300,129,6,43.0,0,0,0,-,1.63,54,0.68,258,1,4,13,86,9.0,8,3,2,50.0,129,54,5,188
ファイナル６,JTマーヴェラス,5,19,72,33,3,45.8,0,0,0,-,1.74,13,0.68,68,1,3,1,14,10.7,0,0,0,-,33,13,4,50
ファイナル,JTマーヴェラス,2,6,22,9,0,40.9,0,0,0,-,1.5,0,-,12,0,0,0,4,8.3,0,0,0,-,9,0,0,9
Ｖ・プレミアリーグ女子 2016/17,JTマーヴェラス,26,99,559,237,11,42.4,0,0,0,-,2.39,65,0.66,260,1,4,4,77,9.0,31,19,0,61.3,237,65,5,307
レギュラーラウンド,JTマーヴェラス,21,78,429,188,8,43.8,0,0,0,-,2.41,47,0.60,195,1,3,3,64,9.9,18,9,0,50.0,188,47,4,239
ファイナル６,JTマーヴェラス,5,21,130,49,3,37.7,0,0,0,-,2.33,18,0.86,65,0,1,1,13,6.2,13,10,0,76.9,49,18,1,68
Ｖ・チャレンジリーグⅠ女子 2015/16,JTマーヴェラス,21,70,361,160,9,44.3,0,0,0,-,2.29,71,1.01,224,1,3,1,81,10.6,6,2,0,33.3,160,71,4,235
レギュラーラウンド,JTマーヴェラス,21,70,361,160,9,44.3,0,0,0,-,2.29,71,1.01,224,1,3,1,81,10.6,6,2,0,33.3,160,71,4,235
チャレンジマッチ女子2015/16,JTマーヴェラス,2,6,25,13,0,52.0,0,0,0,-,2.17,5,0.83,20,1,0,1,5,11.2,0,0,0,-,13,5,1,19
チャレンジマッチ,JTマーヴェラス,2,6,25,13,0,52.0,0,0,0,-,2.17,5,0.83,20,1,0,1,5,11.2,0,0,0,-,13,5,1,19
Ｖ・チャレンジリーグ女子 2014/15,JTマーヴェラス,18,60,297,168,11,56.6,1,0,0,0.0,2.8,62,1.03,186,2,3,16,35,7.1,10,7,0,70.0,168,62,5,235
レギュラーラウンド,JTマーヴェラス,18,60,297,168,11,56.6,1,0,0,0.0,2.8,62,1.03,186,2,3,16,35,7.1,10,7,0,70.0,168,62,5,235
チャレンジマッチ女子2014/15,JTマーヴェラス,2,9,37,21,1,56.8,0,0,0,-,2.33,4,0.44,20,0,0,3,4,5.0,1,1,0,100.0,21,4,0,25
チャレンジマッチ,JTマーヴェラス,2,9,37,21,1,56.8,0,0,0,-,2.33,4,0.44,20,0,0,3,4,5.0,1,1,0,100.0,21,4,0,25
Ｖ・プレミアリーグ女子 2013/14,JTマーヴェラス,28,114,839,286,17,34.1,1,0,0,0.0,2.51,99,0.87,306,1,4,36,93,9.0,16,7,0,43.8,286,99,5,390
レギュラーラウンド,JTマーヴェラス,28,114,839,286,17,34.1,1,0,0,0.0,2.51,99,0.87,306,1,4,36,93,9.0,16,7,0,43.8,286,99,5,390
チャレンジマッチ女子2013/14,JTマーヴェラス,2,9,39,15,0,38.5,0,0,0,-,1.67,4,0.44,25,0,0,2,13,13.0,7,5,0,71.4,15,4,0,19
チャレンジマッチ,JTマーヴェラス,2,9,39,15,0,38.5,0,0,0,-,1.67,4,0.44,25,0,0,2,13,13.0,7,5,0,71.4,15,4,0,19
サマーリーグ女子 2013,JTマーヴェラス,1,4,14,5,1,35.7,0,0,0,-,1.25,3,0.75,16,1,0,1,7,17.2,1,1,0,100.0,5,3,1,9
サマーリーグ,JTマーヴェラス,1,4,14,5,1,35.7,0,0,0,-,1.25,3,0.75,16,1,0,1,7,17.2,1,1,0,100.0,5,3,1,9
レギュラーシーズン通算,,124,449,2396,989,54,41.3,2,0,0,0.0,2.2,360,0.80,1334,6,22,73,400,8.2,66,33,4,53.0,989,360,28,1377
通算,,148,541,2785,1155,62,41.5,2,0,0,0.0,2.13,415,0.77,1622,9,26,84,475,8.2,92,52,5,59.2,1155,415,35,1605
