月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,KUROBEアクアフェアリーズ,15,,小西愛衣,20,5,5,5,4,1,9,5,0,55.6,55.6,0.2,0,0,0,,2,0.1,74,2,10,12,3.4,2,0,0,0.0
11,KUROBEアクアフェアリーズ,15,,小西愛衣,26,8,6,5,4,1,7,1,0,14.3,14.3,0.0,0,0,0,,2,0.1,79,2,10,11,2.8,1,1,0,100.0
12,KUROBEアクアフェアリーズ,15,,小西愛衣,25,6,7,8,2,1,13,7,0,53.8,53.8,0.3,0,0,0,,1,0.0,60,0,5,13,3.3,2,0,0,0.0
