月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,KUROBEアクアフェアリーズ,1,,丸山紗季,19,0,0,2,2,0,22,6,0,27.3,27.3,0.3,0,0,0,,1,0.1,29,1,6,6,3.4,38,11,10,42.1
11,KUROBEアクアフェアリーズ,1,,丸山紗季,24,0,0,1,1,0,15,2,0,13.3,13.3,0.1,0,0,0,,3,0.1,35,1,4,9,6.4,28,9,8,46.4
12,KUROBEアクアフェアリーズ,1,,丸山紗季,17,1,2,2,0,0,33,8,1,24.2,21.2,0.5,0,0,0,,3,0.2,36,1,4,11,7.6,44,14,10,43.2
